utc,month,hour,dayofweek,mw,tmpc,mw2day,mw7day
2017-01-01 00:00:00,1,0,6,10794,1.129,10870.0,10062.0
2017-01-01 01:00:00,1,1,6,10320,0.931,10504.0,9525.0
2017-01-01 02:00:00,1,2,6,9930,0.616,10316.0,9312.0
2017-01-01 03:00:00,1,3,6,9679,0.183,10366.0,9278.0
2017-01-01 04:00:00,1,4,6,9652,-0.279,10796.0,9408.0
2017-01-01 05:00:00,1,5,6,9784,-0.782,11805.0,9730.0
2017-01-01 06:00:00,1,6,6,10117,-1.178,13255.0,10314.0
2017-01-01 07:00:00,1,7,6,10464,-1.477,14723.0,11209.0
2017-01-01 08:00:00,1,8,6,10852,-1.398,15536.0,11995.0
2017-01-01 09:00:00,1,9,6,11555,-0.959,15803.0,12585.0
2017-01-01 10:00:00,1,10,6,12136,-0.433,15680.0,12832.0
2017-01-01 11:00:00,1,11,6,12524,0.016,15412.0,12946.0
2017-01-01 12:00:00,1,12,6,12652,0.287,15295.0,12891.0
2017-01-01 13:00:00,1,13,6,12694,0.409,15221.0,12672.0
2017-01-01 14:00:00,1,14,6,12728,0.444,15166.0,12547.0
2017-01-01 15:00:00,1,15,6,13162,0.478,15665.0,12839.0
2017-01-01 16:00:00,1,16,6,14110,0.587,16824.0,13708.0
2017-01-01 17:00:00,1,17,6,14122,0.698,16301.0,13622.0
2017-01-01 18:00:00,1,18,6,13853,0.795,15671.0,13107.0
2017-01-01 19:00:00,1,19,6,13448,0.898,14877.0,12695.0
2017-01-01 20:00:00,1,20,6,12815,0.996,13921.0,12300.0
2017-01-01 21:00:00,1,21,6,12128,1.183,12939.0,11849.0
2017-01-01 22:00:00,1,22,6,11287,1.415,12124.0,11158.0
2017-01-01 23:00:00,1,23,6,10553,1.61,11284.0,10486.0
2017-01-02 00:00:00,1,0,0,10089,1.768,10646.0,9806.0
2017-01-02 01:00:00,1,1,0,9844,1.987,10222.0,9389.0
2017-01-02 02:00:00,1,2,0,9748,2.167,10014.0,9239.0
2017-01-02 03:00:00,1,3,0,9872,2.328,9982.0,9226.0
2017-01-02 04:00:00,1,4,0,10400,2.135,10134.0,9445.0
2017-01-02 05:00:00,1,5,0,11694,1.739,10641.0,9912.0
2017-01-02 06:00:00,1,6,0,13496,1.386,11412.0,10471.0
2017-01-02 07:00:00,1,7,0,15034,1.186,12588.0,11324.0
2017-01-02 08:00:00,1,8,0,15746,1.865,13698.0,12226.0
2017-01-02 09:00:00,1,9,0,15981,3.344,14428.0,12816.0
2017-01-02 10:00:00,1,10,0,15934,4.287,14705.0,12873.0
2017-01-02 11:00:00,1,11,0,15828,4.754,14664.0,12764.0
2017-01-02 12:00:00,1,12,0,15902,4.754,14455.0,12551.0
2017-01-02 13:00:00,1,13,0,15886,4.224,14380.0,12417.0
2017-01-02 14:00:00,1,14,0,15952,3.248,14311.0,12544.0
2017-01-02 15:00:00,1,15,0,16392,2.29,14575.0,13102.0
2017-01-02 16:00:00,1,16,0,17535,2.054,15102.0,14268.0
2017-01-02 17:00:00,1,17,0,16792,2.073,14663.0,14090.0
2017-01-02 18:00:00,1,18,0,16162,2.039,14042.0,13529.0
2017-01-02 19:00:00,1,19,0,15397,1.907,13180.0,13048.0
2017-01-02 20:00:00,1,20,0,14448,1.759,12326.0,12560.0
2017-01-02 21:00:00,1,21,0,13404,1.642,11796.0,11996.0
2017-01-02 22:00:00,1,22,0,12464,1.645,11379.0,11242.0
2017-01-02 23:00:00,1,23,0,11574,1.682,11025.0,10526.0
2017-01-03 00:00:00,1,0,1,10939,1.848,10794.0,9949.0
2017-01-03 01:00:00,1,1,1,10600,2.089,10320.0,9630.0
2017-01-03 02:00:00,1,2,1,10452,2.325,9930.0,9510.0
2017-01-03 03:00:00,1,3,1,10545,2.571,9679.0,9594.0
2017-01-03 04:00:00,1,4,1,11001,2.821,9652.0,10062.0
2017-01-03 05:00:00,1,5,1,12272,2.916,9784.0,11248.0
2017-01-03 06:00:00,1,6,1,14160,2.981,10117.0,12756.0
2017-01-03 07:00:00,1,7,1,15718,3.024,10464.0,14286.0
2017-01-03 08:00:00,1,8,1,16395,3.159,10852.0,15116.0
2017-01-03 09:00:00,1,9,1,16600,3.644,11555.0,15303.0
2017-01-03 10:00:00,1,10,1,16730,4.189,12136.0,15180.0
2017-01-03 11:00:00,1,11,1,16806,4.668,12524.0,15052.0
2017-01-03 12:00:00,1,12,1,16795,4.875,12652.0,14949.0
2017-01-03 13:00:00,1,13,1,16819,4.809,12694.0,14921.0
2017-01-03 14:00:00,1,14,1,16768,4.64,12728.0,15006.0
2017-01-03 15:00:00,1,15,1,17145,4.514,13162.0,15666.0
2017-01-03 16:00:00,1,16,1,17916,4.466,14110.0,16954.0
2017-01-03 17:00:00,1,17,1,16958,4.472,14122.0,16270.0
2017-01-03 18:00:00,1,18,1,16305,4.483,13853.0,15606.0
2017-01-03 19:00:00,1,19,1,15469,4.583,13448.0,14746.0
2017-01-03 20:00:00,1,20,1,14505,4.761,12815.0,13819.0
2017-01-03 21:00:00,1,21,1,13430,4.93,12128.0,12818.0
2017-01-03 22:00:00,1,22,1,12461,5.111,11287.0,11926.0
2017-01-03 23:00:00,1,23,1,11582,5.259,10553.0,11165.0
2017-01-04 00:00:00,1,0,2,11002,5.483,10089.0,10520.0
2017-01-04 01:00:00,1,1,2,10632,5.752,9844.0,10154.0
2017-01-04 02:00:00,1,2,2,10478,6.013,9748.0,10023.0
2017-01-04 03:00:00,1,3,2,10518,6.047,9872.0,10100.0
2017-01-04 04:00:00,1,4,2,10994,5.888,10400.0,10578.0
2017-01-04 05:00:00,1,5,2,12283,5.61,11694.0,11711.0
2017-01-04 06:00:00,1,6,2,14112,5.268,13496.0,13238.0
2017-01-04 07:00:00,1,7,2,15745,4.992,15034.0,14640.0
2017-01-04 08:00:00,1,8,2,16463,4.893,15746.0,15470.0
2017-01-04 09:00:00,1,9,2,16665,5.202,15981.0,15818.0
2017-01-04 10:00:00,1,10,2,16634,5.554,15934.0,15906.0
2017-01-04 11:00:00,1,11,2,16519,5.757,15828.0,15861.0
2017-01-04 12:00:00,1,12,2,16467,5.764,15902.0,15831.0
2017-01-04 13:00:00,1,13,2,16446,5.597,15886.0,15752.0
2017-01-04 14:00:00,1,14,2,16488,5.279,15952.0,15682.0
2017-01-04 15:00:00,1,15,2,16848,4.918,16392.0,16112.0
2017-01-04 16:00:00,1,16,2,17899,4.739,17535.0,17098.0
2017-01-04 17:00:00,1,17,2,17105,4.59,16792.0,16277.0
2017-01-04 18:00:00,1,18,2,16450,4.479,16162.0,15637.0
2017-01-04 19:00:00,1,19,2,15593,4.17,15397.0,14834.0
2017-01-04 20:00:00,1,20,2,14592,3.834,14448.0,14016.0
2017-01-04 21:00:00,1,21,2,13504,3.718,13404.0,13074.0
2017-01-04 22:00:00,1,22,2,12602,3.603,12464.0,12224.0
2017-01-04 23:00:00,1,23,2,11756,3.299,11574.0,11299.0
2017-01-05 00:00:00,1,0,3,11150,2.953,10939.0,10530.0
2017-01-05 01:00:00,1,1,3,10816,2.463,10600.0,10242.0
2017-01-05 02:00:00,1,2,3,10648,2.104,10452.0,10168.0
2017-01-05 03:00:00,1,3,3,10752,1.795,10545.0,10232.0
2017-01-05 04:00:00,1,4,3,11253,1.622,11001.0,10680.0
2017-01-05 05:00:00,1,5,3,12571,1.456,12272.0,11756.0
2017-01-05 06:00:00,1,6,3,14468,1.178,14160.0,13322.0
2017-01-05 07:00:00,1,7,3,16066,0.706,15718.0,14803.0
2017-01-05 08:00:00,1,8,3,16564,0.695,16395.0,15590.0
2017-01-05 09:00:00,1,9,3,16575,1.259,16600.0,15882.0
2017-01-05 10:00:00,1,10,3,16302,1.95,16730.0,15826.0
2017-01-05 11:00:00,1,11,3,15919,2.492,16806.0,15675.0
2017-01-05 12:00:00,1,12,3,15850,2.503,16795.0,15581.0
2017-01-05 13:00:00,1,13,3,15801,2.181,16819.0,15535.0
2017-01-05 14:00:00,1,14,3,16014,1.11,16768.0,15546.0
2017-01-05 15:00:00,1,15,3,16508,-0.944,17145.0,16063.0
2017-01-05 16:00:00,1,16,3,17706,-1.809,17916.0,17202.0
2017-01-05 17:00:00,1,17,3,17218,-2.342,16958.0,16596.0
2017-01-05 18:00:00,1,18,3,16612,-2.837,16305.0,16037.0
2017-01-05 19:00:00,1,19,3,15815,-3.2,15469.0,15214.0
2017-01-05 20:00:00,1,20,3,14828,-3.456,14505.0,14252.0
2017-01-05 21:00:00,1,21,3,13688,-3.639,13430.0,13230.0
2017-01-05 22:00:00,1,22,3,12738,-3.732,12461.0,12401.0
2017-01-05 23:00:00,1,23,3,11852,-3.658,11582.0,11522.0
2017-01-06 00:00:00,1,0,4,11287,-3.733,11002.0,10870.0
2017-01-06 01:00:00,1,1,4,10976,-3.851,10632.0,10504.0
2017-01-06 02:00:00,1,2,4,10856,-3.618,10478.0,10316.0
2017-01-06 03:00:00,1,3,4,10923,-3.345,10518.0,10366.0
2017-01-06 04:00:00,1,4,4,11414,-3.225,10994.0,10796.0
2017-01-06 05:00:00,1,5,4,12660,-3.306,12283.0,11805.0
2017-01-06 06:00:00,1,6,4,14516,-3.223,14112.0,13255.0
2017-01-06 07:00:00,1,7,4,16089,-3.108,15745.0,14723.0
2017-01-06 08:00:00,1,8,4,16735,-2.769,16463.0,15536.0
2017-01-06 09:00:00,1,9,4,16792,-1.96,16665.0,15803.0
2017-01-06 10:00:00,1,10,4,16680,-1.118,16634.0,15680.0
2017-01-06 11:00:00,1,11,4,16365,-0.519,16519.0,15412.0
2017-01-06 12:00:00,1,12,4,16234,-0.197,16467.0,15295.0
2017-01-06 13:00:00,1,13,4,16192,-0.178,16446.0,15221.0
2017-01-06 14:00:00,1,14,4,16316,-0.816,16488.0,15166.0
2017-01-06 15:00:00,1,15,4,16675,-2.326,16848.0,15665.0
2017-01-06 16:00:00,1,16,4,17822,-2.391,17899.0,16824.0
2017-01-06 17:00:00,1,17,4,17188,-2.159,17105.0,16301.0
2017-01-06 18:00:00,1,18,4,16468,-2.038,16450.0,15671.0
2017-01-06 19:00:00,1,19,4,15554,-1.966,15593.0,14877.0
2017-01-06 20:00:00,1,20,4,14428,-1.905,14592.0,13921.0
2017-01-06 21:00:00,1,21,4,13494,-1.791,13504.0,12939.0
2017-01-06 22:00:00,1,22,4,12676,-1.633,12602.0,12124.0
2017-01-06 23:00:00,1,23,4,11879,-1.467,11756.0,11284.0
2017-01-07 00:00:00,1,0,5,11231,-1.307,11150.0,10646.0
