ept,mw,tmp,month,hour,dayofweek,mw_2,mw_7
2015-01-01 00:00:00,643.8,-5.8,1,0,3,,
2015-01-01 01:00:00,612.9,-6.1,1,1,3,,
2015-01-01 02:00:00,587.9,-7.5,1,2,3,,
2015-01-01 03:00:00,570.0,-8.4,1,3,3,,
2015-01-01 04:00:00,563.5,-7.4,1,4,3,,
2015-01-01 05:00:00,572.5,-6.9,1,5,3,,
2015-01-01 06:00:00,585.1,-6.5,1,6,3,,
2015-01-01 07:00:00,582.8,-6.3,1,7,3,,
2015-01-01 08:00:00,542.6813925,-6.4,1,8,3,,
2015-01-01 09:00:00,528.0400528,-6.4,1,9,3,,
2015-01-01 10:00:00,527.7534453,-7.0,1,10,3,,
2015-01-01 11:00:00,531.7319784,-6.9,1,11,3,,
2015-01-01 12:00:00,571.3413026,-6.6,1,12,3,,
2015-01-01 13:00:00,551.3188284,-5.8,1,13,3,,
2015-01-01 14:00:00,576.9167708,-4.4,1,14,3,,
2015-01-01 15:00:00,615.4974529,-3.1,1,15,3,,
2015-01-01 16:00:00,693.8,-2.0,1,16,3,,
2015-01-01 17:00:00,758.8,-1.4,1,17,3,,
2015-01-01 18:00:00,763.7,-0.4,1,18,3,,
2015-01-01 19:00:00,752.8,0.2,1,19,3,,
2015-01-01 20:00:00,739.9,0.3,1,20,3,,
2015-01-01 21:00:00,719.1,-0.2,1,21,3,,
2015-01-01 22:00:00,679.0,-0.3,1,22,3,,
2015-01-01 23:00:00,627.9,-0.4,1,23,3,,
2015-01-02 00:00:00,583.0,0.2,1,0,4,,
2015-01-02 01:00:00,557.6,0.3,1,1,4,,
2015-01-02 02:00:00,541.9,0.5,1,2,4,,
2015-01-02 03:00:00,532.1,0.9,1,3,4,,
2015-01-02 04:00:00,527.3,0.9,1,4,4,,
2015-01-02 05:00:00,549.9,0.2,1,5,4,,
2015-01-02 06:00:00,592.9,-0.3,1,6,4,,
2015-01-02 07:00:00,631.4,-0.8,1,7,4,,
2015-01-02 08:00:00,645.6535809,-0.8,1,8,4,,
2015-01-02 09:00:00,689.855911,-1.0,1,9,4,,
2015-01-02 10:00:00,687.9838557,-0.5,1,10,4,,
2015-01-02 11:00:00,643.2416514,0.1,1,11,4,,
2015-01-02 12:00:00,646.1474698,0.3,1,12,4,,
2015-01-02 13:00:00,639.1575702,0.7,1,13,4,,
2015-01-02 14:00:00,649.346983,1.1,1,14,4,,
2015-01-02 15:00:00,676.0403024,1.9,1,15,4,,
2015-01-02 16:00:00,749.6,2.5,1,16,4,,
2015-01-02 17:00:00,808.4,2.9,1,17,4,,
2015-01-02 18:00:00,808.7,2.8,1,18,4,,
2015-01-02 19:00:00,788.6,3.6,1,19,4,,
2015-01-02 20:00:00,768.3,2.4,1,20,4,,
2015-01-02 21:00:00,739.5,1.0,1,21,4,,
2015-01-02 22:00:00,695.2,0.1,1,22,4,,
2015-01-02 23:00:00,643.9,-0.5,1,23,4,,
2015-01-03 00:00:00,595.8,-0.8,1,0,5,643.8,
2015-01-03 01:00:00,565.5,-2.0,1,1,5,612.9,
2015-01-03 02:00:00,549.0,-3.2,1,2,5,587.9,
2015-01-03 03:00:00,535.7,-4.1,1,3,5,570.0,
2015-01-03 04:00:00,536.7,-4.6,1,4,5,563.5,
2015-01-03 05:00:00,549.2,-5.1,1,5,5,572.5,
2015-01-03 06:00:00,573.5,-6.0,1,6,5,585.1,
