utc,month,hour,dayofweek,mw,tmpc,mw2day,mw7day
2017-01-01 00:00:00,1,0,6,6536.4,-2.199,7028.14,6411.16
2017-01-01 01:00:00,1,1,6,6901.98,-2.462,6804.46,6540.96
2017-01-01 02:00:00,1,2,6,6986.62,-2.649,6829.45,6416.65
2017-01-01 03:00:00,1,3,6,6910.0,-2.755,6908.92,6439.13
2017-01-01 04:00:00,1,4,6,6692.75,-2.871,7032.88,6367.92
2017-01-01 05:00:00,1,5,6,6550.12,-2.96,6909.28,6351.28
2017-01-01 06:00:00,1,6,6,6195.15,-3.036,6625.65,6104.71
2017-01-01 07:00:00,1,7,6,5897.84,-3.077,6822.41,6001.83
2017-01-01 08:00:00,1,8,6,6315.82,-1.757,7172.74,6199.75
2017-01-01 09:00:00,1,9,6,6470.45,0.327,7459.76,6419.74
2017-01-01 10:00:00,1,10,6,6451.24,2.253,7541.15,6518.11
2017-01-01 11:00:00,1,11,6,6145.94,3.402,7351.98,6572.67
2017-01-01 12:00:00,1,12,6,6524.99,3.904,7467.09,6540.01
2017-01-01 13:00:00,1,13,6,6484.46,3.583,7343.05,6697.1
2017-01-01 14:00:00,1,14,6,6205.06,2.094,7185.07,6627.73
2017-01-01 15:00:00,1,15,6,6134.75,0.419,7132.02,6533.76
2017-01-01 16:00:00,1,16,6,6482.73,-0.475,7379.99,6381.79
2017-01-01 17:00:00,1,17,6,6931.22,-0.934,7869.92,6413.14
2017-01-01 18:00:00,1,18,6,6984.5,-1.324,7935.18,6528.01
2017-01-01 19:00:00,1,19,6,6889.04,-1.687,7733.34,6399.08
2017-01-01 20:00:00,1,20,6,6681.62,-2.04,7401.55,6193.43
2017-01-01 21:00:00,1,21,6,6507.32,-2.264,7044.47,6141.26
2017-01-01 22:00:00,1,22,6,6387.2,-2.404,7021.15,6423.93
2017-01-01 23:00:00,1,23,6,6832.11,-2.613,6863.33,6372.48
2017-01-02 00:00:00,1,0,0,6679.02,-2.807,6828.08,6569.9
