ept,mw,tmp,month,hour,dayofweek,mw_2,mw_7
2015-01-01 00:00:00,9844.20026759714,6.8,1,0,3,,
2015-01-01 01:00:00,9653.45626869012,7.1,1,1,3,,
2015-01-01 02:00:00,9502.299658821694,7.1,1,2,3,,
2015-01-01 03:00:00,9474.47803556729,7.0,1,3,3,,
2015-01-01 04:00:00,9554.37048868239,6.5,1,4,3,,
2015-01-01 05:00:00,9741.106981382149,6.7,1,5,3,,
2015-01-01 06:00:00,9867.968014191529,6.9,1,6,3,,
2015-01-01 07:00:00,9903.340771174422,6.9,1,7,3,,
2015-01-01 08:00:00,10027.948683020284,6.9,1,8,3,,
2015-01-01 09:00:00,10365.792157723532,6.9,1,9,3,,
2015-01-01 10:00:00,10703.621443230792,6.7,1,10,3,,
2015-01-01 11:00:00,10897.493837499756,6.7,1,11,3,,
2015-01-01 12:00:00,10929.630982861916,6.6,1,12,3,,
2015-01-01 13:00:00,10838.469989359226,6.4,1,13,3,,
2015-01-01 14:00:00,10731.549948650723,6.0,1,14,3,,
2015-01-01 15:00:00,10669.174415211864,6.0,1,15,3,,
2015-01-01 16:00:00,10751.430866875524,6.2,1,16,3,,
2015-01-01 17:00:00,11216.552025352605,6.4,1,17,3,,
2015-01-01 18:00:00,11355.271730008491,6.8,1,18,3,,
2015-01-01 19:00:00,11193.949638249083,7.4,1,19,3,,
2015-01-01 20:00:00,10976.154934050342,7.4,1,20,3,,
2015-01-01 21:00:00,10684.951054754796,7.1,1,21,3,,
2015-01-01 22:00:00,10240.35384935634,7.0,1,22,3,,
2015-01-01 23:00:00,9740.2865,6.8,1,23,3,,
2015-01-02 00:00:00,9309.724694239349,6.6,1,0,4,,
2015-01-02 01:00:00,9044.78623372105,6.9,1,1,4,,
2015-01-02 02:00:00,8910.154863375701,7.1,1,2,4,,
2015-01-02 03:00:00,8914.614286578259,7.3,1,3,4,,
2015-01-02 04:00:00,9093.417104426431,7.5,1,4,4,,
2015-01-02 05:00:00,9506.316924879611,7.0,1,5,4,,
2015-01-02 06:00:00,10003.939793971613,6.8,1,6,4,,
2015-01-02 07:00:00,10295.597471449735,6.9,1,7,4,,
2015-01-02 08:00:00,10428.875766152578,6.8,1,8,4,,
2015-01-02 09:00:00,10640.762026738752,6.9,1,9,4,,
2015-01-02 10:00:00,10766.879498170398,7.1,1,10,4,,
2015-01-02 11:00:00,10699.7007734751,7.3,1,11,4,,
2015-01-02 12:00:00,10638.388830025764,7.5,1,12,4,,
2015-01-02 13:00:00,10567.23140308468,7.8,1,13,4,,
2015-01-02 14:00:00,10456.46105612301,7.9,1,14,4,,
2015-01-02 15:00:00,10371.232987655438,8.2,1,15,4,,
2015-01-02 16:00:00,10392.534700362332,8.3,1,16,4,,
2015-01-02 17:00:00,10757.826058223243,8.5,1,17,4,,
2015-01-02 18:00:00,10763.741920718589,9.1,1,18,4,,
2015-01-02 19:00:00,10553.479334427077,9.4,1,19,4,,
2015-01-02 20:00:00,10373.874870026855,9.7,1,20,4,,
2015-01-02 21:00:00,10029.119461468925,9.9,1,21,4,,
2015-01-02 22:00:00,9584.856237646978,10.0,1,22,4,,
2015-01-02 23:00:00,9083.590499999998,10.0,1,23,4,,
2015-01-03 00:00:00,8693.039110003236,9.8,1,0,5,9844.20026759714,
2015-01-03 01:00:00,8512.326715190675,9.3,1,1,5,9653.45626869012,
2015-01-03 02:00:00,8431.733641628358,9.1,1,2,5,9502.299658821694,
2015-01-03 03:00:00,8383.964019123814,8.9,1,3,5,9474.47803556729,
2015-01-03 04:00:00,8435.10941966916,8.8,1,4,5,9554.37048868239,
2015-01-03 05:00:00,8597.553784866077,8.7,1,5,5,9741.106981382149,
2015-01-03 06:00:00,8870.820687055111,8.0,1,6,5,9867.968014191529,
2015-01-03 07:00:00,9139.249107139576,7.6,1,7,5,9903.340771174422,
2015-01-03 08:00:00,9420.797133961736,7.2,1,8,5,10027.948683020284,
2015-01-03 09:00:00,9772.681116341018,7.0,1,9,5,10365.792157723532,
2015-01-03 10:00:00,10066.764931076312,7.4,1,10,5,10703.621443230792,
2015-01-03 11:00:00,10208.246510879777,7.8,1,11,5,10897.493837499756,
2015-01-03 12:00:00,10212.137571478224,7.8,1,12,5,10929.630982861916,
2015-01-03 13:00:00,9983.852789873266,7.7,1,13,5,10838.469989359226,
2015-01-03 14:00:00,9711.159690217548,8.0,1,14,5,10731.549948650723,
2015-01-03 15:00:00,9417.504908572912,8.6,1,15,5,10669.174415211864,
2015-01-03 16:00:00,9214.279939313335,9.4,1,16,5,10751.430866875524,
2015-01-03 17:00:00,9608.249605027922,10.0,1,17,5,11216.552025352605,
2015-01-03 18:00:00,10323.785133427718,10.5,1,18,5,11355.271730008491,
2015-01-03 19:00:00,10438.368050925856,11.2,1,19,5,11193.949638249083,
2015-01-03 20:00:00,10466.617310810498,12.9,1,20,5,10976.154934050342,
2015-01-03 21:00:00,10381.053481151032,14.8,1,21,5,10684.951054754796,
2015-01-03 22:00:00,10137.06181019455,13.1,1,22,5,10240.35384935634,
2015-01-03 23:00:00,9809.0049,10.2,1,23,5,9740.2865,
2015-01-04 00:00:00,9480.98952537187,6.7,1,0,6,9309.724694239349,
2015-01-04 01:00:00,9293.837293125096,4.6,1,1,6,9044.78623372105,
2015-01-04 02:00:00,9185.799533304298,3.9,1,2,6,8910.154863375701,
2015-01-04 03:00:00,9155.72236241376,3.5,1,3,6,8914.614286578259,
2015-01-04 04:00:00,9220.453328556849,4.1,1,4,6,9093.417104426431,
2015-01-04 05:00:00,9363.688717559648,3.3,1,5,6,9506.316924879611,
2015-01-04 06:00:00,9605.961939862404,2.8,1,6,6,10003.939793971613,
2015-01-04 07:00:00,9751.091989474571,1.3,1,7,6,10295.597471449735,
2015-01-04 08:00:00,9872.156344098254,1.1,1,8,6,10428.875766152578,
2015-01-04 09:00:00,9997.200222641462,0.9,1,9,6,10640.762026738752,
2015-01-04 10:00:00,9953.752392776414,3.9,1,10,6,10766.879498170398,
2015-01-04 11:00:00,9812.031917965984,5.5,1,11,6,10699.7007734751,
2015-01-04 12:00:00,9665.853580690968,5.6,1,12,6,10638.388830025764,
2015-01-04 13:00:00,9475.54008978324,7.1,1,13,6,10567.23140308468,
2015-01-04 14:00:00,9297.685981061904,8.1,1,14,6,10456.46105612301,
2015-01-04 15:00:00,9243.638641248644,9.1,1,15,6,10371.232987655438,
2015-01-04 16:00:00,9402.600035254143,10.1,1,16,6,10392.534700362332,
2015-01-04 17:00:00,10171.335146648498,11.0,1,17,6,10757.826058223243,
2015-01-04 18:00:00,10933.540698920126,12.3,1,18,6,10763.741920718589,
2015-01-04 19:00:00,11182.264338129968,12.9,1,19,6,10553.479334427077,
2015-01-04 20:00:00,11216.252364437983,13.4,1,20,6,10373.874870026855,
2015-01-04 21:00:00,11088.976674418069,13.1,1,21,6,10029.119461468925,
2015-01-04 22:00:00,10744.592565012092,12.1,1,22,6,9584.856237646978,
2015-01-04 23:00:00,10357.2606,10.3,1,23,6,9083.590499999998,
2015-01-05 00:00:00,10185.977989717469,9.0,1,0,0,8693.039110003236,
