Net,Temperature,Month,Day,Weekday,Hour
29887.476,-2,1,19,0,23
28398.823,-1.7,1,20,0,0
27597.075,-0.9,1,20,0,1
26910.333,-0.3,1,20,0,2
26543.95,0.2,1,20,0,3
26375.639,0.2,1,20,0,4
26693.544,0.5,1,20,0,5
27341.431,0.8,1,20,0,6
28311.087,1,1,20,0,7
29373.509,1,1,20,0,8
30521.725,1,1,20,0,9
31164.199,1,1,20,0,10
31457.601,1.2,1,20,0,11
31687.69,1.2,1,20,0,12
31581.271,1.4,1,20,0,13
31666.75,1.7,1,20,0,14
32446.146,1.6,1,20,0,15
35273.802,1.2,1,20,0,16
38718.298,1.1,1,20,0,17
40009.689,1.3,1,20,0,18
40321.721,2.7,1,20,0,19
40106.351,-0.2,1,20,0,20
39320.59,-1.7,1,20,0,21
38561.839,-1.8,1,20,0,22
37573.18,-2.5,1,20,0,23
36868.426,-4,1,21,1,0
36797.268,-6.5,1,21,1,1
37053.894,-9.2,1,21,1,2
37584.093,-10.7,1,21,1,3
38619.997,-11.9,1,21,1,4
40548.664,-13.1,1,21,1,5
42989.511,-14,1,21,1,6
44430.295,-14.9,1,21,1,7
44208.254,-15.7,1,21,1,8
43186.239,-16.6,1,21,1,9
42206.18,-16.9,1,21,1,10
41601.303,-17.1,1,21,1,11
41002.545,-17.1,1,21,1,12
40276.27,-16.7,1,21,1,13
40258.782,-16.6,1,21,1,14
41453.529,-16.1,1,21,1,15
44043.6,-15.5,1,21,1,16
47038.403,-15.4,1,21,1,17
47611.007,-15.1,1,21,1,18
47118.908,-15.1,1,21,1,19
46302.668,-15.3,1,21,1,20
44575.494,-15.3,1,21,1,21
42244.055,-15.1,1,21,1,22
40360.761,-14.8,1,21,1,23
39029.347,-14.8,1,22,1,0
38427.588,-15,1,22,1,1
38167.617,-15.2,1,22,1,2
38363.324,-15.3,1,22,1,3
39198.669,-15.2,1,22,1,4
41254.292,-15.1,1,22,1,5
44253.504,-14.8,1,22,1,6
45503.903,-14.3,1,22,1,7
43674.458,-14.4,1,22,1,8
40665.413,-14.4,1,22,1,9
38451.333,-13.6,1,22,1,10
36805.986,-13.3,1,22,1,11
35511.519,-13.5,1,22,1,12
34870.93,-12.2,1,22,1,13
34856.799,-9.9,1,22,1,14
36314.405,-7.6,1,22,1,15
38787.296,-5.9,1,22,1,16
41662.255,-4.9,1,22,1,17
42114.092,-4,1,22,1,18
41808.048,-3.3,1,22,1,19
40899.267,-3.3,1,22,1,20
39314.82,-4.6,1,22,1,21
36864.468,-5.9,1,22,1,22
34844.594,-7.2,1,22,1,23
33213.313,-8.1,1,23,1,0
32510.504,-8.2,1,23,1,1
32227.016,-8.3,1,23,1,2
32241.369,-8.7,1,23,1,3
32933.701,-9,1,23,1,4
34826.89,-9.5,1,23,1,5
37856.434,-9.8,1,23,1,6
39092.475,-9.4,1,23,1,7
38325.164,-9.8,1,23,1,8
37503.536,-9.9,1,23,1,9
36601.825,-9.8,1,23,1,10
35542.439,-8.5,1,23,1,11
34244.539,-7,1,23,1,12
33544.352,-4.6,1,23,1,13
33502.662,-0.5,1,23,1,14
34091.118,3.8,1,23,1,15
35133.32,4.4,1,23,1,16
36972.89,4.7,1,23,1,17
37143.595,5.1,1,23,1,18
36520.255,5.4,1,23,1,19
35445.055,5.3,1,23,1,20
33644.248,5.5,1,23,1,21
31182.83,5.2,1,23,1,22
28930.811,5.3,1,23,1,23
27321.301,6.1,1,24,1,0
26410.355,6.6,1,24,1,1
25842.812,8.4,1,24,1,2
25747.172,8.8,1,24,1,3
26287.513,8.8,1,24,1,4
28016.889,9.2,1,24,1,5
31012.205,9.2,1,24,1,6
32668.272,8.9,1,24,1,7
32665.223,9.2,1,24,1,8
32710.553,10.2,1,24,1,9
32815.751,10.9,1,24,1,10
32716.757,11.2,1,24,1,11
32630.958,11.4,1,24,1,12
32739.225,11.6,1,24,1,13
32426.351,11.7,1,24,1,14
32300.923,11.4,1,24,1,15
33574.196,11.5,1,24,1,16
35790.195,12,1,24,1,17
36518.256,12.3,1,24,1,18
36362.384,12.2,1,24,1,19
35774.098,12.3,1,24,1,20
34476.95,12.1,1,24,1,21
32520.915,11.7,1,24,1,22
30752.338,10.7,1,24,1,23
29614.582,8.9,1,25,1,0
29064.86,5.9,1,25,1,1
28934.055,3.3,1,25,1,2
29147.139,2.3,1,25,1,3
29952.898,1.8,1,25,1,4
32025.523,1,1,25,1,5
35147.648,0.8,1,25,1,6
36751.771,0.4,1,25,1,7
35387.448,-0.4,1,25,1,8
33038.265,-1.2,1,25,1,9
31784.549,-1.5,1,25,1,10
31186.937,-1.2,1,25,1,11
30827.705,-1.5,1,25,1,12
31095.434,-0.3,1,25,1,13
31261.362,1.1,1,25,1,14
32017.106,2.1,1,25,1,15
34244.775,2.8,1,25,1,16
36967.547,3.4,1,25,1,17
37745.131,3.2,1,25,1,18
37447.803,3.3,1,25,1,19
36985.396,3,1,25,1,20
36103.005,2.2,1,25,1,21
34652.452,1.5,1,25,1,22
33192.187,1.2,1,25,1,23
32099.809,0.4,1,26,0,0
31564.209,-0.4,1,26,0,1
31300.916,-1.1,1,26,0,2
31413.192,-1.9,1,26,0,3
31869.394,-3.1,1,26,0,4
32934.869,-4.4,1,26,0,5
34404.733,-5.3,1,26,0,6
35454.864,-6,1,26,0,7
35279.813,-6.6,1,26,0,8
33629.541,-7,1,26,0,9
32036.283,-7.5,1,26,0,10
31011.403,-7.9,1,26,0,11
30183.026,-7.8,1,26,0,12
29718.866,-5.7,1,26,0,13
30224.616,-3.6,1,26,0,14
31235.137,-2.4,1,26,0,15
32929.673,-1,1,26,0,16
35241.074,-0.2,1,26,0,17
35858.887,-0.5,1,26,0,18
35534.652,-0.7,1,26,0,19
35046.821,-0.5,1,26,0,20
34325.64,-1,1,26,0,21
33093.549,-1.5,1,26,0,22
31909.48,-1.6,1,26,0,23
30905.852,-2,1,27,0,0
30418.54,-2.6,1,27,0,1
30213.439,-3,1,27,0,2
30205.314,-2.7,1,27,0,3
30504.722,-2.7,1,27,0,4
31027.548,-2.5,1,27,0,5
31873.569,-2.4,1,27,0,6
32421.585,-2.6,1,27,0,7
31768.989,-4,1,27,0,8
30077.82,-4.3,1,27,0,9
29279.05,-4,1,27,0,10
29077.084,-4.2,1,27,0,11
29537.31,-4.8,1,27,0,12
29235.046,-0.6,1,27,0,13
29406.272,3.3,1,27,0,14
30460.075,4,1,27,0,15
31998.037,5.2,1,27,0,16
34211.029,6.4,1,27,0,17
34872.953,6.8,1,27,0,18
34571.098,6.9,1,27,0,19
33967.726,6.5,1,27,0,20
32835.81,5.8,1,27,0,21
31076.227,5.5,1,27,0,22
29584.667,5.4,1,27,0,23
28572.713,5.4,1,28,1,0
28245.474,5.7,1,28,1,1
28312.122,5.6,1,28,1,2
28946.009,5,1,28,1,3
30185.102,4.5,1,28,1,4
32748.882,4.2,1,28,1,5
36521.88,3.8,1,28,1,6
38452.734,3,1,28,1,7
37992.436,1.9,1,28,1,8
36586.217,0.2,1,28,1,9
35583.66,-1.3,1,28,1,10
34692.276,-2.3,1,28,1,11
33690.895,-2.8,1,28,1,12
32811.141,-3.1,1,28,1,13
32628.875,-2.9,1,28,1,14
33364.114,-2.5,1,28,1,15
35444.16,-2,1,28,1,16
38413.414,-1.3,1,28,1,17
39746.314,-0.7,1,28,1,18
39582.656,-0.8,1,28,1,19
38991.79,-0.9,1,28,1,20
37582.736,-1.2,1,28,1,21
35449.799,-1.7,1,28,1,22
33610.219,-2.3,1,28,1,23
32369.54,-2.7,1,29,1,0
31763.455,-3.1,1,29,1,1
31478.072,-3.7,1,29,1,2
31669.946,-4.1,1,29,1,3
32360.805,-4.3,1,29,1,4
34390.953,-4.1,1,29,1,5
37325.225,-4.1,1,29,1,6
38796.307,-4.5,1,29,1,7
38358.295,-5.7,1,29,1,8
37758.556,-6.3,1,29,1,9
37373.244,-6.2,1,29,1,10
36971.789,-6.1,1,29,1,11
36654.14,-5.4,1,29,1,12
36592.143,-3.4,1,29,1,13
36756.132,-1.2,1,29,1,14
37010.572,0.3,1,29,1,15
38024.09,0.9,1,29,1,16
39570.611,1.1,1,29,1,17
39771.972,1.3,1,29,1,18
39213.355,1.5,1,29,1,19
38252.16,1.6,1,29,1,20
36783.974,1.8,1,29,1,21
34736.925,2,1,29,1,22
33157.07,2.4,1,29,1,23
32378.585,2.6,1,30,1,0
32243.04,2.6,1,30,1,1
32435.515,3.3,1,30,1,2
32999.914,4.4,1,30,1,3
34255.014,5,1,30,1,4
36578.938,5.2,1,30,1,5
39912.342,4.5,1,30,1,6
41686.246,3.5,1,30,1,7
40244.287,2.5,1,30,1,8
37451.066,1.1,1,30,1,9
35739.329,0.5,1,30,1,10
34687.737,-0.1,1,30,1,11
34321.472,-0.3,1,30,1,12
35992.265,-0.9,1,30,1,13
37999.718,-1.2,1,30,1,14
39370.806,-1.7,1,30,1,15
41593.151,-1.4,1,30,1,16
45196.409,-0.6,1,30,1,17
47196.327,-0.2,1,30,1,18
47299.298,-0.3,1,30,1,19
47018.323,-0.8,1,30,1,20
45847.006,-1.4,1,30,1,21
43828.689,-0.8,1,30,1,22
42127.504,-2.2,1,30,1,23
41174.614,-5.6,1,31,1,0
40806.651,-7.2,1,31,1,1
40768.957,-10.8,1,31,1,2
40971.587,-13,1,31,1,3
41932.244,-13.7,1,31,1,4
43836.85,-14.6,1,31,1,5
46703.2,-15.1,1,31,1,6
48042.733,-15.4,1,31,1,7
46436.755,-15.6,1,31,1,8
43718.101,-16,1,31,1,9
41709.122,-16.4,1,31,1,10
40363.059,-16.7,1,31,1,11
39261.346,-16.5,1,31,1,12
38593.291,-15.4,1,31,1,13
38521.331,-14.2,1,31,1,14
39698.314,-13,1,31,1,15
42266.674,-11.7,1,31,1,16
45422.344,-10.6,1,31,1,17
46769.826,-9.8,1,31,1,18
46714.063,-9.3,1,31,1,19
46256.942,-9.2,1,31,1,20
44860.467,-9.7,1,31,1,21
42752.848,-10.3,1,31,1,22
40985.065,-10.8,1,31,1,23
39879.6,-11.3,2,1,1,0
39398.514,-12.3,2,1,1,1
39120.482,-13.2,2,1,1,2
39002.196,-12.4,2,1,1,3
39512.738,-12.3,2,1,1,4
41209.957,-12.8,2,1,1,5
43946.277,-13.6,2,1,1,6
45195.914,-14,2,1,1,7
44811.945,-14.5,2,1,1,8
44361.076,-14.4,2,1,1,9
43931.36,-14.3,2,1,1,10
43083.868,-14.4,2,1,1,11
42346.401,-13.9,2,1,1,12
42057.63,-12.3,2,1,1,13
41860.556,-10.6,2,1,1,14
42036.98,-9,2,1,1,15
42839.9,-7.9,2,1,1,16
44429.691,-7.3,2,1,1,17
44795.06,-6.4,2,1,1,18
44217.599,-6,2,1,1,19
43586.734,-6,2,1,1,20
42434.78,-6.4,2,1,1,21
40787.96,-7.6,2,1,1,22
39279.675,-9.4,2,1,1,23
38140.166,-10.7,2,2,0,0
37695.289,-11.5,2,2,0,1
37554.29,-11.8,2,2,0,2
37607.887,-12.7,2,2,0,3
38006.583,-13.4,2,2,0,4
38896.288,-13.4,2,2,0,5
40247.151,-13.9,2,2,0,6
41341.53,-14.2,2,2,0,7
41332.962,-13.8,2,2,0,8
40087.725,-13.9,2,2,0,9
37762.581,-13.9,2,2,0,10
35779.217,-13.8,2,2,0,11
33828.714,-12.7,2,2,0,12
32383.023,-10.1,2,2,0,13
31895.483,-7.6,2,2,0,14
32415.614,-5,2,2,0,15
34252.46,-3.1,2,2,0,16
36745.52,-2.8,2,2,0,17
37949.238,-2.3,2,2,0,18
37714.981,-1.7,2,2,0,19
37252.244,-1.3,2,2,0,20
36304.425,-1.4,2,2,0,21
34942.25,-1.5,2,2,0,22
33534.319,-1.2,2,2,0,23
32333.383,-0.7,2,3,0,0
31670.168,-0.5,2,3,0,1
31353.26,-0.2,2,3,0,2
31256.495,0.2,2,3,0,3
31539.119,0.4,2,3,0,4
32162.884,0.4,2,3,0,5
33169.528,0.4,2,3,0,6
33814.822,0.5,2,3,0,7
33257.082,0.4,2,3,0,8
