date,tmp,month,hour,dayofweek,mw_2,mw_7
2015-01-08 00:00:00,-13.9,1,0,3,1935.8,1813.7
2015-01-08 01:00:00,-14.2,1,1,3,1897.8,1737.4
2015-01-08 02:00:00,-14.8,1,2,3,1869.6,1700.7
2015-01-08 03:00:00,-15.6,1,3,3,1868.5,1683.3
2015-01-08 04:00:00,-16.0,1,4,3,1913.6,1688.4
2015-01-08 05:00:00,-17.0,1,5,3,1993.8,1719.3
2015-01-08 06:00:00,-17.8,1,6,3,2219.6,1766.2
2015-01-08 07:00:00,-18.1,1,7,3,2352.1,1797.7
2015-01-08 08:00:00,-19.0,1,8,3,2326.957419,1807.026917
2015-01-08 09:00:00,-19.7,1,9,3,2291.57609,1842.548271
2015-01-08 10:00:00,-20.4,1,10,3,2304.590341,1833.907879
2015-01-08 11:00:00,-20.8,1,11,3,2269.658223,1869.76621
2015-01-08 12:00:00,-20.9,1,12,3,2221.917267,1850.095344
2015-01-08 13:00:00,-18.0,1,13,3,2247.344563,1902.218272
2015-01-08 14:00:00,-13.5,1,14,3,2265.070948,1772.887111
2015-01-08 15:00:00,-11.6,1,15,3,2301.990501,1810.940283
2015-01-08 16:00:00,-9.7,1,16,3,2412.995628,1981.846279
2015-01-08 17:00:00,-8.4,1,17,3,2542.7,2153.7
2015-01-08 18:00:00,-7.4,1,18,3,2550.0,2133.9
2015-01-08 19:00:00,-7.1,1,19,3,2508.1,2096.9
2015-01-08 20:00:00,-7.4,1,20,3,2442.0,2041.1
2015-01-08 21:00:00,-8.5,1,21,3,2312.4,1964.9
2015-01-08 22:00:00,-9.2,1,22,3,2132.8,1854.0
2015-01-08 23:00:00,-9.3,1,23,3,2004.6,1731.5
2015-01-09 00:00:00,-9.4,1,0,4,1935.3,1672.9
2015-01-09 01:00:00,-9.6,1,1,4,1890.7,1640.7
2015-01-09 02:00:00,-10.4,1,2,4,1857.2,1613.4
2015-01-09 03:00:00,-10.9,1,3,4,1848.8,1606.2
2015-01-09 04:00:00,-10.3,1,4,4,1898.1,1632.2
2015-01-09 05:00:00,-10.1,1,5,4,2032.6,1716.0
2015-01-09 06:00:00,-10.0,1,6,4,2260.6,1835.0
2015-01-09 07:00:00,-9.3,1,7,4,2388.5,1940.2
2015-01-09 08:00:00,-8.1,1,8,4,2372.438245,1914.688236
2015-01-09 09:00:00,-8.2,1,9,4,2376.008938,1999.090059
2015-01-09 10:00:00,-8.4,1,10,4,2287.317022,2005.198274
2015-01-09 11:00:00,-8.3,1,11,4,2389.632365,1997.932749
2015-01-09 12:00:00,-8.2,1,12,4,2364.809317,1940.976935
2015-01-09 13:00:00,-7.9,1,13,4,2205.72617,1916.747759
2015-01-09 14:00:00,-7.3,1,14,4,2249.944134,1903.866571
2015-01-09 15:00:00,-6.2,1,15,4,2449.419312,1980.241739
2015-01-09 16:00:00,-4.3,1,16,4,2540.7,2134.537687
2015-01-09 17:00:00,-3.3,1,17,4,2683.9,2266.9
2015-01-09 18:00:00,-2.3,1,18,4,2689.3,2243.3
2015-01-09 19:00:00,-2.4,1,19,4,2649.3,2184.9
2015-01-09 20:00:00,-2.7,1,20,4,2590.3,2127.5
2015-01-09 21:00:00,-3.6,1,21,4,2451.2,2030.5
2015-01-09 22:00:00,-4.1,1,22,4,2303.9,1906.1
2015-01-09 23:00:00,-4.3,1,23,4,2181.8,1805.9
2015-01-10 00:00:00,-5.1,1,0,5,2113.2,1722.5
2015-01-10 01:00:00,-6.0,1,1,5,2062.7,1673.7
2015-01-10 02:00:00,-6.9,1,2,5,2041.6,1680.1
2015-01-10 03:00:00,-7.7,1,3,5,2040.6,1664.6
2015-01-10 04:00:00,-8.2,1,4,5,2097.5,1677.2
2015-01-10 05:00:00,-8.5,1,5,5,2201.9,1713.1
2015-01-10 06:00:00,-9.1,1,6,5,2373.6,1783.8
2015-01-10 07:00:00,-9.5,1,7,5,2484.9,1862.5
2015-01-10 08:00:00,-10.0,1,8,5,2448.257522,1887.46711
2015-01-10 09:00:00,-10.4,1,9,5,2454.247477,1892.172191
2015-01-10 10:00:00,-10.6,1,10,5,2370.300511,1829.080506
2015-01-10 11:00:00,-11.1,1,11,5,2309.303757,1956.73731
2015-01-10 12:00:00,-11.9,1,12,5,2234.454275,1934.116579
2015-01-10 13:00:00,-11.1,1,13,5,2279.950476,1900.946596
2015-01-10 14:00:00,-10.3,1,14,5,2303.699945,1968.766964
2015-01-10 15:00:00,-9.5,1,15,5,2330.754969,2027.40674
2015-01-10 16:00:00,-8.6,1,16,5,2438.977592,2123.56422
2015-01-10 17:00:00,-7.9,1,17,5,2575.0,2182.4
2015-01-10 18:00:00,-7.2,1,18,5,2582.2,2184.3
2015-01-10 19:00:00,-6.7,1,19,5,2532.8,2136.2
2015-01-10 20:00:00,-6.5,1,20,5,2471.7,2065.2
2015-01-10 21:00:00,-7.2,1,21,5,2336.5,1957.1
2015-01-10 22:00:00,-8.2,1,22,5,2166.6,1844.2
2015-01-10 23:00:00,-9.4,1,23,5,2022.7,1729.5
2015-01-11 00:00:00,-10.3,1,0,6,1962.6,1663.3
2015-01-11 01:00:00,-10.1,1,1,6,1933.1,1597.8
2015-01-11 02:00:00,-10.1,1,2,6,1905.6,1549.3
2015-01-11 03:00:00,-10.0,1,3,6,1907.2,1508.2
2015-01-11 04:00:00,-10.1,1,4,6,1935.5,1479.2
2015-01-11 05:00:00,-10.5,1,5,6,2023.6,1536.9
2015-01-11 06:00:00,-11.2,1,6,6,2236.6,1589.8
2015-01-11 07:00:00,-11.2,1,7,6,2380.1,1656.9
2015-01-11 08:00:00,-12.2,1,8,6,2344.691308,1674.100316
2015-01-11 09:00:00,-12.5,1,9,6,2318.933667,1711.604832
2015-01-11 10:00:00,-11.6,1,10,6,2295.132401,1676.081102
2015-01-11 11:00:00,-10.6,1,11,6,2301.285513,1646.87206
2015-01-11 12:00:00,-10.0,1,12,6,2219.249001,1637.840757
2015-01-11 13:00:00,-9.2,1,13,6,2062.14592,1753.865473
2015-01-11 14:00:00,-8.2,1,14,6,2125.638345,1737.251649
2015-01-11 15:00:00,-6.8,1,15,6,2188.05741,1752.432656
2015-01-11 16:00:00,-5.3,1,16,6,2298.39147,1911.472111
2015-01-11 17:00:00,-4.2,1,17,6,2432.5,2061.7
2015-01-11 18:00:00,-3.8,1,18,6,2420.8,2063.7
2015-01-11 19:00:00,-3.4,1,19,6,2368.0,2024.8
2015-01-11 20:00:00,-3.1,1,20,6,2308.7,1974.8
2015-01-11 21:00:00,-2.9,1,21,6,2223.5,1875.3
2015-01-11 22:00:00,-2.9,1,22,6,2103.4,1758.2
2015-01-11 23:00:00,-2.8,1,23,6,1993.9,1673.3
2015-01-12 00:00:00,-2.9,1,0,0,1925.5,1597.0
2015-01-12 01:00:00,-3.0,1,1,0,1884.1,1584.5
2015-01-12 02:00:00,-2.0,1,2,0,1861.7,1589.4
2015-01-12 03:00:00,-1.3,1,3,0,1852.4,1606.6
2015-01-12 04:00:00,-0.7,1,4,0,1867.3,1675.2
2015-01-12 05:00:00,-0.6,1,5,0,1925.1,1837.5
2015-01-12 06:00:00,-0.5,1,6,0,2019.1,2091.2
2015-01-12 07:00:00,-1.9,1,7,0,2106.9,2218.9
2015-01-12 08:00:00,-2.5,1,8,0,2171.292754,2207.698454
2015-01-12 09:00:00,-2.6,1,9,0,2134.741882,2230.627485
2015-01-12 10:00:00,-2.2,1,10,0,2158.061469,2219.030841
2015-01-12 11:00:00,-1.9,1,11,0,2142.800995,2180.309657
2015-01-12 12:00:00,-1.4,1,12,0,2141.618701,2178.065476
2015-01-12 13:00:00,-0.8,1,13,0,2119.438655,2143.623535
2015-01-12 14:00:00,-0.2,1,14,0,2088.9896,2173.670204
