cpt,tmpf,month,hour,dayofweek,kw_2,kw_7
2015-04-02 08:00:00,69.08,4,8,3,60.04344472,74.137747778
2015-04-02 09:00:00,69.98,4,9,3,61.964791668,63.472208054
2015-04-02 10:00:00,71.06,4,10,3,44.17206028,53.544530557
2015-04-02 11:00:00,71.96,4,11,3,20.299667223,15.441068057
2015-04-02 12:00:00,73.04,4,12,3,2.954122778,-9.807308333
2015-04-02 13:00:00,75.02,4,13,3,-33.146817499,-22.022736943
2015-04-02 14:00:00,78.08,4,14,3,-41.290651386,-31.648685555
2015-04-02 15:00:00,80.06,4,15,3,-41.350936669,-32.001030279
2015-04-02 16:00:00,80.96,4,16,3,-26.09040972,-24.703382778
2015-04-02 17:00:00,82.04,4,17,3,-13.211623336,-13.36382611
2015-04-02 18:00:00,80.96,4,18,3,-4.968827779,2.365413886
2015-04-02 19:00:00,78.98,4,19,3,19.323478333,27.139315001
2015-04-02 20:00:00,75.92,4,20,3,47.054445282,65.12721528
2015-04-02 21:00:00,73.94,4,21,3,71.279381109,78.67856528
2015-04-02 22:00:00,71.96,4,22,3,74.848574999,83.806932498
2015-04-02 23:00:00,69.98,4,23,3,75.275951948,71.578478057
2015-04-03 00:00:00,68.0,4,0,4,65.936899169,68.271753331
2015-04-03 01:00:00,68.0,4,1,4,71.725736944,72.984901389
2015-04-03 02:00:00,68.0,4,2,4,63.683374168,75.607695279
2015-04-03 03:00:00,68.0,4,3,4,57.023998608,72.202280835
2015-04-03 04:00:00,69.08,4,4,4,59.614548335,62.075499441
2015-04-03 05:00:00,69.08,4,5,4,51.956682777,63.908954167
2015-04-03 06:00:00,69.08,4,6,4,58.147892499,67.173683889
2015-04-03 07:00:00,69.08,4,7,4,62.646802222,70.693131666
2015-04-03 08:00:00,69.08,4,8,4,63.181763053,77.401963334
2015-04-03 09:00:00,69.98,4,9,4,72.906405556,62.476917501
2015-04-03 10:00:00,71.06,4,10,4,51.192999718,44.541848891
2015-04-03 11:00:00,71.96,4,11,4,36.434170835,13.398076387
2015-04-03 12:00:00,75.92,4,12,4,14.358947223,-18.308154998
2015-04-03 13:00:00,77.0,4,13,4,-6.827583614,-31.60666861
2015-04-03 14:00:00,80.06,4,14,4,-32.67884528,-40.76281
2015-04-03 15:00:00,82.04,4,15,4,-42.768361384,-49.921063055
2015-04-03 16:00:00,82.94,4,16,4,-19.167973335,-27.831348889
2015-04-03 17:00:00,82.94,4,17,4,-16.217525834,-36.535609167
2015-04-03 18:00:00,80.06,4,18,4,6.896968892,-18.083123887
2015-04-03 19:00:00,77.0,4,19,4,25.696293054,34.755746666
2015-04-03 20:00:00,71.06,4,20,4,65.796580554,63.798717777
2015-04-03 21:00:00,69.98,4,21,4,72.534547779,81.836867502
2015-04-03 22:00:00,69.08,4,22,4,77.844178334,87.021471112
2015-04-03 23:00:00,68.0,4,23,4,73.329907222,79.409699726
2015-04-04 00:00:00,68.0,4,0,5,69.826985001,78.7006525
2015-04-04 01:00:00,66.02,4,1,5,70.130348889,74.44902333
2015-04-04 02:00:00,64.94,4,2,5,65.552543611,67.595669721
2015-04-04 03:00:00,64.04,4,3,5,59.675025834,69.338114169
2015-04-04 04:00:00,62.06,4,4,5,58.065216943,62.138249723
2015-04-04 05:00:00,60.08,4,5,5,50.731670277,58.738845833
2015-04-04 06:00:00,59.0,4,6,5,46.060082223,63.193796946
2015-04-04 07:00:00,57.92,4,7,5,57.361179445,69.904748056
2015-04-04 08:00:00,57.02,4,8,5,60.312889722,64.855529166
2015-04-04 09:00:00,57.02,4,9,5,71.934501112,49.265526388
2015-04-04 10:00:00,55.94,4,10,5,60.829589445,26.070573335
2015-04-04 11:00:00,57.02,4,11,5,42.287854169,-5.721498056
2015-04-04 12:00:00,60.08,4,12,5,4.982599723,-31.362485
2015-04-04 13:00:00,62.06,4,13,5,-7.335465554,-46.747429721
2015-04-04 14:00:00,62.96,4,14,5,-37.076478333,-62.426301111
2015-04-04 15:00:00,64.94,4,15,5,-52.689322777,-80.05554056
2015-04-04 16:00:00,66.92,4,16,5,-34.183981666,-70.789965005
2015-04-04 17:00:00,66.02,4,17,5,-20.195656389,-44.113683614
2015-04-04 18:00:00,66.02,4,18,5,-0.641209722000001,-8.358995003
2015-04-04 19:00:00,64.94,4,19,5,11.226287776,15.911593612
2015-04-04 20:00:00,64.04,4,20,5,41.12077611,60.734157776
2015-04-04 21:00:00,62.96,4,21,5,57.332956388,66.896582777
2015-04-04 22:00:00,64.04,4,22,5,60.07601778,78.32501139
2015-04-04 23:00:00,62.96,4,23,5,64.072550278,75.452473052
2015-04-05 00:00:00,62.96,4,0,6,63.987279999,68.551244167
2015-04-05 01:00:00,62.06,4,1,6,74.799846664,70.983523611
2015-04-05 02:00:00,62.06,4,2,6,63.327809447,65.793853609
2015-04-05 03:00:00,59.0,4,3,6,50.240481945,69.028848888
2015-04-05 04:00:00,57.92,4,4,6,43.593989722,60.831387503
2015-04-05 05:00:00,59.0,4,5,6,43.812681107,60.705903058
2015-04-05 06:00:00,57.92,4,6,6,45.942671945,63.73169111
2015-04-05 07:00:00,59.0,4,7,6,51.606971946,68.35090639
2015-04-05 08:00:00,57.92,4,8,6,58.014173332,68.386716666
2015-04-05 09:00:00,59.0,4,9,6,66.560320001,50.96708139
2015-04-05 10:00:00,59.0,4,10,6,56.731988331,30.749168333
2015-04-05 11:00:00,60.08,4,11,6,39.832586389,0.089717501999999
2015-04-05 12:00:00,60.08,4,12,6,-0.587614446000001,-25.294473613
2015-04-05 13:00:00,60.08,4,13,6,-11.323569445,-42.918170833
2015-04-05 14:00:00,60.98,4,14,6,-5.645569167,-51.192766665
2015-04-05 15:00:00,62.06,4,15,6,-5.224009724,-55.05063861
2015-04-05 16:00:00,64.04,4,16,6,-5.816699721,-39.34498222
2015-04-05 17:00:00,66.02,4,17,6,6.413482777,-17.698376668
2015-04-05 18:00:00,64.94,4,18,6,14.988723055,4.571155832
2015-04-05 19:00:00,64.94,4,19,6,24.771657783,33.152315554
2015-04-05 20:00:00,62.96,4,20,6,50.341368611,62.961103889
2015-04-05 21:00:00,62.96,4,21,6,66.215774446,76.070310002
2015-04-05 22:00:00,62.96,4,22,6,70.288315554,84.355136666
2015-04-05 23:00:00,62.96,4,23,6,69.271677223,76.423466943
2015-04-06 00:00:00,62.96,4,0,0,66.316819722,64.573312221
2015-04-06 01:00:00,64.04,4,1,0,60.881988611,64.999875833
2015-04-06 02:00:00,64.94,4,2,0,58.51543111,56.189090277
2015-04-06 03:00:00,66.92,4,3,0,58.898038053,56.275432776
2015-04-06 04:00:00,66.92,4,4,0,52.79482278,52.126086109
2015-04-06 05:00:00,64.94,4,5,0,53.174216664,55.907180833
2015-04-06 06:00:00,66.92,4,6,0,52.403331946,55.36668889
2015-04-06 07:00:00,66.02,4,7,0,54.456216945,64.796521389
2015-04-06 08:00:00,64.04,4,8,0,51.173146667,67.869855556
2015-04-06 09:00:00,69.08,4,9,0,47.819440829,67.481381392
2015-04-06 10:00:00,71.06,4,10,0,36.104529169,57.526205004
2015-04-06 11:00:00,73.94,4,11,0,6.515242499,24.660413334
2015-04-06 12:00:00,78.08,4,12,0,-32.085132225,-1.467586385
2015-04-06 13:00:00,77.0,4,13,0,-38.138665555,-19.751120554
2015-04-06 14:00:00,78.08,4,14,0,-58.364905275,-37.163713332
2015-04-06 15:00:00,82.04,4,15,0,-75.262210554,-39.345125831
2015-04-06 16:00:00,82.04,4,16,0,-53.790050554,-26.790247499
2015-04-06 17:00:00,82.94,4,17,0,-43.054846667,-9.041695834
2015-04-06 18:00:00,80.96,4,18,0,-16.112402503,-14.561147223
2015-04-06 19:00:00,78.08,4,19,0,6.272280278,20.462332221
2015-04-06 20:00:00,75.92,4,20,0,38.295075278,50.472581111
2015-04-06 21:00:00,73.94,4,21,0,66.610613335,61.732048331
2015-04-06 22:00:00,71.96,4,22,0,84.862753889,73.196446946
2015-04-06 23:00:00,71.06,4,23,0,77.607607501,71.237915555
2015-04-07 00:00:00,71.06,4,0,1,55.638438888,64.813683332
2015-04-07 01:00:00,69.98,4,1,1,56.860090276,66.854266941
2015-04-07 02:00:00,69.08,4,2,1,55.242575277,63.553655832
2015-04-07 03:00:00,69.08,4,3,1,52.215508892,48.349611388
2015-04-07 04:00:00,69.08,4,4,1,52.613789722,46.546082217
2015-04-07 05:00:00,66.92,4,5,1,48.586266946,50.366296946
2015-04-07 06:00:00,66.92,4,6,1,48.311399446,47.155497221
2015-04-07 07:00:00,64.94,4,7,1,53.055444164,52.155151941
2015-04-07 08:00:00,66.02,4,8,1,50.421940558,60.04344472
2015-04-07 09:00:00,68.0,4,9,1,54.58176778,61.964791668
2015-04-07 10:00:00,73.04,4,10,1,42.83109472,44.17206028
2015-04-07 11:00:00,75.02,4,11,1,18.922076945,20.299667223
2015-04-07 12:00:00,78.98,4,12,1,4.450386389,2.954122778
2015-04-07 13:00:00,80.96,4,13,1,-12.233319167,-33.146817499
2015-04-07 14:00:00,84.02,4,14,1,-24.374449447,-41.290651386
2015-04-07 15:00:00,84.92,4,15,1,-9.351597219,-41.350936669
2015-04-07 16:00:00,84.02,4,16,1,-14.666643891,-26.09040972
2015-04-07 17:00:00,82.94,4,17,1,-0.695114167,-13.211623336
2015-04-07 18:00:00,82.94,4,18,1,6.112888054,-4.968827779
2015-04-07 19:00:00,80.96,4,19,1,28.915147223,19.323478333
2015-04-07 20:00:00,78.08,4,20,1,47.472966108,47.054445282
2015-04-07 21:00:00,75.92,4,21,1,59.851451113,71.279381109
2015-04-07 22:00:00,73.04,4,22,1,66.142179445,74.848574999
2015-04-07 23:00:00,69.98,4,23,1,71.00255972,75.275951948
2015-04-08 00:00:00,69.98,4,0,2,65.608729722,65.936899169
2015-04-08 01:00:00,69.98,4,1,2,60.832058888,71.725736944
2015-04-08 02:00:00,69.98,4,2,2,56.352334441,63.683374168
2015-04-08 03:00:00,69.08,4,3,2,54.358812498,57.023998608
2015-04-08 04:00:00,68.0,4,4,2,50.949435278,59.614548335
2015-04-08 05:00:00,68.0,4,5,2,52.46022917,51.956682777
2015-04-08 06:00:00,69.08,4,6,2,55.263305554,58.147892499
2015-04-08 07:00:00,69.08,4,7,2,64.740653055,62.646802222
2015-04-08 08:00:00,69.98,4,8,2,66.521537499,63.181763053
2015-04-08 09:00:00,71.06,4,9,2,55.245035279,72.906405556
2015-04-08 10:00:00,71.96,4,10,2,47.034505832,51.192999718
2015-04-08 11:00:00,73.4,4,11,2,28.024406946,36.434170835
2015-04-08 12:00:00,75.02,4,12,2,18.621472224,14.358947223
2015-04-08 13:00:00,75.02,4,13,2,5.162375555,-6.827583614
2015-04-08 14:00:00,77.0,4,14,2,-5.13209111,-32.67884528
2015-04-08 15:00:00,78.08,4,15,2,-22.193630832,-42.768361384
2015-04-08 16:00:00,78.08,4,16,2,-8.700753051,-19.167973335
2015-04-08 17:00:00,77.0,4,17,2,-14.724984722,-16.217525834
2015-04-08 18:00:00,77.0,4,18,2,9.613910277,6.896968892
2015-04-08 19:00:00,75.92,4,19,2,28.541518334,25.696293054
2015-04-08 20:00:00,75.02,4,20,2,45.361146389,65.796580554
2015-04-08 21:00:00,73.94,4,21,2,68.320146113,72.534547779
2015-04-08 22:00:00,73.04,4,22,2,68.680253889,77.844178334
2015-04-08 23:00:00,71.06,4,23,2,69.434295556,73.329907222
2015-04-09 00:00:00,71.06,4,0,3,67.737074722,69.826985001
2015-04-09 01:00:00,71.06,4,1,3,68.543447777,70.130348889
2015-04-09 02:00:00,71.06,4,2,3,57.058449166,65.552543611
2015-04-09 03:00:00,71.06,4,3,3,54.40778778,59.675025834
2015-04-09 04:00:00,71.06,4,4,3,52.16465,58.065216943
2015-04-09 05:00:00,69.98,4,5,3,49.960952496,50.731670277
2015-04-09 06:00:00,69.98,4,6,3,46.245121943,46.060082223
2015-04-09 07:00:00,69.08,4,7,3,67.860818052,57.361179445
2015-04-09 08:00:00,69.98,4,8,3,69.152611113,60.312889722
2015-04-09 09:00:00,71.96,4,9,3,69.314823612,71.934501112
2015-04-09 10:00:00,73.94,4,10,3,65.477297223,60.829589445
2015-04-09 11:00:00,77.0,4,11,3,39.422887501,42.287854169
2015-04-09 12:00:00,80.06,4,12,3,17.941006666,4.982599723
2015-04-09 13:00:00,82.94,4,13,3,7.40542389,-7.335465554
2015-04-09 14:00:00,84.02,4,14,3,-11.687238892,-37.076478333
2015-04-09 15:00:00,84.92,4,15,3,-8.968103057,-52.689322777
2015-04-09 16:00:00,80.96,4,16,3,-10.958199724,-34.183981666
2015-04-09 17:00:00,82.04,4,17,3,-1.688517778,-20.195656389
2015-04-09 18:00:00,80.06,4,18,3,20.194398889,-0.641209722000001
2015-04-09 19:00:00,78.98,4,19,3,38.043897221,11.226287776
2015-04-09 20:00:00,77.0,4,20,3,55.519273888,41.12077611
2015-04-09 21:00:00,73.04,4,21,3,74.352406387,57.332956388
2015-04-09 22:00:00,71.96,4,22,3,81.367315554,60.07601778
2015-04-09 23:00:00,69.08,4,23,3,84.522066667,64.072550278
2015-04-10 00:00:00,68.0,4,0,4,76.456731112,63.987279999
2015-04-10 01:00:00,64.94,4,1,4,74.175220277,74.799846664
2015-04-10 02:00:00,71.06,4,2,4,77.540844444,63.327809447
2015-04-10 03:00:00,68.0,4,3,4,72.618469723,50.240481945
2015-04-10 04:00:00,69.08,4,4,4,63.831557774,43.593989722
2015-04-10 05:00:00,69.98,4,5,4,59.128809442,43.812681107
2015-04-10 06:00:00,68.0,4,6,4,60.283989446,45.942671945
2015-04-10 07:00:00,64.94,4,7,4,65.003596113,51.606971946
2015-04-10 08:00:00,62.96,4,8,4,72.738384169,58.014173332
2015-04-10 09:00:00,59.0,4,9,4,71.12195472,66.560320001
2015-04-10 10:00:00,55.94,4,10,4,65.606609444,56.731988331
2015-04-10 11:00:00,55.04,4,11,4,47.794212777,39.832586389
2015-04-10 12:00:00,55.04,4,12,4,29.464129166,-0.587614446000001
2015-04-10 13:00:00,57.02,4,13,4,21.442532221,-11.323569445
2015-04-10 14:00:00,62.06,4,14,4,-1.605724169,-5.645569167
2015-04-10 15:00:00,66.02,4,15,4,1.211843056,-5.224009724
2015-04-10 16:00:00,68.0,4,16,4,-1.095933609,-5.816699721
2015-04-10 17:00:00,69.08,4,17,4,2.242818055,6.413482777
2015-04-10 18:00:00,68.0,4,18,4,21.916842221,14.988723055
2015-04-10 19:00:00,66.02,4,19,4,35.459316111,24.771657783
2015-04-10 20:00:00,64.04,4,20,4,60.95660361,50.341368611
2015-04-10 21:00:00,62.96,4,21,4,84.563011945,66.215774446
2015-04-10 22:00:00,60.98,4,22,4,79.775951666,70.288315554
2015-04-10 23:00:00,60.08,4,23,4,77.932051943,69.271677223
2015-04-11 00:00:00,57.92,4,0,5,70.037468609,66.316819722
2015-04-11 01:00:00,60.98,4,1,5,73.468376111,60.881988611
2015-04-11 02:00:00,60.98,4,2,5,66.801997779,58.51543111
2015-04-11 03:00:00,60.98,4,3,5,58.666040558,58.898038053
2015-04-11 04:00:00,60.98,4,4,5,54.885392499,52.79482278
2015-04-11 05:00:00,60.98,4,5,5,60.987261667,53.174216664
2015-04-11 06:00:00,60.08,4,6,5,61.801290553,52.403331946
2015-04-11 07:00:00,59.0,4,7,5,66.661307221,54.456216945
2015-04-11 08:00:00,59.0,4,8,5,60.551368891,51.173146667
2015-04-11 09:00:00,59.0,4,9,5,63.884633334,47.819440829
2015-04-11 10:00:00,60.08,4,10,5,43.062639723,36.104529169
2015-04-11 11:00:00,62.06,4,11,5,17.505239446,6.515242499
2015-04-11 12:00:00,62.96,4,12,5,-1.650514166,-32.085132225
2015-04-11 13:00:00,64.94,4,13,5,-18.935643611,-38.138665555
2015-04-11 14:00:00,66.92,4,14,5,-34.869327778,-58.364905275
2015-04-11 15:00:00,69.98,4,15,5,-30.862031944,-75.262210554
2015-04-11 16:00:00,69.98,4,16,5,-26.501548891,-53.790050554
2015-04-11 17:00:00,68.0,4,17,5,-22.136363889,-43.054846667
2015-04-11 18:00:00,69.08,4,18,5,-7.657968054,-16.112402503
2015-04-11 19:00:00,68.0,4,19,5,22.14413778,6.272280278
2015-04-11 20:00:00,68.0,4,20,5,56.058397224,38.295075278
2015-04-11 21:00:00,68.0,4,21,5,64.333591392,66.610613335
2015-04-11 22:00:00,66.92,4,22,5,69.009389166,84.862753889
2015-04-11 23:00:00,66.92,4,23,5,69.245467781,77.607607501
2015-04-12 00:00:00,66.02,4,0,6,63.777413612,55.638438888
2015-04-12 01:00:00,66.02,4,1,6,61.761610554,56.860090276
2015-04-12 02:00:00,64.94,4,2,6,54.233917778,55.242575277
2015-04-12 03:00:00,66.02,4,3,6,50.935862499,52.215508892
2015-04-12 04:00:00,66.02,4,4,6,50.495269999,52.613789722
2015-04-12 05:00:00,66.02,4,5,6,49.821743058,48.586266946
2015-04-12 06:00:00,66.02,4,6,6,49.329387777,48.311399446
2015-04-12 07:00:00,66.02,4,7,6,58.494907502,53.055444164
2015-04-12 08:00:00,66.02,4,8,6,61.236990557,50.421940558
2015-04-12 09:00:00,66.92,4,9,6,57.525915002,54.58176778
2015-04-12 10:00:00,68.0,4,10,6,47.26044028,42.83109472
2015-04-12 11:00:00,69.98,4,11,6,24.273326948,18.922076945
2015-04-12 12:00:00,71.06,4,12,6,11.851687223,4.450386389
2015-04-12 13:00:00,73.04,4,13,6,-3.086761388,-12.233319167
2015-04-12 14:00:00,75.92,4,14,6,-22.629188055,-24.374449447
2015-04-12 15:00:00,80.06,4,15,6,-39.342231943,-9.351597219
2015-04-12 16:00:00,80.06,4,16,6,-33.452931669,-14.666643891
2015-04-12 17:00:00,78.08,4,17,6,-21.610753889,-0.695114167
2015-04-12 18:00:00,80.06,4,18,6,1.404583608,6.112888054
2015-04-12 19:00:00,78.98,4,19,6,19.745778059,28.915147223
2015-04-12 20:00:00,75.02,4,20,6,62.224860278,47.472966108
2015-04-12 21:00:00,69.98,4,21,6,72.530206389,59.851451113
2015-04-12 22:00:00,71.96,4,22,6,65.037738609,66.142179445
2015-04-12 23:00:00,71.96,4,23,6,61.484656388,71.00255972
2015-04-13 00:00:00,71.06,4,0,0,60.940537776,65.608729722
2015-04-13 01:00:00,71.06,4,1,0,60.390143333,60.832058888
2015-04-13 02:00:00,69.98,4,2,0,54.753617502,56.352334441
2015-04-13 03:00:00,66.92,4,3,0,52.050011943,54.358812498
2015-04-13 04:00:00,66.92,4,4,0,49.230172499,50.949435278
2015-04-13 05:00:00,64.94,4,5,0,55.127633331,52.46022917
2015-04-13 06:00:00,64.04,4,6,0,50.192955,55.263305554
2015-04-13 07:00:00,64.04,4,7,0,52.518486944,64.740653055
2015-04-13 08:00:00,64.04,4,8,0,46.466516109,66.521537499
2015-04-13 09:00:00,66.92,4,9,0,43.662200279,55.245035279
2015-04-13 10:00:00,69.08,4,10,0,40.807478887,47.034505832
2015-04-13 11:00:00,71.96,4,11,0,22.415995832,28.024406946
2015-04-13 12:00:00,73.94,4,12,0,-7.706745,18.621472224
2015-04-13 13:00:00,78.98,4,13,0,-32.428221668,5.162375555
2015-04-13 14:00:00,80.96,4,14,0,-43.050453053,-5.13209111
2015-04-13 15:00:00,82.04,4,15,0,-37.118398058,-22.193630832
2015-04-13 16:00:00,82.94,4,16,0,-20.880673057,-8.700753051
2015-04-13 17:00:00,84.02,4,17,0,-12.174129723,-14.724984722
2015-04-13 18:00:00,82.04,4,18,0,4.516950556,9.613910277
2015-04-13 19:00:00,80.06,4,19,0,29.197371946,28.541518334
2015-04-13 20:00:00,73.94,4,20,0,55.685295555,45.361146389
2015-04-13 21:00:00,69.98,4,21,0,70.816604444,68.320146113
2015-04-13 22:00:00,69.98,4,22,0,72.726393057,68.680253889
2015-04-13 23:00:00,66.02,4,23,0,66.856406944,69.434295556
2015-04-14 00:00:00,62.96,4,0,1,59.344098058,67.737074722
2015-04-14 01:00:00,66.92,4,1,1,60.967521944,68.543447777
2015-04-14 02:00:00,64.94,4,2,1,50.69102861,57.058449166
2015-04-14 03:00:00,64.04,4,3,1,51.673088333,54.40778778
2015-04-14 04:00:00,64.94,4,4,1,46.513496388,52.16465
2015-04-14 05:00:00,64.94,4,5,1,52.514529721,49.960952496
2015-04-14 06:00:00,64.94,4,6,1,47.24265389,46.245121943
2015-04-14 07:00:00,64.04,4,7,1,44.76501778,67.860818052
2015-04-14 08:00:00,62.96,4,8,1,41.171630831,69.152611113
2015-04-14 09:00:00,62.06,4,9,1,48.389058894,69.314823612
2015-04-14 10:00:00,62.06,4,10,1,34.300643055,65.477297223
2015-04-14 11:00:00,64.94,4,11,1,11.611559445,39.422887501
2015-04-14 12:00:00,68.0,4,12,1,-12.022820559,17.941006666
2015-04-14 13:00:00,69.98,4,13,1,-29.123634722,7.40542389
2015-04-14 14:00:00,73.94,4,14,1,-58.841061946,-11.687238892
2015-04-14 15:00:00,73.94,4,15,1,-57.524632778,-8.968103057
2015-04-14 16:00:00,75.02,4,16,1,-31.301986667,-10.958199724
2015-04-14 17:00:00,73.94,4,17,1,-10.502718332,-1.688517778
2015-04-14 18:00:00,73.94,4,18,1,1.638985281,20.194398889
2015-04-14 19:00:00,71.96,4,19,1,13.501429167,38.043897221
2015-04-14 20:00:00,68.0,4,20,1,47.769803612,55.519273888
2015-04-14 21:00:00,64.04,4,21,1,65.200700281,74.352406387
2015-04-14 22:00:00,59.0,4,22,1,69.250498333,81.367315554
2015-04-14 23:00:00,57.02,4,23,1,66.337859446,84.522066667
2015-04-15 00:00:00,60.08,4,0,2,61.166468612,76.456731112
2015-04-15 01:00:00,57.02,4,1,2,55.28138389,74.175220277
2015-04-15 02:00:00,59.0,4,2,2,54.048530277,77.540844444
2015-04-15 03:00:00,57.02,4,3,2,50.053471389,72.618469723
2015-04-15 04:00:00,53.96,4,4,2,43.477951947,63.831557774
2015-04-15 05:00:00,53.96,4,5,2,46.843482223,59.128809442
2015-04-15 06:00:00,53.06,4,6,2,44.10966083,60.283989446
2015-04-15 07:00:00,51.08,4,7,2,52.634854167,65.003596113
2015-04-15 08:00:00,53.96,4,8,2,56.397240276,72.738384169
2015-04-15 09:00:00,60.98,4,9,2,52.76185639,71.12195472
2015-04-15 10:00:00,64.04,4,10,2,41.550217499,65.606609444
2015-04-15 11:00:00,69.08,4,11,2,14.371521667,47.794212777
2015-04-15 12:00:00,71.06,4,12,2,-14.656310281,29.464129166
2015-04-15 13:00:00,73.94,4,13,2,-28.007830833,21.442532221
2015-04-15 14:00:00,77.0,4,14,2,-37.779672778,-1.605724169
2015-04-15 15:00:00,78.08,4,15,2,-31.635930277,1.211843056
2015-04-15 16:00:00,77.0,4,16,2,-10.816808888,-1.095933609
2015-04-15 17:00:00,78.98,4,17,2,10.984360279,2.242818055
2015-04-15 18:00:00,78.98,4,18,2,28.900189999,21.916842221
2015-04-15 19:00:00,75.92,4,19,2,36.380779444,35.459316111
2015-04-15 20:00:00,71.96,4,20,2,49.775810554,60.95660361
2015-04-15 21:00:00,69.98,4,21,2,60.671648331,84.563011945
2015-04-15 22:00:00,69.08,4,22,2,66.172051946,79.775951666
2015-04-15 23:00:00,66.02,4,23,2,60.320886387,77.932051943
2015-04-16 00:00:00,66.02,4,0,3,60.221043611,70.037468609
2015-04-16 01:00:00,66.02,4,1,3,54.620360835,73.468376111
2015-04-16 02:00:00,66.02,4,2,3,55.565934166,66.801997779
2015-04-16 03:00:00,66.92,4,3,3,47.165682779,58.666040558
2015-04-16 04:00:00,66.02,4,4,3,42.81516389,54.885392499
2015-04-16 05:00:00,64.94,4,5,3,51.378523056,60.987261667
2015-04-16 06:00:00,66.02,4,6,3,49.255654445,61.801290553
2015-04-16 07:00:00,66.02,4,7,3,55.182871667,66.661307221
2015-04-16 08:00:00,66.02,4,8,3,65.875942776,60.551368891
2015-04-16 09:00:00,69.08,4,9,3,73.38974333,63.884633334
2015-04-16 10:00:00,71.06,4,10,3,56.032939724,43.062639723
2015-04-16 11:00:00,73.04,4,11,3,15.4251175,17.505239446
2015-04-16 12:00:00,73.94,4,12,3,-5.990188337,-1.650514166
2015-04-16 13:00:00,75.92,4,13,3,-27.833568054,-18.935643611
2015-04-16 14:00:00,75.92,4,14,3,-52.052410557,-34.869327778
2015-04-16 15:00:00,78.98,4,15,3,-42.382062222,-30.862031944
2015-04-16 16:00:00,77.0,4,16,3,-43.194784165,-26.501548891
2015-04-16 17:00:00,73.4,4,17,3,-30.626319722,-22.136363889
2015-04-16 18:00:00,68.0,4,18,3,-1.155478333,-7.657968054
2015-04-16 19:00:00,69.98,4,19,3,15.603760278,22.14413778
2015-04-16 20:00:00,69.08,4,20,3,41.414935835,56.058397224
2015-04-16 21:00:00,68.0,4,21,3,60.505254721,64.333591392
2015-04-16 22:00:00,66.92,4,22,3,65.01056222,69.009389166
2015-04-16 23:00:00,64.94,4,23,3,59.071456111,69.245467781
2015-04-17 00:00:00,66.92,4,0,4,66.74723639,63.777413612
2015-04-17 01:00:00,66.92,4,1,4,59.603780834,61.761610554
2015-04-17 02:00:00,66.02,4,2,4,49.454670001,54.233917778
2015-04-17 03:00:00,66.02,4,3,4,47.704463331,50.935862499
2015-04-17 04:00:00,66.02,4,4,4,44.948223612,50.495269999
2015-04-17 05:00:00,66.02,4,5,4,45.970901665,49.821743058
2015-04-17 06:00:00,66.02,4,6,4,51.527695831,49.329387777
2015-04-17 07:00:00,66.02,4,7,4,62.038947776,58.494907502
2015-04-17 08:00:00,66.02,4,8,4,54.349368614,61.236990557
2015-04-17 09:00:00,66.92,4,9,4,58.21576278,57.525915002
2015-04-17 10:00:00,69.08,4,10,4,32.251885557,47.26044028
2015-04-17 11:00:00,71.06,4,11,4,-4.370513053,24.273326948
2015-04-17 12:00:00,73.04,4,12,4,-38.632048334,11.851687223
2015-04-17 13:00:00,71.96,4,13,4,-46.661876663,-3.086761388
2015-04-17 14:00:00,73.04,4,14,4,-70.244433608,-22.629188055
2015-04-17 15:00:00,73.04,4,15,4,-63.795469998,-39.342231943
2015-04-17 16:00:00,73.04,4,16,4,-48.509618053,-33.452931669
2015-04-17 17:00:00,71.96,4,17,4,-35.614246113,-21.610753889
2015-04-17 18:00:00,69.98,4,18,4,-13.082518051,1.404583608
2015-04-17 19:00:00,71.06,4,19,4,9.051790556,19.745778059
2015-04-17 20:00:00,69.98,4,20,4,47.134933609,62.224860278
2015-04-17 21:00:00,66.02,4,21,4,56.672054721,72.530206389
2015-04-17 22:00:00,66.92,4,22,4,67.476340831,65.037738609
2015-04-17 23:00:00,66.92,4,23,4,63.646651666,61.484656388
2015-04-18 00:00:00,66.02,4,0,5,52.895808891,60.940537776
2015-04-18 01:00:00,64.94,4,1,5,52.38775778,60.390143333
2015-04-18 02:00:00,64.04,4,2,5,44.917020281,54.753617502
2015-04-18 03:00:00,64.94,4,3,5,48.131844166,52.050011943
2015-04-18 04:00:00,64.04,4,4,5,45.934203055,49.230172499
2015-04-18 05:00:00,64.04,4,5,5,49.139086946,55.127633331
2015-04-18 06:00:00,64.94,4,6,5,54.620738052,50.192955
2015-04-18 07:00:00,64.94,4,7,5,59.779005001,52.518486944
2015-04-18 08:00:00,64.94,4,8,5,53.901365003,46.466516109
2015-04-18 09:00:00,64.94,4,9,5,52.167439444,43.662200279
2015-04-18 10:00:00,66.02,4,10,5,40.267531109,40.807478887
2015-04-18 11:00:00,68.0,4,11,5,14.996891115,22.415995832
2015-04-18 12:00:00,69.98,4,12,5,-12.558843891,-7.706745
2015-04-18 13:00:00,73.04,4,13,5,-35.02581528,-32.428221668
2015-04-18 14:00:00,73.04,4,14,5,-34.865488611,-43.050453053
2015-04-18 15:00:00,75.02,4,15,5,-31.404348055,-37.118398058
2015-04-18 16:00:00,75.02,4,16,5,-21.956786943,-20.880673057
