mpt,netload,potential
2015-01-08 00:00:00,310.394275,56.10327174614278
2015-01-08 01:00:00,282.033191668,41.923678492857135
2015-01-08 02:00:00,264.792191666,26.34956690414282
2015-01-08 03:00:00,258.46202361,20.449241545285787
2015-01-08 04:00:00,245.055921112,5.043079525428595
2015-01-08 05:00:00,246.212475001,3.773883890000008
2015-01-08 06:00:00,253.072088333,11.602599641571487
2015-01-08 07:00:00,288.272580557,36.7293651994286
2015-01-08 08:00:00,375.239204999,106.36580658571432
2015-01-08 09:00:00,430.985588336,162.8441979785714
2015-01-08 10:00:00,382.430515552,145.847387536
2015-01-08 11:00:00,312.287436388,122.1880358727143
2015-01-08 12:00:00,261.977633891,118.82643730285712
2015-01-08 13:00:00,204.377213889,76.28298825342858
2015-01-08 14:00:00,215.350815559,102.81733555785718
2015-01-08 15:00:00,245.192622498,124.10359436299998
2015-01-08 16:00:00,253.068196113,100.0924666282857
2015-01-08 17:00:00,252.537199443,60.20716892742854
2015-01-08 18:00:00,300.084674722,52.33310400814287
2015-01-08 19:00:00,355.018411943,55.61181809442854
2015-01-08 20:00:00,336.437578331,56.36133130728575
2015-01-08 21:00:00,349.122330833,77.8586998004285
2015-01-08 22:00:00,348.025441945,80.62912892785715
2015-01-08 23:00:00,328.024246945,65.83292349314291
2015-01-09 00:00:00,314.751501387,60.460498133142806
2015-01-09 01:00:00,310.019469444,69.90995626885714
2015-01-09 02:00:00,311.103648612,72.66102385014278
2015-01-09 03:00:00,316.003435831,77.99065376628576
2015-01-09 04:00:00,315.858867497,75.84602591042861
2015-01-09 05:00:00,306.180154719,63.74156360799998
2015-01-09 06:00:00,319.286106665,77.81661797357145
2015-01-09 07:00:00,339.354594446,87.8113790884286
2015-01-09 08:00:00,427.037328611,158.16393019771436
2015-01-09 09:00:00,482.891827499,214.7504371415714
2015-01-09 10:00:00,426.950723611,190.367595595
2015-01-09 11:00:00,382.854683608,192.7552830927143
2015-01-09 12:00:00,358.110524163,214.9593275748572
2015-01-09 13:00:00,366.214644166,238.12041853042865
2015-01-09 14:00:00,352.359460277,239.82598027585715
2015-01-09 15:00:00,344.346450283,223.257422148
2015-01-09 16:00:00,312.625182502,159.64945301728568
2015-01-09 17:00:00,312.749123336,120.41909282042856
2015-01-09 18:00:00,392.162482778,144.4109120641429
2015-01-09 19:00:00,426.401141111,126.99454726242855
2015-01-09 20:00:00,386.512583891,106.43633686728576
2015-01-09 21:00:00,337.009754721,65.7461236884285
2015-01-09 22:00:00,338.654063057,71.25775003985711
2015-01-09 23:00:00,328.950197775,66.75887432314289
2015-01-10 00:00:00,310.749576389,56.458573135142814
2015-01-10 01:00:00,301.519198335,61.40968515985716
2015-01-10 02:00:00,288.217559998,49.77493523614282
2015-01-10 03:00:00,287.646595559,49.63381349428576
2015-01-10 04:00:00,286.067545835,46.05470424842858
2015-01-10 05:00:00,283.021150002,40.58255889100002
2015-01-10 06:00:00,280.620086389,39.15059769757147
2015-01-10 07:00:00,285.645350558,34.10213520042859
2015-01-10 08:00:00,279.067141948,10.193743534714372
2015-01-10 09:00:00,271.118980276,2.977589918571425
2015-01-10 10:00:00,275.99911389,39.415985874
2015-01-10 11:00:00,249.857811668,59.7584111527143
2015-01-10 12:00:00,198.984275835,55.83307924685715
2015-01-10 13:00:00,176.218260835,48.12403519942859
2015-01-10 14:00:00,126.76840389,14.234923888857168
2015-01-10 15:00:00,141.647845556,20.558817420999983
2015-01-10 16:00:00,189.906431111,36.930701626285696
2015-01-10 17:00:00,215.189077225,22.859046709428554
2015-01-10 18:00:00,265.24982639,17.49825567614289
2015-01-10 19:00:00,307.134035,7.727441151428536
2015-01-10 20:00:00,267.096525277,0.0
2015-01-10 21:00:00,268.615545556,0.0
2015-01-10 22:00:00,274.464622775,7.068309757857151
2015-01-10 23:00:00,270.967753056,8.77642960414289
2015-01-11 00:00:00,264.898505277,10.607502023142814
2015-01-11 01:00:00,269.049967779,28.940454603857148
2015-01-11 02:00:00,271.951719724,33.5090949621428
2015-01-11 03:00:00,261.687278887,23.67449682228576
2015-01-11 04:00:00,268.445217502,28.4323759154286
2015-01-11 05:00:00,281.260904999,38.822313888
2015-01-11 06:00:00,278.297174999,36.82768630757147
2015-01-11 07:00:00,292.903921387,41.3607060294286
2015-01-11 08:00:00,300.037287222,31.16388880871432
2015-01-11 09:00:00,284.16831861,16.026928252571395
2015-01-11 10:00:00,324.217495278,87.63436726200001
2015-01-11 11:00:00,307.277527499,117.17812698371426
2015-01-11 12:00:00,298.878838057,155.72764146885714
2015-01-11 13:00:00,265.339199722,137.24497408642858
2015-01-11 14:00:00,193.426835554,80.89335555285717
2015-01-11 15:00:00,205.798596946,84.709568811
2015-01-11 16:00:00,228.272702224,75.2969727392857
2015-01-11 17:00:00,242.749053888,50.41902337242854
2015-01-11 18:00:00,254.400251946,6.648681232142877
2015-01-11 19:00:00,283.694766947,0.0
2015-01-11 20:00:00,289.888885837,9.81263881328573
2015-01-11 21:00:00,309.015262778,37.75163174542854
2015-01-11 22:00:00,306.271136389,38.87482337185713
2015-01-11 23:00:00,316.190450831,53.99912737914292
2015-01-12 00:00:00,293.687467223,39.39646396914279
2015-01-12 01:00:00,293.031134442,52.92162126685716
2015-01-12 02:00:00,286.670359998,48.22773523614279
2015-01-12 03:00:00,307.113770277,69.10098821228578
2015-01-12 04:00:00,293.425315558,53.41247397142863
2015-01-12 05:00:00,326.675504447,84.23691333599999
2015-01-12 06:00:00,326.246907778,84.77741908657146
2015-01-12 07:00:00,344.876570553,93.3333551954286
2015-01-12 08:00:00,446.656911111,177.78351269771434
2015-01-12 09:00:00,494.35502028,226.21362992257144
2015-01-12 10:00:00,502.581996945,265.998868929
2015-01-12 11:00:00,479.036594166,288.9371936507143
2015-01-12 12:00:00,424.771187498,281.6199909098572
2015-01-12 13:00:00,431.629747778,303.5355221424286
2015-01-12 14:00:00,416.830031668,304.2965516668572
2015-01-12 15:00:00,382.314657777,261.22562964199994
2015-01-12 16:00:00,396.621106668,243.6453771832857
2015-01-12 17:00:00,383.123173887,190.79314337142856
2015-01-12 18:00:00,414.394900557,166.6433298431429
2015-01-12 19:00:00,435.239875275,135.83328142642853
2015-01-12 20:00:00,432.907857223,152.83161019928576
2015-01-12 21:00:00,419.93576639,148.67213535742854
2015-01-12 22:00:00,429.298057776,161.90174475885715
2015-01-12 23:00:00,390.630837224,128.4395137721429
2015-01-13 00:00:00,360.733239724,106.44223647014276
2015-01-13 01:00:00,341.93459361,101.82508043485714
2015-01-13 02:00:00,329.982769721,91.54014495914282
2015-01-13 03:00:00,338.47338889,100.4606068252858
2015-01-13 04:00:00,319.96488389,79.95204230342861
2015-01-13 05:00:00,337.770819723,95.332228612
2015-01-13 06:00:00,333.113287499,91.6437988075715
2015-01-13 07:00:00,365.925684719,114.38246936142858
2015-01-13 08:00:00,435.499830832,166.62643241871433
2015-01-13 09:00:00,497.08916861,228.94777825257145
2015-01-13 10:00:00,455.391522221,218.808394205
2015-01-13 11:00:00,425.546058609,235.4466580937143
2015-01-13 12:00:00,399.398362226,256.2471656378572
2015-01-13 13:00:00,401.67836889,273.58414325442857
2015-01-13 14:00:00,374.387393054,261.85391305285714
2015-01-13 15:00:00,392.422907777,271.33387964199994
2015-01-13 16:00:00,408.41689111,255.4411616252857
2015-01-13 17:00:00,380.211681945,187.88165142942856
2015-01-13 18:00:00,392.859763055,145.10819234114285
2015-01-13 19:00:00,427.453556112,128.04696226342855
2015-01-13 20:00:00,414.856576944,134.78032992028574
2015-01-13 21:00:00,406.693692222,135.4300611894285
2015-01-13 22:00:00,416.826599998,149.43028698085715
2015-01-13 23:00:00,400.508960002,138.31763655014288
2015-01-14 00:00:00,344.177963613,89.88696035914276
2015-01-14 01:00:00,307.35126778,67.24175460485716
2015-01-14 02:00:00,302.730449444,64.2878246821428
2015-01-14 03:00:00,295.366560556,57.353778491285794
2015-01-14 04:00:00,296.169336945,56.1564953584286
2015-01-14 05:00:00,296.397494446,53.958903335
2015-01-14 06:00:00,304.900853054,63.43136436257146
2015-01-14 07:00:00,338.378198054,86.83498269642857
2015-01-14 08:00:00,442.193056945,173.31965853171437
2015-01-14 09:00:00,494.210890554,226.06950019657145
2015-01-14 10:00:00,449.04499611,212.461868094
2015-01-14 11:00:00,374.036469442,183.9370689267143
2015-01-14 12:00:00,313.06358333,169.91238674185712
2015-01-14 13:00:00,268.866768057,140.7725424214286
2015-01-14 14:00:00,235.259232223,122.72575222185716
2015-01-14 15:00:00,247.199992779,126.110964644
2015-01-14 16:00:00,279.38785472,126.41212523528571
2015-01-14 17:00:00,264.46472722,72.13469670442853
2015-01-14 18:00:00,315.033958335,67.2823876211429
2015-01-14 19:00:00,362.572354722,63.16576087342855
2015-01-14 20:00:00,365.550273616,85.47402659228578
2015-01-14 21:00:00,359.631990557,88.36835952442851
2015-01-14 22:00:00,377.690010002,110.29369698485716
2015-01-14 23:00:00,343.161636112,80.9703126601429
2015-01-15 00:00:00,293.041013056,38.75000980214279
2015-01-15 01:00:00,293.085995277,52.97648210185716
2015-01-15 02:00:00,297.144048055,58.7014232931428
2015-01-15 03:00:00,290.384297499,52.37151543428578
2015-01-15 04:00:00,288.77254722,48.75970563342858
2015-01-15 05:00:00,296.526533889,54.08794277800001
2015-01-15 06:00:00,313.264805,71.7953163085715
2015-01-15 07:00:00,335.510414443,83.96719908542858
2015-01-15 08:00:00,428.275975834,159.40257742071435
2015-01-15 09:00:00,459.122990557,190.9816001995714
2015-01-15 10:00:00,395.30841722,158.72528920400003
2015-01-15 11:00:00,314.713568612,124.61416809671432
2015-01-15 12:00:00,265.352763613,122.20156702485713
2015-01-15 13:00:00,238.355486945,110.2612613094286
2015-01-15 14:00:00,223.412928334,110.87944833285717
2015-01-15 15:00:00,230.602715557,109.513687422
2015-01-15 16:00:00,235.645601388,82.6698719032857
2015-01-15 17:00:00,238.569210276,46.23917976042856
2015-01-15 18:00:00,289.874874167,42.12330345314285
2015-01-15 19:00:00,339.29528528,39.888691431428526
2015-01-15 20:00:00,363.753511945,83.67726492128577
2015-01-15 21:00:00,345.741913333,74.47828230042853
2015-01-15 22:00:00,344.059450274,76.66313725685717
2015-01-15 23:00:00,320.640518333,58.44919488114289
2015-01-16 00:00:00,266.094992224,11.803988970142797
2015-01-16 01:00:00,245.993939725,5.884426549857153
2015-01-16 02:00:00,247.978196389,9.535571627142817
2015-01-16 03:00:00,234.891321665,0.0
2015-01-16 04:00:00,238.541890832,0.0
2015-01-16 05:00:00,249.694106664,7.255515553000009
2015-01-16 06:00:00,265.933993614,24.46450492257145
2015-01-16 07:00:00,290.851441666,39.3082263084286
2015-01-16 08:00:00,378.27020361,109.39680519671435
2015-01-16 09:00:00,425.613238888,157.47184853057144
2015-01-16 10:00:00,420.230914998,183.647786982
2015-01-16 11:00:00,378.930926108,188.83152559271429
2015-01-16 12:00:00,362.749858335,219.59866174685715
2015-01-16 13:00:00,366.012574441,237.91834880542865
2015-01-16 14:00:00,258.37254472,145.83906471885717
2015-01-16 15:00:00,216.363446669,95.274418534
2015-01-16 16:00:00,237.285219443,84.3094899582857
2015-01-16 17:00:00,228.192963888,35.86293337242856
2015-01-16 18:00:00,284.091382499,36.3398117851429
2015-01-16 19:00:00,318.426321667,19.01972781842857
2015-01-16 20:00:00,309.107291943,29.03104491928576
2015-01-16 21:00:00,283.953210834,12.689579801428522
2015-01-16 22:00:00,266.745718331,0.0
2015-01-16 23:00:00,266.064139999,3.872816547142918
2015-01-17 00:00:00,234.791138612,0.0
2015-01-17 01:00:00,223.957045277,0.0
2015-01-17 02:00:00,221.89982028,0.0
2015-01-17 03:00:00,215.73918056,0.0
2015-01-17 04:00:00,220.270660276,0.0
2015-01-17 05:00:00,222.653236665,0.0
2015-01-17 06:00:00,220.28946528,0.0
2015-01-17 07:00:00,236.626163334,0.0
2015-01-17 08:00:00,261.023193888,0.0
2015-01-17 09:00:00,253.866910278,0.0
2015-01-17 10:00:00,187.310172777,0.0
2015-01-17 11:00:00,110.856843055,0.0
2015-01-17 12:00:00,57.154433057,0.0
2015-01-17 13:00:00,23.470328331,0.0
2015-01-17 14:00:00,27.607236947,0.0
2015-01-17 15:00:00,57.160123055,0.0
2015-01-17 16:00:00,111.709101112,0.0
2015-01-17 17:00:00,177.135872224,0.0
2015-01-17 18:00:00,222.207378054,0.0
2015-01-17 19:00:00,290.661906944,0.0
2015-01-17 20:00:00,272.896646109,0.0
2015-01-17 21:00:00,263.276976664,0.0
2015-01-17 22:00:00,269.032101947,1.6357889298571422
2015-01-17 23:00:00,266.361984444,4.170660992142871
2015-01-18 00:00:00,245.343696389,0.0
2015-01-18 01:00:00,228.064994446,0.0
2015-01-18 02:00:00,213.156451946,0.0
2015-01-18 03:00:00,222.151040559,0.0
2015-01-18 04:00:00,231.429804166,0.0
2015-01-18 05:00:00,230.758315832,0.0
2015-01-18 06:00:00,221.963815279,0.0
2015-01-18 07:00:00,225.655853611,0.0
2015-01-18 08:00:00,244.030748056,0.0
2015-01-18 09:00:00,260.719800835,0.0
2015-01-18 10:00:00,199.848022778,0.0
2015-01-18 11:00:00,141.148921387,0.0
2015-01-18 12:00:00,81.750440001,0.0
