date,month,hour,dayofweek,tmpc,mw2day,mw7day
2017-01-01 00:00:00,1,0,6,-0.762,68006.0,57480.0
2017-01-01 01:00:00,1,1,6,-0.843,66539.0,55524.0
2017-01-01 02:00:00,1,2,6,-0.934,63814.0,51629.0
2017-01-01 03:00:00,1,3,6,-1.03,62930.0,48773.0
2017-01-01 04:00:00,1,4,6,-1.127,64676.0,47963.0
2017-01-01 05:00:00,1,5,6,-1.202,67986.0,48071.0
2017-01-01 06:00:00,1,6,6,-1.225,71677.0,48554.0
2017-01-01 07:00:00,1,7,6,-1.194,74319.0,49520.0
2017-01-01 08:00:00,1,8,6,-0.618,76356.0,51516.0
2017-01-01 09:00:00,1,9,6,0.403,77589.0,53806.0
2017-01-01 10:00:00,1,10,6,1.568,78079.0,54867.0
2017-01-01 11:00:00,1,11,6,2.651,78789.0,55864.0
2017-01-01 12:00:00,1,12,6,3.421,76568.0,54311.0
2017-01-01 13:00:00,1,13,6,3.718,74209.0,51676.0
2017-01-01 14:00:00,1,14,6,3.341,72028.0,50099.0
2017-01-01 15:00:00,1,15,6,2.093,71873.0,49950.0
2017-01-01 16:00:00,1,16,6,1.195,75472.0,53128.0
2017-01-01 17:00:00,1,17,6,0.996,79059.0,56090.0
2017-01-01 18:00:00,1,18,6,0.825,79105.0,57189.0
2017-01-01 19:00:00,1,19,6,0.674,75971.0,56575.0
2017-01-01 20:00:00,1,20,6,0.529,73049.0,55390.0
2017-01-01 21:00:00,1,21,6,0.489,73788.0,56629.0
2017-01-01 22:00:00,1,22,6,0.48,74951.0,57906.0
2017-01-01 23:00:00,1,23,6,0.396,72529.0,55268.0
2017-01-02 00:00:00,1,0,0,0.307,70296.0,52886.0
2017-01-02 01:00:00,1,1,0,0.232,68649.0,51509.0
2017-01-02 02:00:00,1,2,0,0.201,65653.0,48756.0
2017-01-02 03:00:00,1,3,0,0.182,64277.0,47902.0
2017-01-02 04:00:00,1,4,0,0.185,64950.0,49602.0
2017-01-02 05:00:00,1,5,0,0.214,66402.0,52608.0
2017-01-02 06:00:00,1,6,0,0.252,68401.0,55632.0
2017-01-02 07:00:00,1,7,0,0.308,70747.0,57919.0
2017-01-02 08:00:00,1,8,0,0.975,73442.0,59572.0
2017-01-02 09:00:00,1,9,0,1.93,75446.0,61004.0
2017-01-02 10:00:00,1,10,0,2.699,76201.0,61835.0
2017-01-02 11:00:00,1,11,0,3.347,77844.0,63068.0
2017-01-02 12:00:00,1,12,0,3.715,76790.0,61551.0
2017-01-02 13:00:00,1,13,0,3.717,74254.0,59976.0
2017-01-02 14:00:00,1,14,0,3.198,72288.0,58423.0
2017-01-02 15:00:00,1,15,0,2.112,72089.0,58249.0
2017-01-02 16:00:00,1,16,0,1.292,75653.0,61814.0
2017-01-02 17:00:00,1,17,0,0.992,78119.0,64958.0
2017-01-02 18:00:00,1,18,0,0.663,77241.0,65419.0
2017-01-02 19:00:00,1,19,0,0.382,74076.0,62656.0
2017-01-02 20:00:00,1,20,0,0.147,71802.0,60073.0
2017-01-02 21:00:00,1,21,0,-0.082,73868.0,61119.0
2017-01-02 22:00:00,1,22,0,-0.326,76523.0,62475.0
2017-01-02 23:00:00,1,23,0,-0.508,75140.0,59971.0
2017-01-03 00:00:00,1,0,1,-0.702,73330.0,57826.0
2017-01-03 01:00:00,1,1,1,-0.878,71806.0,56645.0
2017-01-03 02:00:00,1,2,1,-1.049,68195.0,54305.0
2017-01-03 03:00:00,1,3,1,-1.244,65672.0,53708.0
2017-01-03 04:00:00,1,4,1,-1.428,64842.0,55741.0
2017-01-03 05:00:00,1,5,1,-1.612,64454.0,59395.0
2017-01-03 06:00:00,1,6,1,-1.807,64524.0,63141.0
2017-01-03 07:00:00,1,7,1,-1.896,64855.0,65824.0
2017-01-03 08:00:00,1,8,1,-1.249,66246.0,67617.0
2017-01-03 09:00:00,1,9,1,-0.118,68222.0,68006.0
2017-01-03 10:00:00,1,10,1,1.16,69688.0,67877.0
2017-01-03 11:00:00,1,11,1,2.354,72008.0,67897.0
2017-01-03 12:00:00,1,12,1,3.254,71056.0,65532.0
2017-01-03 13:00:00,1,13,1,3.588,68243.0,63259.0
2017-01-03 14:00:00,1,14,1,3.1,66403.0,61360.0
2017-01-03 15:00:00,1,15,1,1.23,66053.0,61608.0
2017-01-03 16:00:00,1,16,1,-0.305,69303.0,66156.0
2017-01-03 17:00:00,1,17,1,-0.621,73364.0,70243.0
2017-01-03 18:00:00,1,18,1,-0.848,74695.0,70772.0
2017-01-03 19:00:00,1,19,1,-0.961,73274.0,67984.0
2017-01-03 20:00:00,1,20,1,-1.052,70978.0,65403.0
2017-01-03 21:00:00,1,21,1,-1.108,71702.0,66329.0
2017-01-03 22:00:00,1,22,1,-1.14,72428.0,67555.0
2017-01-03 23:00:00,1,23,1,-1.135,69366.0,64987.0
2017-01-04 00:00:00,1,0,2,-1.104,66988.0,62838.0
2017-01-04 01:00:00,1,1,2,-1.051,65675.0,61695.0
2017-01-04 02:00:00,1,2,2,-0.951,63066.0,59075.0
2017-01-04 03:00:00,1,3,2,-0.878,62297.0,58290.0
2017-01-04 04:00:00,1,4,2,-0.852,64296.0,60177.0
2017-01-04 05:00:00,1,5,2,-0.801,67976.0,63583.0
2017-01-04 06:00:00,1,6,2,-0.73,71995.0,67144.0
2017-01-04 07:00:00,1,7,2,-0.57,74893.0,69846.0
2017-01-04 08:00:00,1,8,2,0.355,76875.0,71531.0
2017-01-04 09:00:00,1,9,2,1.58,78624.0,71570.0
2017-01-04 10:00:00,1,10,2,2.785,79837.0,70739.0
2017-01-04 11:00:00,1,11,2,3.749,80947.0,70602.0
2017-01-04 12:00:00,1,12,2,4.297,79519.0,68015.0
2017-01-04 13:00:00,1,13,2,4.418,77813.0,65457.0
2017-01-04 14:00:00,1,14,2,3.98,75739.0,63205.0
2017-01-04 15:00:00,1,15,2,2.642,75511.0,63272.0
2017-01-04 16:00:00,1,16,2,1.472,78799.0,67896.0
2017-01-04 17:00:00,1,17,2,1.233,82562.0,72542.0
2017-01-04 18:00:00,1,18,2,1.007,82535.0,73195.0
2017-01-04 19:00:00,1,19,2,0.746,78425.0,70127.0
2017-01-04 20:00:00,1,20,2,0.503,74836.0,67434.0
2017-01-04 21:00:00,1,21,2,0.311,75000.0,68371.0
2017-01-04 22:00:00,1,22,2,0.214,75682.0,69927.0
2017-01-04 23:00:00,1,23,2,0.151,73185.0,67542.0
2017-01-05 00:00:00,1,0,3,0.114,70940.0,65555.0
2017-01-05 01:00:00,1,1,3,0.091,69855.0,64502.0
2017-01-05 02:00:00,1,2,3,0.033,67557.0,61951.0
