ept,tmp,month,hour,dayofweek,mw_2,mw_7
2015-01-08 00:00:00,4.941,1,0,3,5740.7,5123.9
2015-01-08 01:00:00,4.527,1,1,3,5270.9,5123.9
2015-01-08 02:00:00,4.24,1,2,3,4964.8,4771.1
2015-01-08 03:00:00,3.992,1,3,3,4851.3,4443.5
2015-01-08 04:00:00,3.816,1,4,3,4818.9,4234.9
2015-01-08 05:00:00,3.64,1,5,3,4877.1,4118.2
2015-01-08 06:00:00,3.509,1,6,3,5197.9,4073.8
2015-01-08 07:00:00,3.405,1,7,3,5855.4,3920.8
2015-01-08 08:00:00,4.284,1,8,3,6693.5,3883.8
2015-01-08 09:00:00,6.062,1,9,3,7261.1,4234.7
2015-01-08 10:00:00,7.884,1,10,3,7406.0,4633.4
2015-01-08 11:00:00,10.157,1,11,3,7466.3,4989.1
2015-01-08 12:00:00,11.973,1,12,3,7235.2,5165.2
2015-01-08 13:00:00,13.065,1,13,3,7055.4,4934.6
2015-01-08 14:00:00,13.54,1,14,3,7150.5,4685.4
2015-01-08 15:00:00,13.349,1,15,3,7067.1,4634.8
2015-01-08 16:00:00,11.53,1,16,3,7089.5,4685.5
2015-01-08 17:00:00,9.552,1,17,3,7450.8,5295.0
2015-01-08 18:00:00,8.803,1,18,3,8082.2,6025.2
2015-01-08 19:00:00,8.269,1,19,3,8267.5,6235.6
2015-01-08 20:00:00,7.787,1,20,3,8205.7,6307.9
2015-01-08 21:00:00,7.263,1,21,3,7905.3,6197.8
2015-01-08 22:00:00,6.79,1,22,3,7370.9,5997.7
2015-01-08 23:00:00,6.485,1,23,3,6573.7,5522.4
2015-01-09 00:00:00,6.144,1,0,4,5825.1,5014.1
2015-01-09 01:00:00,5.87,1,1,4,5312.4,4617.6
2015-01-09 02:00:00,5.569,1,2,4,5045.8,4338.6
2015-01-09 03:00:00,5.145,1,3,4,4904.0,4192.2
2015-01-09 04:00:00,4.793,1,4,4,4859.0,4132.6
2015-01-09 05:00:00,4.511,1,5,4,4930.3,4183.2
2015-01-09 06:00:00,4.155,1,6,4,5278.8,4387.7
2015-01-09 07:00:00,3.896,1,7,4,6015.3,4627.8
2015-01-09 08:00:00,4.651,1,8,4,6857.7,5038.4
2015-01-09 09:00:00,6.533,1,9,4,7437.8,5716.4
2015-01-09 10:00:00,8.81,1,10,4,7573.5,6053.2
2015-01-09 11:00:00,11.255,1,11,4,7673.7,6210.0
2015-01-09 12:00:00,13.182,1,12,4,7509.9,6303.4
2015-01-09 13:00:00,14.243,1,13,4,7362.3,6171.0
2015-01-09 14:00:00,14.687,1,14,4,7465.1,6085.5
2015-01-09 15:00:00,14.478,1,15,4,7441.5,5973.5
2015-01-09 16:00:00,12.534,1,16,4,7501.5,5991.9
2015-01-09 17:00:00,10.41,1,17,4,7810.3,6575.0
2015-01-09 18:00:00,9.492,1,18,4,8380.3,7221.5
