ept,tmp,month,hour,dayofweek,mw_2,mw_7
2015-01-08 00:00:00,-11.3,1,0,3,32288.116,31660.636
2015-01-08 01:00:00,-12.9,1,1,3,31695.589,30766.066000000003
2015-01-08 02:00:00,-13.8,1,2,3,31377.35,30201.596
2015-01-08 03:00:00,-14.5,1,3,3,31461.963,29901.406000000003
2015-01-08 04:00:00,-15.0,1,4,3,32349.539,30084.427000000003
2015-01-08 05:00:00,-15.4,1,5,3,34789.391,30734.303
2015-01-08 06:00:00,-15.9,1,6,3,38501.602,31637.994
2015-01-08 07:00:00,-16.4,1,7,3,40625.792,31823.283
2015-01-08 08:00:00,-16.8,1,8,3,38523.188994,29546.483515
2015-01-08 09:00:00,-17.2,1,9,3,36916.170908,27652.289773
2015-01-08 10:00:00,-17.2,1,10,3,36916.175745,26421.059668
2015-01-08 11:00:00,-17.3,1,11,3,34946.23502,26616.876313
2015-01-08 12:00:00,-17.2,1,12,3,34501.62377,26391.766447
2015-01-08 13:00:00,-15.9,1,13,3,34641.219773,25537.515065000003
2015-01-08 14:00:00,-14.0,1,14,3,37427.433808,25913.537071
2015-01-08 15:00:00,-12.3,1,15,3,38176.600726,27803.338795
2015-01-08 16:00:00,-10.8,1,16,3,39484.9339528,31212.5693223
2015-01-08 17:00:00,-9.1,1,17,3,43285.348,34991.034
2015-01-08 18:00:00,-7.7,1,18,3,43654.731,35197.896
2015-01-08 19:00:00,-6.9,1,19,3,43267.959,34840.912000000004
2015-01-08 20:00:00,-6.9,1,20,3,42329.901,34313.86
2015-01-08 21:00:00,-7.8,1,21,3,40578.745,33238.146
2015-01-08 22:00:00,-9.4,1,22,3,38045.742,31471.802000000003
2015-01-08 23:00:00,-10.6,1,23,3,35795.715,29616.103
2015-01-09 00:00:00,-11.2,1,0,4,34280.487,28225.159
2015-01-09 01:00:00,-11.3,1,1,4,33507.163,27422.008
2015-01-09 02:00:00,-8.0,1,2,4,33197.699,27128.334
2015-01-09 03:00:00,-6.4,1,3,4,33316.777,27240.126
2015-01-09 04:00:00,-5.3,1,4,4,34084.228,27861.498
2015-01-09 05:00:00,-5.3,1,5,4,36285.313,29463.261
2015-01-09 06:00:00,-5.9,1,6,4,39659.944,31760.864
