DateTime,Location,Year,Month,Day,Weekday,Hour,Load,Temperature
2019-01-01 00:00:00,COAST,2019,1,1,1,0,9441.083513,5
2019-01-01 01:00:00,COAST,2019,1,1,1,1,9229.551363,5
2019-01-01 02:00:00,COAST,2019,1,1,1,2,9085.274159,4
2019-01-01 03:00:00,COAST,2019,1,1,1,3,9113.816502,4
2019-01-01 04:00:00,COAST,2019,1,1,1,4,9277.729638,3
2019-01-01 05:00:00,COAST,2019,1,1,1,5,9619.430516,3
2019-01-01 06:00:00,COAST,2019,1,1,1,6,9951.68217,2
2019-01-01 07:00:00,COAST,2019,1,1,1,7,10131.20873,3
2019-01-01 08:00:00,COAST,2019,1,1,1,8,10026.43135,5
2019-01-01 09:00:00,COAST,2019,1,1,1,9,10120.4194,8
2019-01-01 10:00:00,COAST,2019,1,1,1,10,9681.596198,10
2019-01-01 11:00:00,COAST,2019,1,1,1,11,9918.80409,11
2019-01-01 12:00:00,COAST,2019,1,1,1,12,9435.960435,11
2019-01-01 13:00:00,COAST,2019,1,1,1,13,9625.276726,12
2019-01-01 14:00:00,COAST,2019,1,1,1,14,9609.06673,11
2019-01-01 15:00:00,COAST,2019,1,1,1,15,10037.89503,10
2019-01-01 16:00:00,COAST,2019,1,1,1,16,9957.532287,8
2019-01-01 17:00:00,COAST,2019,1,1,1,17,10593.96287,5
2019-01-01 18:00:00,COAST,2019,1,1,1,18,10819.8075,4
2019-01-01 19:00:00,COAST,2019,1,1,1,19,10637.33108,3
2019-01-01 20:00:00,COAST,2019,1,1,1,20,10442.81682,3
2019-01-01 21:00:00,COAST,2019,1,1,1,21,10275.58742,2
2019-01-01 22:00:00,COAST,2019,1,1,1,22,10069.93383,1
2019-01-01 23:00:00,COAST,2019,1,1,1,23,9907.969275,1
2019-01-02 00:00:00,COAST,2019,1,2,1,0,9329.755086,0
2019-01-02 01:00:00,COAST,2019,1,2,1,1,9271.822458,0
2019-01-02 02:00:00,COAST,2019,1,2,1,2,9221.499654,0
2019-01-02 03:00:00,COAST,2019,1,2,1,3,9218.375224,0
2019-01-02 04:00:00,COAST,2019,1,2,1,4,9277.653923,-1
2019-01-02 05:00:00,COAST,2019,1,2,1,5,9456.927136,-1
2019-01-02 06:00:00,COAST,2019,1,2,1,6,9685.373451,-1
2019-01-02 07:00:00,COAST,2019,1,2,1,7,9573.589765,0
2019-01-02 08:00:00,COAST,2019,1,2,1,8,8696.448932,1
2019-01-02 09:00:00,COAST,2019,1,2,1,9,7939.868185,4
2019-01-02 10:00:00,COAST,2019,1,2,1,10,7492.75686,6
2019-01-02 11:00:00,COAST,2019,1,2,1,11,7160.386518,7
2019-01-02 12:00:00,COAST,2019,1,2,1,12,7007.508189,7
2019-01-02 13:00:00,COAST,2019,1,2,1,13,7021.073858,8
2019-01-02 14:00:00,COAST,2019,1,2,1,14,7314.766793,8
2019-01-02 15:00:00,COAST,2019,1,2,1,15,7923.793614,7
2019-01-02 16:00:00,COAST,2019,1,2,1,16,8871.967056,4
2019-01-02 17:00:00,COAST,2019,1,2,1,17,10280.81527,2
2019-01-02 18:00:00,COAST,2019,1,2,1,18,10429.88487,1
2019-01-02 19:00:00,COAST,2019,1,2,1,19,10350.87624,0
2019-01-02 20:00:00,COAST,2019,1,2,1,20,10241.14208,0
2019-01-02 21:00:00,COAST,2019,1,2,1,21,10072.10289,0
2019-01-02 22:00:00,COAST,2019,1,2,1,22,9760.570653,0
2019-01-02 23:00:00,COAST,2019,1,2,1,23,9410.683297,0
2019-01-03 00:00:00,COAST,2019,1,3,1,0,8810.183179,0
2019-01-03 01:00:00,COAST,2019,1,3,1,1,8601.579191,-1
2019-01-03 02:00:00,COAST,2019,1,3,1,2,8528.899888,-1
2019-01-03 03:00:00,COAST,2019,1,3,1,3,8582.054682,-1
2019-01-03 04:00:00,COAST,2019,1,3,1,4,8801.854886,-1
2019-01-03 05:00:00,COAST,2019,1,3,1,5,9234.733565,-1
2019-01-03 06:00:00,COAST,2019,1,3,1,6,9792.265294,-1
2019-01-03 07:00:00,COAST,2019,1,3,1,7,10056.48892,0
2019-01-03 08:00:00,COAST,2019,1,3,1,8,9377.274331,1
2019-01-03 09:00:00,COAST,2019,1,3,1,9,8882.085313,3
2019-01-03 10:00:00,COAST,2019,1,3,1,10,8589.452117,5
2019-01-03 11:00:00,COAST,2019,1,3,1,11,8433.907912,6
2019-01-03 12:00:00,COAST,2019,1,3,1,12,8254.318755,7
2019-01-03 13:00:00,COAST,2019,1,3,1,13,8688.478893,8
2019-01-03 14:00:00,COAST,2019,1,3,1,14,8957.473519,8
2019-01-03 15:00:00,COAST,2019,1,3,1,15,10019.65896,7
2019-01-03 16:00:00,COAST,2019,1,3,1,16,10664.23196,5
2019-01-03 17:00:00,COAST,2019,1,3,1,17,11650.86327,2
2019-01-03 18:00:00,COAST,2019,1,3,1,18,11713.72483,2
2019-01-03 19:00:00,COAST,2019,1,3,1,19,11574.19919,2
2019-01-03 20:00:00,COAST,2019,1,3,1,20,11356.60468,1
2019-01-03 21:00:00,COAST,2019,1,3,1,21,10985.31326,1
2019-01-03 22:00:00,COAST,2019,1,3,1,22,10569.88454,2
2019-01-03 23:00:00,COAST,2019,1,3,1,23,10075.28062,2
2019-01-04 00:00:00,COAST,2019,1,4,1,0,9230.508809,3
2019-01-04 01:00:00,COAST,2019,1,4,1,1,9020.155436,4
2019-01-04 02:00:00,COAST,2019,1,4,1,2,8909.799076,4
2019-01-04 03:00:00,COAST,2019,1,4,1,3,8930.013796,5
2019-01-04 04:00:00,COAST,2019,1,4,1,4,9151.301422,6
2019-01-04 05:00:00,COAST,2019,1,4,1,5,9583.932876,6
2019-01-04 06:00:00,COAST,2019,1,4,1,6,10163.26292,6
2019-01-04 07:00:00,COAST,2019,1,4,1,7,10655.35851,8
2019-01-04 08:00:00,COAST,2019,1,4,1,8,10019.25875,11
2019-01-04 09:00:00,COAST,2019,1,4,1,9,9282.399951,13
2019-01-04 10:00:00,COAST,2019,1,4,1,10,9450.450031,14
2019-01-04 11:00:00,COAST,2019,1,4,1,11,9228.663599,15
2019-01-04 12:00:00,COAST,2019,1,4,1,12,8463.681802,16
2019-01-04 13:00:00,COAST,2019,1,4,1,13,8797.45295,16
2019-01-04 14:00:00,COAST,2019,1,4,1,14,8895.205493,16
2019-01-04 15:00:00,COAST,2019,1,4,1,15,10260.1449,15
2019-01-04 16:00:00,COAST,2019,1,4,1,16,10719.0922,14
2019-01-04 17:00:00,COAST,2019,1,4,1,17,11996.74174,13
2019-01-04 18:00:00,COAST,2019,1,4,1,18,12264.02162,13
2019-01-04 19:00:00,COAST,2019,1,4,1,19,12176.60844,12
2019-01-04 20:00:00,COAST,2019,1,4,1,20,12079.64655,12
2019-01-04 21:00:00,COAST,2019,1,4,1,21,11843.79283,12
2019-01-04 22:00:00,COAST,2019,1,4,1,22,11429.57004,11
2019-01-04 23:00:00,COAST,2019,1,4,1,23,11060.34224,11
2019-01-05 00:00:00,COAST,2019,1,5,0,0,10052.78836,12
2019-01-05 01:00:00,COAST,2019,1,5,0,1,9917.433564,12
2019-01-05 02:00:00,COAST,2019,1,5,0,2,9905.684849,13
2019-01-05 03:00:00,COAST,2019,1,5,0,3,9973.142422,13
2019-01-05 04:00:00,COAST,2019,1,5,0,4,10229.98248,14
2019-01-05 05:00:00,COAST,2019,1,5,0,5,10687.18686,14
2019-01-05 06:00:00,COAST,2019,1,5,0,6,11242.7515,14
2019-01-05 07:00:00,COAST,2019,1,5,0,7,11583.58541,15
2019-01-05 08:00:00,COAST,2019,1,5,0,8,11399.93018,16
2019-01-05 09:00:00,COAST,2019,1,5,0,9,11093.03693,18
2019-01-05 10:00:00,COAST,2019,1,5,0,10,10807.89694,19
2019-01-05 11:00:00,COAST,2019,1,5,0,11,9694.745186,20
2019-01-05 12:00:00,COAST,2019,1,5,0,12,9708.73282,21
2019-01-05 13:00:00,COAST,2019,1,5,0,13,8947.62929,21
2019-01-05 14:00:00,COAST,2019,1,5,0,14,9000.916996,21
2019-01-05 15:00:00,COAST,2019,1,5,0,15,9966.236763,20
2019-01-05 16:00:00,COAST,2019,1,5,0,16,10133.12106,19
2019-01-05 17:00:00,COAST,2019,1,5,0,17,10469.49805,17
2019-01-05 18:00:00,COAST,2019,1,5,0,18,10736.01213,16
2019-01-05 19:00:00,COAST,2019,1,5,0,19,10709.5717,15
2019-01-05 20:00:00,COAST,2019,1,5,0,20,10685.64841,15
2019-01-05 21:00:00,COAST,2019,1,5,0,21,10547.3016,15
2019-01-05 22:00:00,COAST,2019,1,5,0,22,10318.96823,15
2019-01-05 23:00:00,COAST,2019,1,5,0,23,9993.220692,14
2019-01-06 00:00:00,COAST,2019,1,6,0,0,9421.819062,14
2019-01-06 01:00:00,COAST,2019,1,6,0,1,9285.537264,14
2019-01-06 02:00:00,COAST,2019,1,6,0,2,9236.853502,14
2019-01-06 03:00:00,COAST,2019,1,6,0,3,9319.305166,15
2019-01-06 04:00:00,COAST,2019,1,6,0,4,9495.236419,16
2019-01-06 05:00:00,COAST,2019,1,6,0,5,9756.953542,16
2019-01-06 06:00:00,COAST,2019,1,6,0,6,10098.75418,16
2019-01-06 07:00:00,COAST,2019,1,6,0,7,10330.41112,16
2019-01-06 08:00:00,COAST,2019,1,6,0,8,9882.861446,18
2019-01-06 09:00:00,COAST,2019,1,6,0,9,8839.612041,20
2019-01-06 10:00:00,COAST,2019,1,6,0,10,8136.646171,21
2019-01-06 11:00:00,COAST,2019,1,6,0,11,7569.953918,22
2019-01-06 12:00:00,COAST,2019,1,6,0,12,8507.597647,23
2019-01-06 13:00:00,COAST,2019,1,6,0,13,8017.192704,23
2019-01-06 14:00:00,COAST,2019,1,6,0,14,8893.811798,22
2019-01-06 15:00:00,COAST,2019,1,6,0,15,9342.926914,21
2019-01-06 16:00:00,COAST,2019,1,6,0,16,8810.905373,20
2019-01-06 17:00:00,COAST,2019,1,6,0,17,9795.437787,18
2019-01-06 18:00:00,COAST,2019,1,6,0,18,10093.07391,17
2019-01-06 19:00:00,COAST,2019,1,6,0,19,10121.54706,17
