MIDATL LR_mape,MIDATL DT_mape,MIDATL SVR_mape,MIDATL LSTM_mape,MIDATL DNN_mape,MIDATL GRU_mape,MIDATL LR_mae,MIDATL DT_mae,MIDATL SVR_mae,MIDATL LSTM_mae,MIDATL DNN_mae,MIDATL GRU_mae,SOUTH LR_mape,SOUTH DT_mape,SOUTH SVR_mape,SOUTH LSTM_mape,SOUTH DNN_mape,SOUTH GRU_mape,SOUTH LR_mae,SOUTH DT_mae,SOUTH SVR_mae,SOUTH LSTM_mae,SOUTH DNN_mae,SOUTH GRU_mae,WEST LR_mape,WEST DT_mape,WEST SVR_mape,WEST LSTM_mape,WEST DNN_mape,WEST GRU_mape,WEST LR_mae,WEST DT_mae,WEST SVR_mae,WEST LSTM_mae,WEST DNN_mae,WEST GRU_mae
3.770712119450338,5.200548049892021,5.207548156127852,4.091895202986265,12.520342263689392,4.002697642011982,2044.2715153715255,2819.4494583333335,2823.244528688525,2218.3992154165244,6787.836950038361,2170.04123226534,5.011231228568418,7.579154169498055,7.577820827492767,6.377004126158719,12.659778014634757,6.626436886210605,919.4916251144134,1390.6699704007285,1390.425320582878,1170.0920631830602,2322.894180955535,1215.8595249975097,2.9968291647319667,4.4407544598351105,4.458224267596535,3.7762955701999905,10.650938200458317,3.9516755516545774,2243.927412522985,3325.0913271857926,3338.1721464025504,2827.566298234005,7975.073280239596,2958.885077637608
