MIDATL: QR,MIDATL: GB,MIDATL: RF,MIDATL: LSTM,MIDATL: DNN,MIDATL: GRU,SOUTH: QR,SOUTH: GB,SOUTH: RF,SOUTH: LSTM,SOUTH: DNN,SOUTH: GRU,WEST: QR,WEST: GB,WEST: RF,WEST: LSTM,WEST: DNN,WEST: GRU
794.6694561837659,783.4022039705741,823.5137474929165,877.086687378646,1161.6259421363495,859.3749629657301,378.67798012432576,361.46617293215803,388.2635214637725,476.359326525165,561.0190421525268,475.32761947219865,883.215137026506,870.6074624424026,981.6024626626693,1147.3385401730657,1328.953350007036,1163.3123547404293
