MIDATL True,MIDATL LR,MIDATL DT,MIDATL SVR,MIDATL LSTM,MIDATL DNN,MIDATL GRU,SOUTH True,SOUTH LR,SOUTH DT,SOUTH SVR,SOUTH LSTM,SOUTH DNN,SOUTH GRU,WEST True,WEST LR,WEST DT,WEST SVR,WEST LSTM,WEST DNN,WEST GRU
38377.064,36759.69387110586,37298.345,36668.677,38530.18,35966.0,36837.71,10807.445,11631.355453981996,11319.303,11319.303,9379.611,10664.815,11306.998,61999.457,59808.699955824486,62142.545999999995,62142.545999999995,56819.14,50530.086,61723.098
40444.378,37689.24816549902,37941.888,37634.609,40106.6,36745.23,38287.934,11136.356000000002,12298.594945473502,13339.174999999997,13339.174999999997,9923.349,11024.937,11138.609,64252.316,61543.03164077065,63931.539,64081.071,58034.457,51475.92,63282.016
42308.323,38511.175716544014,38164.704,38164.704,41359.92,37425.46,39274.566,11686.741000000002,12765.588771838875,13937.612,13937.612,10335.586,11343.016,11213.646,65638.482,62763.58814714128,65383.35700000001,66338.541,59231.484,52871.07,64431.785
43914.597,38828.87225052924,38164.704,38164.704,41761.633,37556.137,39954.387,11940.379,13081.420037253189,13612.666,13612.666,10803.899,11651.869,11909.56,66364.09999999999,63764.56246971667,71874.25200000001,71874.25200000001,60853.195,54160.766,65582.76
45468.96400000001,39282.66693425678,37811.424,37811.424,42208.887,37901.695,40390.312,12187.687000000002,13203.836030015422,13612.666,13612.666,11322.672,11850.366,12628.051,67050.187,64530.206198114574,71874.25200000001,71874.25200000001,62143.44,55203.508,66370.41
46481.832,39722.7982454397,39409.397000000004,39173.201,42109.18,38143.395,40917.17,12552.926999999998,13173.466077570709,13937.612,13937.612,11707.367,11869.504,13140.305,67282.87299999999,64785.74666768697,67132.147,67282.448,62937.715,56814.375,66375.36
46537.598,39692.32880583655,39173.201,39409.397000000004,41257.406,37865.297,40576.176,13433.651999999998,13367.517504213365,16501.318999999996,16501.318999999996,12207.985,11984.644,13730.968,66756.672,64041.538230670114,67282.448,67282.448,62087.324,56634.617,65267.61
45360.834,38864.185709940204,38164.704,38164.704,39627.1,36863.07,39403.32,15025.749,13714.73822759009,15371.726,15385.02,13065.973,12194.48,14524.081,65080.34400000001,62148.831178359156,63931.539,64081.071,59671.0,55423.133,63297.555
43517.927999999985,37583.840363759606,36342.025,36342.025,38546.344,35451.04,37975.78,15174.028000000002,13623.246295594192,15160.073,15160.073,13324.419,12146.167,14679.877,61638.13799999999,59364.45857998186,65552.719,65552.719,56029.008,53630.7,60740.54
41894.766,36641.93950935795,36342.025,36342.025,37462.816,34534.758,36873.234,14534.127,13204.706137426034,12614.332,12579.355,13001.857,11913.371,14472.014,58760.533,57157.914112733575,56775.75,57401.282,53550.055,52221.29,58667.3
38818.363,34420.306021788696,31922.504,31922.504,34529.168,32650.158,33920.57,13342.101,12397.383846594248,13706.256,13818.063999999997,12436.658,11450.894,14041.779,55033.508,54229.184967594265,53062.157,53062.157,50843.086,50353.797,55992.72
35564.814,31910.296701713123,25540.568,26586.892999999996,31304.086,30675.836,31516.035,12230.562,11536.73375462685,11610.543,11610.543,11660.33,10958.046,13181.58,50308.54,50162.88730621505,50162.098,50162.098,47115.703,47476.96,51635.914
32619.565,28939.86928180355,30478.713,30478.713,27098.324,29027.98,28583.363,11249.143999999998,10458.967463356455,9907.169,9907.169,10535.035,10157.445,10593.308,46066.99,45623.79885840362,44005.82700000001,44198.89900000001,45384.18,43795.035,46592.9
30451.831,27371.545629668915,26558.925,26435.491,25417.213,27089.195,27003.45,10519.898,9938.014777039163,10430.221999999998,10430.221999999998,10065.09,9909.98,10050.269,42642.787,42897.96215502214,51797.037,51797.037,43271.457,41768.12,43410.35
28902.163,26338.195789508398,22439.162999999997,25566.072999999997,24414.598,25752.545,25921.043,10038.54,9595.497040852382,9761.927,10039.46,9605.071,9776.828,9862.55,40181.765,41006.457953747326,38799.772,38817.43700000001,40549.453,39289.082,41246.15
27873.988000000005,25746.344955935423,25763.068,25202.997000000003,23975.115,25402.826,25403.541,9719.975,9422.411545703886,9527.8,9611.877,9413.749,9714.206,9876.975,38322.546,39804.773301700334,39231.506,37698.265,38408.406,38728.72,40117.582
27436.687,25685.754703934777,25202.997000000003,25202.997000000003,23915.562,25414.676,25404.93,9617.141,9408.418532038466,9611.877,9611.877,9355.086,9706.891,9957.849,37302.136,39406.561546675875,39231.506,37698.265,38225.57,38652.12,39934.934
27409.373,26201.093978018536,25202.997000000003,25202.997000000003,24763.86,25631.09,26164.691,9664.468,9626.060373105081,9761.927,10039.46,9652.645,9793.976,10203.905,37255.57700000001,39911.503604501275,36463.839,36463.839,39237.758,39299.758,40592.953
27778.776,27441.163515958106,26558.925,26435.491,26365.248,27034.213,27561.623,9464.894,9767.981246650057,10240.99,10240.99,9845.754,9857.789,10415.152,37321.642,41269.82456514637,38799.772,38799.772,40644.727,40299.535,41999.99
29131.118,29096.90075251637,27234.082,26833.73,28303.479,29151.016,29277.688,8223.546999999999,9017.457686725254,8334.116,8401.34,9099.569,9603.233,9847.634,39251.971,44100.83610655207,42114.387,40840.959,42847.07,43532.72,44356.715
31179.189,30597.617728335244,28127.107999999993,28127.107999999993,30274.379,30360.91,31200.766,7477.215,8169.740685662617,4679.125,4679.125,8128.4326,8863.648,8969.479,42818.109,47443.652711409995,51914.443,51914.443,45602.695,44274.066,47369.164
33596.122999999985,31922.79790264282,33452.622,31766.039,32081.227,31579.754,32652.297,8002.180999999999,8499.534168438726,4679.125,4679.125,8092.115,8460.892,8985.781,47175.598,50925.60621530947,51765.82700000001,51873.105,48775.137,45581.105,52233.76
35811.75,33600.1497387327,32104.808,33148.896,33941.812,33127.85,34148.273,9063.626,8976.777100811803,11807.445,11807.445,8340.724,8890.812,9500.196,51709.49200000001,54460.427744964676,56634.052,56634.052,51737.574,46980.42,56403.844
38059.818,35345.3464321885,40313.080999999984,40589.148,35854.434,34737.594,35377.47,10112.186000000003,9865.111098688943,6602.328000000001,9688.696,8871.337,9785.057,10115.328,55799.519,57671.588422521294,64215.393,64215.393,54493.25,48852.402,59902.242
40264.462,37299.1754292761,32658.641,32658.641,38242.953,36536.883,36841.67,10994.306999999999,10527.092616591608,12744.708,12744.708,9206.678,10085.878,10531.585,58908.576,60221.65092729641,62296.87099999999,62296.87099999999,56527.65,50458.71,62347.22
42214.222,39131.84110635331,36037.741,36339.337000000014,40741.15,38226.184,38506.855,11778.268999999995,10882.774331622271,12498.708999999995,12498.708999999995,9432.831,10264.064,10746.715,61333.873999999996,62181.065116893995,63931.539,64081.071,58315.24,52438.64,63808.6
43672.802,40726.21996358424,43225.601,43225.601,42713.297,39698.875,39675.703,12436.943999999998,11383.753827316767,11138.934,10864.338000000002,9832.661,10527.861,10566.37,63223.723,63472.84375489977,66338.541,66338.541,59926.062,53926.992,65089.832
44859.178,42119.07338631913,41956.071,41062.026,44139.184,40896.855,40795.266,12844.07,11651.947129415046,14034.007,14034.007,10700.13,10813.465,11238.194,64708.65,64105.89420624753,64775.587999999996,64775.587999999996,61029.07,54880.17,65845.41
46225.83700000001,43528.48127416248,43807.69,43807.69,44848.254,42018.273,42110.992,13298.726999999995,11941.23426751206,12786.853999999998,12786.853999999998,11260.875,11032.226,11492.911,66010.663,64639.37626907886,61001.65099999999,61615.668,61694.043,55736.895,65828.51
47490.281,44395.5903472255,43807.69,43807.69,44909.016,42647.11,42841.547,13906.077,12431.756025433153,13706.256,13818.063999999997,12375.144,11453.913,12621.836,66640.591,64819.28402744383,62716.168,62661.252,62198.24,57140.688,65404.363
47711.25700000001,44374.747925010364,43807.69,43807.69,44208.555,42469.746,42815.625,14800.672,13245.31307184706,12614.332,12584.071000000002,13654.021,11961.591,14220.926,66019.27900000001,64326.90286347631,61001.65099999999,61615.668,61600.92,56803.45,64513.785
46334.743,43341.644094724004,46150.893,46150.893,42546.492,41190.145,41854.484,16264.89,14447.350155787633,15666.978999999998,15536.98,14686.7,12636.219,15054.92,64209.97400000001,62912.66802931052,65383.35700000001,66338.541,59263.68,55891.266,63185.71
43991.57399999999,41815.2640378167,46150.893,46150.893,40771.613,39555.277,40280.277,16328.507,14565.319349080088,15666.978999999998,15536.98,14897.602,12698.756,15229.536,61158.415,60104.72176270682,61955.889,61955.889,55327.156,54111.367,60967.133
41801.399,40461.0685747135,40786.174000000006,40995.580999999984,40002.45,38168.508,38890.008,15649.138,14063.242762729868,12604.316000000004,12604.316000000004,14539.659,12414.138,14924.753,58425.342,57780.5094132721,56775.75,56775.75,52814.42,52635.36,58980.832
38878.236000000004,37849.42535980718,32658.641,32658.641,37732.945,35732.484,36342.75,14537.871000000001,13088.34453865093,12614.332,12579.355,13784.516,11857.312,14444.51,55145.739,54634.85385481868,54111.506,53785.09599999999,49799.625,50637.17,56154.312
35822.392,35055.305174551046,27887.327,27887.327,34805.305,33174.348,33022.33,13382.381,12151.767392461017,14504.603000000001,14504.603000000001,12913.296,11320.135,13786.125,50965.574,50609.61240419115,49477.504,50414.866,45945.25,48104.16,52065.387
33043.268999999986,30275.010162941682,31884.055,31884.055,30079.637,30037.305,31001.516,12411.383999999998,10628.875748413435,10795.366000000002,12022.609,11042.708,10367.119,11286.822,47038.165,43358.24655175975,40535.581,40535.581,43221.68,43194.758,46231.184
30832.968999999997,28400.01544052702,27846.813,28176.772999999997,28140.389,28641.076,29153.664,11521.568,10025.734030558055,10674.353000000001,10693.385,10647.572,10022.381,10726.225,43567.727,40444.72119598088,40850.785,40220.643,40825.03,39620.01,42894.15
29145.606,27094.490489853255,26932.815,26932.815,26780.957,27117.273,27700.95,10933.966999999999,9633.956743399658,9364.282,9364.282,10030.272,9824.801,10290.419,40976.738,38410.13686985086,37607.804,37607.804,39220.176,38145.973,40390.203
27953.667000000005,26250.378879704873,26617.148,26617.148,25843.664,26034.465,26470.1,10495.631,9381.673426511592,8900.841999999999,9059.424,9494.811,9726.208,10080.668,39279.305,36863.467402329734,36897.542,36897.542,37718.76,37422.617,38673.15
27194.775,25884.632438556684,26181.575,25663.297,24944.031,25454.234,25641.514,10224.618,9304.226493863594,11649.738,11649.738,9231.089,9700.241,10038.755,38139.522,36064.480247089,31965.0,32770.229,36750.46,37130.402,38004.15
26865.565,25887.90713031376,22033.116,21659.498,24509.076,25430.607,25231.512,10066.592,9343.543183119182,9446.591999999999,9296.747,9215.056,9719.023,9980.253,37442.123,36081.62295311423,31711.996,31711.996,36231.875,37483.445,37556.62
26649.77,26230.05283355945,21847.301000000003,21847.301000000003,24550.012,25899.982,25439.46,9725.25,9155.108960947828,5868.518999999998,10105.427,9047.267,9661.872,9825.331,36827.451,36210.0226266792,31711.996,31711.996,36001.035,37706.547,37464.293
27410.257,27412.68535969853,26928.909,26932.815,25851.104,27606.568,26472.213,8704.153000000002,8044.061009887619,7463.466999999999,7463.466999999999,8141.4043,8856.0,8947.797,38517.872,37912.33187962664,37393.66800000001,36757.259,37432.203,38596.37,38883.074
29043.795,29250.475419623235,29085.519,29085.519,28061.957,29389.77,27629.215,7985.376,7386.1132172311645,4679.125,4382.865,7072.9404,8786.32,8826.225,42209.613,41008.663870684,40850.785,40850.785,39986.383,41326.066,41317.258
30918.632,31259.430922223553,30016.647000000004,29850.875,30442.389,31085.41,29032.676,8734.763,7853.495561223908,8536.782,8536.782,7061.3936,8221.347,9322.835,46908.836,44776.13956825997,42551.164,42551.164,43274.816,43953.457,44001.14
32910.878,33109.03835082842,33650.065,33650.065,32527.19,32924.805,30170.697,9729.431,8787.3609473906,11523.07,11523.07,7802.3486,8720.027,10081.37,51913.798,48700.99047214583,46172.200999999994,46172.200999999994,46416.785,44616.812,46302.484
34597.156,35024.87411975289,42523.38200000001,42523.38200000001,34914.305,34847.414,32219.035,10671.503,9692.116109684204,9446.591999999999,9296.747,8599.463,9766.178,10780.844,56356.954000000005,52205.344395925305,48349.653,48349.653,49703.656,45749.027,50221.195
36193.472,36981.75453596277,33814.822,33169.528,37331.875,36766.203,34872.47,11376.596,10479.792348885883,10314.239,10123.523,9244.7705,10181.26,11342.237,59561.599,54839.436312554506,53426.405,52637.012,52211.39,47142.547,53148.617
37592.013,38660.544255456916,36037.741,36339.337000000014,39014.504,38223.62,36687.152,12027.665,11150.954378838454,14034.007,14034.007,10335.573,10626.041,11899.206,61694.76400000001,56877.03459504165,49906.693,49906.693,53985.867,48868.77,55469.164
38842.094,39948.40033688475,41062.026,41956.071,40580.184,39326.44,38103.516,12696.381,11703.86223935785,10339.987,10215.402,11353.116,10999.916,12369.046,63092.64900000001,58497.09864000198,56708.53400000001,56075.215,55169.773,49718.984,56961.42
40125.886,41042.83357062094,41062.026,41956.071,41900.633,40162.023,39079.742,13115.706,12044.238764100379,13049.623999999998,13049.623999999998,12110.784,11327.078,12937.06,63924.126,59750.68769595295,61926.46000000001,61926.46000000001,55936.3,51140.973,58266.254
41171.145999999986,42243.34264221606,42932.99400000001,42932.99400000001,43065.2,41093.594,39969.176,13958.238000000001,12419.376615641424,13218.228,13801.687,12576.912,11550.721,13266.67,64470.737,60915.604336965174,61926.46000000001,61926.46000000001,56613.99,53375.02,59763.953
42058.373,43268.38517999687,42693.639,42693.639,43795.8,41865.42,40524.387,14593.712,12926.476820803297,13218.228,13801.687,13181.434,11842.448,14147.803,64205.351,61522.65367499644,61001.65099999999,61615.668,56956.438,54185.234,60380.56
41911.067,43468.30162142149,41811.232999999986,41302.578,43655.11,41888.855,40524.742,14725.493000000002,13738.717009396161,13686.658000000001,13686.658000000001,13936.599,12309.031,15385.407,62954.10599999999,61020.60808049435,61926.46000000001,61926.46000000001,56357.43,54550.812,60132.703
40796.426,42395.9047409099,42406.3,44425.945,42025.57,40666.29,39191.188,15073.123,15051.332213704512,13212.116000000002,13212.116000000002,14821.028,13059.195,15692.752,60664.455,59483.800402232955,57080.075,57080.075,54828.695,54102.844,58848.21
39077.768,40606.42138519224,44425.945,44425.945,40494.203,38885.547,37629.812,14996.676,15164.679917253825,14258.52,14944.263,14746.681,13124.422,15594.073,57376.87900000001,56912.575072975036,49906.693,49906.693,52382.25,52465.234,56525.3
37578.63200000001,38940.77868632063,40995.580999999984,40995.580999999984,39231.426,37309.08,36448.363,14326.496,14614.210626502803,13212.116000000002,13212.116000000002,14157.543,12805.3125,15129.934,54503.037,54711.012867776895,52451.48099999999,52451.48099999999,50301.83,51066.195,54557.816
35758.395,36522.13234428794,36037.741,36339.337000000014,37013.65,35048.55,34153.35,13596.536,13701.004389102036,14657.471,14446.954000000002,13501.347,12283.415,14461.239,51814.053,51919.299215931984,46842.576,46842.576,48239.246,49288.43,51951.22
33541.334,33938.41547708579,33937.053,33937.053,34010.637,32615.164,30876.512,12716.205,12749.596956295449,13629.771000000002,13629.771000000002,12551.12,11734.018,13096.894,48709.90900000001,48330.09841066454,46754.398,46754.398,46115.047,47371.07,48204.867
31114.642000000003,30787.12415612287,31884.055,31884.055,30854.473,30571.64,31936.18,11766.306,11604.367651590303,13364.084,12791.078000000001,11039.032,10894.4375,11122.713,45493.467,44015.89579202762,40535.581,40535.581,43809.42,43744.953,46324.434
29192.474,28901.805219766582,29204.827,29204.827,29454.127,29124.176,30189.895,11041.452,10885.685371319682,10795.366000000002,11072.36,10357.122,10484.913,10406.684,42440.268,41067.05244273285,37579.259,37579.259,41058.1,40545.035,43217.15
27766.298,27480.87296499212,27846.813,27846.813,27813.094,27778.404,28704.09,10478.777,10397.883717707986,10123.523,10574.012,9910.342,10211.589,10098.734,40012.181000000004,38867.428495078704,37814.526,39076.72,39204.965,38359.13,40544.145
26784.914,26494.273012644393,27554.824,27867.127,26722.719,26618.984,27635.512,10106.206,10050.294200777438,10674.353000000001,10674.353000000001,9369.045,10014.481,9474.936,38239.032,37425.673055557694,37137.68300000001,36170.037,37674.875,37876.89,38805.79
26251.683999999997,25880.047051466696,21192.831,21649.106000000003,25657.975,25667.543,26599.27,9890.387,9831.429176812266,9159.764000000001,9885.933,9284.918,9895.813,9344.064,37005.255,36485.59445480851,35956.065,35956.065,36575.035,37486.883,37822.797
25987.567000000006,25606.226469030662,21192.831,21649.106000000003,24758.625,25191.979,25830.645,9792.105,9719.753901232707,10312.671999999999,7680.76,9173.112,9839.855,9197.925,36395.079,35962.73943503561,34716.918,34716.918,35751.582,37547.555,36797.43
25838.669,25487.546853388594,21192.831,21649.106000000003,24020.791,25002.256,24962.021,9400.52,9426.903206712828,9446.591999999999,9296.747,9179.213,9730.5,9189.0625,35703.944,35500.16553469855,35895.08,34376.343,35148.754,37437.37,36244.055
26624.781000000003,26269.639418932507,21192.831,21649.106000000003,25282.555,26142.807,25744.867,8531.723,8538.187607975598,7523.850999999999,7523.850999999999,8789.342,9069.656,9089.537,36988.054,36995.769667399785,35298.36,33660.204,36161.406,38211.383,37597.883
28430.208999999995,27811.723185458908,31134.955,31134.955,27414.605,28193.738,27225.668,8173.51,7917.933870836172,7463.466999999999,7463.466999999999,8356.246,8827.931,8998.178,40521.105,40179.87464091571,37378.81400000001,37378.81400000001,38796.93,40199.33,40255.938
30777.736,29579.29086534996,23964.621000000006,23964.621000000006,29577.113,29555.602,28390.723,8561.526000000002,8561.680740849793,9158.225,9158.225,8866.363,9147.274,9981.478,45144.148,44204.30198921424,45343.37900000001,44320.28400000001,42398.273,43949.47,43223.273
33454.232,31402.509938386007,27688.955,27688.955,31515.67,31254.045,29473.305,9728.181999999999,9383.900280200596,9446.591999999999,9296.747,9484.105,9774.086,11024.659,50034.414,48424.741047162446,46172.200999999994,46172.200999999994,45969.984,44718.79,45891.367
36068.2,33110.950182423985,33650.065,33650.065,34052.22,33038.73,31316.36,10763.641000000001,10200.12708715357,10189.008999999998,10189.008999999998,10242.53,10205.831,11896.946,54650.852,52249.13445606473,51230.851,51230.851,49152.703,46519.14,49064.566
38382.046,34671.86150869021,36248.63600000001,36248.63600000001,36426.562,34632.168,33939.043,11504.708,10883.221560791659,11610.543,11610.543,11430.177,10617.119,12664.534,58445.834,55131.523149500776,52451.48099999999,53426.405,52174.438,48215.96,52757.414
40177.217,36024.70991532909,37524.663,37524.663,38163.727,35830.83,35689.75,11727.757,11468.848280395458,13124.584,13124.584,12229.255,10968.257,13324.843,61175.65,57086.22335164553,49906.693,49906.693,54051.36,50221.703,55355.008
41764.895,37228.171961128224,39735.974,39095.017,39859.33,36857.61,37180.92,12112.031,12039.88475897918,13234.683,13234.683,12824.52,11308.652,13904.794,63131.362,58460.53869373823,57756.02400000002,57756.02400000002,55316.406,50935.57,57019.34
43236.05099999998,38447.810437981985,35965.792,39182.471,41345.664,37807.055,38238.258,12688.708,12387.850984736366,13368.166999999998,13383.984,13160.328,11514.3955,14442.899,64661.03,59349.571962986854,57080.075,57080.075,56010.266,52135.61,58344.523
44603.361999999994,39508.6979393622,39182.471,38325.109,42552.87,38612.7,39170.61,12846.259999999998,13171.452941837526,14846.968999999996,14846.968999999996,13789.514,11971.229,15056.136,65753.45700000001,60023.449247124205,61926.46000000001,61926.46000000001,56691.902,53043.54,59366.33
45833.15700000001,40337.59282245676,43401.929,40926.089000000014,43602.06,39299.195,40109.766,13012.443999999998,13718.412424880322,15357.606000000002,15357.606000000002,14136.582,12287.146,15268.629,66557.40299999999,60091.340659401365,57080.075,57080.075,57091.35,53845.992,59943.562
46275.108,40187.922757270346,43759.515,40926.089000000014,43383.594,39005.18,39706.195,13974.034,13942.108097557131,13901.515,13961.627,14173.25,12420.002,15229.44,66254.48199999999,59194.3745615784,57756.02400000002,57756.02400000002,56512.176,53972.797,59471.105
45309.865,39173.67849735407,39182.471,38325.109,41837.35,37926.363,38476.14,14877.01,14233.606468985012,15007.328,15007.328,13933.076,12577.182,14872.565,64702.53,57333.39198796841,59170.55,59524.625,54705.105,52785.125,57986.39
43590.067,37714.11835586099,39095.017,39095.017,39737.07,36351.906,36404.742,14934.93,14171.03635118057,13961.627,13961.627,13536.465,12536.718,14368.768,62093.572,54563.676409160355,51081.325,51081.325,52932.125,51003.742,55432.82
42150.645,36431.68569885267,33311.353,33311.353,38343.234,35122.0,35188.176,14410.48,13646.8435056709,13974.253,13881.335,13236.082,12245.149,14055.85,59758.162000000004,52182.76361409277,57964.458,57964.458,51252.61,49507.508,53220.54
39303.00900000001,34657.07543368251,37151.177,37151.177,35937.04,33352.26,32589.414,13481.475,12994.724806827338,12681.938999999997,12682.582,12598.652,11868.4,13154.801,56457.683,49733.348431115155,47992.033,47992.033,49350.453,48055.773,50594.75
36108.636,32547.58212449531,34400.365,34400.365,33091.78,31544.238,30099.797,12429.886,12220.541868569015,12026.854,12026.854,11983.333,11427.389,12471.8,52164.94500000001,46850.38551636069,46800.04099999999,46199.705,46877.574,46648.92,47129.695
33341.034,31031.731244028408,31796.038,31796.038,30583.566,31053.7,30849.742,11551.366000000002,11462.624335510445,10778.201,10778.201,10205.367,10723.281,10366.3125,48298.62900000001,45633.45651993013,44475.92799999999,44475.92799999999,44226.914,43838.22,46828.594
31259.062000000005,29325.976125454603,30442.24,30442.24,28691.719,29670.088,29162.191,10893.952,10872.397638552495,10416.335,10392.53,9573.526,10386.7,9682.12,45142.051,42985.29269371946,41884.485,41198.94,42325.586,42328.273,43922.805
29812.428,28100.03410699052,28344.907000000007,28344.907000000007,27455.316,28486.38,27935.29,10460.695000000003,10434.173414464647,10674.353000000001,10693.385,9027.114,10138.663,9175.633,43046.887,40931.82189365725,39045.666,39045.666,40337.18,39847.625,41710.977
28848.134,27275.81674669587,27157.733,27164.54,26841.414,27153.857,27290.98,10211.436,10152.14668583789,10333.209,10333.209,8811.258,9980.029,8785.55,41400.03,39494.65257257359,43469.107999999986,43469.107999999986,38856.08,39202.95,40465.926
28716.295,26900.915184140908,27157.733,27164.54,26746.188,26578.371,27132.236,10200.396,10017.351662812529,9992.306999999999,9992.306999999999,8829.05,9912.209,8801.353,40888.0,38589.87377566223,37523.511,37523.511,38083.32,38889.73,40033.875
29354.428,26861.869331143374,27164.54,27164.54,26929.727,26564.932,27481.996,10452.591,10001.1766569808,11071.289,11071.289,8926.355,9906.8125,8897.377,41670.89,38365.98334842626,38855.901,38840.247,38900.125,39028.4,40477.527
30743.61,27050.026598239136,30159.252,35231.032,27290.475,27008.04,27987.455,10493.316,9764.678041864188,9783.653,9783.653,9168.763,9817.289,9013.534,43142.551,38268.44005745761,39507.622,40163.026,40377.93,39334.0,41278.316
33088.257000000005,28016.94478753986,31187.293,31187.026,28881.195,28110.309,29293.633,9512.69,9038.859299510146,10728.328,10728.328,9323.625,9452.552,9646.334,46591.56599999999,39901.21198159658,40003.664,40003.664,42606.305,40618.55,43364.27
35310.339,29688.10118512893,34531.731000000014,32741.527999999995,30838.314,29729.527,30855.672,8603.235999999999,8668.868433694563,7814.3240000000005,7814.3240000000005,9245.066,9135.368,9924.858,51058.605,43233.557755429,48543.898,48543.898,44529.383,43163.492,46269.383
37625.159,31677.16536065243,29756.004,29756.004,32667.55,31153.855,32641.66,9052.657,8982.53766572035,9272.458,9272.458,9426.675,9602.765,10074.338,55813.377,47341.75777302237,51436.626,51436.626,48024.24,44611.52,50215.75
40346.387,33937.042423446066,32891.803,32926.02,34820.348,33229.953,34502.04,10348.438,9938.931112513876,11895.091000000002,11895.091000000002,10026.332,9970.333,10749.964,60498.05800000001,51657.30109102774,51241.863,51241.863,51883.383,47112.71,55864.562
43138.557,36131.31890255532,37008.424,38056.674,36962.734,35246.797,35710.547,11371.169,10813.663572611445,6714.147,6714.147,10648.103,10484.751,11562.578,64793.5,55789.69183459217,60034.228,61204.978,55751.75,49950.6,59656.58
46077.614,38145.61782679068,41081.136,41505.993,39071.625,37008.82,37258.734,12821.662,11456.617799445869,7447.241,6976.64,11391.373,10867.337,12195.311,68592.708,59224.53117052838,61721.21900000001,61721.21900000001,59070.984,52253.227,62413.844
48145.266,39742.96690956366,41594.053,41594.053,41157.676,38484.562,39049.258,13404.523000000001,11749.410650242955,12441.185,12441.185,12070.92,11055.699,12726.524,71362.86099999999,61715.76338889847,69994.87400000001,68665.65599999999,61362.73,53819.887,64474.754
48495.79,41160.67650309439,39182.471,38325.109,42685.78,39705.336,40313.82,13884.502,12107.925650081343,12441.185,7976.111000000003,12604.362,11276.194,13188.019,72586.516,63440.469247476685,71699.79400000001,71699.79400000001,63323.773,55625.055,65936.86
47513.549000000006,42452.63228215031,41622.865,41622.865,43676.35,40719.906,41068.207,14156.867000000002,12617.571776101238,12234.433999999996,12234.433999999996,13281.393,11577.141,13718.571,73196.978,64697.5295001709,72753.18299999999,72753.18299999999,64586.125,56983.516,67541.195
