MIDATL True,MIDATL LR,MIDATL DT,MIDATL SVR,MIDATL LSTM,MIDATL DNN,MIDATL GRU,SOUTH True,SOUTH LR,SOUTH DT,SOUTH SVR,SOUTH LSTM,SOUTH DNN,SOUTH GRU,WEST True,WEST LR,WEST DT,WEST SVR,WEST LSTM,WEST DNN,WEST GRU
39304.222,42291.92838081442,43838.539,43838.539,43945.633,40824.797,42910.793,14954.442,14634.494766120699,14580.902,14471.21,14599.673,12732.3,14662.799,56282.806,55474.091301218315,51524.15900000001,51537.313,59117.484,51390.734,59840.414
40589.273,43296.39601871162,43838.539,43838.539,44672.695,41578.117,43283.246,15776.238999999998,14703.178056114322,15187.096,15187.096,14831.116,12777.866,15008.389,56632.244000000006,55692.94580640884,51524.15900000001,51524.15900000001,58572.74,51530.992,59584.742
41106.698,44151.835207830605,43453.904,42955.0,45083.227,42195.25,43237.344,15566.504,14881.980884754716,15187.096,15187.096,14966.624,12884.431,15204.429,56676.865999999995,55841.89063878624,51524.15900000001,51524.15900000001,57817.65,51587.18,59010.516
40519.071,43916.26994638835,43941.847,43941.847,44301.566,41730.855,42430.11,15009.817,15210.195080130254,15703.45,15703.45,15004.324,13074.131,15240.4795,55993.75,55181.56996860776,51537.313,51524.15900000001,56337.414,51151.387,57989.906
39142.501,42676.615284288986,42209.933,42209.933,41688.812,40355.6,40529.46,14482.478,15531.215674983378,15879.411000000002,15324.348999999998,14918.582,13262.893,15103.033,54468.011,53457.766095119216,49732.39900000001,51171.672,54076.82,50036.86,55944.75
38456.095,41396.5658513366,40651.03700000001,40821.503,37673.04,38943.79,38641.57,14053.214,15218.654272995536,14206.834,14177.706,14573.043,13083.794,14853.111,52523.235,51800.14031747352,51241.863,51241.863,51696.336,48949.05,53648.227
37007.039,39664.76927441278,40821.503,41227.785,35940.4,37213.195,36822.85,13374.648000000001,14537.91866019576,16001.423,16001.423,13951.543,12692.632,14369.709,51226.234,50905.570588748014,51241.863,51241.863,50601.043,48356.703,52495.68
34590.562999999995,36899.079290891656,35970.935,35970.935,33545.734,34695.35,34351.695,12474.471,13611.058371513154,14072.49,14072.49,13339.761,12166.214,13911.114,48069.08900000001,48261.091189811006,52379.97,50077.949,48311.516,46903.625,49674.367
32179.339,34260.46952374447,35492.452999999994,35182.915,31041.05,32468.143,32255.227,11622.72,12703.691055155456,15056.123,15056.123,12789.946,11651.3955,13349.744,44483.23,45315.16429402718,47925.98900000001,47925.98900000001,45626.414,45429.203,46496.695
29941.746,31159.15150869715,30335.592,30420.443,29362.105,30773.582,29396.658,10929.734,11685.267736518863,10101.83,10101.83,10893.643,10888.75,11102.6045,41522.412,41811.60071737642,38470.25700000001,38470.25700000001,43602.96,41536.234,44151.812
28426.695,29509.06109952696,28810.44,28810.44,27485.324,29592.652,27657.738,10434.194,11152.669672461345,11579.094,11579.094,10461.279,10588.27,10764.972,39337.964,39953.56124340716,38905.665,38905.665,41237.945,40431.195,41915.43
27404.182,28330.164996397536,31791.729,31791.729,26075.234,28477.016,26462.516,10098.664,10799.80470425315,11292.364,11612.081,10145.927,10391.403,10479.162,37840.546,38818.507909195054,39942.77600000001,39942.77600000001,39817.85,39820.66,40643.477
26865.004,27725.29885492743,31187.026,31187.293,25791.062,27797.604,26125.012,9933.83,10610.802457295584,11589.653,11589.653,9981.073,10289.927,10357.453,36906.023,38060.308520088875,40697.883,39942.77600000001,38907.418,39427.562,39923.855
26894.429,27706.859407666052,31187.026,31187.293,26125.436,27744.322,26371.152,9947.985,10594.77207477658,11589.653,11589.653,9921.094,10283.193,10069.72,36712.322,38128.47754810548,40697.883,42339.1,39371.098,39516.06,40152.277
27708.425,28495.333773071856,31513.304000000004,31513.304000000004,27114.717,28590.748,27221.615,10271.184,10881.761136542698,11101.513,10642.927,10289.032,10455.567,10212.966,37543.713,39077.2142880784,40697.883,42339.1,40596.965,40065.297,41177.83
29130.521,29635.991264056585,29949.519,29949.519,28228.809,29661.828,28388.148,10681.306,11243.645766561296,11579.094,11579.094,10621.11,10676.739,10640.839,39323.181,40824.223456585154,38905.665,38905.665,42643.04,41076.062,42896.355
30655.590000000004,30920.928165078323,30420.443,30420.443,30182.402,30466.209,30090.555,10799.103,11133.392476104593,11221.53,11221.53,10835.746,10634.985,11035.874,41092.548,42700.1557334998,46567.322,45429.13,44720.54,43146.465,44597.89
32217.923,32335.662893461926,33463.272999999994,33463.272999999994,31563.258,31681.469,31766.453,10976.048,10727.990341594803,10718.643999999998,10555.62,10916.008,10428.675,11051.028,43770.991,45110.851634620194,51020.905,45884.951,47315.305,45444.25,46770.09
33128.097,33283.486075636276,33549.994,33549.994,33186.55,32659.848,33325.273,11327.57,10719.582364632923,11367.698,11367.698,10893.555,10428.5625,11097.227,46569.375,47221.85051795606,54269.666,54269.666,49800.92,46497.855,48571.33
34104.829,33804.31290511186,35615.778,38078.57700000001,34256.016,33158.867,34085.047,11608.299,10589.3565718505,6714.147,6714.147,10775.864,10355.89,11061.359,49515.113,49532.1187134003,54432.34299999999,54432.34299999999,52222.008,47705.977,51234.6
35210.520000000004,34322.62689639648,34738.807,34738.807,35374.67,33655.812,34597.742,11150.118,11295.122403492405,10554.656,11688.111,11035.534,10751.567,11682.392,52071.29,51794.98280893639,51241.863,51241.863,54677.555,49038.93,54810.992
36456.341,35320.48064727982,36297.103,36297.103,36687.984,34586.645,35055.703,11873.079,12114.875368534264,13684.473,13684.473,11640.388,11224.4375,12353.067,54233.097,53915.64786725749,51022.391,51022.391,56866.074,50397.03,58000.39
37812.724,36556.199234268606,36794.761,35750.427,38198.438,35733.008,36051.367,12307.545,12540.707792542164,12829.387,12582.348,12356.999,11480.918,13021.728,56328.23900000001,55696.261502556845,51524.15900000001,51537.313,58945.438,51519.633,60173.332
38644.03,37649.31502948658,37550.857,37550.857,39528.31,36658.113,36882.9,13148.532,13365.44099990357,11037.895,11037.895,13253.365,11955.073,13552.849,57911.715999999986,56813.26406515977,61556.927,60034.228,60410.586,52245.004,61467.703
39142.797,38924.92014677607,39498.241,39498.241,41053.906,37749.344,37917.203,13982.391000000001,14067.178699749335,13354.18,13354.18,13948.2,12360.496,13975.632,58725.451,57516.11513719658,61556.927,62738.10000000001,61238.03,52685.996,61848.062
39885.852999999996,40083.42144043496,37266.609,37266.609,42462.67,38734.89,38926.71,14085.573000000002,14660.63189827069,13331.094,13331.094,14312.829,12694.268,14342.448,59606.30900000001,57860.818559958825,69376.954,69144.969,61287.1,52899.633,61780.88
40261.716,40730.950170957185,39648.265,40354.17,43200.12,39165.637,39295.9,14521.938999999997,14639.27665516984,13780.251000000002,13354.18,14524.022,12700.744,14649.482,59835.999,57863.54218316335,69376.954,69144.969,60810.836,52893.137,61308.957
39214.887,40401.38512026153,39648.265,40354.17,42227.047,38617.57,38405.867,15002.657,14346.522186037158,13626.46,13626.46,14455.809,12547.5205,14621.097,59109.889,57129.840155946644,60034.228,62738.10000000001,58946.11,52397.293,59964.96
37767.713,39277.011339081684,42737.148,42737.148,38888.637,37255.6,36329.727,14959.784,14137.04787885731,14983.901000000002,14846.001,14197.617,12441.348,14327.779,56870.494000000006,55588.54842877981,47093.586,51064.984,56440.7,51388.508,57648.793
36647.725,38577.15532920991,39498.241,39147.87700000001,35940.58,36369.855,34981.914,14736.434,13847.240413376489,15981.928999999998,15754.961,13852.616,12281.449,14043.971,54144.413,53744.425959947745,49732.39900000001,51171.672,54027.586,50193.17,55140.44
35119.29,37308.02912416155,37550.857,37550.857,34143.53,35089.812,33780.875,14066.347,13311.33005738703,14969.947,14969.947,13231.865,11977.295,13531.6045,52353.24400000001,52562.51782724445,51959.008,51959.008,52186.656,49420.86,53727.03
32964.582,35140.753136942854,34961.685,35199.092000000004,31908.023,33250.676,31905.553,13166.99,12563.388877790443,13744.358,14044.734,12232.872,11543.839,12480.331,49078.791,49739.62171814004,56803.333,56803.333,49810.64,47693.92,50827.84
30689.127,32947.110425272156,35492.452999999994,35182.915,30573.895,31453.023,30574.2,12196.503,11844.294183959606,12921.295,12921.295,11445.264,11131.476,11549.754,45262.658,46454.78291933948,41933.459,41933.459,47235.43,46031.22,47906.297
28601.338,28695.13962202332,24197.997000000007,24197.997000000007,25924.664,28875.156,27251.355,11356.681,10561.714724706528,11221.53,11221.53,10233.513,10316.281,9757.454,41926.364,40140.48550461127,40251.934,40589.345,41524.312,40362.72,42874.35
27191.393,27310.69103746734,26486.308,29122.583,24524.293,27732.557,26042.64,10773.068,10137.044359645086,11333.661000000002,11333.661000000002,9531.36,10072.582,9247.211,39385.897,38147.15548200256,38272.164999999986,38272.164999999986,38625.418,39360.844,40471.035
26128.089,26370.799672121168,25613.866,25887.737,23194.738,26589.914,24831.105,10349.602,9852.216808548692,9698.701,9698.701,9169.0205,9915.095,9016.575,37518.164999999986,36760.91026253235,36544.8,36544.8,36977.72,38610.582,38903.08
25495.459,25847.930593942936,26484.455,28140.089,22528.27,25750.578,23974.104,10060.953,9712.343663749634,9218.477,9218.477,8586.696,9841.189,8655.158,36320.902,35897.07430476913,36525.922,36525.922,36345.375,38168.504,38027.03
25144.111,25822.876001723533,24800.372000000007,24125.988,22329.143,25693.719,23572.793,9960.821,9719.910183249583,9218.477,9218.477,8526.373,9848.333,8523.312,35684.207999999984,35672.20361733845,36836.173,36836.173,36093.035,38217.39,37261.348
25355.111,26427.41694760799,24746.231000000003,24746.231000000003,22599.76,26298.365,23810.867,9999.553,9965.327021494184,10894.459,10894.459,8552.552,9990.88,8471.462,35820.385,36342.99900274822,36868.802,36868.802,36534.65,38621.387,37104.836
25651.341000000004,27488.772897606985,27553.701,27553.701,23374.588,27450.834,24614.365,10120.368,10272.030362781288,10155.646999999999,10155.646999999999,8923.66,10175.715,8616.595,36120.39,37783.764452865245,39629.056,38716.649,37418.094,39370.94,37811.863
26519.327000000005,28838.90439129067,23623.836000000007,23623.836000000007,25021.395,28856.008,25396.047,9763.757,10378.493767387003,9347.676,11564.246,9504.719,10254.702,9138.491,37003.786,39267.2681592222,36181.966,36181.966,38499.81,40139.156,38947.62
28083.825,30304.498338107245,23567.729,24471.541,27029.035,29871.582,26084.004,9458.195,10468.527384744724,9983.125999999998,10314.239,9985.003,10324.422,9899.712,39276.152,41655.810315465525,40531.619,40531.619,40283.734,42941.04,41152.84
29354.189,31389.405737173456,31503.686,31624.897999999997,28500.484,30947.025,27210.633,9324.521,10695.867061942887,10247.245,10286.713,10397.137,10472.228,10656.555,42389.86,44193.90181414403,41906.991,41906.991,42239.383,44538.004,43473.395
30797.147,32543.873432276196,31461.187000000005,31461.187000000005,29295.441,32095.77,27887.418,9233.926,10909.365540528783,10292.89,10292.89,10669.511,10610.273,11471.791,45649.686,46848.33532660343,44878.285,44822.349,45000.168,45518.523,45562.6
32338.69,33808.15263040545,28992.696,28992.696,30529.648,33409.79,28639.098,9440.087,10642.18344783199,12213.352,12213.352,10693.052,10478.1,11885.284,48837.55299999999,49122.74017327592,46663.45,46663.45,47269.906,47333.5,47292.31
33687.994,35104.92036133235,39644.104999999996,38852.397,32299.969,34747.527,29672.145,9956.348,11272.910444254789,12821.887,13209.534,11096.815,10853.904,12640.771,51489.143,51097.16740399162,51230.851,51230.851,49299.203,48381.15,48634.28
34793.765,36412.192796152514,33356.636,32908.472000000016,34607.336,36087.74,31620.484,10642.857,11677.7932196546,10215.402,10215.402,11714.206,11095.879,13219.706,53931.00500000002,52958.895059425515,48053.871,48053.871,51119.516,50054.145,49836.883
35965.422,37263.8399420612,34779.632000000005,34622.108,36621.92,36830.258,32800.8,11197.792,12365.23755656941,14154.747,13801.687,12508.717,11495.356,13779.832,55949.303,54387.843884392416,49906.693,49906.693,52495.324,50792.496,51762.652
37422.258,37858.72813212553,34779.632000000005,34622.108,38361.934,37304.957,33787.125,12346.373,13245.362489939593,12882.209,13412.003,13478.397,12021.4375,14209.902,57904.079000000005,55145.45653066501,49906.693,49906.693,53276.406,51445.66,52834.61
38972.657,38628.761079649135,43401.929,43759.515,39581.906,37846.47,34474.11,12938.233,13527.325866081484,15528.549,15528.549,13826.96,12199.845,14284.982,59490.527,55954.526341161836,51081.325,50922.124,54123.414,51932.273,53811.574
40368.288,39156.15863536131,43992.174000000006,43992.174000000006,40544.54,38168.21,35074.03,14099.654,13972.87521748385,14846.001,14983.901000000002,14051.589,12462.829,14464.357,60541.47200000001,56111.71537627595,49906.693,49906.693,54311.906,52022.547,54091.918
40970.268,38455.859352755375,43992.174000000006,43992.174000000006,39792.938,37283.836,34519.812,14822.044,14337.95171579416,14700.975,14206.834,13993.037,12664.664,14403.986,60222.705,55453.545146523174,49906.693,49906.693,54051.33,51581.51,53575.043
39972.952000000005,37229.95419311526,41649.42,41649.42,37226.43,35829.49,33099.7,14743.936999999998,14264.926842945106,15559.864,15559.864,13670.252,12609.609,14033.988,58392.703,53569.71812007182,49906.693,49906.693,52542.86,50375.176,52094.867
38768.662,36281.712051844435,36588.921,36690.516,35649.926,34719.04,32148.621,14351.18,14063.868040007683,15278.252,15278.252,13365.935,12488.417,13703.762,55503.52,51386.76681815608,51230.851,51230.851,50944.03,48988.65,50536.844
37148.42200000001,34957.598501402696,31055.841,31055.841,35356.14,33484.836,31351.664,13712.955000000002,13511.478150152358,14012.888,13930.438999999997,13073.032,12167.423,13005.596,53506.17199999999,49982.45811749784,46902.85799999999,46902.85799999999,49663.37,48186.195,49687.277
34695.54,32992.86957594628,30965.982000000004,30965.982000000004,33747.344,31979.426,30208.01,12872.811999999998,12750.302143462108,14203.433,14203.433,12500.474,11736.21,12499.508,50296.26299999999,47251.66569838862,43527.968,43527.968,47774.5,46892.957,47790.816
32129.59,30941.240134239757,29166.617,29166.617,32035.428,30514.605,28794.512,11961.719,11937.820266132767,15362.441,13726.383999999998,11909.426,11270.736,11611.014,46611.032,43980.393079981455,38591.112,38591.112,45282.656,45489.957,45856.445
29826.082999999995,28276.625319830986,26486.308,26945.48,26639.223,28588.719,26961.234,11203.12,10911.415967307561,10929.926,10929.926,9943.101,10511.037,9453.704,43244.107999999986,40184.41554861415,40220.643,40850.785,41719.074,40391.55,42844.047
28045.172000000006,26981.36278449752,25471.417000000005,25433.494,25010.39,27722.025,25813.273,10590.77,10425.559246810972,11333.661000000002,11333.661000000002,9450.056,10238.717,9238.197,40650.252,37992.866323096605,38272.164999999986,38272.164999999986,38451.71,39049.203,40341.242
26758.583,26014.254784844066,23795.402,23795.402,23692.715,26616.176,24487.246,10170.271,10071.957419805236,11333.661000000002,11333.661000000002,8946.304,10042.15,9074.568,38772.821,36379.21837496119,37456.674,37669.445,36849.07,38230.258,38619.582
25906.697999999997,25459.85858723544,25396.366,24460.251,23099.012,25777.3,23614.648,9939.516,9844.321563590738,9698.701,9698.701,8706.943,9918.933,8870.629,37284.646,35354.21069529589,34818.29,35507.64,36198.96,37729.77,37634.94
25465.454,25181.226764875428,25145.134,25145.134,22692.494,25601.598,22962.945,9714.206,9759.605081813408,9698.701,9698.701,8622.988,9877.579,8707.043,36567.475,34825.81493440343,34818.29,34818.29,35658.22,37511.758,37015.72
25390.351,25369.517826748222,25145.134,25145.134,22815.992,25721.535,22942.92,9777.245,9803.421188326578,9698.701,9698.701,8623.5625,9908.893,8596.368,36148.061,34928.47856507995,34683.736000000004,34818.29,35240.45,37763.35,36264.98
25291.41,25634.270374577973,27692.773999999998,27692.773999999998,23164.543,25849.008,23364.006,9661.998,9891.885932402382,9698.701,9698.701,8631.036,9964.933,8503.182,36013.104,35194.95579901792,33991.285,31846.88,35232.69,37981.227,36175.29
25838.582,26400.947192701977,27337.238999999998,27337.238999999998,24327.35,26989.492,24801.984,9235.075,9564.572764854296,9029.206,9222.918,8879.322,9801.601,8538.4795,36504.637,35958.315766585125,35895.08,34376.343,35964.188,38336.89,36833.18
27379.306000000004,27877.412264740145,28257.987000000005,28841.813,26566.645,28437.09,26615.775,8754.525,9236.558221452839,7357.896999999999,7357.896999999999,9054.166,9682.332,8774.811,39216.667,37976.934272230166,37393.66800000001,37393.66800000001,38157.64,39418.062,38668.29
29716.609,29204.95107211801,31725.178999999996,31725.178999999996,28334.305,29549.867,27806.049,8978.933,9150.484881990533,7643.921999999999,7785.528999999999,9119.882,9658.658,8903.921,43141.418,40724.200715071944,40220.643,40850.785,40344.383,41975.31,41124.35
32512.119,30659.657819648513,32838.714,34078.848,29431.781,30686.918,28499.945,9249.164,9190.740750691533,9661.014000000001,9661.014000000001,9077.416,9677.554,8898.52,47566.33900000001,43539.92925320627,41906.991,41906.991,42501.02,44335.863,43357.61
35210.107,32186.93656736594,31461.187000000005,31461.187000000005,30231.104,31939.13,28863.23,10314.957,9512.806970090007,11745.213999999998,11745.213999999998,9186.514,9824.649,9100.983,51867.89200000001,46289.40783591855,47061.897,46247.972,44936.71,44736.438,45148.355
37436.414,33633.61580537469,32596.625,31461.187000000005,32097.492,33429.594,29681.355,11186.479,10039.343906304819,7948.754000000001,7948.754000000001,9541.873,10137.689,9697.213,55629.181,48651.84145316211,47157.147000000004,47157.147000000004,47320.63,45642.797,46741.53
39338.754,34920.535637112356,33356.636,33356.636,34277.766,34767.914,31679.434,12089.924,10693.962144203157,10040.898,9950.815,10270.533,10526.112,10394.029,58789.687000000005,50735.69022070842,47936.475,48555.218,49199.85,47334.246,48235.094
40538.566,36120.607547045,35061.64,33356.636,36673.797,35882.93,33218.484,12552.133999999998,11202.05462663545,12340.348,12340.348,10895.314,10827.51,11037.712,61258.422999999995,52417.08089537553,47936.475,47936.475,50687.586,48254.305,49103.79
41904.276,37458.011490391575,35061.64,33356.636,38410.258,36939.074,34311.688,13129.95,12038.611092775078,9909.531,8777.069,11616.672,11303.82,11868.387,63414.84099999999,54028.98626523647,52451.48099999999,52637.012,52159.42,50126.35,50444.016
43251.569,38866.10955435652,46121.60799999999,46121.60799999999,40031.18,38059.32,35449.2,13691.101000000002,12484.272667960637,13239.362,12860.002,12061.712,11561.858,12469.703,64932.305,55384.80942677569,49906.693,49906.693,53240.43,51392.547,52060.465
44635.19900000001,40113.52105519508,46121.60799999999,46121.60799999999,41274.97,39033.58,36417.516,13949.243,13384.22519934004,14389.475,14389.475,12524.87,12073.317,12979.339,65815.08,56264.69371294419,49906.693,49906.693,54055.812,52102.73,53350.434
45137.048,40647.1750541371,46121.60799999999,46121.60799999999,41150.55,39267.98,36558.523,15563.934,14124.816820637432,14926.371999999998,15559.864,13383.028,12510.112,13382.025,65493.53099999999,55976.103044858595,49906.693,49906.693,54239.59,51895.22,53560.973
44190.185999999994,39789.99727313273,46121.60799999999,46121.60799999999,39937.64,38240.094,35805.54,16069.011999999999,14306.741130596516,15559.864,14926.371999999998,13944.269,12635.278,13469.139,63684.306,54427.86600632405,52451.48099999999,52451.48099999999,52727.242,50879.37,52724.855
43046.814000000006,38701.76685392158,46095.822,46095.822,37928.383,37002.215,34963.758,15788.838999999998,14031.294948073311,14323.057,13930.438999999997,13704.198,12487.797,13430.683,60981.675,52061.53397395516,47752.0,47752.0,50354.797,49355.453,51068.25
41222.11,37256.63830687178,37392.16600000001,37392.16600000001,36958.043,35532.39,34075.867,14985.886999999999,13493.356716840059,13486.012,14350.077,13284.232,12185.073,13190.439,58988.443,50458.08965998405,47752.0,47752.0,49107.523,48385.17,49906.363
38318.077000000005,34985.211532594905,31055.841,31055.841,35710.688,33461.793,32498.193,13892.361000000004,12730.639930700083,13603.202,13603.202,12802.932,11743.371,12527.263,55093.837999999996,47735.92557140927,43527.968,43527.968,47102.426,47066.785,48081.883
35403.832999999984,32613.843162126912,30965.982000000004,31542.462000000003,33983.47,31674.225,30966.465,12766.515,11931.244809833886,12621.195,12621.195,12224.694,11282.453,11694.026,50885.26,44559.45932971574,44320.28400000001,45271.72900000001,44752.82,45541.906,46220.64
32887.763999999996,31163.248609990118,26827.653,25290.854,30397.17,30844.066,29111.855,11930.153,11280.036764136317,9447.474,9447.474,10248.61,10635.275,10888.457,47670.47500000001,43392.48753146319,42214.788,42214.788,44257.766,43526.535,43740.074
31047.426000000003,29518.06424280996,29122.583,29122.583,27969.072,29530.219,27341.676,11257.449,10757.251165337906,10714.226,10714.226,9793.006,10340.723,10356.612,45001.082,41195.355247693646,37137.304,40819.281,41636.805,40754.992,41509.21
29784.377000000004,28308.55703007118,25613.837000000003,25613.837000000003,26403.914,28421.883,26331.229,10866.487,10402.430478711134,9935.053000000002,10033.487,9515.075,10143.158,9958.554,43015.582,39641.011492438614,40607.066000000006,40607.066000000006,39354.54,39844.297,39896.188
29065.445999999996,27524.469027085437,25613.837000000003,25613.837000000003,26070.242,27702.746,25832.943,10639.962,10205.359555036026,10367.504,10102.498,9327.1,10036.038,9809.126,41720.84,38451.65472075917,42351.056,36728.22,38827.227,39280.152,39004.492
29083.496,27150.021517013505,25396.366,24559.976000000002,26247.13,27293.98,25792.246,10607.739,10063.799114344305,9654.915,9654.915,9185.818,9964.885,9845.843,41547.611000000004,37990.77384150015,36533.216,36533.216,39001.254,39158.297,39059.1
30003.148,27228.208262836743,25689.422999999995,25145.134,26845.492,27373.8,26125.828,10896.608999999999,10159.946644269754,10830.831,9654.915,9326.044,10029.855,10051.064,42554.109,37970.516776433804,39189.272,39189.272,40146.844,39325.44,39721.062
31398.824,27366.12184431828,26178.1,26178.1,27411.125,27581.312,26724.566,11225.488,10139.983871629727,10830.831,9654.915,9439.474,10030.863,10143.092,44533.395,38351.6194167641,43475.171,43475.171,42424.453,39775.305,40808.42
33245.759999999995,28067.515317923193,28086.542,28086.542,28553.152,28386.945,28443.207,10583.119,9793.625753624567,9084.476,9084.476,9384.192,9842.963,9752.162,47265.206,39174.434211935906,45194.89,44172.29400000001,44750.06,40389.004,42291.535
35384.713,29492.206360381977,29133.756,29133.756,30678.574,29860.684,30796.455,9565.28,9414.751904676414,10025.614,10025.614,9205.002,9696.382,9369.578,50840.982,41684.173688010575,48737.595,48737.595,47776.36,41933.867,44488.855
37494.5,31472.178611458196,29840.492999999995,29865.896000000004,33428.176,31363.717,32608.121,9830.043999999998,9520.18582978355,9093.835,9093.835,9558.545,9751.938,9587.883,54650.251,45038.279592815205,52847.486000000004,52808.376,50772.344,45502.516,46992.61
40135.476,33747.00072043894,33549.994,33630.435,35119.93,33359.47,34551.97,10831.889,9853.00124475375,9084.476,9084.476,10181.335,9923.468,10452.57,58722.887,48766.40491027715,45455.777,45455.777,53150.27,47320.625,50327.984
42591.833,36030.34245801502,36297.103,37505.393,36910.832,35365.3,36098.016,11946.473999999998,10969.309606528179,9023.419999999998,9023.419999999998,11059.262,10599.446,11920.032,62301.215,52420.04081751394,55189.83900000001,51275.065,55553.625,49347.11,55261.508
44965.102999999996,38034.15416852922,39548.147,39528.723,39124.016,37210.117,37081.953,13052.661999999998,11714.133914572683,10779.498999999998,10015.683,11695.924,11039.901,12596.957,65695.766,55603.65692608435,65598.09000000001,65598.09000000001,58523.1,51357.953,59204.25
47173.277,39800.33882693462,36084.885,36084.885,40782.363,38747.586,38691.336,13622.963,12485.418615672324,12146.698999999999,12146.698999999999,12578.13,11495.521,13197.003,68419.322,58191.541412194856,51953.95400000001,51953.95400000001,61102.613,52969.914,61795.164
48328.345,41028.40625847157,45547.7,45547.7,41976.676,39705.145,39736.883,14258.472000000002,12700.63904011484,13507.526000000002,14048.88,12857.757,11605.997,13569.653,70069.73700000001,60159.718808559235,53506.865000000005,53506.865000000005,62897.13,54210.14,63290.332
49228.471,42277.587788503806,46095.822,46095.822,42949.027,40681.168,40675.113,14814.946000000002,13092.175031390181,12783.361,12783.361,13354.856,11824.075,14053.729,70461.004,61807.68846084927,60200.69899999999,58873.75099999999,64356.27,55226.43,64308.387
50341.297999999995,43514.189828230985,46258.29400000001,46258.29400000001,43726.113,41645.797,41523.57,15731.161000000002,13578.822885586078,13473.709,13216.341999999999,13945.272,12105.535,14536.595,69521.52200000001,62909.075398895715,62398.678,63066.76700000001,64670.535,55880.086,65249.68
51380.506,44423.06230796693,47116.06400000001,47355.858,43987.1,42310.945,41672.336,16191.901999999998,13754.83421677768,13764.033000000001,13764.033000000001,14105.089,12204.125,14719.954,66817.29,63449.74567238226,62398.678,63066.76700000001,64454.062,56199.723,65295.285
51347.652,44485.55535404039,40123.768,40123.768,43938.98,42207.484,41114.492,16324.303,14810.160905203209,13153.703,13153.703,14721.6875,12786.679,15256.055,65681.134,62940.05554742927,62398.678,63066.76700000001,62901.688,55838.984,64751.117
49745.58900000001,43495.8325174488,38985.441,38985.441,42422.195,41058.305,39645.254,16636.692000000006,15106.869065814375,13531.246,12342.172,15084.808,12942.117,15207.237,63782.142,61243.444557283656,60200.69899999999,58873.75099999999,59830.062,54719.03,63766.39
48143.24400000001,42414.02816738296,38985.441,38985.441,40132.105,39917.93,38423.527,16427.839,14883.721877310669,12182.403,12805.707,14906.69,12815.783,14926.756,61196.74400000002,59049.233464135956,55415.123999999996,55415.123999999996,57435.355,53304.05,61712.438
45710.601,40685.57553286945,39648.265,39648.265,38586.97,38282.3,37260.168,15519.632,14263.338491354602,12805.707,12182.403,14172.425,12464.737,14246.182,58834.281,57433.50042519717,54922.48900000001,54727.87599999999,56047.414,52269.875,59906.45
42161.126,38095.974178608274,39404.87,40054.350000000006,35678.066,35773.617,35342.06,14256.555,13395.61771375898,14101.209,14067.188,13136.972,11976.8955,13347.601,54618.626000000004,54126.91260611788,45293.13,45293.13,52801.727,50169.46,55811.49
38758.282999999996,35533.76758887616,29872.904,29872.904,34243.758,33558.676,33258.543,13064.063,12486.615039194028,13578.268,13578.268,12292.097,11458.733,12147.171,50377.82900000001,50473.092168778894,50970.335,48415.736,48482.727,47845.79,51659.344
35932.564,32565.833423849464,35367.711,35255.819,31349.441,32015.926,30047.254,12163.883999999998,11493.17595254386,8713.333,8713.333,10690.055,10720.379,11032.479,46756.397,46717.290452143,43245.815,45953.846,46716.977,46077.434,45613.02
33789.896,30972.958086835257,36706.422999999995,34737.513,29161.047,30511.086,28805.293,11473.12,10970.49028946858,10244.373,10687.943,10261.101,10424.486,10364.263,43990.79,44456.26981780594,47901.837999999996,47901.837999999996,43798.195,44795.0,43258.445
32238.208,29907.66116604334,28365.251000000004,29925.043,27851.643,29652.797,27853.688,11000.358,10652.804992144249,8576.099999999999,8576.099999999999,9898.437,10249.235,10018.168,42192.33400000002,42801.12597705014,41306.037000000004,41306.037000000004,41708.16,42354.258,41808.938
31298.516,29298.484393986626,30065.557,30065.557,27186.68,29108.164,27396.281,10772.718,10494.035326706455,9718.971999999998,9907.169,9738.797,10161.419,9798.182,40982.227,41730.61909059737,42291.690999999984,42291.690999999984,40583.695,40940.79,40981.953
31101.058,29357.900776056304,30065.557,30065.557,27609.201,29181.312,27603.938,10747.92,10497.316957074048,10693.385,10674.353000000001,9712.567,10172.035,9894.551,40689.417,41648.45038229696,38803.84,37471.873,40699.332,40928.188,40988.496
31939.947999999997,30222.613477344723,28365.251000000004,29925.043,28679.895,29881.252,28399.086,11016.318000000001,10748.5502479565,11352.201,11352.201,9987.335,10317.788,10263.122,41552.92,42633.021171687105,40862.24,40862.24,42537.59,42138.555,42621.44
33311.643,31585.082984307977,36624.805,36624.805,30284.545,31016.521,29719.23,11400.242,11021.396186805257,11596.648,11596.648,10309.064,10485.948,10535.112,43628.04,44516.609033494206,46866.425,46866.425,44555.414,44943.66,45179.508
35012.113,33274.47205081102,34091.741,33325.903,31908.648,32562.645,31173.842,10867.168,10586.260396984,10031.739,10031.739,9952.966,10267.237,10516.597,45567.76299999999,46935.39707301167,47034.424000000006,47034.424000000006,47739.715,46104.953,48410.727
36648.907000000014,35118.541328781226,32112.517000000003,32112.517000000003,33092.094,34170.07,32294.209,9666.87,9933.594739788046,11135.341999999999,11058.243,9775.789,9931.495,10310.814,48355.395,49965.58769091382,44220.875,44220.875,50692.727,47598.016,51183.71
