Net,Temperature
12571.309,0.5
12449.182,0.1
12295.476,-0.5
12354.318,-0.7
12542.606000000002,-0.7
12868.438999999998,-0.9
13225.308,-1.6
13208.9802379,-2.4
12274.224494199998,-1.8
11161.276056,-1.6
10220.841164,-1.7
9536.161369,-2.3
9108.231806,-2.4
8793.395245,-2.5
8932.905902999999,-1.2
9534.419621,0.7
10735.9100222,2.6
12378.294,4.0
12594.156,5.3
12509.209,6.3
12318.473,6.9
11959.303999999998,6.5
11414.268999999998,5.8
10810.596,5.3
10351.569,4.3
10056.496,4.1
9992.108,3.9
10023.023,3.7
10307.645,4.1
10921.037,5.3
11626.327,4.9
12109.368823301,4.6
11872.1506638,4.3
11351.104275499998,4.0
10938.6141169,4.0
11193.1531023,3.9
10861.648986900002,3.9
10675.1454887,4.3
9430.386689,4.9
9831.852363,5.7
10961.8876404,6.6
12217.371,6.7
12179.31,7.0
12017.73,7.3
11823.208,7.3
11455.228,7.1
11007.118,6.6
10489.56,6.7
10142.036,6.9
9863.416,6.7
9686.832,5.8
9579.663,5.1
9628.54,2.6
9900.403,3.5
10329.559,2.6
10608.4070048,3.0
10205.7798282,2.3
9896.848316,3.0
9605.064408,2.2
9361.849304,1.5
9191.067884,1.0
9119.792583,1.0
9398.766027,0.9
10024.909060000002,1.5
11103.2994424,1.3
12082.733,1.6
12031.289,2.1
11764.357,2.1
11512.68,2.4
11078.282,2.3
10514.971,2.3
9936.552,2.4
9407.518,3.1
9043.995,2.6
8822.51,2.8
8708.677,3.2
8713.866,3.6
8838.601,3.7
9064.148,3.8
9174.322401,4.3
8714.556829,4.7
8160.958745,5.0
7708.048057,5.8
7349.987284,6.2
7288.639961000001,6.6
7416.217294999999,8.5
7643.448244,10.3
8350.123905,9.4
9409.6755338,11.6
10606.3,13.8
10727.617,13.8
10456.765,13.4
10246.679,13.8
9684.628,14.0
9053.148,14.4
8430.112,14.5
8048.795999999999,12.8
7915.285,11.4
7947.348000000001,9.8
8160.526,8.3
8669.39,7.1
9785.294,5.9
11239.148,5.0
11979.71535801,4.4
10865.9236053,3.2
9906.491085,2.8
9249.387635,2.5
9120.37514,2.4
9138.307388,2.2
9560.935198,2.4
9908.469783,2.8
10542.5927826,3.3
11611.055474829998,3.4
13075.572,4.1
13623.299,4.4
13688.932,4.5
13597.129,3.7
13219.417,1.8
12525.268999999998,-0.1
11947.337,-0.8
11653.532,-1.4
11515.498,-2.0
11580.872,-2.0
11693.593,-2.1
12210.393999999998,-2.4
13126.631,-2.6
14432.311000000002,-2.7
14992.78516974,-3.9
14048.3168364,-4.0
13219.718513999998,-4.2
12259.532336,-4.3
11710.63605,-4.5
10820.200043,-4.4
10464.817156,-4.2
10750.174878,-3.8
11266.620379,-3.2
12402.3611847,-2.2
14034.045,-0.2
14417.815,1.1
14455.218,1.5
14321.197,3.2
13942.109,2.3
13223.861,0.4
12691.138,-0.8
12369.371,-1.1
12298.817,-1.4
12223.193,-2.0
12360.369,-2.2
12850.378,-2.9
13609.763,-2.7
14752.338,-2.7
15134.0813768,-2.6
14275.3311162,-2.8
13358.780228,-2.7
12716.158318999998,-2.6
12270.208006,-2.6
12139.291194,-3.2
12388.616198999998,-3.5
12887.662542,-3.9
13773.923543,-3.6
15210.2878051,-4.0
17000.701,-4.3
17599.247,-4.7
17861.26,-5.7
17994.681,-6.0
17862.646,-7.9
17308.8,-9.6
16866.808,-10.5
16801.433,-11.0
16847.443,-11.4
16997.13,-11.9
17259.598,-12.4
17653.417,-12.9
18389.831,-13.4
19419.599,-13.9
19747.3511985,-14.2
18809.7773235,-14.3
16928.224670999996,-14.7
16216.403862,-14.8
15049.390361,-14.9
14289.025642,-14.6
14085.653123,-14.2
14454.6331497,-12.9
14656.5519861,-11.7
15679.3490075,-10.2
17100.578999999998,-8.6
17596.09,-7.2
17610.471,-6.4
17404.515,-6.2
17005.74,-6.6
16259.395,-7.4
15485.786,-7.6
15113.688999999998,-7.8
14891.707,-8.2
14753.638,-8.3
14692.335,-8.1
14897.097,-8.1
15416.67,-7.7
16067.521,-7.0
