Net,Temperature
31660.636,-7.6
30766.066000000003,-8.4
30201.596,-8.3
29901.406000000003,-6.8
30084.427000000003,-7.0
30734.303,-8.1
31637.994,-8.1
31823.283,-6.3
29546.483515,-5.1
27652.289773,-4.8
26421.059668,-4.9
26616.876313,-4.9
26391.766447,-5.1
25537.515065000003,-4.0
25913.537071,-2.6
27803.338795,-1.6
31212.5693223,-0.7
34991.034,-0.2
35197.896,0.1
34840.912000000004,0.1
34313.86,0.2
33238.146,-0.4
31471.802000000003,-1.3
29616.103,-0.7
28225.159,1.9
27422.008,2.8
27128.334,2.9
27240.126,3.1
27861.498,3.1
29463.261,3.0
31760.864,2.7
33373.787000000004,1.7
33942.210406679995,1.1
33780.7153163,-1.5
32691.841831999995,-2.2
31152.574343,-0.2
29250.493034000003,0.7
29268.744078,2.1
29562.939932,2.9
31222.918894,3.9
33561.89730867,4.4
36451.781,4.4
36444.819,4.5
35933.064,4.9
35289.072,4.1
34255.907,2.9
32589.987,1.0
30845.714,-2.1
29342.443,-3.1
28488.835,-3.9
28028.074,-3.9
27859.687,-2.7
27992.567000000003,-1.9
28625.048,-2.5
29682.971,-4.5
30630.116,-5.5
31466.7814975,-5.7
30261.564527,-5.0
30651.785455000005,-5.0
31065.00366,-4.4
30658.179439000003,-3.8
31537.084598,-2.5
30802.829049,-1.2
32017.124465,-0.6
34866.1863129,0.0
36234.395,0.3
35787.163,0.5
34901.484,0.5
33854.711,-0.7
32497.343,-1.1
30773.069,-0.6
28875.409,0.4
27003.787,1.5
25789.801,2.6
25056.742,3.5
24676.651,4.4
24680.268,5.5
25076.381,5.8
25874.284,3.0
26768.377,2.4
27707.462000000003,2.5
28315.8414558,2.6
28664.656289999995,2.5
29234.1392544,2.6
28060.079917000003,2.7
26986.23827,3.4
26044.093724,4.0
27494.98654,5.5
30629.1645418,8.1
32700.509,8.9
32731.36,9.8
32091.962000000003,10.9
31384.63,11.6
29840.968,11.1
28003.038,10.6
26287.977000000003,9.7
25145.01,10.9
24633.998,11.4
24564.631,11.3
24916.545,11.1
26038.094,10.5
28645.868,10.1
32752.82,9.1
34926.268,6.6
34856.671809599,5.7
34391.4895249,4.4
34411.54594253,3.9
34096.247795300005,3.6
32543.067163,3.6
33406.9870402,3.5
33543.5317148,3.3
34353.386583800006,2.5
36687.678504660005,1.9
40251.206,2.5
41001.82,1.5
40751.549,0.4
40058.682,-0.7
38483.25,-2.0
35973.467000000004,-2.8
33692.519,-3.8
32288.116,-4.7
31695.589,-5.8
31377.35,-6.8
31461.963,-7.7
32349.539,-8.3
34789.391,-8.7
38501.602,-9.0
40625.792,-9.2
38523.188994,-9.4
36916.170908,-9.4
36916.175745,-9.4
34946.23502,-9.2
34501.62377,-9.0
34641.219773,-8.8
37427.433808,-8.5
38176.600726,-8.7
39484.9339528,-9.0
43285.348,-8.6
43654.731,-8.2
43267.959,-7.8
42329.901,-7.7
40578.745,-7.8
38045.742,-8.0
35795.715,-8.2
34280.487,-8.4
33507.163,-9.2
33197.699,-9.7
33316.777,-11.2
34084.228,-12.5
36285.313,-13.2
39659.944,-13.5
41491.745,-12.1
39126.729072,-10.4
36690.110215,-9.7
35066.183197000006,-9.8
34281.119108,-9.6
36292.446144,-9.3
36332.231595,-9.2
37894.714849,-8.2
40328.4579398,-6.0
42219.4159571,-5.0
46288.345,-5.1
46771.182,-5.1
46687.375,-5.1
46177.651,-5.6
44772.331,-6.5
42415.607,-7.5
40278.503,-8.8
38996.785,-11.3
38439.636,-12.9
38168.687000000005,-13.8
38288.055,-14.5
39122.047,-15.0
41197.331,-15.4
44535.908,-15.9
46236.009000000005,-16.4
43355.280181,-16.8
40531.095134,-17.2
39328.232702,-17.2
38921.870651,-17.3
37706.298552,-17.2
38741.014433,-15.9
39342.339592,-14.0
40417.877912,-12.3
43065.8854186,-10.8
46278.143,-9.1
46685.094000000005,-7.7
46298.755,-6.9
45375.916,-6.9
43466.257000000005,-7.8
40585.178,-9.4
38028.065,-10.6
36351.999,-11.2
35444.417,-11.3
34965.626000000004,-8.0
34814.849,-6.4
35298.015,-5.3
37001.151,-5.3
40142.209,-5.9
41960.52,-5.7
41411.127638900005,-5.1
39533.350521,-4.3
38011.106764,-1.0
36185.266339,2.0
32276.111032,2.8
33904.149303,2.4
34245.793807,-1.2
36279.1550955,-3.4
37614.963019400006,-4.1
41201.582,-3.8
41612.169,-3.1
40985.713,-2.6
40285.58,-2.1
39185.486,-2.6
37433.39,-4.4
35615.05,-7.5
34283.444,-8.9
33741.263,-9.8
33634.164,-11.5
33761.807,-12.5
34349.846,-12.8
35444.155,-13.5
37105.874,-14.2
38617.918,-14.6
38061.81974499999,-15.2
37201.304047,-15.7
35197.922186,-15.8
34717.712700000004,-16.1
33085.393621,-16.0
30742.622465,-12.5
31392.515187,-8.2
33399.203193,-7.0
37093.885029,-6.1
41182.212,-5.5
41956.041,-5.3
41778.096,-5.1
41583.145,-5.3
40725.167,-6.6
39249.249,-8.6
37643.216,-11.2
36262.215,-13.0
35453.195,-14.0
34969.846,-14.7
34677.533,-14.4
34890.882000000005,-14.5
35495.81,-15.1
36497.804,-15.6
37280.222,-16.1
35200.340777,-15.6
32765.305395000003,-14.5
30619.712369,-14.9
29195.248635,-15.3
28337.047204,-13.4
28043.019418000003,-10.3
28576.232021000003,-8.1
30592.374709,-6.4
34278.0988998,-4.9
38263.921,-3.1
38564.748,-1.8
38024.821,-1.6
37132.716,-1.4
35476.46,-1.3
33297.72,-1.4
31231.796,-2.2
29781.347,-2.4
29008.029,-2.0
28825.467,-0.4
28957.771,0.9
29853.14,1.3
31925.14,1.0
35086.818,0.9
37499.075,1.2
37436.7990298,2.0
38401.3909509,2.0
38228.3867692,2.1
37710.341913,2.7
36125.17114600001,2.8
34535.123721,3.1
37247.7995962,3.6
37570.97639062,2.9
38492.831,1.8
40186.687000000005,1.8
39949.334,2.0
39025.868,2.4
37887.833,2.3
35946.025,2.2
33456.006,2.4
31198.636,2.7
29655.827,3.1
28898.396,2.7
28688.345,2.5
28925.6,2.4
30022.094,2.1
32626.367,1.6
36755.081,1.7
38946.329,1.4
36547.352663000005,0.4
35660.307388,-0.3
34529.19192,-1.2
34583.437365,-2.4
35471.602819,-3.7
35221.157469,-4.3
35968.3211773,-4.4
36591.7189626,-4.5
37851.0454654,-4.2
41872.693,-4.2
42624.03599999999,-3.9
42480.544,-4.0
41780.477,-4.3
40166.685,-5.1
37710.958,-5.9
35398.734,-6.4
33878.694,-6.8
33298.913,-7.5
33078.655,-8.5
33208.246,-9.3
34053.71,-9.7
36411.191,-9.1
39980.348,-8.7
41861.084,-8.1
39499.751757000005,-8.0
37450.702355,-7.8
35881.249094,-7.6
36888.578001,-7.4
36364.552165,-7.0
36459.584645,-6.4
36281.914336,-5.7
37338.458958,-5.0
39759.3547853,-4.4
42354.153,-3.7
42297.855,-3.4
41586.776,-3.3
40535.234,-3.1
38582.736,-3.3
35976.575,-3.7
33584.097,-3.9
32024.447,-3.9
31254.197,-3.5
30848.593,-3.3
30950.698,-3.3
31845.525,-3.2
34145.678,-3.0
37792.529,-3.0
39692.593,-3.0
37504.171863,-3.0
34887.747428,-3.1
32425.942174000003,-3.1
30790.992512,-3.1
29869.700444,-3.0
31981.890515,-2.5
32833.489258,-2.0
33607.49585000001,-1.2
35605.605006,-1.1
39538.966,-1.3
40142.865,-1.3
39816.31,-1.3
39223.675,-1.2
37675.47,-1.8
35383.656,-2.0
33156.532,-2.0
31783.894,-2.2
31114.362,-3.4
30875.03,-4.6
30913.637,-5.1
31726.109,-4.9
33937.867999999995,-5.4
37461.433,-5.8
38989.701,-4.7
35719.399250999995,-3.5
32535.307692,-3.2
30280.988959,-3.3
28960.35543,-3.2
28309.031313000003,-3.3
28551.964032000003,-1.6
29520.553837,-0.5
31479.804736,0.5
34832.081997,2.2
38597.675,3.5
39022.435,3.6
38543.166,3.1
37949.55,1.5
36848.744,-0.2
35192.074,-2.0
33466.24,-3.1
32076.037,-4.4
31456.855,-5.5
31275.842,-6.4
31429.091,-7.4
31922.869,-8.4
33033.846,-9.1
34676.291,-9.8
35999.89,-10.6
34415.46354,-11.2
34942.999030000006,-11.6
30645.368416000005,-11.7
29137.318957,-12.2
29550.571874,-12.5
30126.35643,-11.1
32076.4907133,-9.8
31907.3592068,-8.4
33982.5694671,-6.9
36931.291,-5.6
37642.132000000005,-4.6
37338.892,-4.3
36699.787,-5.0
35642.629,-5.7
34086.396,-6.7
32378.973,-7.3
30975.044,-8.3
30114.159,-8.9
29581.834,-9.2
29310.097,-9.2
29263.259,-8.2
29533.274,-2.8
30232.229,2.3
31161.51,3.5
32256.66222954,3.7
33371.015045299995,0.7
33789.5522321,-0.5
34142.6564325,-0.3
34419.52270640001,0.0
32920.135928,1.5
34019.943646299995,6.5
33872.615412347004,9.2
33589.4006487,9.9
35712.864,11.1
35740.359,11.0
35333.156,10.9
34513.454,10.5
33276.302,10.6
31722.346,11.1
30092.508,10.6
28848.717,9.8
28235.528,9.2
28069.809,7.8
28135.594,6.7
28762.392000000003,5.5
30306.819,4.5
32599.363,3.6
34150.06872109,3.1
32729.661939,2.9
31208.744112,1.6
29631.219347,1.3
28566.843613,1.3
28215.963352,1.4
28803.420672000004,1.8
29710.469488,2.2
31362.608100000005,3.2
34334.946768,4.5
37779.955,5.0
38098.856,5.4
37653.48,4.8
36843.755,3.8
35166.704,3.2
32864.415,2.4
30720.88,2.0
29262.433,1.2
28597.577,0.8
28424.798,0.5
28714.815,0.1
29711.257,0.0
32247.07,-0.8
36030.322,-1.1
37430.271688700006,-0.9
34945.682097,-0.7
32136.787712,-0.8
29772.669049,-0.5
28362.770607,-0.3
27745.301192,-0.6
28070.504512,-0.4
29004.203991,0.2
31060.87419,0.8
34382.653323,1.7
37821.25,2.5
38405.873,3.1
38069.334,3.1
37435.962,2.2
35949.067,1.1
33675.365,0.5
31610.879,0.3
30147.073,0.1
29583.399,-0.1
29458.934,-0.5
29738.97,-1.3
30798.787,-2.1
33200.375,-3.0
36989.727,-4.1
38357.3158914,-4.8
36040.139749,-5.6
33788.124745,-6.8
32340.536875,-7.8
31503.408473,-8.1
31144.357325,-6.3
31696.563644999995,-4.8
32784.329232000004,-3.1
36265.210764,-1.7
38302.257149,-0.6
41010.007000000005,-0.2
41206.545,-0.2
40440.477,0.0
39306.103,0.0
37299.728,-0.7
34614.261,-2.2
32300.964,-1.9
30744.326,-1.4
29909.598,-1.1
29554.607000000004,-1.0
29624.089,-1.1
30366.23,-0.8
32610.458,-1.0
36154.871,-1.3
38081.168,-1.3
38015.06452976,-1.3
36666.702904000005,-1.5
