DateTime,Load(MW),Ambient Temperature (C),PV(MW)
1/1/2020 12:00:00 AM,26475.129,0.0,-1.147
1/1/2020 1:00:00 AM,25839.124,0.0,-1.167
1/1/2020 2:00:00 AM,25321.009000000002,0.0,-1.158
1/1/2020 3:00:00 AM,25076.23,1.0,-1.158
1/1/2020 4:00:00 AM,25333.192000000003,2.0,-1.17
1/1/2020 5:00:00 AM,25968.195,2.0,-1.179
1/1/2020 6:00:00 AM,26810.449999999997,3.0,-1.263
1/1/2020 7:00:00 AM,27383.983999999997,3.0,6.649
1/1/2020 8:00:00 AM,27824.340999999997,5.0,89.695
1/1/2020 9:00:00 AM,28269.038,6.0,219.513
1/1/2020 10:00:00 AM,28506.431999999997,7.0,286.561
1/1/2020 11:00:00 AM,28606.813,7.0,339.043
1/1/2020 12:00:00 PM,28646.996000000003,8.0,328.541
1/1/2020 1:00:00 PM,28569.264999999996,7.0,288.325
1/1/2020 2:00:00 PM,28585.489,6.0,235.355
1/1/2020 3:00:00 PM,28963.921999999995,4.0,134.841
1/1/2020 4:00:00 PM,30540.758,2.0,17.028
1/1/2020 5:00:00 PM,33108.263999999996,2.0,-1.172
1/1/2020 6:00:00 PM,33454.62899999999,2.0,-1.173
1/1/2020 7:00:00 PM,33419.996999999996,1.0,-1.148
1/1/2020 8:00:00 PM,33024.352000000006,0.0,-1.171
1/1/2020 9:00:00 PM,32085.747,0.0,-1.192
1/1/2020 10:00:00 PM,30525.604,0.0,-1.207
1/1/2020 11:00:00 PM,29198.775999999998,0.0,-1.187
1/2/2020 12:00:00 AM,28181.175000000003,0.0,-1.19
1/2/2020 1:00:00 AM,27787.706000000002,0.0,-1.151
1/2/2020 2:00:00 AM,27765.747000000003,-1.0,-1.202
1/2/2020 3:00:00 AM,28076.912,-1.0,-1.187
1/2/2020 4:00:00 AM,29105.992,-1.0,-1.197
1/2/2020 5:00:00 AM,31341.812,-1.0,-1.166
1/2/2020 6:00:00 AM,34549.740999999995,-2.0,-1.129
1/2/2020 7:00:00 AM,36261.718,-1.0,11.665999999999999
1/2/2020 8:00:00 AM,35699.789,-1.0,120.568
1/2/2020 9:00:00 AM,34274.846999999994,-1.0,291.88
1/2/2020 10:00:00 AM,32983.844,0.0,406.506
1/2/2020 11:00:00 AM,32145.914,0.0,408.589
1/2/2020 12:00:00 PM,31443.663999999997,0.0,334.124
1/2/2020 1:00:00 PM,31153.296999999995,0.0,230.05700000000002
1/2/2020 2:00:00 PM,31096.893,-1.0,139.69
1/2/2020 3:00:00 PM,31260.067000000003,-2.0,91.286
1/2/2020 4:00:00 PM,32642.017,-3.0,14.09
1/2/2020 5:00:00 PM,34969.999,-4.0,-1.12
1/2/2020 6:00:00 PM,34926.111999999994,-5.0,-1.119
1/2/2020 7:00:00 PM,34281.69500000001,-6.0,-1.114
1/2/2020 8:00:00 PM,33310.412000000004,-6.0,-1.101
1/2/2020 9:00:00 PM,31788.513,-7.0,-1.126
1/2/2020 10:00:00 PM,29513.091999999993,-7.0,-1.1059999999999999
1/2/2020 11:00:00 PM,27486.040999999997,-7.0,-1.094
1/3/2020 12:00:00 AM,25904.71,-7.0,-1.1340000000000001
1/3/2020 1:00:00 AM,25024.732000000004,-7.0,-1.115
1/3/2020 2:00:00 AM,24604.539000000004,-7.0,-1.14
1/3/2020 3:00:00 AM,24614.444000000003,-7.0,-1.125
1/3/2020 4:00:00 AM,25250.409999999996,-7.0,-1.117
1/3/2020 5:00:00 AM,26972.449,-6.0,-1.127
1/3/2020 6:00:00 AM,29768.548999999995,-6.0,-1.1
1/3/2020 7:00:00 AM,31539.861999999994,-6.0,1.5930000000000002
1/3/2020 8:00:00 AM,31801.018,-6.0,10.602
1/3/2020 9:00:00 AM,31882.788,-6.0,39.828
1/3/2020 10:00:00 AM,31751.944,-5.0,93.044
1/3/2020 11:00:00 AM,31613.103999999996,-4.0,98.178
1/3/2020 12:00:00 PM,31359.429999999997,-4.0,78.933
1/3/2020 1:00:00 PM,31361.19,-4.0,57.833999999999996
1/3/2020 2:00:00 PM,31145.229,-4.0,39.385999999999996
1/3/2020 3:00:00 PM,31148.254,-5.0,33.243
1/3/2020 4:00:00 PM,32097.745000000006,-6.0,2.456
1/3/2020 5:00:00 PM,33255.633,-7.0,-1.165
1/3/2020 6:00:00 PM,32747.451999999997,-8.0,-1.0859999999999999
1/3/2020 7:00:00 PM,31960.509000000002,-8.0,-1.102
1/3/2020 8:00:00 PM,31075.736000000008,-8.0,-1.13
1/3/2020 9:00:00 PM,29863.319000000003,-8.0,-1.128
1/3/2020 10:00:00 PM,28195.341,-8.0,-1.141
1/3/2020 11:00:00 PM,26407.631999999998,-8.0,-1.159
