DateTime,Load(MW),Ambient Temperature (C),PV(MW)
1/1/2019 12:00:00 AM,37595.379,1,-0.043
1/1/2019 1:00:00 AM,36246.58699999999,1,-0.043
1/1/2019 2:00:00 AM,35429.871999999996,1,-0.043
1/1/2019 3:00:00 AM,35011.561,0,-0.042
1/1/2019 4:00:00 AM,35128.803,0,-0.042
1/1/2019 5:00:00 AM,35794.553,0,-0.042
1/1/2019 6:00:00 AM,36643.064000000006,0,-0.040999999999999995
1/1/2019 7:00:00 AM,37902.84,0,-0.006999999999999999
1/1/2019 8:00:00 AM,38654.614,0,1.4909999999999999
1/1/2019 9:00:00 AM,39803.744,0,7.181
1/1/2019 10:00:00 AM,41145.456,0,11.828
1/1/2019 11:00:00 AM,42216.62699999999,0,8.509
1/1/2019 12:00:00 PM,42861.6,0,16.517
1/1/2019 1:00:00 PM,42930.324,0,14.914000000000001
1/1/2019 2:00:00 PM,43156.846,0,9.527000000000001
1/1/2019 3:00:00 PM,43427.543,0,5.234
1/1/2019 4:00:00 PM,44272.221000000005,0,1.22
1/1/2019 5:00:00 PM,46270.22299999999,0,-0.042
1/1/2019 6:00:00 PM,46891.033,0,-0.042
1/1/2019 7:00:00 PM,46571.415,0,-0.040999999999999995
1/1/2019 8:00:00 PM,46003.905999999995,-1,-0.042
1/1/2019 9:00:00 PM,45067.898,-1,-0.040999999999999995
1/1/2019 10:00:00 PM,43484.002,-1,-0.042
1/1/2019 11:00:00 PM,41529.085999999996,-1,-0.042
1/2/2019 12:00:00 AM,40295.685000000005,-1,-0.042
1/2/2019 1:00:00 AM,39584.98499999999,-2,-0.040999999999999995
1/2/2019 2:00:00 AM,39220.115000000005,-2,-0.042
1/2/2019 3:00:00 AM,39242.388000000006,-2,-0.043
1/2/2019 4:00:00 AM,40122.308,-2,-0.040999999999999995
1/2/2019 5:00:00 AM,42198.194,-2,-0.042
1/2/2019 6:00:00 AM,45634.543999999994,-3,-0.040999999999999995
1/2/2019 7:00:00 AM,48793.615999999995,-3,-0.011000000000000001
1/2/2019 8:00:00 AM,50174.182,-3,1.262
1/2/2019 9:00:00 AM,50688.858,-3,2.8960000000000004
1/2/2019 10:00:00 AM,51367.069,-3,5.79
1/2/2019 11:00:00 AM,51605.991,-3,5.835
1/2/2019 12:00:00 PM,51494.729999999996,-3,4.865
1/2/2019 1:00:00 PM,51562.83500000001,-3,4.08
1/2/2019 2:00:00 PM,51420.67999999999,-3,2.138
1/2/2019 3:00:00 PM,51072.13,-3,1.067
1/2/2019 4:00:00 PM,51621.597,-3,0.092
1/2/2019 5:00:00 PM,53531.967000000004,-4,-0.042
1/2/2019 6:00:00 PM,53899.06399999999,-4,-0.040999999999999995
1/2/2019 7:00:00 PM,53226.130000000005,-4,-0.040999999999999995
1/2/2019 8:00:00 PM,52359.206,-4,-0.042
1/2/2019 9:00:00 PM,50725.303,-4,-0.040999999999999995
1/2/2019 10:00:00 PM,48534.70900000001,-4,-0.042
1/2/2019 11:00:00 PM,45940.611000000004,-5,-0.042
1/3/2019 12:00:00 AM,43966.231999999996,-5,-0.040999999999999995
1/3/2019 1:00:00 AM,42912.025,-5,-0.042
1/3/2019 2:00:00 AM,42445.634,-6,-0.040999999999999995
1/3/2019 3:00:00 AM,42351.992000000006,-6,-0.043
1/3/2019 4:00:00 AM,42968.095,-6,-0.042
1/3/2019 5:00:00 AM,44903.116,-6,-0.042
1/3/2019 6:00:00 AM,48346.06000000001,-6,-0.040999999999999995
1/3/2019 7:00:00 AM,51192.881,-6,-0.013000000000000001
1/3/2019 8:00:00 AM,51753.71799999999,-5,1.999
1/3/2019 9:00:00 AM,51669.623,-5,8.463
1/3/2019 10:00:00 AM,51907.83200000001,-5,19.56
1/3/2019 11:00:00 AM,51497.225,-5,28.688000000000002
1/3/2019 12:00:00 PM,51067.979999999996,-5,26.232
1/3/2019 1:00:00 PM,50315.271,-4,25.147
1/3/2019 2:00:00 PM,49527.87500000001,-4,22.476
1/3/2019 3:00:00 PM,49273.028,-4,16.521
1/3/2019 4:00:00 PM,49620.076,-4,5.46
1/3/2019 5:00:00 PM,52467.14400000001,-4,0.035
1/3/2019 6:00:00 PM,54157.937999999995,-5,-0.042
1/3/2019 7:00:00 PM,53984.95899999999,-5,-0.040999999999999995
1/3/2019 8:00:00 PM,53463.475000000006,-6,-0.042
1/3/2019 9:00:00 PM,52164.287000000004,-6,-0.040999999999999995
1/3/2019 10:00:00 PM,49949.741,-6,-0.043
1/3/2019 11:00:00 PM,47621.38599999999,-6,-0.043
1/4/2019 12:00:00 AM,45792.867000000006,-6,-0.042
1/4/2019 1:00:00 AM,44761.924,-6,-0.043
1/4/2019 2:00:00 AM,44213.55,-6,-0.042
1/4/2019 3:00:00 AM,44130.856999999996,-6,-0.044000000000000004
1/4/2019 4:00:00 AM,44723.68200000001,-6,-0.042
1/4/2019 5:00:00 AM,46516.669,-5,-0.043
1/4/2019 6:00:00 AM,49944.623,-5,-0.042
1/4/2019 7:00:00 AM,52461.943,-4,0.047
1/4/2019 8:00:00 AM,53057.287000000004,-3,3.04
1/4/2019 9:00:00 AM,52772.10800000001,-2,12.219000000000001
1/4/2019 10:00:00 AM,52275.491,-1,24.623
1/4/2019 11:00:00 AM,51307.194,0,24.261999999999997
1/4/2019 12:00:00 PM,50440.02999999999,0,22.425
1/4/2019 1:00:00 PM,49424.508,0,20.338
1/4/2019 2:00:00 PM,48624.05900000001,1,17.112000000000002
1/4/2019 3:00:00 PM,47953.371,1,11.811
1/4/2019 4:00:00 PM,48089.633,0,3.215
1/4/2019 5:00:00 PM,49975.664,0,0.039
1/4/2019 6:00:00 PM,50916.861999999994,0,-0.040999999999999995
1/4/2019 7:00:00 PM,50438.453,0,-0.042
1/4/2019 8:00:00 PM,49654.136,0,-0.042
1/4/2019 9:00:00 PM,48546.449,0,-0.040999999999999995
1/4/2019 10:00:00 PM,46866.513,0,-0.042
1/4/2019 11:00:00 PM,44514.116,0,-0.040999999999999995
1/5/2019 12:00:00 AM,42671.346,0,-0.042
1/5/2019 1:00:00 AM,41329.566000000006,0,-0.042
1/5/2019 2:00:00 AM,40688.738,0,-0.040999999999999995
1/5/2019 3:00:00 AM,40366.057,0,-0.042
1/5/2019 4:00:00 AM,40823.11200000001,0,-0.040999999999999995
1/5/2019 5:00:00 AM,41636.335,0,-0.043
1/5/2019 6:00:00 AM,43123.490999999995,1,-0.040999999999999995
1/5/2019 7:00:00 AM,44824.51,1,-0.034
1/5/2019 8:00:00 AM,45854.938,1,1.1540000000000001
1/5/2019 9:00:00 AM,46265.684,1,8.047
1/5/2019 10:00:00 AM,46007.583,1,13.699000000000002
1/5/2019 11:00:00 AM,45672.16599999999,2,18.372
1/5/2019 12:00:00 PM,44742.808999999994,2,17.389
1/5/2019 1:00:00 PM,43710.215000000004,2,26.839000000000002
1/5/2019 2:00:00 PM,42648.028999999995,1,40.796
1/5/2019 3:00:00 PM,42147.833000000006,1,26.186
1/5/2019 4:00:00 PM,42496.23400000001,1,7.169
1/5/2019 5:00:00 PM,44826.50199999999,1,0.054000000000000006
1/5/2019 6:00:00 PM,46667.502,1,-0.040999999999999995
1/5/2019 7:00:00 PM,46549.534999999996,2,-0.042
1/5/2019 8:00:00 PM,46249.95400000001,2,-0.042
1/5/2019 9:00:00 PM,45434.725000000006,2,-0.040999999999999995
1/5/2019 10:00:00 PM,43979.089,2,-0.042
1/5/2019 11:00:00 PM,42199.969000000005,2,-0.042
1/6/2019 12:00:00 AM,40894.54699999999,3,-0.040999999999999995
1/6/2019 1:00:00 AM,39731.58500000001,3,-0.042
1/6/2019 2:00:00 AM,39302.356,3,-0.043
1/6/2019 3:00:00 AM,39129.26699999999,3,-0.042
1/6/2019 4:00:00 AM,39169.129,3,-0.043
1/6/2019 5:00:00 AM,39911.352,3,-0.042
1/6/2019 6:00:00 AM,41189.341,3,-0.040999999999999995
1/6/2019 7:00:00 AM,42730.545999999995,3,0.256
1/6/2019 8:00:00 AM,43694.432,4,5.222
1/6/2019 9:00:00 AM,43972.763999999996,4,15.068
1/6/2019 10:00:00 AM,43673.310999999994,4,26.467
1/6/2019 11:00:00 AM,43196.97900000001,5,40.658
1/6/2019 12:00:00 PM,42948.53,5,49.21
1/6/2019 1:00:00 PM,42348.632999999994,6,47.257
1/6/2019 2:00:00 PM,42004.55,6,34.911
1/6/2019 3:00:00 PM,42035.176,6,19.160999999999998
1/6/2019 4:00:00 PM,43214.29,6,2.5780000000000003
1/6/2019 5:00:00 PM,46272.405,6,-0.038
1/6/2019 6:00:00 PM,48099.460000000014,6,-0.042
1/6/2019 7:00:00 PM,48152.738999999994,7,-0.040999999999999995
1/6/2019 8:00:00 PM,47926.503000000004,7,-0.042
1/6/2019 9:00:00 PM,46885.992,8,-0.042
1/6/2019 10:00:00 PM,45104.095,7,-0.042
1/6/2019 11:00:00 PM,43394.166000000005,7,-0.042
1/7/2019 12:00:00 AM,42115.821,7,-0.042
1/7/2019 1:00:00 AM,41509.086,8,-0.042
1/7/2019 2:00:00 AM,41355.174000000006,8,-0.043
1/7/2019 3:00:00 AM,41303.37500000001,8,-0.042
1/7/2019 4:00:00 AM,42155.435999999994,8,-0.043
1/7/2019 5:00:00 AM,44515.179000000004,8,-0.042
1/7/2019 6:00:00 AM,48303.581999999995,8,-0.042
1/7/2019 7:00:00 AM,51288.937999999995,8,0.021
1/7/2019 8:00:00 AM,52057.408,9,1.3630000000000002
1/7/2019 9:00:00 AM,52042.61699999999,9,4.383
1/7/2019 10:00:00 AM,52112.513999999996,10,6.355
1/7/2019 11:00:00 AM,51784.932,10,6.204
1/7/2019 12:00:00 PM,51397.611999999994,11,6.263
1/7/2019 1:00:00 PM,50907.597,11,5.586
1/7/2019 2:00:00 PM,50325.63900000001,11,4.29
1/7/2019 3:00:00 PM,49731.984000000004,11,2.875
1/7/2019 4:00:00 PM,49738.623000000014,11,0.679
1/7/2019 5:00:00 PM,51447.21799999999,11,-0.040999999999999995
1/7/2019 6:00:00 PM,52016.147,11,-0.040999999999999995
1/7/2019 7:00:00 PM,51405.23999999999,11,-0.042
1/7/2019 8:00:00 PM,50239.12899999999,11,-0.040999999999999995
