Net,Temprature
3607.904502880765,5.8
3609.619438404625,5.7
3573.15836331026,5.8
3538.4203201529076,5.7
3542.905393926578,5.4
3590.3443472559006,5.2
3669.451533701773,5.0
3682.712543494673,4.7
3744.364302599496,4.6
3859.062895184358,4.7
3937.9367764989775,4.6
3969.9531267424386,4.5
3967.5561235310374,4.5
3920.763788442516,4.6
3878.5784253955007,4.7
3858.698855828256,5.0
3875.5403116582174,5.4
3987.037034305128,5.5
4141.517713087753,5.6
4116.605547048075,5.8
4087.276012627725,5.9
4002.026837045764,6.2
3849.898227360785,6.3
3666.6517,6.2
3509.6163806719446,6.2
3385.177676263378,6.2
3312.469778332398,6.2
3285.934531733172,6.1
3314.376455564336,6.2
3419.7322252039,6.3
3603.6270714018824,6.3
3726.3280098909822,6.3
3800.1695948605056,6.3
3886.2633977663154,6.3
3953.8406987687554,6.4
3951.4356134479494,6.3
3913.321955941139,6.3
3866.447224380197,6.3
3810.5841901987023,6.7
3773.4405835889447,7.1
3787.3038827941127,7.4
3876.0730428498086,7.7
4010.934291978564,7.8
3996.2975431305376,8.0
3937.632078677399,8.3
3839.4379564936153,8.5
3707.213331545587,8.6
3535.2514,8.6
3391.2229834804725,8.7
3272.8677681276076,8.8
3181.2050820513973,8.9
3125.5744687532756,8.9
3127.6909813854645,8.6
3188.8949680796695,8.5
3295.547713371762,8.3
3379.4571160670457,8.0
3464.1425881019763,7.9
3533.5185015913703,8.1
3527.4665474641606,8.0
3459.262196779722,8.0
3406.5571256727158,8.1
3301.162105703855,8.2
3146.3332836578998,8.6
2989.478905584974,9.2
2888.739104281511,9.6
2927.9248790199026,9.7
3224.109439123495,10.1
3322.209899181199,10.4
3377.3841448152257,11.4
3402.3680526457556,12.4
3375.7730309928597,12.9
3288.7618000000007,12.3
3206.254842512676,10.6
3145.586293542164,9.6
3103.3587984618,9.1
3087.6846570377047,8.3
3108.010205618303,7.7
3184.3569885793386,7.2
3301.3648266512578,6.9
3388.169890348957,6.4
3458.6595107476,6.3
3456.893347981807,6.1
3377.4677669670195,7.1
3233.3399370261523,7.2
3086.954953337825,5.9
2973.3051733735592,5.5
2857.1110101389695,7.5
2780.013774679545,11.0
2770.531570815265,12.2
2930.5805066501302,13.6
3231.2079671535603,14.2
3439.9214730920075,14.7
3527.4793460337814,15.4
3546.387845742181,15.2
3465.247973312124,14.3
3311.63,13.1
3225.901179411955,11.4
3190.5254209136397,9.9
3209.53387307052,8.7
3272.445679649257,8.1
3408.2055106724406,8.6
3705.4633770864552,8.4
4178.246970290058,7.6
4351.795146929674,6.9
4301.41404444792,6.4
4251.546602047747,5.8
4106.529257242966,5.3
3863.820386299785,4.9
3590.356726644577,4.5
3346.378769706836,4.1
3183.649456237316,4.1
3080.7576522136224,4.8
3117.4515164774134,6.3
3320.447641030161,7.4
3723.736254944368,9.0
3896.0462000952825,10.4
3990.2997385214894,10.9
3966.6339681766226,11.4
3825.8704493509094,11.0
3588.6402,10.4
3416.89094594838,9.6
