Net,Temprature
1350.784677968633,4.6
1333.434943232921,4.6
1323.9084976558597,4.5
1325.951404794231,4.3
1339.6752900747117,3.9
1367.8479525023515,3.4
1410.0961480181988,2.9
1446.2769090284787,2.7
1485.5130529900828,2.7
1534.6218896770429,2.6
1568.2481634548762,2.7
1582.4821965080857,2.7
1567.6507722248602,2.6
1541.0223432560292,2.7
1526.6376173200797,2.6
1516.6555635984853,2.8
1520.0387188777147,3.0
1584.6409823164454,3.3
1602.2685486811524,3.8
1575.5196914387227,4.3
1545.8468550593338,4.5
1499.2023826879397,4.5
1428.9556343686497,4.5
1355.13512,4.4
1310.195920223102,4.5
1272.9581688071487,4.6
1249.8065785534022,4.6
1252.318807742444,4.6
1276.343527587209,4.6
1331.1165383298398,4.4
1407.537211578113,4.2
1474.5853987381213,4.1
1501.8011053739313,4.2
1578.436398349967,4.2
1599.3231731751525,4.2
1604.768868421055,4.3
1596.66535611181,4.2
1579.6741456954787,4.3
1557.5264305914138,4.5
1545.666802376215,4.7
1555.685446014191,5.2
1614.3304483878203,5.4
1603.60185114491,5.6
1611.414576843945,5.8
1573.9850773239805,6.1
1520.1439462097303,6.4
1454.1501235755093,6.5
1371.82731,6.4
1308.999513936442,6.4
1294.4529835415144,6.3
1252.386630528943,6.2
1245.30085054724,6.1
1263.4127904147228,6.1
1278.8615486899853,6.0
1324.501063661068,6.0
1344.2264300770407,5.9
1385.3926063140395,5.9
1461.78880034759,5.9
1478.6561107439845,6.0
1470.531522851932,6.0
1452.1926449476643,6.0
1413.091528699389,5.9
1319.628511554111,6.0
1312.0343678818,6.1
1270.581165995879,6.6
1385.982019792973,7.3
1500.6733887650682,7.5
1523.168531851289,8.5
1549.1914936102849,10.2
1526.952963311919,11.0
1476.2219989591463,11.1
1415.26423,9.4
1388.3719794037872,7.2
1362.879398368883,6.3
1364.8940853708427,5.5
1370.0085354306939,5.2
1387.0160419794151,4.4
1442.987291993001,3.9
1497.2182165305578,3.0
1562.330507760522,2.4
1587.9108798535226,2.0
1530.778535422118,1.4
1521.1239362088743,2.3
1509.5741983386013,1.9
1471.65771245542,2.9
1450.3217783702787,3.3
1430.381931236072,4.1
1411.4465918819822,3.8
1474.530153648354,3.4
1591.6097255314437,4.2
1663.6559605298703,4.7
1728.7787467597964,5.2
1778.6910651239873,5.5
1771.2749296787024,5.2
1721.1578709719802,4.4
1660.3431300000004,3.0
1627.3991628474628,1.6
1634.76011559723,0.8
1626.848872446926,0.0
1678.8336451054995,-0.4
1721.8755316624197,-1.1
1837.1924762841152,-2.2
1991.24008162977,-2.8
2056.805511635675,-2.7
1995.6800713339528,-3.4
1930.7272740931064,-3.5
1843.6561827326193,-4.0
1726.7513940330175,-3.7
1616.0200786548662,-3.3
1544.5020473823947,-3.1
1453.6010694187787,-2.0
1425.1698463258915,0.4
1460.3262471602854,2.4
1507.737791849519,4.4
1718.1871666788236,6.5
1793.45749633793,8.0
1798.546186079193,8.9
1750.53466457573,9.8
1666.628759391343,9.6
1566.0782299999996,7.2
1563.8010285663222,3.7
1550.922230620264,3.4
1559.4834640098668,3.2
1563.313440154152,3.1
1609.571100343573,1.5
1719.4451778130822,1.4
1907.7832234842465,1.4
1919.1298081954535,1.2
1842.8769470424231,1.4
1721.8650906070463,1.2
1599.7539097901397,0.1
1488.117447581095,0.8
1373.683169942705,0.8
1330.96015106617,1.4
1222.73622066885,3.3
1235.1766344333753,5.9
1234.035296539053,9.3
1340.5953380970172,12.2
1476.2032186469153,13.4
1489.081032881344,14.9
1441.6941980370411,15.8
1439.964434494428,16.0
1341.0051291650393,13.7
1322.0312400000003,11.0
1315.67864174741,10.1
1321.119167974008,8.3
1327.642723139979,7.0
1338.5713163173189,6.0
1380.7814057595604,5.2
1485.7937594739228,4.5
1618.7231216621756,4.5
1650.036847316856,4.4
1611.3440788166988,2.2
1566.1608245022821,2.3
1509.172286048003,2.0
1486.6013399574804,2.7
1434.338861220421,2.2
1466.7946648786549,2.3
1448.4238796296625,3.1
1474.2222777153836,5.6
1536.9798538556531,7.5
1692.0630724199295,9.1
1863.5098997794312,9.8
1917.07042675293,9.8
1932.1942084256127,8.3
1936.5689739129236,7.5
1880.5616520623128,6.5
1811.886,4.6
1795.960737670407,3.0
1796.8870288260723,1.6
1832.1389767106505,0.2
1806.7974366944125,-1.3
1846.6878947667524,-2.4
1960.3192960972128,-3.5
2139.2452444590785,-4.1
2176.676660544622,-4.7
2125.1269140480176,-5.2
2038.3148330454528,-5.7
1968.9320801741624,-6.1
1863.9811921047065,-6.6
1760.5216175935236,-7.0
1700.302501747307,-7.2
1602.3807581398787,-5.2
1647.3818542552283,-3.4
1689.535739551792,-1.7
1810.8243188796905,0.0
1925.1850947627963,1.7
1949.242721508164,3.0
1918.0568508254685,3.8
1860.2955177928625,4.2
1755.312697123116,4.1
1657.17252,3.6
1608.355646602894,3.0
1555.4070961610964,2.2
1569.76522523723,1.7
1589.1966099832362,1.5
1604.8981120633157,1.1
1706.660702445882,0.7
1838.4213227274113,-0.2
1883.0289726193769,0.5
1878.66130993581,0.9
1875.7460669034276,1.1
1861.6484023409787,1.2
1809.1615140590927,1.3
1765.9196145964604,0.5
1800.79492283922,0.0
1806.8101361521376,0.2
1800.337961420278,0.4
1831.912318044778,0.8
1870.9142047268776,1.3
1891.4471698168277,1.6
1862.3752456020657,2.0
1841.8781278563256,2.6
1797.6853824609204,2.6
1717.8100303644537,2.7
1641.70802,2.4
1589.9099100405308,2.1
1595.5153343403124,2.4
1568.4328956808538,2.5
1585.390132063376,2.9
1594.407005724569,2.7
1567.7239282717871,2.3
1619.079778525566,2.1
1666.0452028287548,1.9
1704.3489124256123,1.7
1726.6438669107472,1.6
1721.9329093161227,1.5
1689.877084323673,1.4
1641.44535650591,1.3
1607.339046983466,1.3
1583.057289203856,1.6
1601.3661516448597,2.5
1626.3249765084383,3.0
1694.4975873202611,3.5
1735.911142680617,3.9
1735.852762991082,4.1
1701.812287819753,3.0
1656.9456672040271,2.7
1582.3768683304602,2.1
1512.10359,1.3
1469.394136854496,1.3
1439.524528944683,1.3
1434.0175894114495,1.4
1442.6303695364852,1.5
1460.4421145797317,1.6
1497.367929765758,1.7
1547.2243865939524,1.8
1615.6882422783547,1.6
1672.1444434768507,1.0
1682.2784294012263,1.1
1655.2239551182724,1.0
1630.0614638608297,1.0
1593.847300942212,0.9
1551.907801318295,1.0
1505.217098624346,1.1
1484.101609683513,1.7
1493.8230701292723,2.6
1544.833186376847,3.6
1590.902552987994,4.4
1584.1495740914697,5.0
1547.53659728879,5.3
1480.7378068533365,5.6
1386.807475819805,5.9
1297.4207000000001,5.8
1245.218429865742,5.8
1228.6472372972353,5.8
1227.4736306954592,5.9
1233.9529626297779,5.8
1269.506081483548,5.8
1381.090728257822,5.7
1561.64896768088,5.8
1621.6499868944884,5.8
1598.2290572450759,5.9
1598.1743147486682,5.9
1609.8513396838262,5.9
1621.7511053377812,5.8
1616.1958694794919,5.6
1647.1202857218361,5.1
1614.5364297897722,5.3
1638.706569761294,5.8
1673.3410831035899,6.3
1735.4090279158668,6.4
1807.4179054799629,6.4
1776.4270911745284,6.3
1741.8144711168773,6.5
1678.0503110105753,6.8
1576.362131174966,6.7
1495.24826,6.4
1443.2315472891871,6.0
1417.7245933434062,5.3
1424.818235338998,5.1
1429.2688601364698,4.9
1486.870683775906,4.8
1600.9832074011547,4.2
1756.9603039752244,3.7
1803.625270425182,3.2
1786.4691914721277,3.0
1747.7932918140502,3.0
1769.1091492340945,2.9
1748.8941917638278,2.8
1712.8990100820004,2.8
1697.5708899179,2.8
1661.5365208811436,2.9
1658.126788190767,3.3
1699.8319558887613,3.8
1782.437628353833,4.2
1852.047228668042,4.8
1826.876120119514,5.0
1777.0346581563,5.0
1725.601398598886,5.3
1611.9986065345,5.5
1526.10244,5.3
1477.9124981948453,5.0
1481.046380594486,4.8
1482.676275597166,4.7
1501.241210650592,4.5
1547.5881420876387,4.2
1676.8605436144453,3.9
1853.3411654763563,3.8
1897.452434908755,3.9
1784.3358942714372,3.9
1768.845925272983,3.7
1737.8213053275836,2.8
1724.4497468795257,2.3
1670.026774499929,1.8
1621.9702696872023,1.6
1574.312637705369,1.8
1577.757056924718,2.5
1626.8256726485788,3.2
1730.968428984079,3.9
1792.736462404422,5.0
1782.3841605137945,5.9
1770.665479648023,6.5
1698.3506708243651,6.5
1583.920128674858,6.2
1481.64385,5.9
1432.3789972854402,5.7
1406.029323315848,5.4
1407.846808759949,5.4
1412.868451309174,5.4
1454.01899941725,5.3
