Net,Temprature
6731.301663234526,1.3
6602.935629169919,0.8
6530.663272833682,0.6
6503.367925032924,0.8
6603.22787232566,0.9
6831.09455456147,0.7
7005.667570017158,0.3
7106.925301039428,0.0
7190.772304819125,0.0
7439.083856236339,-0.1
7660.510132649951,-0.4
7819.212244207281,-0.5
7845.8812850453,-0.4
7789.898038047869,-0.3
7657.86392390272,-0.3
7527.252626301768,-0.1
7529.644350274048,0.2
7793.170981005568,0.5
7988.466746419424,0.9
7875.49028062257,1.3
7730.627721370471,1.8
7484.477640766045,1.9
7102.441008767375,2.0
6704.87154,2.0
6372.13869774556,2.0
6161.603823358368,2.1
6084.061093506984,2.1
6085.058530515038,2.1
6212.516205729946,1.8
6532.240788261619,1.4
6926.068975058,1.3
7218.827039591768,1.5
7345.074515537186,1.6
7496.117622200738,1.7
7556.129517993494,1.8
7562.594260253186,1.8
7492.008286629581,1.6
7451.256899912918,1.4
7408.696532446461,1.7
7417.413316427345,2.0
7460.646445104381,2.5
7756.902327930137,2.8
7940.887304034239,3.3
7816.059192379931,3.3
7684.576894582329,2.7
7461.5872835884,2.7
7169.501161641906,2.5
6727.41053,2.2
6331.8271243708305,2.1
6140.793200725632,2.2
5993.711879720405,2.2
5923.126343239076,2.3
5990.526126656749,2.4
6144.823010442581,2.4
6426.0357240183,2.4
6681.655688756725,2.5
6886.644081190886,2.5
7056.687405765826,2.5
6866.16547441616,2.5
6459.742351065449,2.4
6003.09699830244,2.6
5575.33703691435,2.6
5300.184278041176,2.9
5140.252369745444,3.4
5093.863279786844,4.4
5374.29668489285,7.0
5977.604214109686,10.2
6129.87986160052,12.5
6172.13956644074,13.4
6164.102074526134,14.8
6053.86379141671,15.6
5865.19771,13.8
5699.63055220749,11.8
5627.490148447792,11.2
5626.106600156127,10.0
5685.19502194176,9.9
5801.254241120926,9.2
6016.107504274325,9.3
6304.381569582795,8.5
6557.888802031981,7.6
6657.17184641842,7.1
6608.6782855771635,5.6
6430.594398288456,4.5
6218.8076582738795,3.7
6016.107145014101,3.0
5840.209554973512,2.6
5716.202211104639,3.3
5709.731415741814,5.0
5865.815504288907,5.2
6418.835633702831,5.7
7116.435322539955,5.8
7465.721728008701,6.6
7553.262885353472,7.0
7453.193017972976,6.8
7186.424193059588,5.9
6887.3302,4.4
6770.484778405071,2.3
6761.6177933939025,1.3
6857.125544292388,0.8
7054.905826614865,-0.3
7401.677876632125,-1.0
8074.302629973841,-1.1
8932.820929193444,-1.4
9207.169709004076,-2.1
8977.926436558922,-2.3
8596.0358002182,-2.5
8066.309682456231,-2.8
7530.211631694466,-3.1
7021.836575829824,-3.3
6599.611548852289,-3.5
6253.657727888469,-2.2
6044.675473358175,-0.2
6080.3373813385715,1.5
6587.114058418728,3.7
7458.19540866161,6.2
7685.220323166682,7.9
7663.062675332911,9.6
7463.4219896797185,10.5
7058.0308178158875,9.7
6688.205300000001,8.0
6439.604153302078,5.9
6328.307513758837,5.1
6354.726926884949,4.7
6453.1181257922735,4.5
6652.515673478602,4.2
7227.794491551629,4.5
7975.63356278025,4.2
8092.623878387974,3.5
7629.290680822069,3.2
7061.876449527469,4.5
6625.610964008465,5.1
6236.730482407579,5.4
5874.911575581551,6.0
5603.757460854369,5.1
5447.980375891531,5.7
5362.891232182915,9.6
5380.284975153732,12.1
5658.827897644825,14.5
6248.95380103684,15.9
6361.299974737348,17.8
6355.479348571431,19.0
6159.148010757254,19.7
5765.941394377528,19.4
5365.166469999999,17.3
5096.917670900488,14.3
5017.604165652352,12.7
5042.340746280712,12.3
5142.858869525952,12.5
5373.253834381048,11.5
5929.881480714293,10.9
6815.830277711029,9.8
7023.57522279604,8.9
6823.699111249148,7.1
6730.192703490101,6.5
6672.195369542833,5.7
6561.578125471435,4.9
6485.796192555912,4.2
6455.552191430024,3.7
6414.959426963856,5.0
6492.279994156113,5.9
6761.44640753913,6.8
7451.58084761977,6.6
8330.239683041027,6.9
8565.019352488544,7.5
8669.871042271901,7.5
8549.688348483036,6.6
8191.631333224712,5.0
7863.81674,3.2
7733.42896538727,1.8
7752.625903458398,0.7
7812.730197520836,-0.3
7987.8373911221315,-1.2
8279.105521146668,-2.1
8879.265747814665,-3.0
9718.406566598222,-3.7
9888.375729457095,-4.4
9517.2673595202,-5.1
9278.282214893094,-5.8
9040.364677814177,-6.6
8806.080725246775,-7.2
8540.911567260498,-7.6
8317.561906744457,-7.7
8089.797466065275,-6.5
7984.650008406944,-5.2
8158.742009978601,-4.3
8581.446764801769,-3.6
9118.51015507184,-3.4
9078.278102244449,-3.0
8965.070468559556,-1.7
8563.975388354585,-0.8
7906.305980991089,-0.3
7319.1918,-0.1
6995.804423779371,-0.9
6789.325217558677,-0.9
6679.983221878449,-0.3
6673.092877566884,0.0
6819.418741789297,0.1
7270.899292881698,0.4
8023.063461830601,0.5
8288.334226013589,0.8
8161.2681495251645,1.2
8251.882573381788,1.7
8360.82963024913,1.6
8404.324146773582,1.4
8407.10809312317,1.2
8405.777613268869,1.1
8393.810837869885,1.4
8457.012218965827,1.1
8659.434257570458,1.1
9050.376160228088,1.1
9309.727591823863,0.6
9163.142675392111,0.5
9003.555318393685,0.8
8686.636332493994,1.0
8265.364856472732,0.9
7876.76032,0.4
7535.249707882413,0.1
7352.481532903456,0.1
7282.347936719049,0.1
7324.9410330131905,0.2
7426.938308290924,0.3
7652.603381893295,0.4
7937.092691838342,0.5
8230.889544886066,0.5
8490.818168143562,0.1
8798.504703940675,0.0
8994.670495479608,-0.1
9015.174605370408,-0.8
8943.190408112205,-1.3
8745.145653989928,-2.0
8575.45872622628,-1.9
8504.578470437731,-1.7
8553.893500244189,-1.6
8791.42639810965,-1.4
8961.713435839465,-1.2
8861.349601602144,-0.8
8676.230638281806,-0.6
8421.944892816622,-0.2
8017.823221284019,0.0
7585.631219999998,-0.2
7313.067613006455,-0.4
7178.66804193924,-0.4
7041.256811816939,-0.3
6962.376850586137,-0.2
6952.509496360324,-0.1
7017.7393160867605,0.0
7287.242253732887,0.0
7492.683144584531,0.1
7608.202798011378,0.2
7674.220199225235,0.3
7558.751504150323,0.4
7314.867709366099,0.6
7006.51535399636,0.7
6688.534542668414,0.8
6388.474581531407,1.3
6212.821467180042,2.2
6208.540645857374,3.4
6525.516921517608,4.7
7100.836698995336,5.7
7171.440143359422,7.1
7078.508282365082,8.0
6814.365384744619,9.4
6358.041799682622,10.7
5924.84483,8.7
5644.616127778991,6.6
5577.401105395219,6.5
5626.9334101215345,6.8
5744.455209712254,6.9
6029.490045757439,6.9
6669.647477814778,6.7
7519.509166532157,6.4
7769.658109527882,6.1
7428.086523104689,5.8
7115.616906100523,5.5
6983.9886608159,5.0
6925.8778055357325,4.4
6890.581972140742,3.6
6932.682979156085,4.2
7005.406792132078,5.5
7138.96831413048,5.5
7387.5437907110445,5.3
7865.1831795188,4.9
8327.060369182977,4.5
8301.466180679174,4.4
8156.542374475402,3.9
7823.907905453327,3.4
7277.471594182787,3.4
6769.14584,3.3
6493.360845212531,3.4
6400.2255309202,3.6
6413.459120629814,3.8
6563.819137963648,3.5
6889.520133611085,2.2
7541.19767162633,1.6
8349.949405758589,1.1
8584.32301276584,0.6
8353.51007121951,0.3
8288.483165291913,0.2
8234.640943920753,-0.1
8080.772345309019,-0.3
7860.376829724722,-0.6
7702.83376857401,-0.6
7560.440278605039,-0.2
7540.898355190264,0.1
7690.649780556561,0.6
8109.051678151199,1.2
8607.821753061411,1.7
8554.343591874456,1.8
8397.39335186063,2.3
8013.408743065251,2.7
7441.942827676482,2.8
6917.47821,2.6
6602.374460894555,2.3
6482.118569023465,2.2
6450.32992198093,2.1
6529.257933442235,2.1
6729.37569623207,2.1
7303.3905157718755,1.9
8094.848217105078,1.7
8317.695677603488,1.6
8085.036246338882,1.4
8038.526654855747,1.3
8036.786144598192,1.1
7992.190840804307,1.0
7922.719740414141,0.9
7837.0083339975745,0.9
7825.159156024125,1.0
7889.3333833999,1.2
8051.512276417348,1.8
8414.193079345368,2.2
8734.901469685381,2.3
8668.295638405449,2.5
8474.433665999457,2.7
8075.246452207245,2.8
7462.726948403049,2.8
6926.86003,2.6
6647.226360662532,2.4
6496.386817873792,2.3
6444.626915388689,2.1
6501.73249724486,2.0
6686.235696889142,1.9
7260.948346396387,1.7
8103.951484029159,1.6
8279.593795919027,1.4
7936.8172587590625,1.3
7635.45966816449,1.2
7169.090256963676,1.2
6725.419479063516,1.4
6331.8338460818795,1.7
6048.214698705525,1.8
5821.826992679282,2.2
5717.5646800012355,4.3
5792.032156569458,6.8
6132.687281642011,9.1
6803.116119630841,10.4
6978.794194307031,11.7
7052.774648153294,12.5
6940.112160609927,12.7
6598.357361608218,12.0
6255.818509999998,10.6
6104.30499678213,9.1
6111.909727094978,8.7
6205.187533612538,8.4
