Sample ID,Hour,y,Zone,mu,sigma,sym_crps,sym_ord_dmu,sym_ord_dlogsigma,sym_nat_dmu,sym_nat_dlogsigma,sym_m11,sym_m12,sym_m22,num_crps,num_ord_dmu,num_ord_dlogsigma,num_nat_dmu,num_nat_dlogsigma,num_m11,num_m12,num_m22,err_crps,err_ord_dmu,err_ord_dlogsigma,err_nat_dmu,err_nat_dlogsigma,err_m11,err_m12,err_m22,err_crps%,err_ord_dmu%,err_ord_dlogsigma%,err_nat_dmu%,err_nat_dlogsigma%,err_m11%,err_m12%,err_m22%
10,10,132.16033861199998,data/S1/S1.csv,290.3349886974548,101.75195201651897,106.02828994687555,0.8799377095101744,-33.15554935189283,0.004879038485629397,-951.686799916283,0.0055447543989737185,0,28.703695716685562,106.02828994510878,0.8799377297918909,-33.15554945833054,0.00487903859806812,-951.6868029718424,0.005544754398976059,6.17481397918814e-16,28.70369571669774,1.7667645124674891e-09,2.028171652845856e-08,1.064377102011349e-07,1.1243872239524721e-10,3.055559432141308e-06,2.3401419690927128e-15,6.17481397918814e-16,1.2178702490928117e-11,1.666314257593619e-09,2.3049036663911777e-06,3.210253254182876e-07,2.304526244800518e-06,3.210677538461284e-07,4.220460999184835e-11,inf,4.242903983910543e-11
11,11,324.736774438,data/S1/S1.csv,246.12909582412877,110.32037296092884,47.22701320384226,-0.5238695493164309,6.046844035582693,-0.0026791220418268926,188.1826398191541,0.0051141014882860325,0,31.120802638829797,47.2270132023936,-0.5238695521825321,6.0468485840797275,-0.002679122056481157,188.1827813721095,0.005114101488288178,7.263157906169344e-16,31.120802638842513,1.4486616350950499e-09,2.8661011342023812e-09,4.548497034129184e-06,1.4654264347130352e-11,0.0001415529553980832,2.1458529397833104e-15,7.263157906169344e-16,1.2715162256426993e-11,3.0674428400591522e-09,5.47102067287973e-07,7.522100797314308e-05,5.469800971491994e-07,7.522104883538534e-05,4.1959529835268936e-11,inf,4.085743675698818e-11
12,12,333.57280666900004,data/S1/S1.csv,213.58380513559726,116.2964821594966,72.61072341529446,-0.6978111796055755,-11.118943284424532,-0.0033852941336324806,-364.77507965832586,0.004851303952375704,0,32.80663191881773,72.610723413517,-0.6978111741773318,-11.118944181916271,-0.003385294107379157,-364.77510910214215,0.0048513039523777135,7.134981669865082e-15,32.80663191882988,1.7774652860680362e-09,5.428243632366048e-09,8.974917395931925e-07,2.6253323733710365e-11,2.944381628822157e-05,2.009677146919131e-15,7.134981669865082e-15,1.2150280781497713e-11,2.447937718375131e-09,7.77895767653688e-07,8.071735925215152e-06,7.755108624945415e-07,8.071772971936769e-06,4.142550470240034e-11,inf,3.703605055088989e-11
13,13,275.488457499,data/S1/S1.csv,197.87456562782467,118.02109901721121,47.24005634123898,-0.4892223259260322,9.269607635851031,-0.0023386847150628654,308.6143202212462,0.004780412894354421,0,33.29313735218445,47.240056339738466,-0.48922232309678293,9.269609832220087,-0.002338684701428256,308.61439334537016,0.004780412894356375,1.1929902480086888e-14,33.29313735219603,1.500517043950822e-09,2.8292492793013935e-09,2.196369056406411e-06,1.3634609500462469e-11,7.312412395776846e-05,1.954165995687873e-15,1.1929902480086888e-14,1.1574741165532032e-11,3.1763659067462222e-09,5.783156510582391e-07,2.3694304469929866e-05,5.830033186023522e-07,2.3694339233949234e-05,4.0878602724791976e-11,inf,3.476614727861501e-11
14,14,170.254652503,data/S1/S1.csv,189.50774583344932,123.65003359993901,30.089941914150288,0.1237354950996058,27.707650878708225,0.000564579526732587,966.4714148628865,0.004562793612924943,0,34.88103048120783,30.089941912884374,0.12373550006827827,27.707650818139648,0.0005645795499077328,966.471412750504,0.0045627936129267735,1.8186036841564693e-14,34.881030481219085,1.2659135961712309e-09,4.96867247345989e-09,6.056857770886381e-08,2.3175145830167665e-11,2.1123825035829213e-06,1.8301332671555315e-15,1.8186036841564693e-14,1.1254996934439987e-11,4.207098836491653e-09,4.0155595364613525e-06,2.185987472341344e-07,4.104850553878581e-06,2.185664750242619e-07,4.010992875003914e-11,inf,3.2266813162253394e-11
15,15,479.1047527779999,data/S1/S1.csv,196.5085515122,123.98839537427442,213.6080442807637,-0.9773457076849004,-62.586140034424076,-0.0044472570689896955,-2189.0429112085067,0.004550341843240086,0,34.97648057548322,213.60804427828745,-0.9773457634310034,-62.58615102579794,-0.004447257323637806,-2189.0432956488057,0.004550341843241923,1.5698201709501887e-14,34.976480575494804,2.476241434123949e-09,5.5746103067022545e-08,1.0991373862623277e-05,2.5464811075764926e-10,0.000384440299058042,1.8370721610594387e-15,1.5698201709501887e-14,1.1581846592889633e-11,1.159245403168997e-09,5.70382645861021e-06,1.756199352856355e-05,5.725958873240914e-06,1.75620266322602e-05,4.0372179153717063e-11,inf,3.311324181944119e-11
16,16,288.905859438,data/S1/S1.csv,182.7455610426685,94.7523980304811,65.18983942219946,-0.7374553587719976,-13.098641518272073,-0.004391072314779726,-350.11565862880724,0.005954356779089232,0,26.72915799248419,65.18983942069467,-0.7374553518957327,-13.09864517273568,-0.004391072273914528,-350.11575630967553,0.005954356779091709,5.856355341218882e-15,26.729157992494358,1.5047874057927402e-09,6.876264890820494e-09,3.6544636063950975e-06,4.086519751062001e-11,9.768086829353706e-05,2.476317761956892e-15,5.856355341218882e-15,1.0167866548727034e-11,2.3083158650645588e-09,9.324313409656108e-07,2.7899561960660343e-05,9.306427811055072e-07,2.7899599999638506e-05,4.1588333615703574e-11,inf,3.804035484988369e-11
17,17,109.811933332,data/S1/S1.csv,194.2510830196904,79.9436236559392,51.290417520315174,0.7091385437778888,-8.588638127056782,0.005004634033273345,-193.68821755096823,0.0070573431344057086,0,22.55167986887145,51.29041751912942,0.7091385541002637,-8.588637311542428,0.005004634106115752,-193.68819915982996,0.00705734313440868,9.597129875913239e-16,22.55167986888081,1.1857537174364552e-09,1.0322374954796487e-08,8.155143547128318e-07,7.284240658572694e-11,1.8391138269180374e-05,2.9715813143482706e-15,9.597129875913239e-16,9.36140054363932e-12,2.31184259119513e-09,1.455621760425645e-06,9.495269711547368e-06,1.4554991654021788e-06,9.495228208365758e-06,4.210623258292945e-11,inf,4.1510879003568397e-11
18,18,175.821718889,data/S1/S1.csv,237.52286178605206,76.82605214138326,36.72517832429837,0.5780991640192764,1.0557991964786595,0.004245402666235053,22.88152215586907,0.007343727392232472,0,21.672229181632616,36.72517832328975,0.5780991543247183,1.0557979385177245,0.004245402595043689,22.881494893061088,0.007343727392235581,9.764656576342567e-16,21.672229181641804,1.0086225188388198e-09,9.694558156247979e-09,1.2579609349749887e-06,7.119136356814604e-11,2.7262807982708637e-05,3.1094918306884267e-15,9.764656576342567e-16,9.187317573378095e-12,2.7464060485486816e-09,1.6769714885670927e-06,0.00011914774506085877,1.6769048583860391e-06,0.00011914770266153721,4.2342146768374944e-11,inf,4.23921207937595e-11
19,19,367.7758108320001,data/S1/S1.csv,279.8333320434575,71.36163767391247,55.17114647224447,-0.7821814449815219,-13.615828661834609,-0.006183975565687329,-274.0967927315896,0.007906062724146337,0,20.130746320265278,55.17114647103902,-0.7821814236308455,-13.615826655155674,-0.006183975396896205,-274.0967523357603,0.007906062724149693,4.433375077409799e-16,20.130746320273747,1.2054499620717252e-09,2.1350676338016683e-08,2.006678935018158e-06,1.6879112430673304e-10,4.039582927362062e-05,3.3566899260151217e-15,4.433375077409799e-16,8.469669410260394e-12,2.184928244473157e-09,2.7296321684696915e-06,1.4737839208001434e-05,2.7294920963675e-06,1.473779713766239e-05,4.245716285254444e-11,inf,4.207330058962654e-11
20,20,425.937143054,data/S1/S1.csv,296.67013445744385,64.04522101585061,94.1685585820065,-0.956447349385571,-29.468529153171446,-0.008425572168790708,-532.4027087257318,0.008809237826006167,0,18.066823286578384,94.16855858071759,-0.9564473373302462,-29.46858672277967,-0.008425572062563298,-532.4037488258951,0.008809237826009918,-1.1122585059504665e-15,18.066823286586015,1.2889103118141065e-09,1.2055324738469153e-08,5.7569608223673185e-05,1.0622741054844287e-10,0.001040100163322677,3.750472155061857e-15,1.1122585059504665e-15,7.631228982063476e-12,1.3687268141538576e-09,1.2604274293000639e-06,0.00019535962560071466,1.2607738491864262e-06,0.00019535966783716842,4.257430925510844e-11,inf,4.223890863942097e-11
21,21,305.88509500600003,data/S1/S1.csv,302.7913829780082,55.193939119570665,12.96770790435499,-0.044699348622679214,12.829420991877605,-0.0004569144236951779,199.7530939390256,0.010221948144079937,0,15.569922763115395,12.967707903792363,-0.04469933756467981,12.829421004788623,-0.0004569143106689347,199.75309414013387,0.010221948144084234,-6.127488474604036e-16,15.569922763121998,5.626272781000807e-10,1.1057999405039709e-08,1.2911018032468746e-08,1.1302624320416038e-10,2.0110826426389394e-07,4.296910049994551e-15,6.127488474604036e-16,6.602718372050731e-12,4.33867945090845e-09,2.4738614198572874e-05,1.006360149896305e-07,2.4736851660337114e-05,1.0067842269581167e-07,4.203611669154393e-11,inf,4.2406879420701694e-11
22,22,314.697718888,data/S1/S1.csv,303.9775930371923,48.230959075533036,12.218008396124555,-0.17589356109645315,10.33240728482385,-0.0020575438864553204,140.57965815343636,0.011697664619610741,0,13.605702357466932,12.218008395610294,-0.17589355216784952,10.332407425058125,-0.0020575437820048803,140.57966006148155,0.011697664619615649,7.25109807936947e-16,13.605702357472678,5.142606340768907e-10,8.928603634217325e-09,1.402342757472752e-07,1.0445044005061299e-10,1.9080451920672203e-06,4.907532713538387e-15,7.25109807936947e-16,5.74651437545981e-12,4.209038146020669e-09,5.07614012619895e-06,1.3572275257988534e-06,5.076462316950007e-06,1.3572697623042126e-06,4.195309810225773e-11,inf,4.223607296764119e-11
23,23,303.0353650009999,data/S1/S1.csv,284.370637671195,42.15575530122086,13.095598051836877,-0.3420580035501124,6.711178684596603,-0.00457791732571628,79.80879340415193,0.013383453327223793,0,11.891919013768458,13.095598051340346,-0.3420579943735902,6.711178641201427,-0.004577917202901405,79.80879288813358,0.013383453327229435,4.839456311196879e-16,11.891919013773459,4.965308164628368e-10,9.17652220877585e-09,4.339517545304261e-08,1.228148754570113e-10,5.160183462749046e-07,5.641320743876577e-15,4.839456311196879e-16,5.000444502911705e-12,3.791585649600708e-09,2.6827386330784878e-06,6.466103421242913e-07,2.6827674402747144e-06,6.465682843515581e-07,4.215145826676401e-11,inf,4.204909650933708e-11
24,0,38.567794443,data/S2/S2.csv,34.5842986133726,6.53161210738748,2.466655726206452,-0.4580583163921046,0.6419823331323581,-0.03956630101679685,1.1828741204387212,0.08637830512158526,0,1.8425337573812128,2.466655726123235,-0.4580582650959286,0.6419825022121242,-0.03956629658593723,1.1828744319743987,0.08637830512162165,-7.040806521817749e-16,1.8425337573819924,8.321698885538353e-11,5.129617597354752e-08,1.6907976607694053e-07,4.430859616710858e-09,3.1153567747743693e-07,3.6387559632089506e-14,7.040806521817749e-16,7.795986078917849e-13,3.373676673694775e-09,1.1198612521126512e-05,2.633713691963564e-05,1.1198569244139986e-05,2.6337179256393754e-05,4.212580876745698e-11,inf,4.2311225222805463e-11
25,1,32.929438054,data/S2/S2.csv,33.0926957391776,6.320867538351864,1.478837113781205,0.020605764029649087,1.4754730644444085,0.0018392344652111417,2.6308921363437983,0.08925825135941166,0,1.783083812061635,1.4788371137173493,0.02060582704466185,1.4754731745417635,0.001839240089820393,2.630892332657721,0.08925825135944943,-9.32261755913367e-16,1.7830838120623882,6.385580952894543e-11,6.301501276340105e-08,1.1009735501055218e-07,5.624609251226806e-09,1.9631392289554128e-07,3.7761460625063137e-14,9.32261755913367e-16,7.531752999057062e-13,4.3179745040124095e-09,0.0003058125516371556,7.461834286484213e-06,0.00030581251915487066,7.461876531675773e-06,4.230584853495615e-11,inf,4.224003912832739e-11
26,2,18.703590833,data/S2/S2.csv,31.098963432642858,6.865505566480262,8.715268075988769,0.9289967449298908,-2.799992721272604,0.0763425623304712,-5.42281132007482,0.08217742715151558,0,1.936723363198651,8.715268075865888,0.9289967568548718,-2.7999926753294533,0.0763425633104695,-5.422811231097949,0.08217742715155041,-6.003656815036057e-16,1.9367233631994727,1.2288126072235173e-10,1.1924981002664481e-08,4.594315061723364e-08,9.799983047287242e-10,8.897687120423825e-08,3.4833247397614286e-14,6.003656815036057e-16,8.217870828275409e-13,1.40995388381568e-09,1.2836407735276222e-06,1.6408310731733747e-06,1.2836853713221123e-06,1.6407886233262972e-06,4.238785345930834e-11,inf,4.2431825754933575e-11
