time,month,day,hour,day_of_week,demand,temperature
2019-01-01 00:00:00,1,1,0,1,37595.422,1.0
2019-01-01 01:00:00,1,1,1,1,36246.62999999999,1.0
2019-01-01 02:00:00,1,1,2,1,35429.915,1.0
2019-01-01 03:00:00,1,1,3,1,35011.603,0.0
2019-01-01 04:00:00,1,1,4,1,35128.845,0.0
2019-01-01 05:00:00,1,1,5,1,35794.595,0.0
2019-01-01 06:00:00,1,1,6,1,36643.105,0.0
2019-01-01 07:00:00,1,1,7,1,37902.846999999994,0.0
2019-01-01 08:00:00,1,1,8,1,38653.123,0.0
2019-01-01 09:00:00,1,1,9,1,39796.563,0.0
2019-01-01 10:00:00,1,1,10,1,41133.628,0.0
2019-01-01 11:00:00,1,1,11,1,42208.117999999995,0.0
2019-01-01 12:00:00,1,1,12,1,42845.083,0.0
2019-01-01 13:00:00,1,1,13,1,42915.41,0.0
2019-01-01 14:00:00,1,1,14,1,43147.318999999996,0.0
2019-01-01 15:00:00,1,1,15,1,43422.309,0.0
2019-01-01 16:00:00,1,1,16,1,44271.001000000004,0.0
2019-01-01 17:00:00,1,1,17,1,46270.26499999999,0.0
2019-01-01 18:00:00,1,1,18,1,46891.075000000004,0.0
2019-01-01 19:00:00,1,1,19,1,46571.456,0.0
2019-01-01 20:00:00,1,1,20,1,46003.948000000004,-1.0
2019-01-01 21:00:00,1,1,21,1,45067.939,-1.0
2019-01-01 22:00:00,1,1,22,1,43484.044,-1.0
2019-01-01 23:00:00,1,1,23,1,41529.128000000004,-1.0
2019-01-02 00:00:00,1,2,0,2,40295.727000000006,-1.0
2019-01-02 01:00:00,1,2,1,2,39585.02599999999,-2.0
2019-01-02 02:00:00,1,2,2,2,39220.15700000001,-2.0
2019-01-02 03:00:00,1,2,3,2,39242.431000000004,-2.0
2019-01-02 04:00:00,1,2,4,2,40122.348999999995,-2.0
2019-01-02 05:00:00,1,2,5,2,42198.236000000004,-2.0
2019-01-02 06:00:00,1,2,6,2,45634.585,-3.0
2019-01-02 07:00:00,1,2,7,2,48793.627,-3.0
2019-01-02 08:00:00,1,2,8,2,50172.92,-3.0
2019-01-02 09:00:00,1,2,9,2,50685.962,-3.0
2019-01-02 10:00:00,1,2,10,2,51361.279,-3.0
2019-01-02 11:00:00,1,2,11,2,51600.156,-3.0
2019-01-02 12:00:00,1,2,12,2,51489.865000000005,-3.0
2019-01-02 13:00:00,1,2,13,2,51558.755000000005,-3.0
2019-01-02 14:00:00,1,2,14,2,51418.541999999994,-3.0
2019-01-02 15:00:00,1,2,15,2,51071.062999999995,-3.0
2019-01-02 16:00:00,1,2,16,2,51621.505000000005,-3.0
2019-01-02 17:00:00,1,2,17,2,53532.009,-4.0
2019-01-02 18:00:00,1,2,18,2,53899.10499999999,-4.0
2019-01-02 19:00:00,1,2,19,2,53226.171,-4.0
2019-01-02 20:00:00,1,2,20,2,52359.248,-4.0
2019-01-02 21:00:00,1,2,21,2,50725.344,-4.0
2019-01-02 22:00:00,1,2,22,2,48534.75100000001,-4.0
2019-01-02 23:00:00,1,2,23,2,45940.653,-5.0
2019-01-03 00:00:00,1,3,0,3,43966.273,-5.0
2019-01-03 01:00:00,1,3,1,3,42912.067,-5.0
2019-01-03 02:00:00,1,3,2,3,42445.674999999996,-6.0
2019-01-03 03:00:00,1,3,3,3,42352.035,-6.0
