time,month,day,hour,day_of_week,demand,temperature
2017-01-01 00:00:00+00:00,1,1,0,6,2961.0,-7.233
2017-01-01 01:00:00+00:00,1,1,1,6,2871.0,-7.338
2017-01-01 02:00:00+00:00,1,1,2,6,2834.0,-7.512
2017-01-01 03:00:00+00:00,1,1,3,6,2832.0,-7.792
2017-01-01 04:00:00+00:00,1,1,4,6,2840.0,-8.081
2017-01-01 05:00:00+00:00,1,1,5,6,2854.0,-8.267
2017-01-01 06:00:00+00:00,1,1,6,6,2867.0,-8.445
2017-01-01 07:00:00+00:00,1,1,7,6,2932.0,-8.023
2017-01-01 08:00:00+00:00,1,1,8,6,3135.0,-6.658
2017-01-01 09:00:00+00:00,1,1,9,6,3200.0,-5.024
2017-01-01 10:00:00+00:00,1,1,10,6,3284.0,-3.744
2017-01-01 11:00:00+00:00,1,1,11,6,3254.0,-2.876
2017-01-01 12:00:00+00:00,1,1,12,6,3218.0,-2.658
2017-01-01 13:00:00+00:00,1,1,13,6,3155.0,-3.345
2017-01-01 14:00:00+00:00,1,1,14,6,3181.0,-5.658
2017-01-01 15:00:00+00:00,1,1,15,6,3370.0,-7.495
2017-01-01 16:00:00+00:00,1,1,16,6,3430.0,-8.208
2017-01-01 17:00:00+00:00,1,1,17,6,3439.0,-8.602
2017-01-01 18:00:00+00:00,1,1,18,6,3389.0,-8.838
2017-01-01 19:00:00+00:00,1,1,19,6,3411.0,-8.909
2017-01-01 20:00:00+00:00,1,1,20,6,3313.0,-9.165
2017-01-01 21:00:00+00:00,1,1,21,6,3173.0,-9.411
2017-01-01 22:00:00+00:00,1,1,22,6,3026.0,-9.575
2017-01-01 23:00:00+00:00,1,1,23,6,3003.0,-9.642
2017-01-02 00:00:00+00:00,1,2,0,0,2914.0,-9.72
2017-01-02 01:00:00+00:00,1,2,1,0,2856.0,-9.781
2017-01-02 02:00:00+00:00,1,2,2,0,2859.0,-9.8
2017-01-02 03:00:00+00:00,1,2,3,0,2952.0,-9.819
2017-01-02 04:00:00+00:00,1,2,4,0,3129.0,-9.811
2017-01-02 05:00:00+00:00,1,2,5,0,3460.0,-9.84
2017-01-02 06:00:00+00:00,1,2,6,0,3636.0,-9.9
2017-01-02 07:00:00+00:00,1,2,7,0,3823.0,-9.193
2017-01-02 08:00:00+00:00,1,2,8,0,3961.0,-7.601
2017-01-02 09:00:00+00:00,1,2,9,0,3988.0,-5.974
2017-01-02 10:00:00+00:00,1,2,10,0,4034.0,-4.432
2017-01-02 11:00:00+00:00,1,2,11,0,4017.0,-3.272
2017-01-02 12:00:00+00:00,1,2,12,0,4070.0,-2.66
2017-01-02 13:00:00+00:00,1,2,13,0,4022.0,-2.868
2017-01-02 14:00:00+00:00,1,2,14,0,4005.0,-4.339
2017-01-02 15:00:00+00:00,1,2,15,0,4084.0,-5.404
2017-01-02 16:00:00+00:00,1,2,16,0,4096.0,-5.591
2017-01-02 17:00:00+00:00,1,2,17,0,4067.0,-5.496
2017-01-02 18:00:00+00:00,1,2,18,0,4018.0,-5.325
2017-01-02 19:00:00+00:00,1,2,19,0,3903.0,-5.143
2017-01-02 20:00:00+00:00,1,2,20,0,3752.0,-5.062
2017-01-02 21:00:00+00:00,1,2,21,0,3587.0,-5.113
2017-01-02 22:00:00+00:00,1,2,22,0,3441.0,-5.2
2017-01-02 23:00:00+00:00,1,2,23,0,3326.0,-5.213
2017-01-03 00:00:00+00:00,1,3,0,1,3216.0,-5.18
2017-01-03 01:00:00+00:00,1,3,1,1,3145.0,-5.193
2017-01-03 02:00:00+00:00,1,3,2,1,3133.0,-5.389
2017-01-03 03:00:00+00:00,1,3,3,1,3221.0,-5.703
2017-01-03 04:00:00+00:00,1,3,4,1,3348.0,-6.269
2017-01-03 05:00:00+00:00,1,3,5,1,3634.0,-6.96
2017-01-03 06:00:00+00:00,1,3,6,1,3775.0,-7.613
2017-01-03 07:00:00+00:00,1,3,7,1,3949.0,-6.78
2017-01-03 08:00:00+00:00,1,3,8,1,4039.0,-4.782
2017-01-03 09:00:00+00:00,1,3,9,1,4049.0,-2.969
2017-01-03 10:00:00+00:00,1,3,10,1,4108.0,-1.856
2017-01-03 11:00:00+00:00,1,3,11,1,4077.0,-1.327
2017-01-03 12:00:00+00:00,1,3,12,1,4085.0,-1.111
2017-01-03 13:00:00+00:00,1,3,13,1,4015.0,-1.312
2017-01-03 14:00:00+00:00,1,3,14,1,4004.0,-2.351
