time,month,day,hour,day_of_week,temperature,net_load
2015-01-02 12:00:00,1,2,12,4,19.0,116.62378194399997
2015-01-02 13:00:00,1,2,13,4,21.0,95.05761388699999
2015-01-02 14:00:00,1,2,14,4,22.0,67.28423860699999
2015-01-02 15:00:00,1,2,15,4,22.0,78.90339333299998
2015-01-02 16:00:00,1,2,16,4,22.0,79.409562221
2015-01-02 17:00:00,1,2,17,4,20.0,108.56123139200001
2015-01-02 18:00:00,1,2,18,4,16.0,158.316650559
2015-01-02 19:00:00,1,2,19,4,15.0,192.366305835
2015-01-02 20:00:00,1,2,20,4,11.0,168.611252499
2015-01-02 21:00:00,1,2,21,4,12.0,164.18462638800003
2015-01-02 22:00:00,1,2,22,4,11.0,174.80518861000002
2015-01-02 23:00:00,1,2,23,4,9.0,164.17491583299997
2015-01-03 00:00:00,1,3,0,5,9.0,162.42139222199998
2015-01-03 01:00:00,1,3,1,5,12.0,159.91629666599994
2015-01-03 02:00:00,1,3,2,5,12.0,156.28283444300004
2015-01-03 03:00:00,1,3,3,5,10.0,154.21958222100002
2015-01-03 04:00:00,1,3,4,5,10.0,154.789875
2015-01-03 05:00:00,1,3,5,5,10.0,169.15897888499998
2015-01-03 06:00:00,1,3,6,5,11.0,164.4475144470001
2015-01-03 07:00:00,1,3,7,5,12.0,164.41483277400002
2015-01-03 08:00:00,1,3,8,5,13.0,185.98788916700002
2015-01-03 09:00:00,1,3,9,5,16.0,189.80764444599998
2015-01-03 10:00:00,1,3,10,5,21.0,146.807251944
2015-01-03 11:00:00,1,3,11,5,22.0,125.583276111
2015-01-03 12:00:00,1,3,12,5,25.0,127.474838889
2015-01-03 13:00:00,1,3,13,5,25.0,107.38252805500001
2015-01-03 14:00:00,1,3,14,5,18.0,110.14551833
2015-01-03 15:00:00,1,3,15,5,14.0,113.67433416899993
2015-01-03 16:00:00,1,3,16,5,11.0,141.91836861000002
2015-01-03 17:00:00,1,3,17,5,9.0,179.38009194300002
2015-01-03 18:00:00,1,3,18,5,6.0,210.979738611
2015-01-03 19:00:00,1,3,19,5,4.0,220.0981519459999
2015-01-03 20:00:00,1,3,20,5,2.0,209.45519666599998
2015-01-03 21:00:00,1,3,21,5,-3.0,193.75588610800006
2015-01-03 22:00:00,1,3,22,5,-2.0,189.03342110900005
2015-01-03 23:00:00,1,3,23,5,-7.0,189.79804833400001
2015-01-04 00:00:00,1,4,0,6,-7.0,192.371841392
2015-01-04 01:00:00,1,4,1,6,-11.0,172.56042722199996
2015-01-04 02:00:00,1,4,2,6,-13.0,175.46580305400008
2015-01-04 03:00:00,1,4,3,6,-10.0,178.888239167
2015-01-04 04:00:00,1,4,4,6,-5.0,185.79571305699997
2015-01-04 05:00:00,1,4,5,6,-5.0,175.30260222299998
2015-01-04 06:00:00,1,4,6,6,-4.0,176.813453611
2015-01-04 07:00:00,1,4,7,6,-3.0,189.97779528099997
2015-01-04 08:00:00,1,4,8,6,-1.0,192.41366416899996
2015-01-04 09:00:00,1,4,9,6,1.0,184.734319999
2015-01-04 10:00:00,1,4,10,6,1.0,181.88325916500003
2015-01-04 11:00:00,1,4,11,6,3.0,151.668374444
2015-01-04 12:00:00,1,4,12,6,5.0,132.93385833200003
2015-01-04 13:00:00,1,4,13,6,6.0,117.44520889100004
2015-01-04 14:00:00,1,4,14,6,6.0,88.67143166599996
2015-01-04 15:00:00,1,4,15,6,7.0,71.91997861099999
2015-01-04 16:00:00,1,4,16,6,9.0,87.78431111199998
2015-01-04 17:00:00,1,4,17,6,12.0,124.571968055
2015-01-04 18:00:00,1,4,18,6,11.0,182.702267503
2015-01-04 19:00:00,1,4,19,6,13.0,198.660940558
2015-01-04 20:00:00,1,4,20,6,12.0,192.0076277809999
2015-01-04 21:00:00,1,4,21,6,11.0,190.23946138799997
2015-01-04 22:00:00,1,4,22,6,11.0,197.508578057
2015-01-04 23:00:00,1,4,23,6,1.0,191.21076222299993
2015-01-05 00:00:00,1,5,0,0,1.0,189.340139166
2015-01-05 01:00:00,1,5,1,0,-6.0,178.91543139299995
2015-01-05 02:00:00,1,5,2,0,-6.0,175.519178892
2015-01-05 03:00:00,1,5,3,0,-3.0,184.61562750000002
2015-01-05 04:00:00,1,5,4,0,0.0,187.34170305400005
2015-01-05 05:00:00,1,5,5,0,1.0,190.88120527700005
2015-01-05 06:00:00,1,5,6,0,3.0,189.41317555500007
2015-01-05 07:00:00,1,5,7,0,3.0,209.99725805799991
2015-01-05 08:00:00,1,5,8,0,7.0,286.87301694199994
2015-01-05 09:00:00,1,5,9,0,21.0,341.22547194600014
2015-01-05 10:00:00,1,5,10,0,23.0,339.58152472300014
2015-01-05 11:00:00,1,5,11,0,27.0,344.346135556
2015-01-05 12:00:00,1,5,12,0,28.0,315.89912777699993
2015-01-05 13:00:00,1,5,13,0,30.0,291.66755721999994
2015-01-05 14:00:00,1,5,14,0,30.0,270.33695722199997
2015-01-05 15:00:00,1,5,15,0,31.0,257.514573056
2015-01-05 16:00:00,1,5,16,0,31.0,234.4989927770001
2015-01-05 17:00:00,1,5,17,0,32.0,211.0453213899999
2015-01-05 18:00:00,1,5,18,0,32.0,236.33548055699998
2015-01-05 19:00:00,1,5,19,0,32.0,252.79061388999995
2015-01-05 20:00:00,1,5,20,0,32.0,239.82215444399995
2015-01-05 21:00:00,1,5,21,0,33.0,228.52897388999997
2015-01-05 22:00:00,1,5,22,0,33.0,222.69466833400003
2015-01-05 23:00:00,1,5,23,0,30.0,181.421620556
2015-01-06 00:00:00,1,6,0,1,30.0,143.68558999799998
2015-01-06 01:00:00,1,6,1,1,29.0,134.400993891
2015-01-06 02:00:00,1,6,2,1,29.0,141.62537444600002
2015-01-06 03:00:00,1,6,3,1,28.0,141.45722666600003
2015-01-06 04:00:00,1,6,4,1,27.0,151.28869583300002
2015-01-06 05:00:00,1,6,5,1,27.0,154.543786668
2015-01-06 06:00:00,1,6,6,1,27.0,162.02136749900006
2015-01-06 07:00:00,1,6,7,1,28.0,180.74797083199996
2015-01-06 08:00:00,1,6,8,1,28.0,262.64888972399996
2015-01-06 09:00:00,1,6,9,1,31.0,314.23325249999994
2015-01-06 10:00:00,1,6,10,1,30.0,263.553393335
2015-01-06 11:00:00,1,6,11,1,30.0,215.508561666
2015-01-06 12:00:00,1,6,12,1,33.0,186.26853444199995
2015-01-06 13:00:00,1,6,13,1,35.0,179.791001948
2015-01-06 14:00:00,1,6,14,1,36.0,161.85118916700003
2015-01-06 15:00:00,1,6,15,1,34.0,187.61567583600007
2015-01-06 16:00:00,1,6,16,1,34.0,199.4004
2015-01-06 17:00:00,1,6,17,1,33.0,179.73388555699995
2015-01-06 18:00:00,1,6,18,1,31.0,205.71857722099998
2015-01-06 19:00:00,1,6,19,1,30.0,225.24841444400002
2015-01-06 20:00:00,1,6,20,1,30.0,200.59694444199994
2015-01-06 21:00:00,1,6,21,1,30.0,186.72489361200007
2015-01-06 22:00:00,1,6,22,1,28.0,185.742789445
2015-01-06 23:00:00,1,6,23,1,21.0,176.66609138799996
2015-01-07 00:00:00,1,7,0,2,21.0,139.08908055299997
2015-01-07 01:00:00,1,7,1,2,16.0,130.00690333600005
2015-01-07 02:00:00,1,7,2,2,14.0,134.80337305599997
2015-01-07 03:00:00,1,7,3,2,13.0,138.54208027700003
2015-01-07 04:00:00,1,7,4,2,13.0,146.20299250200003
2015-01-07 05:00:00,1,7,5,2,12.0,154.38162916399997
2015-01-07 06:00:00,1,7,6,2,12.0,152.86412472400008
2015-01-07 07:00:00,1,7,7,2,12.0,174.829789446
2015-01-07 08:00:00,1,7,8,2,12.0,256.99694305599996
2015-01-07 09:00:00,1,7,9,2,11.0,325.8447841649999
2015-01-07 10:00:00,1,7,10,2,11.0,297.99414916800015
2015-01-07 11:00:00,1,7,11,2,13.0,282.0474727790002
2015-01-07 12:00:00,1,7,12,2,15.0,258.76729888799997
2015-01-07 13:00:00,1,7,13,2,16.0,241.60727888999998
2015-01-07 14:00:00,1,7,14,2,18.0,226.9320911120001
2015-01-07 15:00:00,1,7,15,2,19.0,212.54565555699998
2015-01-07 16:00:00,1,7,16,2,19.0,191.99665638799993
2015-01-07 17:00:00,1,7,17,2,18.0,171.835863611
2015-01-07 18:00:00,1,7,18,2,17.0,210.25456916599992
2015-01-07 19:00:00,1,7,19,2,16.0,236.689834721
2015-01-07 20:00:00,1,7,20,2,16.0,223.276564165
2015-01-07 21:00:00,1,7,21,2,17.0,215.373367499
2015-01-07 22:00:00,1,7,22,2,18.0,217.66490277700007
2015-01-07 23:00:00,1,7,23,2,25.0,190.91424333300003
2015-01-08 00:00:00,1,8,0,3,25.0,150.55311972299998
2015-01-08 01:00:00,1,8,1,3,24.0,140.327428612
2015-01-08 02:00:00,1,8,2,3,24.0,136.678977222
2015-01-08 03:00:00,1,8,3,3,20.0,150.67497666799997
2015-01-08 04:00:00,1,8,4,3,20.0,142.95767722399998
2015-01-08 05:00:00,1,8,5,3,20.0,147.69121222199996
2015-01-08 06:00:00,1,8,6,3,22.0,155.33664500000003
2015-01-08 07:00:00,1,8,7,3,20.0,179.30139500000004
2015-01-08 08:00:00,1,8,8,3,21.0,255.69202194399998
2015-01-08 09:00:00,1,8,9,3,25.0,326.19632166900016
2015-01-08 10:00:00,1,8,10,3,27.0,281.10057027500005
2015-01-08 11:00:00,1,8,11,3,27.0,231.85729999900005
2015-01-08 12:00:00,1,8,12,3,27.0,180.5555366689999
2015-01-08 13:00:00,1,8,13,3,26.0,133.3339480549999
2015-01-08 14:00:00,1,8,14,3,27.0,146.438872225
2015-01-08 15:00:00,1,8,15,3,28.0,179.78593360899998
2015-01-08 16:00:00,1,8,16,3,29.0,181.08242639200003
2015-01-08 17:00:00,1,8,17,3,29.0,169.26141138699998
2015-01-08 18:00:00,1,8,18,3,29.0,207.94721416800007
2015-01-08 19:00:00,1,8,19,3,29.0,243.680522222
2015-01-08 20:00:00,1,8,20,3,24.0,219.631441388
2015-01-08 21:00:00,1,8,21,3,23.0,207.77671111200004
2015-01-08 22:00:00,1,8,22,3,22.0,192.02995361099994
2015-01-08 23:00:00,1,8,23,3,19.0,171.388384722
2015-01-09 00:00:00,1,9,0,4,19.0,146.244388887
2015-01-09 01:00:00,1,9,1,4,16.0,132.52739361
2015-01-09 02:00:00,1,9,2,4,15.0,140.25265972299994
2015-01-09 03:00:00,1,9,3,4,15.0,141.11458805200004
2015-01-09 04:00:00,1,9,4,4,16.0,145.89505777700003
2015-01-09 05:00:00,1,9,5,4,16.0,146.38972055200003
2015-01-09 06:00:00,1,9,6,4,14.0,156.66927499899995
2015-01-09 07:00:00,1,9,7,4,13.0,171.05954055599994
2015-01-09 08:00:00,1,9,8,4,15.0,257.26544027799986
2015-01-09 09:00:00,1,9,9,4,18.0,322.4926997210001
2015-01-09 10:00:00,1,9,10,4,20.0,293.97458805599985
2015-01-09 11:00:00,1,9,11,4,20.0,267.06263416499996
2015-01-09 12:00:00,1,9,12,4,21.0,243.99609666200007
2015-01-09 13:00:00,1,9,13,4,20.0,243.54778610900001
2015-01-09 14:00:00,1,9,14,4,24.0,237.0476683319999
2015-01-09 15:00:00,1,9,15,4,24.0,233.88644500399997
2015-01-09 16:00:00,1,9,16,4,23.0,209.24858527899994
2015-01-09 17:00:00,1,9,17,4,22.0,186.661996114
2015-01-09 18:00:00,1,9,18,4,22.0,247.40060055400002
2015-01-09 19:00:00,1,9,19,4,22.0,252.74113138899997
2015-01-09 20:00:00,1,9,20,4,21.0,208.013682504
2015-01-09 21:00:00,1,9,21,4,21.0,177.07980333200007
2015-01-09 22:00:00,1,9,22,4,16.0,172.01562666699996
2015-01-09 23:00:00,1,9,23,4,17.0,154.78824444300002
2015-01-10 00:00:00,1,10,0,5,17.0,139.28845583400002
2015-01-10 01:00:00,1,10,1,5,21.0,137.49361639
2015-01-10 02:00:00,1,10,2,5,22.0,134.58872611000004
2015-01-10 03:00:00,1,10,3,5,23.0,133.39782889199998
2015-01-10 04:00:00,1,10,4,5,23.0,132.917981944
2015-01-10 05:00:00,1,10,5,5,24.0,132.86457277899996
2015-01-10 06:00:00,1,10,6,5,25.0,135.25246861199997
2015-01-10 07:00:00,1,10,7,5,23.0,140.060893056
2015-01-10 08:00:00,1,10,8,5,25.0,144.81232055799995
2015-01-10 09:00:00,1,10,9,5,25.0,152.56917333199996
2015-01-10 10:00:00,1,10,10,5,34.0,167.439669167
2015-01-10 11:00:00,1,10,11,5,27.0,153.847005835
2015-01-10 12:00:00,1,10,12,5,25.0,120.66422472400002
2015-01-10 13:00:00,1,10,13,5,24.0,92.29810833499998
2015-01-10 14:00:00,1,10,14,5,33.0,63.04468833500002
2015-01-10 15:00:00,1,10,15,5,27.0,77.93105305599998
2015-01-10 16:00:00,1,10,16,5,29.0,116.70443694500001
2015-01-10 17:00:00,1,10,17,5,28.0,130.301938891
2015-01-10 18:00:00,1,10,18,5,28.0,161.430972501
2015-01-10 19:00:00,1,10,19,5,28.0,181.89031361200003
2015-01-10 20:00:00,1,10,20,5,28.0,141.91263083300007
2015-01-10 21:00:00,1,10,21,5,28.0,137.457549444
2015-01-10 22:00:00,1,10,22,5,26.0,141.27948610800004
2015-01-10 23:00:00,1,10,23,5,25.0,142.22353194400003
2015-01-11 00:00:00,1,11,0,6,25.0,138.06599055400008
2015-01-11 01:00:00,1,11,1,6,26.0,135.177363889
2015-01-11 02:00:00,1,11,2,6,26.0,137.85890305699996
2015-01-11 03:00:00,1,11,3,6,25.0,132.74717833200006
2015-01-11 04:00:00,1,11,4,6,25.0,132.557763334
2015-01-11 05:00:00,1,11,5,6,24.0,140.33081111100003
2015-01-11 06:00:00,1,11,6,6,23.0,140.55155194300008
2015-01-11 07:00:00,1,11,7,6,23.0,138.33544583200003
2015-01-11 08:00:00,1,11,8,6,24.0,149.19886694499996
2015-01-11 09:00:00,1,11,9,6,26.0,157.275852499
2015-01-11 10:00:00,1,11,10,6,27.0,187.66463972299996
2015-01-11 11:00:00,1,11,11,6,26.0,181.03567222100006
2015-01-11 12:00:00,1,11,12,6,31.0,181.734276668
2015-01-11 13:00:00,1,11,13,6,34.0,160.416869445
2015-01-11 14:00:00,1,11,14,6,34.0,100.19521222000004
2015-01-11 15:00:00,1,11,15,6,32.0,115.77405027899997
2015-01-11 16:00:00,1,11,16,6,31.0,134.047712502
2015-01-11 17:00:00,1,11,17,6,31.0,142.300881665
2015-01-11 18:00:00,1,11,18,6,28.0,157.77030361199996
2015-01-11 19:00:00,1,11,19,6,27.0,171.52538139099997
2015-01-11 20:00:00,1,11,20,6,26.0,154.07261556100002
2015-01-11 21:00:00,1,11,21,6,24.0,147.15538805500003
2015-01-11 22:00:00,1,11,22,6,25.0,138.57513083299997
2015-01-11 23:00:00,1,11,23,6,24.0,141.186034163
2015-01-12 00:00:00,1,12,0,0,24.0,137.08616389000002
2015-01-12 01:00:00,1,12,1,0,23.0,140.83340499800005
2015-01-12 02:00:00,1,12,2,0,21.0,139.34328749799997
2015-01-12 03:00:00,1,12,3,0,20.0,147.225184998
2015-01-12 04:00:00,1,12,4,0,20.0,143.07504305899994
2015-01-12 05:00:00,1,12,5,0,20.0,169.62763167
2015-01-12 06:00:00,1,12,6,0,20.0,172.114927778
2015-01-12 07:00:00,1,12,7,0,20.0,186.63329111099998
2015-01-12 08:00:00,1,12,8,0,20.0,273.812380555
2015-01-12 09:00:00,1,12,9,0,21.0,342.7430844470001
2015-01-12 10:00:00,1,12,10,0,22.0,357.01130694600005
2015-01-12 11:00:00,1,12,11,0,22.0,336.51070972199994
2015-01-12 12:00:00,1,12,12,0,23.0,302.22743944199993
2015-01-12 13:00:00,1,12,13,0,23.0,305.3634252790001
2015-01-12 14:00:00,1,12,14,0,22.0,304.38479722400007
2015-01-12 15:00:00,1,12,15,0,22.0,265.045686666
2015-01-12 16:00:00,1,12,16,0,22.0,272.19048694500015
2015-01-12 17:00:00,1,12,17,0,21.0,246.8645852749999
2015-01-12 18:00:00,1,12,18,0,21.0,258.041910558
2015-01-12 19:00:00,1,12,19,0,21.0,260.53756721900004
2015-01-12 20:00:00,1,12,20,0,21.0,246.757424724
2015-01-12 21:00:00,1,12,21,0,21.0,239.18757389100003
2015-01-12 22:00:00,1,12,22,0,22.0,229.43153444299995
2015-01-12 23:00:00,1,12,23,0,22.0,201.908371668
2015-01-13 00:00:00,1,13,0,1,22.0,177.062457224
2015-01-13 01:00:00,1,13,1,1,22.0,155.069683889
2015-01-13 02:00:00,1,13,2,1,22.0,149.18500444400004
2015-01-13 03:00:00,1,13,3,1,22.0,151.941737778
2015-01-13 04:00:00,1,13,4,1,22.0,148.396998611
2015-01-13 05:00:00,1,13,5,1,22.0,154.73195750000005
2015-01-13 06:00:00,1,13,6,1,22.0,158.38289138800005
2015-01-13 07:00:00,1,13,7,1,22.0,181.99304916500003
2015-01-13 08:00:00,1,13,8,1,22.0,252.447402776
2015-01-13 09:00:00,1,13,9,1,22.0,329.1168566639999
2015-01-13 10:00:00,1,13,10,1,22.0,305.118012498
2015-01-13 11:00:00,1,13,11,1,23.0,285.56328166499986
2015-01-13 12:00:00,1,13,12,1,23.0,273.45226889199995
2015-01-13 13:00:00,1,13,13,1,24.0,278.13072833499973
2015-01-13 14:00:00,1,13,14,1,24.0,259.93186472199994
2015-01-13 15:00:00,1,13,15,1,25.0,285.93784361
2015-01-13 16:00:00,1,13,16,1,25.0,291.6170755540001
2015-01-13 17:00:00,1,13,17,1,26.0,251.87447749999998
2015-01-13 18:00:00,1,13,18,1,26.0,258.0595219439999
2015-01-13 19:00:00,1,13,19,1,26.0,265.8918777769999
2015-01-13 20:00:00,1,13,20,1,26.0,247.27996249900002
2015-01-13 21:00:00,1,13,21,1,26.0,233.64458861100002
2015-01-13 22:00:00,1,13,22,1,23.0,220.762754165
2015-01-13 23:00:00,1,13,23,1,22.0,203.45389027899998
2015-01-14 00:00:00,1,14,0,2,22.0,158.471838334
2015-01-14 01:00:00,1,14,1,2,20.0,140.8444997239999
2015-01-14 02:00:00,1,14,2,2,20.0,142.27505222099995
2015-01-14 03:00:00,1,14,3,2,21.0,135.90206388800004
2015-01-14 04:00:00,1,14,4,2,21.0,138.72266555699997
2015-01-14 05:00:00,1,14,5,2,21.0,147.79012222400002
2015-01-14 06:00:00,1,14,6,2,17.0,153.323704165
2015-01-14 07:00:00,1,14,7,2,17.0,175.95437833199998
2015-01-14 08:00:00,1,14,8,2,18.0,261.983024444
2015-01-14 09:00:00,1,14,9,2,22.0,335.953578053
2015-01-14 10:00:00,1,14,10,2,22.0,316.09749666599987
2015-01-14 11:00:00,1,14,11,2,22.0,253.60471527599995
2015-01-14 12:00:00,1,14,12,2,24.0,213.127837775
2015-01-14 13:00:00,1,14,13,2,24.0,187.19612805600002
2015-01-14 14:00:00,1,14,14,2,25.0,166.77994944500003
2015-01-14 15:00:00,1,14,15,2,24.0,176.65088500000005
2015-01-14 16:00:00,1,14,16,2,24.0,201.58716083099995
2015-01-14 17:00:00,1,14,17,2,25.0,177.443346943
2015-01-14 18:00:00,1,14,18,2,25.0,215.865207501
2015-01-14 19:00:00,1,14,19,2,24.0,235.596653055
2015-01-14 20:00:00,1,14,20,2,24.0,234.71175778100002
2015-01-14 21:00:00,1,14,21,2,24.0,230.20354833300001
2015-01-14 22:00:00,1,14,22,2,24.0,216.78981000299999
2015-01-14 23:00:00,1,14,23,2,24.0,183.59872166699992
2015-01-15 00:00:00,1,15,0,3,24.0,136.65701499999997
2015-01-15 01:00:00,1,15,1,3,21.0,132.05411472299994
2015-01-15 02:00:00,1,15,2,3,18.0,141.55411222100003
2015-01-15 03:00:00,1,15,3,3,16.0,137.26384111099992
2015-01-15 04:00:00,1,15,4,3,16.0,138.70049250000008
2015-01-15 05:00:00,1,15,5,3,17.0,144.36041944499993
2015-01-15 06:00:00,1,15,6,3,17.0,160.397627223
2015-01-15 07:00:00,1,15,7,3,17.0,176.393631943
2015-01-15 08:00:00,1,15,8,3,18.0,268.91314527800006
2015-01-15 09:00:00,1,15,9,3,22.0,329.519912779
2015-01-15 10:00:00,1,15,10,3,21.0,279.197988054
2015-01-15 11:00:00,1,15,11,3,19.0,216.40307916899997
2015-01-15 12:00:00,1,15,12,3,19.0,186.667488612
2015-01-15 13:00:00,1,15,13,3,19.0,165.32673638899996
2015-01-15 14:00:00,1,15,14,3,11.0,163.18563805499997
2015-01-15 15:00:00,1,15,15,3,10.0,175.6938800009999
2015-01-15 16:00:00,1,15,16,3,17.0,173.76150916699999
2015-01-15 17:00:00,1,15,17,3,22.0,171.11553777600002
2015-01-15 18:00:00,1,15,18,3,23.0,209.948219445
2015-01-15 19:00:00,1,15,19,3,24.0,235.24527000099997
2015-01-15 20:00:00,1,15,20,3,21.0,255.08280777999997
2015-01-15 21:00:00,1,15,21,3,21.0,229.13799750100006
2015-01-15 22:00:00,1,15,22,3,19.0,226.36728527500003
2015-01-15 23:00:00,1,15,23,3,18.0,195.529857777
2015-01-16 00:00:00,1,16,0,4,18.0,145.53800694499995
2015-01-16 01:00:00,1,16,1,4,16.0,135.78473083499998
2015-01-16 02:00:00,1,16,2,4,15.0,141.778595833
2015-01-16 03:00:00,1,16,3,4,17.0,133.17335472
2015-01-16 04:00:00,1,16,4,4,12.0,135.699962501
2015-01-16 05:00:00,1,16,5,4,10.0,142.17320277400003
2015-01-16 06:00:00,1,16,6,4,11.0,152.03246222500002
2015-01-16 07:00:00,1,16,7,4,10.0,169.903755833
2015-01-16 08:00:00,1,16,8,4,9.0,255.98553722100007
2015-01-16 09:00:00,1,16,9,4,8.0,316.77437194399994
2015-01-16 10:00:00,1,16,10,4,9.0,314.23739444399996
2015-01-16 11:00:00,1,16,11,4,8.0,274.889966108
2015-01-16 12:00:00,1,16,12,4,9.0,263.6118669450002
2015-01-16 13:00:00,1,16,13,4,8.0,270.63694388500016
2015-01-16 14:00:00,1,16,14,4,11.0,185.63397388700002
2015-01-16 15:00:00,1,16,15,4,12.0,156.34273944499986
2015-01-16 16:00:00,1,16,16,4,10.0,171.11151722000002
2015-01-16 17:00:00,1,16,17,4,8.0,150.01626999999996
2015-01-16 18:00:00,1,16,18,4,6.0,193.65309138799998
2015-01-16 19:00:00,1,16,19,4,8.0,212.714654168
2015-01-16 20:00:00,1,16,20,4,10.0,205.93218388800003
2015-01-16 21:00:00,1,16,21,4,12.0,180.32763
2015-01-16 22:00:00,1,16,22,4,12.0,157.25857972
2015-01-16 23:00:00,1,16,23,4,15.0,147.22971361
2015-01-17 00:00:00,1,17,0,5,15.0,126.78394611100003
2015-01-17 01:00:00,1,17,1,5,16.0,118.66696611100001
2015-01-17 02:00:00,1,17,2,5,19.0,118.67507583599999
2015-01-17 03:00:00,1,17,3,5,23.0,122.09542861499999
2015-01-17 04:00:00,1,17,4,5,23.0,122.496583055
2015-01-17 05:00:00,1,17,5,5,23.0,121.74743861000002
2015-01-17 06:00:00,1,17,6,5,16.0,123.30702416899999
2015-01-17 07:00:00,1,17,7,5,16.0,125.79916749999995
2015-01-17 08:00:00,1,17,8,5,14.0,135.27247110899998
2015-01-17 09:00:00,1,17,9,5,13.0,139.247236389
2015-01-17 10:00:00,1,17,10,5,11.0,83.35775694400004
2015-01-17 11:00:00,1,17,11,5,7.0,24.95790722100001
2015-01-17 12:00:00,1,17,12,5,5.0,-22.079779721000012
2015-01-17 13:00:00,1,17,13,5,6.0,-43.603522780000006
2015-01-17 14:00:00,1,17,14,5,1.0,-30.95328194200001
2015-01-17 15:00:00,1,17,15,5,4.0,-0.7348780549999991
2015-01-17 16:00:00,1,17,16,5,6.0,45.03955333399999
2015-01-17 17:00:00,1,17,17,5,6.0,95.81398555700004
2015-01-17 18:00:00,1,17,18,5,3.0,140.32690999899995
2015-01-17 19:00:00,1,17,19,5,4.0,189.564724166
2015-01-17 20:00:00,1,17,20,5,4.0,168.52565888799998
2015-01-17 21:00:00,1,17,21,5,8.0,163.83238111000003
2015-01-17 22:00:00,1,17,22,5,7.0,157.65868555600005
2015-01-17 23:00:00,1,17,23,5,7.0,149.702892222
2015-01-18 00:00:00,1,18,0,6,7.0,140.44318666499993
2015-01-18 01:00:00,1,18,1,6,7.0,123.09214305799996
2015-01-18 02:00:00,1,18,2,6,5.0,122.67136666699999
2015-01-18 03:00:00,1,18,3,6,2.0,124.76871416999998
2015-01-18 04:00:00,1,18,4,6,-5.0,126.89737916699998
2015-01-18 05:00:00,1,18,5,6,0.0,125.04041805400001
2015-01-18 06:00:00,1,18,6,6,2.0,119.285994167
2015-01-18 07:00:00,1,18,7,6,3.0,120.34420249999997
2015-01-18 08:00:00,1,18,8,6,9.0,141.39129972200007
2015-01-18 09:00:00,1,18,9,6,12.0,142.52736305699997
2015-01-18 10:00:00,1,18,10,6,15.0,99.49863972200001
2015-01-18 11:00:00,1,18,11,6,15.0,47.417315830999975
2015-01-18 12:00:00,1,18,12,6,19.0,3.6485247219999932
2015-01-18 13:00:00,1,18,13,6,20.0,17.047970834999983
2015-01-18 14:00:00,1,18,14,6,21.0,-2.8237780519999993
2015-01-18 15:00:00,1,18,15,6,21.0,-8.184728331999988
2015-01-18 16:00:00,1,18,16,6,22.0,40.05230749999999
2015-01-18 17:00:00,1,18,17,6,21.0,93.119639719
2015-01-18 18:00:00,1,18,18,6,21.0,153.15781111300004
2015-01-18 19:00:00,1,18,19,6,21.0,184.568688609
2015-01-18 20:00:00,1,18,20,6,22.0,165.17033360900007
