time,month,day,hour,day_of_week,demand,temperature
2017-01-01 00:00:00+00:00,1,1,0,6,9772,-3.383
2017-01-01 01:00:00+00:00,1,1,1,6,9354,-3.764
2017-01-01 02:00:00+00:00,1,1,2,6,8980,-4.12
2017-01-01 03:00:00+00:00,1,1,3,6,8676,-4.426
2017-01-01 04:00:00+00:00,1,1,4,6,8531,-4.569
2017-01-01 05:00:00+00:00,1,1,5,6,8533,-4.635
2017-01-01 06:00:00+00:00,1,1,6,6,8390,-4.664
2017-01-01 07:00:00+00:00,1,1,7,6,8501,-4.607
2017-01-01 08:00:00+00:00,1,1,8,6,8761,-4.168
2017-01-01 09:00:00+00:00,1,1,9,6,9128,-3.329
2017-01-01 10:00:00+00:00,1,1,10,6,9464,-2.396
2017-01-01 11:00:00+00:00,1,1,11,6,9734,-1.645
2017-01-01 12:00:00+00:00,1,1,12,6,9719,-1.15
2017-01-01 13:00:00+00:00,1,1,13,6,9535,-0.928
2017-01-01 14:00:00+00:00,1,1,14,6,9478,-1.027
2017-01-01 15:00:00+00:00,1,1,15,6,9527,-1.311
2017-01-01 16:00:00+00:00,1,1,16,6,10039,-1.473
2017-01-01 17:00:00+00:00,1,1,17,6,10244,-1.509
2017-01-01 18:00:00+00:00,1,1,18,6,10194,-1.5
2017-01-01 19:00:00+00:00,1,1,19,6,9975,-1.43
2017-01-01 20:00:00+00:00,1,1,20,6,9736,-1.317
2017-01-01 21:00:00+00:00,1,1,21,6,9968,-1.122
2017-01-01 22:00:00+00:00,1,1,22,6,10014,-0.914
2017-01-01 23:00:00+00:00,1,1,23,6,9551,-0.717
2017-01-02 00:00:00+00:00,1,2,0,0,9160,-0.584
2017-01-02 01:00:00+00:00,1,2,1,0,8829,-0.413
2017-01-02 02:00:00+00:00,1,2,2,0,8597,-0.262
2017-01-02 03:00:00+00:00,1,2,3,0,8546,-0.122
2017-01-02 04:00:00+00:00,1,2,4,0,8780,-0.065
2017-01-02 05:00:00+00:00,1,2,5,0,9363,-0.052
2017-01-02 06:00:00+00:00,1,2,6,0,9698,-0.258
2017-01-02 07:00:00+00:00,1,2,7,0,10272,-0.396
2017-01-02 08:00:00+00:00,1,2,8,0,10702,0.113
2017-01-02 09:00:00+00:00,1,2,9,0,10954,1.658
2017-01-02 10:00:00+00:00,1,2,10,0,11200,2.751
2017-01-02 11:00:00+00:00,1,2,11,0,11266,3.502
2017-01-02 12:00:00+00:00,1,2,12,0,11056,3.853
2017-01-02 13:00:00+00:00,1,2,13,0,10830,3.402
2017-01-02 14:00:00+00:00,1,2,14,0,10848,1.924
2017-01-02 15:00:00+00:00,1,2,15,0,11056,0.284
2017-01-02 16:00:00+00:00,1,2,16,0,11823,-0.132
2017-01-02 17:00:00+00:00,1,2,17,0,11931,-0.172
2017-01-02 18:00:00+00:00,1,2,18,0,11587,-0.166
2017-01-02 19:00:00+00:00,1,2,19,0,10979,-0.21
2017-01-02 20:00:00+00:00,1,2,20,0,10552,-0.278
2017-01-02 21:00:00+00:00,1,2,21,0,10808,-0.368
2017-01-02 22:00:00+00:00,1,2,22,0,10813,-0.51
2017-01-02 23:00:00+00:00,1,2,23,0,10270,-0.674
2017-01-03 00:00:00+00:00,1,3,0,1,9777,-0.71
2017-01-03 01:00:00+00:00,1,3,1,1,9414,-0.605
2017-01-03 02:00:00+00:00,1,3,2,1,9189,-0.519
2017-01-03 03:00:00+00:00,1,3,3,1,9128,-0.522
2017-01-03 04:00:00+00:00,1,3,4,1,9465,-0.651
2017-01-03 05:00:00+00:00,1,3,5,1,10344,-0.791
2017-01-03 06:00:00+00:00,1,3,6,1,10994,-0.896
2017-01-03 07:00:00+00:00,1,3,7,1,11761,-1.069
2017-01-03 08:00:00+00:00,1,3,8,1,11996,-0.749
2017-01-03 09:00:00+00:00,1,3,9,1,12133,0.176
2017-01-03 10:00:00+00:00,1,3,10,1,12313,1.217
2017-01-03 11:00:00+00:00,1,3,11,1,12068,2.2
2017-01-03 12:00:00+00:00,1,3,12,1,12054,2.784
2017-01-03 13:00:00+00:00,1,3,13,1,12019,2.828
2017-01-03 14:00:00+00:00,1,3,14,1,12130,2.411
2017-01-03 15:00:00+00:00,1,3,15,1,12147,1.746
2017-01-03 16:00:00+00:00,1,3,16,1,12750,1.358
2017-01-03 17:00:00+00:00,1,3,17,1,12662,1.184
2017-01-03 18:00:00+00:00,1,3,18,1,12175,1.154
2017-01-03 19:00:00+00:00,1,3,19,1,11600,1.148
2017-01-03 20:00:00+00:00,1,3,20,1,10987,1.214
2017-01-03 21:00:00+00:00,1,3,21,1,11191,1.368
2017-01-03 22:00:00+00:00,1,3,22,1,11064,1.619
2017-01-03 23:00:00+00:00,1,3,23,1,10482,1.826
