time,month,day,hour,day_of_week,demand,temperature
2017-01-01 00:00:00+00:00,1,1,0,6,5583.0,1.834
2017-01-01 01:00:00+00:00,1,1,1,6,5309.0,1.857
2017-01-01 02:00:00+00:00,1,1,2,6,5036.0,1.79
2017-01-01 03:00:00+00:00,1,1,3,6,4917.0,1.783
2017-01-01 04:00:00+00:00,1,1,4,6,4953.0,1.78
2017-01-01 05:00:00+00:00,1,1,5,6,5036.0,1.799
2017-01-01 06:00:00+00:00,1,1,6,6,5274.0,2.532
2017-01-01 07:00:00+00:00,1,1,7,6,5613.0,3.985
2017-01-01 08:00:00+00:00,1,1,8,6,6074.0,5.08
2017-01-01 09:00:00+00:00,1,1,9,6,6480.0,6.188
2017-01-01 10:00:00+00:00,1,1,10,6,6570.0,6.947
2017-01-01 11:00:00+00:00,1,1,11,6,6285.0,7.376
2017-01-01 12:00:00+00:00,1,1,12,6,5752.0,7.483
2017-01-01 13:00:00+00:00,1,1,13,6,5788.0,7.12
2017-01-01 14:00:00+00:00,1,1,14,6,5982.0,5.794
2017-01-01 15:00:00+00:00,1,1,15,6,6276.0,4.755
2017-01-01 16:00:00+00:00,1,1,16,6,6834.0,4.731
2017-01-01 17:00:00+00:00,1,1,17,6,6933.0,4.718
2017-01-01 18:00:00+00:00,1,1,18,6,6896.0,4.785
2017-01-01 19:00:00+00:00,1,1,19,6,6743.0,4.636
2017-01-01 20:00:00+00:00,1,1,20,6,6419.0,4.249
2017-01-01 21:00:00+00:00,1,1,21,6,6186.0,4.142
2017-01-01 22:00:00+00:00,1,1,22,6,5912.0,3.924
2017-01-01 23:00:00+00:00,1,1,23,6,5209.0,3.751
2017-01-02 00:00:00+00:00,1,2,0,0,5153.0,3.595
2017-01-02 01:00:00+00:00,1,2,1,0,4944.0,3.469
2017-01-02 02:00:00+00:00,1,2,2,0,4769.0,3.324
2017-01-02 03:00:00+00:00,1,2,3,0,4803.0,3.216
2017-01-02 04:00:00+00:00,1,2,4,0,5097.0,3.171
2017-01-02 05:00:00+00:00,1,2,5,0,5572.0,3.164
2017-01-02 06:00:00+00:00,1,2,6,0,6115.0,4.008
2017-01-02 07:00:00+00:00,1,2,7,0,6592.0,5.923
2017-01-02 08:00:00+00:00,1,2,8,0,6817.0,7.262
2017-01-02 09:00:00+00:00,1,2,9,0,6834.0,8.612
2017-01-02 10:00:00+00:00,1,2,10,0,6870.0,9.593
2017-01-02 11:00:00+00:00,1,2,11,0,6855.0,10.147
2017-01-02 12:00:00+00:00,1,2,12,0,6636.0,10.303
2017-01-02 13:00:00+00:00,1,2,13,0,6803.0,9.874
2017-01-02 14:00:00+00:00,1,2,14,0,6848.0,8.224
2017-01-02 15:00:00+00:00,1,2,15,0,7084.0,6.776
2017-01-02 16:00:00+00:00,1,2,16,0,7605.0,6.346
2017-01-02 17:00:00+00:00,1,2,17,0,7616.0,5.958
2017-01-02 18:00:00+00:00,1,2,18,0,7505.0,5.566
2017-01-02 19:00:00+00:00,1,2,19,0,7231.0,5.264
2017-01-02 20:00:00+00:00,1,2,20,0,6714.0,4.964
2017-01-02 21:00:00+00:00,1,2,21,0,6297.0,4.724
2017-01-02 22:00:00+00:00,1,2,22,0,5967.0,4.613
2017-01-02 23:00:00+00:00,1,2,23,0,5220.0,4.555
2017-01-03 00:00:00+00:00,1,3,0,1,5177.0,4.516
2017-01-03 01:00:00+00:00,1,3,1,1,5027.0,4.462
2017-01-03 02:00:00+00:00,1,3,2,1,4923.0,4.412
2017-01-03 03:00:00+00:00,1,3,3,1,4985.0,4.295
2017-01-03 04:00:00+00:00,1,3,4,1,5350.0,4.177
2017-01-03 05:00:00+00:00,1,3,5,1,5978.0,4.097
2017-01-03 06:00:00+00:00,1,3,6,1,6672.0,5.074
2017-01-03 07:00:00+00:00,1,3,7,1,7267.0,7.401
2017-01-03 08:00:00+00:00,1,3,8,1,7350.0,8.938
2017-01-03 09:00:00+00:00,1,3,9,1,7345.0,10.27
2017-01-03 10:00:00+00:00,1,3,10,1,7327.0,11.194
2017-01-03 11:00:00+00:00,1,3,11,1,7271.0,11.696
2017-01-03 12:00:00+00:00,1,3,12,1,7023.0,11.795
2017-01-03 13:00:00+00:00,1,3,13,1,7161.0,11.273
2017-01-03 14:00:00+00:00,1,3,14,1,7189.0,9.627
2017-01-03 15:00:00+00:00,1,3,15,1,7530.0,8.208
2017-01-03 16:00:00+00:00,1,3,16,1,8188.0,7.852
2017-01-03 17:00:00+00:00,1,3,17,1,8205.0,7.548
2017-01-03 18:00:00+00:00,1,3,18,1,7979.0,7.299
2017-01-03 19:00:00+00:00,1,3,19,1,7564.0,7.016
2017-01-03 20:00:00+00:00,1,3,20,1,6943.0,6.722
2017-01-03 21:00:00+00:00,1,3,21,1,6464.0,6.534
2017-01-03 22:00:00+00:00,1,3,22,1,6154.0,6.512
2017-01-03 23:00:00+00:00,1,3,23,1,5316.0,6.626
2017-01-04 00:00:00+00:00,1,4,0,2,5262.0,6.73
2017-01-04 01:00:00+00:00,1,4,1,2,5082.0,6.784
2017-01-04 02:00:00+00:00,1,4,2,2,4936.0,6.943
2017-01-04 03:00:00+00:00,1,4,3,2,4983.0,6.965
2017-01-04 04:00:00+00:00,1,4,4,2,5331.0,6.924
2017-01-04 05:00:00+00:00,1,4,5,2,5951.0,6.793
2017-01-04 06:00:00+00:00,1,4,6,2,6729.0,7.188
2017-01-04 07:00:00+00:00,1,4,7,2,7420.0,8.684
2017-01-04 08:00:00+00:00,1,4,8,2,7729.0,9.815
2017-01-04 09:00:00+00:00,1,4,9,2,7755.0,10.748
2017-01-04 10:00:00+00:00,1,4,10,2,7691.0,11.567
2017-01-04 11:00:00+00:00,1,4,11,2,7540.0,12.024
2017-01-04 12:00:00+00:00,1,4,12,2,7193.0,12.155
2017-01-04 13:00:00+00:00,1,4,13,2,7252.0,11.846
2017-01-04 14:00:00+00:00,1,4,14,2,7159.0,10.568
2017-01-04 15:00:00+00:00,1,4,15,2,7278.0,9.392
2017-01-04 16:00:00+00:00,1,4,16,2,7759.0,9.184
2017-01-04 17:00:00+00:00,1,4,17,2,7776.0,9.08
2017-01-04 18:00:00+00:00,1,4,18,2,7609.0,8.886
2017-01-04 19:00:00+00:00,1,4,19,2,7278.0,8.66
2017-01-04 20:00:00+00:00,1,4,20,2,6704.0,8.433
2017-01-04 21:00:00+00:00,1,4,21,2,6233.0,8.101
2017-01-04 22:00:00+00:00,1,4,22,2,5920.0,7.815
2017-01-04 23:00:00+00:00,1,4,23,2,5153.0,7.596
2017-01-05 00:00:00+00:00,1,5,0,3,5107.0,7.407
2017-01-05 01:00:00+00:00,1,5,1,3,4942.0,7.239
2017-01-05 02:00:00+00:00,1,5,2,3,4816.0,7.121
2017-01-05 03:00:00+00:00,1,5,3,3,4842.0,7.022
2017-01-05 04:00:00+00:00,1,5,4,3,5225.0,6.906
2017-01-05 05:00:00+00:00,1,5,5,3,5861.0,6.756
2017-01-05 06:00:00+00:00,1,5,6,3,6611.0,7.656
2017-01-05 07:00:00+00:00,1,5,7,3,7152.0,9.266
2017-01-05 08:00:00+00:00,1,5,8,3,7306.0,10.293
2017-01-05 09:00:00+00:00,1,5,9,3,7388.0,11.319
2017-01-05 10:00:00+00:00,1,5,10,3,7464.0,12.179
2017-01-05 11:00:00+00:00,1,5,11,3,7328.0,12.521
2017-01-05 12:00:00+00:00,1,5,12,3,7130.0,12.579
2017-01-05 13:00:00+00:00,1,5,13,3,7316.0,12.315
2017-01-05 14:00:00+00:00,1,5,14,3,7163.0,11.424
