time,month,day,hour,day_of_week,demand,temperature
2017-01-01 00:00:00+00:00,1,1,0,6,2743.04,6.529
2017-01-01 01:00:00+00:00,1,1,1,6,2594.63,6.564
2017-01-01 02:00:00+00:00,1,1,2,6,2493.52,6.531
2017-01-01 03:00:00+00:00,1,1,3,6,2481.93,6.42
2017-01-01 04:00:00+00:00,1,1,4,6,2483.72,6.297
2017-01-01 05:00:00+00:00,1,1,5,6,2527.31,6.164
2017-01-01 06:00:00+00:00,1,1,6,6,2632.95,6.024
2017-01-01 07:00:00+00:00,1,1,7,6,2755.2,5.895
2017-01-01 08:00:00+00:00,1,1,8,6,2922.99,5.736
2017-01-01 09:00:00+00:00,1,1,9,6,3161.06,5.654
2017-01-01 10:00:00+00:00,1,1,10,6,3318.19,5.603
2017-01-01 11:00:00+00:00,1,1,11,6,3379.66,5.49
2017-01-01 12:00:00+00:00,1,1,12,6,3360.72,5.291
2017-01-01 13:00:00+00:00,1,1,13,6,3386.06,4.98
2017-01-01 14:00:00+00:00,1,1,14,6,3469.48,4.519
2017-01-01 15:00:00+00:00,1,1,15,6,3772.72,4.136
2017-01-01 16:00:00+00:00,1,1,16,6,4103.71,3.851
2017-01-01 17:00:00+00:00,1,1,17,6,4031.89,3.611
2017-01-01 18:00:00+00:00,1,1,18,6,3821.21,3.372
2017-01-01 19:00:00+00:00,1,1,19,6,3545.11,3.119
2017-01-01 20:00:00+00:00,1,1,20,6,3317.04,2.921
2017-01-01 21:00:00+00:00,1,1,21,6,3081.59,2.705
2017-01-01 22:00:00+00:00,1,1,22,6,2820.42,2.487
2017-01-01 23:00:00+00:00,1,1,23,6,2646.61,2.308
2017-01-02 00:00:00+00:00,1,2,0,0,2538.1,2.05
2017-01-02 01:00:00+00:00,1,2,1,0,2527.6,1.786
2017-01-02 02:00:00+00:00,1,2,2,0,2536.6,1.429
2017-01-02 03:00:00+00:00,1,2,3,0,2657.25,0.827
2017-01-02 04:00:00+00:00,1,2,4,0,2928.15,0.458
2017-01-02 05:00:00+00:00,1,2,5,0,3556.24,0.143
2017-01-02 06:00:00+00:00,1,2,6,0,4269.67,-0.163
2017-01-02 07:00:00+00:00,1,2,7,0,4631.27,-0.441
2017-01-02 08:00:00+00:00,1,2,8,0,4694.16,0.01
2017-01-02 09:00:00+00:00,1,2,9,0,4758.43,1.169
2017-01-02 10:00:00+00:00,1,2,10,0,4671.15,1.95
2017-01-02 11:00:00+00:00,1,2,11,0,4514.16,2.331
2017-01-02 12:00:00+00:00,1,2,12,0,4523.51,2.335
2017-01-02 13:00:00+00:00,1,2,13,0,4467.19,1.813
2017-01-02 14:00:00+00:00,1,2,14,0,4473.04,0.882
2017-01-02 15:00:00+00:00,1,2,15,0,4794.94,0.537
2017-01-02 16:00:00+00:00,1,2,16,0,5233.88,0.426
2017-01-02 17:00:00+00:00,1,2,17,0,5005.63,0.37
2017-01-02 18:00:00+00:00,1,2,18,0,4684.39,0.358
2017-01-02 19:00:00+00:00,1,2,19,0,4356.18,0.34
2017-01-02 20:00:00+00:00,1,2,20,0,4076.87,0.371
2017-01-02 21:00:00+00:00,1,2,21,0,3726.71,0.309
2017-01-02 22:00:00+00:00,1,2,22,0,3443.52,0.36
2017-01-02 23:00:00+00:00,1,2,23,0,3172.17,0.461
2017-01-03 00:00:00+00:00,1,3,0,1,2998.4,0.692
2017-01-03 01:00:00+00:00,1,3,1,1,2865.58,0.943
2017-01-03 02:00:00+00:00,1,3,2,1,2852.63,1.098
2017-01-03 03:00:00+00:00,1,3,3,1,2909.65,1.328
2017-01-03 04:00:00+00:00,1,3,4,1,3108.08,1.632
2017-01-03 05:00:00+00:00,1,3,5,1,3653.06,1.921
2017-01-03 06:00:00+00:00,1,3,6,1,4325.33,2.23
2017-01-03 07:00:00+00:00,1,3,7,1,4751.67,2.657
2017-01-03 08:00:00+00:00,1,3,8,1,4843.81,3.171
2017-01-03 09:00:00+00:00,1,3,9,1,4865.92,3.673
2017-01-03 10:00:00+00:00,1,3,10,1,4729.46,4.125
2017-01-03 11:00:00+00:00,1,3,11,1,4668.51,4.644
2017-01-03 12:00:00+00:00,1,3,12,1,4626.13,5.186
2017-01-03 13:00:00+00:00,1,3,13,1,4568.15,5.583
2017-01-03 14:00:00+00:00,1,3,14,1,4456.5,6.07
2017-01-03 15:00:00+00:00,1,3,15,1,4665.86,6.337
2017-01-03 16:00:00+00:00,1,3,16,1,4948.13,6.263
2017-01-03 17:00:00+00:00,1,3,17,1,4715.58,6.066
2017-01-03 18:00:00+00:00,1,3,18,1,4440.65,5.783
2017-01-03 19:00:00+00:00,1,3,19,1,4115.69,5.365
2017-01-03 20:00:00+00:00,1,3,20,1,3810.4,4.908
2017-01-03 21:00:00+00:00,1,3,21,1,3438.41,4.393
2017-01-03 22:00:00+00:00,1,3,22,1,3171.98,3.877
2017-01-03 23:00:00+00:00,1,3,23,1,3057.84,3.482
2017-01-04 00:00:00+00:00,1,4,0,2,2846.34,3.323
2017-01-04 01:00:00+00:00,1,4,1,2,2878.36,3.41
2017-01-04 02:00:00+00:00,1,4,2,2,2886.3,3.637
2017-01-04 03:00:00+00:00,1,4,3,2,2858.03,3.971
2017-01-04 04:00:00+00:00,1,4,4,2,3035.87,4.216
2017-01-04 05:00:00+00:00,1,4,5,2,3657.88,4.241
2017-01-04 06:00:00+00:00,1,4,6,2,4363.27,3.847
2017-01-04 07:00:00+00:00,1,4,7,2,4639.35,3.103
2017-01-04 08:00:00+00:00,1,4,8,2,4588.08,2.389
2017-01-04 09:00:00+00:00,1,4,9,2,4648.09,2.191
2017-01-04 10:00:00+00:00,1,4,10,2,4610.97,2.244
2017-01-04 11:00:00+00:00,1,4,11,2,4490.15,2.273
2017-01-04 12:00:00+00:00,1,4,12,2,4497.46,2.148
2017-01-04 13:00:00+00:00,1,4,13,2,4484.97,1.804
2017-01-04 14:00:00+00:00,1,4,14,2,4457.18,1.254
2017-01-04 15:00:00+00:00,1,4,15,2,4687.29,0.649
2017-01-04 16:00:00+00:00,1,4,16,2,5103.47,0.088
2017-01-04 17:00:00+00:00,1,4,17,2,4914.25,-0.403
2017-01-04 18:00:00+00:00,1,4,18,2,4619.74,-0.714
2017-01-04 19:00:00+00:00,1,4,19,2,4339.7,-0.952
2017-01-04 20:00:00+00:00,1,4,20,2,4086.6,-1.154
2017-01-04 21:00:00+00:00,1,4,21,2,3731.78,-1.377
2017-01-04 22:00:00+00:00,1,4,22,2,3427.15,-1.637
2017-01-04 23:00:00+00:00,1,4,23,2,3315.43,-1.983
2017-01-05 00:00:00+00:00,1,5,0,3,3123.4,-2.409
2017-01-05 01:00:00+00:00,1,5,1,3,3056.56,-2.799
2017-01-05 02:00:00+00:00,1,5,2,3,3065.02,-3.107
2017-01-05 03:00:00+00:00,1,5,3,3,3173.87,-3.404
2017-01-05 04:00:00+00:00,1,5,4,3,3420.98,-3.708
2017-01-05 05:00:00+00:00,1,5,5,3,4064.1,-3.986
2017-01-05 06:00:00+00:00,1,5,6,3,4873.35,-4.252
2017-01-05 07:00:00+00:00,1,5,7,3,5143.28,-4.477
2017-01-05 08:00:00+00:00,1,5,8,3,5143.33,-4.451
2017-01-05 09:00:00+00:00,1,5,9,3,5185.67,-4.189
2017-01-05 10:00:00+00:00,1,5,10,3,5132.64,-3.985
2017-01-05 11:00:00+00:00,1,5,11,3,5015.22,-3.871
2017-01-05 12:00:00+00:00,1,5,12,3,5014.03,-3.893
2017-01-05 13:00:00+00:00,1,5,13,3,4977.18,-4.091
2017-01-05 14:00:00+00:00,1,5,14,3,4970.03,-4.519
2017-01-05 15:00:00+00:00,1,5,15,3,5258.97,-4.822
2017-01-05 16:00:00+00:00,1,5,16,3,5710.99,-4.883
2017-01-05 17:00:00+00:00,1,5,17,3,5507.32,-4.985
2017-01-05 18:00:00+00:00,1,5,18,3,5166.4,-5.085
2017-01-05 19:00:00+00:00,1,5,19,3,4841.65,-5.105
2017-01-05 20:00:00+00:00,1,5,20,3,4542.79,-5.077
2017-01-05 21:00:00+00:00,1,5,21,3,4212.19,-5.06
2017-01-05 22:00:00+00:00,1,5,22,3,3877.38,-5.062
2017-01-05 23:00:00+00:00,1,5,23,3,3644.96,-5.086
2017-01-06 00:00:00+00:00,1,6,0,4,3534.8,-5.124
2017-01-06 01:00:00+00:00,1,6,1,4,3479.42,-5.223
2017-01-06 02:00:00+00:00,1,6,2,4,3481.6,-5.301
2017-01-06 03:00:00+00:00,1,6,3,4,3547.66,-5.434
2017-01-06 04:00:00+00:00,1,6,4,4,3776.93,-5.559
2017-01-06 05:00:00+00:00,1,6,5,4,4398.46,-5.681
2017-01-06 06:00:00+00:00,1,6,6,4,5107.79,-5.774
2017-01-06 07:00:00+00:00,1,6,7,4,5346.3,-5.913
2017-01-06 08:00:00+00:00,1,6,8,4,5293.65,-5.755
2017-01-06 09:00:00+00:00,1,6,9,4,5300.92,-5.147
2017-01-06 10:00:00+00:00,1,6,10,4,5167.27,-4.426
2017-01-06 11:00:00+00:00,1,6,11,4,4897.24,-3.952
2017-01-06 12:00:00+00:00,1,6,12,4,4756.96,-3.704
2017-01-06 13:00:00+00:00,1,6,13,4,4642.33,-3.805
2017-01-06 14:00:00+00:00,1,6,14,4,4624.58,-4.311
2017-01-06 15:00:00+00:00,1,6,15,4,4944.3,-4.51
2017-01-06 16:00:00+00:00,1,6,16,4,5306.65,-4.37
2017-01-06 17:00:00+00:00,1,6,17,4,5136.18,-4.251
2017-01-06 18:00:00+00:00,1,6,18,4,4731.36,-4.09
2017-01-06 19:00:00+00:00,1,6,19,4,4384.81,-3.917
2017-01-06 20:00:00+00:00,1,6,20,4,4092.42,-3.756
2017-01-06 21:00:00+00:00,1,6,21,4,3764.51,-3.576
2017-01-06 22:00:00+00:00,1,6,22,4,3442.76,-3.353
2017-01-06 23:00:00+00:00,1,6,23,4,3232.6,-3.126
2017-01-07 00:00:00+00:00,1,7,0,5,3080.84,-2.885
2017-01-07 01:00:00+00:00,1,7,1,5,2997.29,-2.627
2017-01-07 02:00:00+00:00,1,7,2,5,2977.14,-2.236
2017-01-07 03:00:00+00:00,1,7,3,5,3021.87,-1.667
2017-01-07 04:00:00+00:00,1,7,4,5,3087.61,-1.049
2017-01-07 05:00:00+00:00,1,7,5,5,3263.08,-0.46
2017-01-07 06:00:00+00:00,1,7,6,5,3567.91,0.137
2017-01-07 07:00:00+00:00,1,7,7,5,3911.99,0.595
2017-01-07 08:00:00+00:00,1,7,8,5,4138.19,1.002
2017-01-07 09:00:00+00:00,1,7,9,5,4225.76,1.461
2017-01-07 10:00:00+00:00,1,7,10,5,4207.87,1.911
2017-01-07 11:00:00+00:00,1,7,11,5,4154.4,2.366
