time,month,day,hour,day_of_week,demand,temperature
2017-01-01 00:00:00+00:00,1,1,0,6,23393.0,4.459
2017-01-01 01:00:00+00:00,1,1,1,6,21909.0,4.173
2017-01-01 02:00:00+00:00,1,1,2,6,20615.0,3.943
2017-01-01 03:00:00+00:00,1,1,3,6,19628.0,3.842
2017-01-01 04:00:00+00:00,1,1,4,6,19252.0,3.624
2017-01-01 05:00:00+00:00,1,1,5,6,19351.0,3.448
2017-01-01 06:00:00+00:00,1,1,6,6,19691.0,3.312
2017-01-01 07:00:00+00:00,1,1,7,6,19600.0,3.287
2017-01-01 08:00:00+00:00,1,1,8,6,20238.0,4.589
2017-01-01 09:00:00+00:00,1,1,9,6,22001.0,6.207
2017-01-01 10:00:00+00:00,1,1,10,6,23417.0,7.858
2017-01-01 11:00:00+00:00,1,1,11,6,24064.0,9.262
2017-01-01 12:00:00+00:00,1,1,12,6,24655.0,10.164
2017-01-01 13:00:00+00:00,1,1,13,6,24680.0,10.632
2017-01-01 14:00:00+00:00,1,1,14,6,23427.0,10.584
2017-01-01 15:00:00+00:00,1,1,15,6,22972.0,9.662
2017-01-01 16:00:00+00:00,1,1,16,6,23540.0,7.328
2017-01-01 17:00:00+00:00,1,1,17,6,26259.0,6.097
2017-01-01 18:00:00+00:00,1,1,18,6,27668.0,5.565
2017-01-01 19:00:00+00:00,1,1,19,6,28683.0,5.089
2017-01-01 20:00:00+00:00,1,1,20,6,29180.0,4.665
2017-01-01 21:00:00+00:00,1,1,21,6,28618.0,4.315
2017-01-01 22:00:00+00:00,1,1,22,6,26357.0,4.138
2017-01-01 23:00:00+00:00,1,1,23,6,23755.0,4.035
2017-01-02 00:00:00+00:00,1,2,0,0,21649.0,4.019
2017-01-02 01:00:00+00:00,1,2,1,0,20422.0,4.088
2017-01-02 02:00:00+00:00,1,2,2,0,19846.0,4.144
2017-01-02 03:00:00+00:00,1,2,3,0,19749.0,4.133
2017-01-02 04:00:00+00:00,1,2,4,0,20450.0,4.128
2017-01-02 05:00:00+00:00,1,2,5,0,22781.0,4.092
2017-01-02 06:00:00+00:00,1,2,6,0,25922.0,4.052
2017-01-02 07:00:00+00:00,1,2,7,0,28485.0,4.088
2017-01-02 08:00:00+00:00,1,2,8,0,30812.0,5.227
2017-01-02 09:00:00+00:00,1,2,9,0,32838.0,6.807
2017-01-02 10:00:00+00:00,1,2,10,0,33448.0,8.341
2017-01-02 11:00:00+00:00,1,2,11,0,33400.0,9.669
2017-01-02 12:00:00+00:00,1,2,12,0,33486.0,10.486
2017-01-02 13:00:00+00:00,1,2,13,0,32622.0,10.898
2017-01-02 14:00:00+00:00,1,2,14,0,31811.0,10.862
2017-01-02 15:00:00+00:00,1,2,15,0,31522.0,10.044
2017-01-02 16:00:00+00:00,1,2,16,0,32181.0,8.209
2017-01-02 17:00:00+00:00,1,2,17,0,34087.0,7.195
2017-01-02 18:00:00+00:00,1,2,18,0,34713.0,6.851
2017-01-02 19:00:00+00:00,1,2,19,0,34955.0,6.618
2017-01-02 20:00:00+00:00,1,2,20,0,34572.0,6.477
2017-01-02 21:00:00+00:00,1,2,21,0,32689.0,6.312
2017-01-02 22:00:00+00:00,1,2,22,0,29723.0,6.088
2017-01-02 23:00:00+00:00,1,2,23,0,27117.0,5.803
2017-01-03 00:00:00+00:00,1,3,0,1,24766.0,5.551
2017-01-03 01:00:00+00:00,1,3,1,1,23281.0,5.365
2017-01-03 02:00:00+00:00,1,3,2,1,22719.0,5.276
2017-01-03 03:00:00+00:00,1,3,3,1,22559.0,5.289
2017-01-03 04:00:00+00:00,1,3,4,1,23189.0,5.317
2017-01-03 05:00:00+00:00,1,3,5,1,25512.0,5.295
2017-01-03 06:00:00+00:00,1,3,6,1,29200.0,5.23
2017-01-03 07:00:00+00:00,1,3,7,1,32300.0,5.288
2017-01-03 08:00:00+00:00,1,3,8,1,34788.0,6.503
2017-01-03 09:00:00+00:00,1,3,9,1,36112.0,8.296
2017-01-03 10:00:00+00:00,1,3,10,1,36202.0,9.835
2017-01-03 11:00:00+00:00,1,3,11,1,35633.0,11.341
2017-01-03 12:00:00+00:00,1,3,12,1,35525.0,12.41
2017-01-03 13:00:00+00:00,1,3,13,1,34348.0,13.051
2017-01-03 14:00:00+00:00,1,3,14,1,33413.0,13.111
2017-01-03 15:00:00+00:00,1,3,15,1,33141.0,12.172
2017-01-03 16:00:00+00:00,1,3,16,1,33694.0,9.928
2017-01-03 17:00:00+00:00,1,3,17,1,35528.0,8.733
2017-01-03 18:00:00+00:00,1,3,18,1,35991.0,8.271
2017-01-03 19:00:00+00:00,1,3,19,1,36159.0,7.877
2017-01-03 20:00:00+00:00,1,3,20,1,35633.0,7.544
2017-01-03 21:00:00+00:00,1,3,21,1,33492.0,7.304
2017-01-03 22:00:00+00:00,1,3,22,1,30433.0,7.113
2017-01-03 23:00:00+00:00,1,3,23,1,27702.0,6.95
2017-01-04 00:00:00+00:00,1,4,0,2,25348.0,6.812
2017-01-04 01:00:00+00:00,1,4,1,2,23946.0,6.748
2017-01-04 02:00:00+00:00,1,4,2,2,23349.0,6.654
2017-01-04 03:00:00+00:00,1,4,3,2,23194.0,6.57
2017-01-04 04:00:00+00:00,1,4,4,2,23664.0,6.539
2017-01-04 05:00:00+00:00,1,4,5,2,25870.0,6.437
2017-01-04 06:00:00+00:00,1,4,6,2,29496.0,6.3
2017-01-04 07:00:00+00:00,1,4,7,2,32365.0,6.187
2017-01-04 08:00:00+00:00,1,4,8,2,34619.0,7.264
2017-01-04 09:00:00+00:00,1,4,9,2,35607.0,8.937
2017-01-04 10:00:00+00:00,1,4,10,2,35420.0,10.686
2017-01-04 11:00:00+00:00,1,4,11,2,34704.0,12.317
2017-01-04 12:00:00+00:00,1,4,12,2,34632.0,13.452
2017-01-04 13:00:00+00:00,1,4,13,2,33591.0,14.063
2017-01-04 14:00:00+00:00,1,4,14,2,32725.0,14.129
2017-01-04 15:00:00+00:00,1,4,15,2,32515.0,13.18
2017-01-04 16:00:00+00:00,1,4,16,2,32958.0,10.859
2017-01-04 17:00:00+00:00,1,4,17,2,34757.0,9.331
2017-01-04 18:00:00+00:00,1,4,18,2,35291.0,8.59
2017-01-04 19:00:00+00:00,1,4,19,2,35284.0,7.944
