MIDATL LR_mape,MIDATL DT_mape,MIDATL SVR_mape,MIDATL LSTM_mape,MIDATL DNN_mape,MIDATL GRU_mape,MIDATL LR_mae,MIDATL DT_mae,MIDATL SVR_mae,MIDATL LSTM_mae,MIDATL DNN_mae,MIDATL GRU_mae,SOUTH LR_mape,SOUTH DT_mape,SOUTH SVR_mape,SOUTH LSTM_mape,SOUTH DNN_mape,SOUTH GRU_mape,SOUTH LR_mae,SOUTH DT_mae,SOUTH SVR_mae,SOUTH LSTM_mae,SOUTH DNN_mae,SOUTH GRU_mae,WEST LR_mape,WEST DT_mape,WEST SVR_mape,WEST LSTM_mape,WEST DNN_mape,WEST GRU_mape,WEST LR_mae,WEST DT_mae,WEST SVR_mae,WEST LSTM_mae,WEST DNN_mae,WEST GRU_mae
4.306390347933608,5.620868754067914,5.6163984300724294,4.956229475303603,10.311130567858868,5.084459176643844,2426.702533017656,3167.4268566484106,3164.907775541781,2792.894663556739,5810.44555779889,2865.1536358999633,4.480344056151886,6.317489277600363,6.318799646499755,5.16195958740994,10.515368298940286,5.197601958013567,951.2681733191476,1341.3314713664633,1341.6096893367078,1095.9890146651378,2232.6265724562427,1103.5566149101062,4.005167346249748,5.488977216055522,5.470885138677179,4.663044853618084,10.385487169953599,4.754194688547236,3039.9344513755577,4166.150749612697,4152.418806708769,3539.2655221001564,7882.617007706878,3608.4485298208656
