STATION,DATE,REPORT_TYPE,HourlyDewPointTemperature
72565003017,2015-01-04T13:53:00,FM-15,6
72565003017,2015-01-04T14:00:00,FM-12,6
72565003017,2015-01-04T14:53:00,FM-15,7
72565003017,2015-01-04T15:53:00,FM-15,9
72565003017,2015-01-04T16:53:00,FM-15,12
72565003017,2015-01-04T17:00:00,FM-12,12
72565003017,2015-01-04T17:53:00,FM-15,11
72565003017,2015-01-04T18:53:00,FM-15,13
72565003017,2015-01-04T19:53:00,FM-15,12
72565003017,2015-01-04T20:00:00,FM-12,12
72565003017,2015-01-04T20:53:00,FM-15,11
72565003017,2015-01-04T21:53:00,FM-15,11
72565003017,2015-01-04T22:53:00,FM-15,1
72565003017,2015-01-04T23:00:00,FM-12,1
72565003017,2015-01-04T23:53:00,FM-15,-4
72565003017,2015-01-04T23:59:00,SOD  ,
72565003017,2015-01-05T00:51:00,FM-16,-6
72565003017,2015-01-05T00:53:00,FM-15,-6
72565003017,2015-01-05T01:21:00,FM-16,-6
72565003017,2015-01-05T01:51:00,FM-16,-6
72565003017,2015-01-05T01:53:00,FM-15,-6
72565003017,2015-01-05T02:00:00,FM-12,-6
72565003017,2015-01-05T02:53:00,FM-15,-3
72565003017,2015-01-05T03:53:00,FM-15,0
72565003017,2015-01-05T04:53:00,FM-15,1
72565003017,2015-01-05T05:00:00,FM-12,1
72565003017,2015-01-05T05:53:00,FM-15,3
72565003017,2015-01-05T06:53:00,FM-15,3
72565003017,2015-01-05T07:53:00,FM-15,7
72565003017,2015-01-05T08:00:00,FM-12,7
72565003017,2015-01-05T08:53:00,FM-15,21
72565003017,2015-01-05T09:53:00,FM-15,23
72565003017,2015-01-05T10:14:00,FM-16,25
72565003017,2015-01-05T10:53:00,FM-15,27
72565003017,2015-01-05T11:00:00,FM-12,27
72565003017,2015-01-05T11:53:00,FM-15,28
72565003017,2015-01-05T12:53:00,FM-15,30
72565003017,2015-01-05T13:53:00,FM-15,30
72565003017,2015-01-05T14:00:00,FM-12,30
72565003017,2015-01-05T14:53:00,FM-15,31
72565003017,2015-01-05T15:53:00,FM-15,31
72565003017,2015-01-05T16:53:00,FM-15,32
72565003017,2015-01-05T17:00:00,FM-12,32
72565003017,2015-01-05T17:53:00,FM-15,32
72565003017,2015-01-05T18:53:00,FM-15,32
72565003017,2015-01-05T19:53:00,FM-15,32
72565003017,2015-01-05T20:00:00,FM-12,32
72565003017,2015-01-05T20:53:00,FM-15,33
72565003017,2015-01-05T21:53:00,FM-15,33
72565003017,2015-01-05T22:07:00,FM-16,33
72565003017,2015-01-05T22:40:00,FM-16,30
72565003017,2015-01-05T22:53:00,FM-15,30
72565003017,2015-01-05T23:00:00,FM-12,30
72565003017,2015-01-05T23:53:00,FM-15,29
72565003017,2015-01-05T23:59:00,SOD  ,
72565003017,2015-01-06T00:53:00,FM-15,29
72565003017,2015-01-06T01:53:00,FM-15,29
72565003017,2015-01-06T02:00:00,FM-12,29
72565003017,2015-01-06T02:53:00,FM-15,28
72565003017,2015-01-06T03:53:00,FM-15,27
72565003017,2015-01-06T04:53:00,FM-15,27
72565003017,2015-01-06T05:00:00,FM-12,27
72565003017,2015-01-06T05:53:00,FM-15,27
72565003017,2015-01-06T06:53:00,FM-15,28
72565003017,2015-01-06T07:53:00,FM-15,28
72565003017,2015-01-06T08:00:00,FM-12,28
72565003017,2015-01-06T08:53:00,FM-15,31
72565003017,2015-01-06T09:53:00,FM-15,30
72565003017,2015-01-06T10:53:00,FM-15,30
72565003017,2015-01-06T11:00:00,FM-12,30
72565003017,2015-01-06T11:53:00,FM-15,33
72565003017,2015-01-06T12:53:00,FM-15,35
72565003017,2015-01-06T13:53:00,FM-15,36
72565003017,2015-01-06T14:00:00,FM-12,36
72565003017,2015-01-06T14:53:00,FM-15,34
72565003017,2015-01-06T15:53:00,FM-15,34
72565003017,2015-01-06T16:53:00,FM-15,33
72565003017,2015-01-06T17:00:00,FM-12,33
72565003017,2015-01-06T17:53:00,FM-15,31
72565003017,2015-01-06T18:53:00,FM-15,30
72565003017,2015-01-06T19:53:00,FM-15,30
72565003017,2015-01-06T20:00:00,FM-12,30
72565003017,2015-01-06T20:53:00,FM-15,30
72565003017,2015-01-06T21:51:00,FM-16,28
72565003017,2015-01-06T21:53:00,FM-15,29
72565003017,2015-01-06T21:59:00,FM-16,28
72565003017,2015-01-06T22:03:00,FM-16,27
72565003017,2015-01-06T22:07:00,FM-16,27
72565003017,2015-01-06T22:11:00,FM-16,26
72565003017,2015-01-06T22:19:00,FM-16,25
72565003017,2015-01-06T22:22:00,FM-16,25
72565003017,2015-01-06T22:30:00,FM-16,24
72565003017,2015-01-06T22:53:00,FM-15,21
72565003017,2015-01-06T23:00:00,FM-12,21
72565003017,2015-01-06T23:53:00,FM-15,19
72565003017,2015-01-06T23:59:00,SOD  ,
72565003017,2015-01-07T00:51:00,FM-16,16
72565003017,2015-01-07T00:53:00,FM-15,16
72565003017,2015-01-07T01:53:00,FM-15,14
72565003017,2015-01-07T02:00:00,FM-12,14
72565003017,2015-01-07T02:53:00,FM-15,13
72565003017,2015-01-07T03:53:00,FM-15,13
72565003017,2015-01-07T04:53:00,FM-15,12
72565003017,2015-01-07T05:00:00,FM-12,12
72565003017,2015-01-07T05:51:00,FM-16,12
72565003017,2015-01-07T05:53:00,FM-15,12
72565003017,2015-01-07T06:51:00,FM-16,12
72565003017,2015-01-07T06:53:00,FM-15,12
72565003017,2015-01-07T07:33:00,FM-16,12
72565003017,2015-01-07T07:46:00,FM-16,12
72565003017,2015-01-07T07:53:00,FM-15,12
72565003017,2015-01-07T08:00:00,FM-12,12
72565003017,2015-01-07T08:04:00,FM-16,11
72565003017,2015-01-07T08:36:00,FM-16,11
72565003017,2015-01-07T08:53:00,FM-15,11
72565003017,2015-01-07T09:37:00,FM-16,12
72565003017,2015-01-07T09:53:00,FM-15,11
72565003017,2015-01-07T10:29:00,FM-16,12
72565003017,2015-01-07T10:53:00,FM-15,13
72565003017,2015-01-07T11:00:00,FM-12,13
72565003017,2015-01-07T11:53:00,FM-15,15
72565003017,2015-01-07T12:53:00,FM-15,16
72565003017,2015-01-07T13:08:00,FM-16,17
72565003017,2015-01-07T13:53:00,FM-15,18
72565003017,2015-01-07T14:00:00,FM-12,18
72565003017,2015-01-07T14:51:00,FM-16,19
72565003017,2015-01-07T14:53:00,FM-15,19
72565003017,2015-01-07T15:53:00,FM-15,19
72565003017,2015-01-07T16:53:00,FM-15,18
72565003017,2015-01-07T17:00:00,FM-12,18
72565003017,2015-01-07T17:53:00,FM-15,17
72565003017,2015-01-07T18:53:00,FM-15,16
72565003017,2015-01-07T19:53:00,FM-15,16
72565003017,2015-01-07T20:00:00,FM-12,16
72565003017,2015-01-07T20:53:00,FM-15,17
72565003017,2015-01-07T21:53:00,FM-15,18
72565003017,2015-01-07T22:53:00,FM-15,25
72565003017,2015-01-07T23:00:00,FM-12,25
72565003017,2015-01-07T23:53:00,FM-15,25
72565003017,2015-01-07T23:59:00,SOD  ,
72565003017,2015-01-08T00:53:00,FM-15,24
72565003017,2015-01-08T01:53:00,FM-15,24
72565003017,2015-01-08T02:00:00,FM-12,24
72565003017,2015-01-08T02:53:00,FM-15,20
72565003017,2015-01-08T03:53:00,FM-15,20
72565003017,2015-01-08T04:53:00,FM-15,20
72565003017,2015-01-08T05:00:00,FM-12,20
72565003017,2015-01-08T05:53:00,FM-15,22
72565003017,2015-01-08T06:53:00,FM-15,20
72565003017,2015-01-08T07:53:00,FM-15,21
72565003017,2015-01-08T08:00:00,FM-12,21
72565003017,2015-01-08T08:53:00,FM-15,25
72565003017,2015-01-08T09:53:00,FM-15,27
72565003017,2015-01-08T10:53:00,FM-15,27
72565003017,2015-01-08T11:00:00,FM-12,27
72565003017,2015-01-08T11:53:00,FM-15,27
72565003017,2015-01-08T12:53:00,FM-15,26
72565003017,2015-01-08T13:53:00,FM-15,27
72565003017,2015-01-08T14:00:00,FM-12,27
72565003017,2015-01-08T14:53:00,FM-15,28
72565003017,2015-01-08T15:53:00,FM-15,29
72565003017,2015-01-08T16:53:00,FM-15,29
72565003017,2015-01-08T17:00:00,FM-12,29
72565003017,2015-01-08T17:33:00,FM-16,29
72565003017,2015-01-08T17:53:00,FM-15,29
72565003017,2015-01-08T18:51:00,FM-16,28
72565003017,2015-01-08T18:53:00,FM-15,29
72565003017,2015-01-08T19:04:00,FM-16,29
72565003017,2015-01-08T19:33:00,FM-16,26
72565003017,2015-01-08T19:51:00,FM-16,25
72565003017,2015-01-08T19:53:00,FM-15,24
72565003017,2015-01-08T20:00:00,FM-12,24
72565003017,2015-01-08T20:29:00,FM-16,23
72565003017,2015-01-08T20:47:00,FM-16,23
72565003017,2015-01-08T20:53:00,FM-15,23
72565003017,2015-01-08T21:28:00,FM-16,22
72565003017,2015-01-08T21:41:00,FM-16,22
72565003017,2015-01-08T21:53:00,FM-15,22
72565003017,2015-01-08T22:00:00,FM-16,22
72565003017,2015-01-08T22:42:00,FM-16,20
72565003017,2015-01-08T22:51:00,FM-16,19
72565003017,2015-01-08T22:53:00,FM-15,19
72565003017,2015-01-08T23:00:00,FM-12,19
72565003017,2015-01-08T23:05:00,FM-16,19
72565003017,2015-01-08T23:20:00,FM-16,19
72565003017,2015-01-08T23:26:00,FM-16,19
72565003017,2015-01-08T23:38:00,FM-16,17
72565003017,2015-01-08T23:48:00,FM-16,18
72565003017,2015-01-08T23:53:00,FM-15,17
72565003017,2015-01-08T23:59:00,SOD  ,
72565003017,2015-01-09T00:51:00,FM-16,16
72565003017,2015-01-09T00:53:00,FM-15,16
72565003017,2015-01-09T01:08:00,FM-16,16
72565003017,2015-01-09T01:18:00,FM-16,16
72565003017,2015-01-09T01:28:00,FM-16,16
72565003017,2015-01-09T01:36:00,FM-16,15
72565003017,2015-01-09T01:51:00,FM-16,16
72565003017,2015-01-09T01:53:00,FM-15,15
72565003017,2015-01-09T02:00:00,FM-12,15
72565003017,2015-01-09T02:44:00,FM-16,15
72565003017,2015-01-09T02:53:00,FM-15,14
72565003017,2015-01-09T03:07:00,FM-16,15
72565003017,2015-01-09T03:53:00,FM-15,16
72565003017,2015-01-09T04:53:00,FM-15,16
72565003017,2015-01-09T05:00:00,FM-12,16
72565003017,2015-01-09T05:01:00,FM-16,16
72565003017,2015-01-09T05:28:00,FM-16,15
72565003017,2015-01-09T05:51:00,FM-16,14
72565003017,2015-01-09T05:53:00,FM-15,14
72565003017,2015-01-09T06:40:00,FM-16,13
72565003017,2015-01-09T06:53:00,FM-15,13
72565003017,2015-01-09T07:19:00,FM-16,14
72565003017,2015-01-09T07:51:00,FM-16,16
72565003017,2015-01-09T07:53:00,FM-15,15
72565003017,2015-01-09T08:00:00,FM-12,15
72565003017,2015-01-09T08:38:00,FM-16,17
72565003017,2015-01-09T08:53:00,FM-15,18
72565003017,2015-01-09T09:30:00,FM-16,18
72565003017,2015-01-09T09:53:00,FM-15,20
72565003017,2015-01-09T10:53:00,FM-15,20
72565003017,2015-01-09T11:00:00,FM-12,20
72565003017,2015-01-09T11:53:00,FM-15,21
72565003017,2015-01-09T12:53:00,FM-15,20
72565003017,2015-01-09T13:53:00,FM-15,24
72565003017,2015-01-09T14:00:00,FM-12,24
72565003017,2015-01-09T14:53:00,FM-15,24
72565003017,2015-01-09T15:53:00,FM-15,23
72565003017,2015-01-09T16:53:00,FM-15,22
72565003017,2015-01-09T17:00:00,FM-12,22
72565003017,2015-01-09T17:53:00,FM-15,22
72565003017,2015-01-09T18:22:00,FM-16,22
72565003017,2015-01-09T18:53:00,FM-15,22
72565003017,2015-01-09T19:08:00,FM-16,22
72565003017,2015-01-09T19:53:00,FM-15,21
72565003017,2015-01-09T20:00:00,FM-12,21
72565003017,2015-01-09T20:10:00,FM-16,21
72565003017,2015-01-09T20:28:00,FM-16,22
72565003017,2015-01-09T20:32:00,FM-16,22
72565003017,2015-01-09T20:53:00,FM-15,21
72565003017,2015-01-09T21:53:00,FM-15,16
72565003017,2015-01-09T22:27:00,FM-16,15
72565003017,2015-01-09T22:43:00,FM-16,14
72565003017,2015-01-09T22:53:00,FM-15,17
72565003017,2015-01-09T23:00:00,FM-12,17
72565003017,2015-01-09T23:48:00,FM-16,21
72565003017,2015-01-09T23:49:00,FM-15,21
72565003017,2015-01-09T23:56:00,FM-16,21
72565003017,2015-01-09T23:59:00,SOD  ,
72565003017,2015-01-10T00:12:00,FM-16,22
72565003017,2015-01-10T00:22:00,FM-16,22
72565003017,2015-01-10T00:53:00,FM-15,21
72565003017,2015-01-10T01:14:00,FM-16,21
72565003017,2015-01-10T01:53:00,FM-15,22
72565003017,2015-01-10T02:00:00,FM-12,22
72565003017,2015-01-10T02:01:00,FM-16,22
72565003017,2015-01-10T02:53:00,FM-15,23
72565003017,2015-01-10T03:53:00,FM-15,23
72565003017,2015-01-10T04:53:00,FM-15,24
72565003017,2015-01-10T05:00:00,FM-12,24
72565003017,2015-01-10T05:53:00,FM-15,25
72565003017,2015-01-10T06:53:00,FM-15,23
72565003017,2015-01-10T07:53:00,FM-15,25
72565003017,2015-01-10T08:00:00,FM-12,25
72565003017,2015-01-10T08:53:00,FM-15,25
72565003017,2015-01-10T09:53:00,FM-15,34
72565003017,2015-01-10T10:53:00,FM-15,27
72565003017,2015-01-10T11:00:00,FM-12,27
72565003017,2015-01-10T11:53:00,FM-15,25
72565003017,2015-01-10T12:53:00,FM-15,24
72565003017,2015-01-10T13:53:00,FM-15,33
72565003017,2015-01-10T14:00:00,FM-12,33
72565003017,2015-01-10T14:53:00,FM-15,27
72565003017,2015-01-10T15:53:00,FM-15,29
72565003017,2015-01-10T16:53:00,FM-15,28
72565003017,2015-01-10T17:00:00,FM-12,28
72565003017,2015-01-10T17:53:00,FM-15,28
72565003017,2015-01-10T18:53:00,FM-15,28
72565003017,2015-01-10T19:53:00,FM-15,28
72565003017,2015-01-10T20:00:00,FM-12,28
72565003017,2015-01-10T20:53:00,FM-15,28
72565003017,2015-01-10T21:53:00,FM-15,27
72565003017,2015-01-10T22:04:00,FM-16,26
72565003017,2015-01-10T22:53:00,FM-15,25
72565003017,2015-01-10T23:00:00,FM-12,25
72565003017,2015-01-10T23:53:00,FM-15,27
72565003017,2015-01-10T23:59:00,SOD  ,
72565003017,2015-01-11T00:53:00,FM-15,26
72565003017,2015-01-11T01:53:00,FM-15,26
72565003017,2015-01-11T02:00:00,FM-12,26
72565003017,2015-01-11T02:53:00,FM-15,25
72565003017,2015-01-11T03:53:00,FM-15,25
72565003017,2015-01-11T04:53:00,FM-15,24
72565003017,2015-01-11T05:00:00,FM-12,24
72565003017,2015-01-11T05:53:00,FM-15,23
72565003017,2015-01-11T06:53:00,FM-15,23
72565003017,2015-01-11T07:53:00,FM-15,24
72565003017,2015-01-11T08:00:00,FM-12,24
72565003017,2015-01-11T08:53:00,FM-15,26
72565003017,2015-01-11T09:53:00,FM-15,27
72565003017,2015-01-11T10:53:00,FM-15,26
72565003017,2015-01-11T11:00:00,FM-12,26
72565003017,2015-01-11T11:53:00,FM-15,31
72565003017,2015-01-11T12:53:00,FM-15,34
72565003017,2015-01-11T13:10:00,FM-16,34
72565003017,2015-01-11T13:53:00,FM-15,34
72565003017,2015-01-11T14:00:00,FM-12,34
72565003017,2015-01-11T14:53:00,FM-15,32
72565003017,2015-01-11T15:53:00,FM-15,31
72565003017,2015-01-11T16:17:00,FM-16,31
72565003017,2015-01-11T16:53:00,FM-15,31
72565003017,2015-01-11T17:00:00,FM-12,31
72565003017,2015-01-11T17:53:00,FM-15,28
72565003017,2015-01-11T18:53:00,FM-15,27
72565003017,2015-01-11T19:29:00,FM-16,26
72565003017,2015-01-11T19:53:00,FM-15,26
72565003017,2015-01-11T20:00:00,FM-12,26
72565003017,2015-01-11T20:53:00,FM-15,25
72565003017,2015-01-11T21:00:00,FM-16,24
72565003017,2015-01-11T21:12:00,FM-16,25
72565003017,2015-01-11T21:53:00,FM-15,25
72565003017,2015-01-11T22:53:00,FM-15,24
72565003017,2015-01-11T23:00:00,FM-12,24
72565003017,2015-01-11T23:06:00,FM-16,24
72565003017,2015-01-11T23:17:00,FM-16,24
72565003017,2015-01-11T23:36:00,FM-16,24
72565003017,2015-01-11T23:53:00,FM-15,23
72565003017,2015-01-11T23:59:00,SOD  ,
72565003017,2015-01-12T00:01:00,FM-16,24
72565003017,2015-01-12T00:28:00,FM-16,24
72565003017,2015-01-12T00:37:00,FM-16,24
72565003017,2015-01-12T00:53:00,FM-15,23
72565003017,2015-01-12T01:53:00,FM-15,21
72565003017,2015-01-12T02:00:00,FM-12,21
72565003017,2015-01-12T02:15:00,FM-16,20
72565003017,2015-01-12T02:53:00,FM-15,20
72565003017,2015-01-12T03:24:00,FM-16,20
72565003017,2015-01-12T03:53:00,FM-15,20
72565003017,2015-01-12T04:03:00,FM-16,20
72565003017,2015-01-12T04:53:00,FM-15,20
72565003017,2015-01-12T05:00:00,FM-12,20
72565003017,2015-01-12T05:53:00,FM-15,20
72565003017,2015-01-12T06:53:00,FM-15,20
72565003017,2015-01-12T07:53:00,FM-15,20
72565003017,2015-01-12T08:00:00,FM-12,20
72565003017,2015-01-12T08:28:00,FM-16,20
72565003017,2015-01-12T08:53:00,FM-15,21
72565003017,2015-01-12T09:01:00,FM-16,21
72565003017,2015-01-12T09:35:00,FM-16,21
72565003017,2015-01-12T09:53:00,FM-15,22
72565003017,2015-01-12T10:53:00,FM-15,22
72565003017,2015-01-12T11:00:00,FM-12,22
72565003017,2015-01-12T11:51:00,FM-16,23
72565003017,2015-01-12T11:53:00,FM-15,23
72565003017,2015-01-12T12:53:00,FM-15,23
72565003017,2015-01-12T13:53:00,FM-15,22
72565003017,2015-01-12T14:00:00,FM-12,22
72565003017,2015-01-12T14:53:00,FM-15,22
72565003017,2015-01-12T15:29:00,FM-16,22
72565003017,2015-01-12T15:53:00,FM-15,22
72565003017,2015-01-12T16:50:00,FM-16,21
72565003017,2015-01-12T16:53:00,FM-15,21
72565003017,2015-01-12T17:00:00,FM-12,21
72565003017,2015-01-12T17:53:00,FM-15,21
72565003017,2015-01-12T18:27:00,FM-16,20
72565003017,2015-01-12T18:53:00,FM-15,21
72565003017,2015-01-12T19:06:00,FM-16,21
72565003017,2015-01-12T19:40:00,FM-16,21
72565003017,2015-01-12T19:53:00,FM-15,21
72565003017,2015-01-12T20:00:00,FM-12,21
72565003017,2015-01-12T20:53:00,FM-15,21
72565003017,2015-01-12T21:10:00,FM-16,21
72565003017,2015-01-12T21:32:00,FM-16,21
72565003017,2015-01-12T21:43:00,FM-16,21
72565003017,2015-01-12T21:53:00,FM-15,21
72565003017,2015-01-12T22:02:00,FM-16,22
72565003017,2015-01-12T22:17:00,FM-16,22
72565003017,2015-01-12T22:51:00,FM-16,21
72565003017,2015-01-12T22:53:00,FM-15,22
72565003017,2015-01-12T23:00:00,FM-12,22
72565003017,2015-01-12T23:41:00,FM-16,22
72565003017,2015-01-12T23:51:00,FM-16,21
72565003017,2015-01-12T23:53:00,FM-15,22
72565003017,2015-01-12T23:59:00,SOD  ,
72565003017,2015-01-13T00:22:00,FM-16,22
72565003017,2015-01-13T00:29:00,FM-16,22
72565003017,2015-01-13T00:53:00,FM-15,22
72565003017,2015-01-13T01:02:00,FM-16,22
72565003017,2015-01-13T01:53:00,FM-15,22
72565003017,2015-01-13T02:00:00,FM-12,22
72565003017,2015-01-13T02:42:00,FM-16,22
72565003017,2015-01-13T02:53:00,FM-15,22
72565003017,2015-01-13T03:53:00,FM-15,22
72565003017,2015-01-13T04:53:00,FM-15,22
72565003017,2015-01-13T05:00:00,FM-12,22
72565003017,2015-01-13T05:53:00,FM-15,22
72565003017,2015-01-13T06:53:00,FM-15,22
72565003017,2015-01-13T07:53:00,FM-15,22
72565003017,2015-01-13T08:00:00,FM-12,22
72565003017,2015-01-13T08:53:00,FM-15,22
72565003017,2015-01-13T09:13:00,FM-16,22
72565003017,2015-01-13T09:29:00,FM-16,22
72565003017,2015-01-13T09:53:00,FM-15,22
72565003017,2015-01-13T10:53:00,FM-15,23
72565003017,2015-01-13T11:00:00,FM-12,23
72565003017,2015-01-13T11:53:00,FM-15,23
72565003017,2015-01-13T12:19:00,FM-16,23
72565003017,2015-01-13T12:53:00,FM-15,24
72565003017,2015-01-13T13:53:00,FM-15,24
72565003017,2015-01-13T14:00:00,FM-12,24
72565003017,2015-01-13T14:51:00,FM-16,25
72565003017,2015-01-13T14:53:00,FM-15,25
72565003017,2015-01-13T15:51:00,FM-16,25
72565003017,2015-01-13T15:53:00,FM-15,25
72565003017,2015-01-13T16:53:00,FM-15,26
