date,tmpf,month,hour,dayofweek,poten_2,poten_7
2015-01-08 00:00:00,35.96,1,0,3,0.0,158.32435702214278
2015-01-08 01:00:00,39.92,1,1,3,8.06147377285717,164.82644376785717
2015-01-08 02:00:00,39.92,1,2,3,27.858691074142826,155.83465885114282
2015-01-08 03:00:00,46.94,1,3,3,29.85947793528576,164.19646071528578
2015-01-08 04:00:00,46.04,1,4,3,44.23864257942861,166.3846761934286
2015-01-08 05:00:00,46.94,1,5,3,42.96451916699999,165.673823056
2015-01-08 06:00:00,39.92,1,6,3,64.4279946415715,159.36386297657145
2015-01-08 07:00:00,44.06,1,7,3,78.82048408542855,162.20198936742858
2015-01-08 08:00:00,42.08,1,8,3,154.26658047771434,134.69641214371433
2015-01-08 09:00:00,42.98,1,9,3,187.22409214157145,125.63304436457145
2015-01-08 10:00:00,44.06,1,10,3,149.99178948600002,101.80059476000002
2015-01-08 11:00:00,44.96,1,11,3,127.87752504071432,128.5122214307143
2015-01-08 12:00:00,46.04,1,12,3,130.74224813185714,113.80471313585711
2015-01-08 13:00:00,46.04,1,13,3,137.1763532564286,68.00916991942859
2015-01-08 14:00:00,46.04,1,14,3,121.03890583185716,91.18318138885718
2015-01-08 15:00:00,44.96,1,15,3,138.56703770099998,80.45940186600001
2015-01-08 16:00:00,41.0,1,16,3,135.03734496028568,77.77385218428572
2015-01-08 17:00:00,35.06,1,17,3,87.16918254042852,98.40840726242854
2015-01-08 18:00:00,33.98,1,18,3,69.72015595214287,75.43478873214286
2015-01-08 19:00:00,32.0,1,19,3,40.56585003842855,58.92699559742857
2015-01-08 20:00:00,26.06,1,20,3,35.54841436328576,67.39022380728574
2015-01-08 21:00:00,24.08,1,21,3,24.4032367454285,96.0283011874285
2015-01-08 22:00:00,23.0,1,22,3,44.66241309585712,91.99574031785716
2015-01-08 23:00:00,21.02,1,23,3,37.02326126914289,96.2768646021429
2015-01-09 00:00:00,19.04,1,0,4,10.485316186142796,101.53664535714276
2015-01-09 01:00:00,17.96,1,1,4,24.159583771857143,89.48520765985714
2015-01-09 02:00:00,17.96,1,2,4,41.040153849142825,103.6441630151428
2015-01-09 03:00:00,17.96,1,3,4,53.19884321328576,116.64496877028576
2015-01-09 04:00:00,19.04,1,4,4,65.30489480442859,103.98361785942862
2015-01-09 05:00:00,19.04,1,5,4,72.54541055300001,115.45567166400002
2015-01-09 06:00:00,15.98,1,6,4,62.72557797657146,117.20428130857148
2015-01-09 07:00:00,15.08,1,7,4,85.6889518664286,103.19249353042856
2015-01-09 08:00:00,17.96,1,8,4,153.08837381071436,135.62951964371433
2015-01-09 09:00:00,19.94,1,9,4,236.16515575157143,123.12599797257144
2015-01-09 10:00:00,21.92,1,10,4,214.165540319,110.911950038
2015-01-09 11:00:00,24.08,1,11,4,244.6528264297143,120.28161642671428
2015-01-09 12:00:00,24.08,1,12,4,253.74397452185715,99.26536868885714
2015-01-09 13:00:00,24.08,1,13,4,251.55722603342852,86.78084964042858
2015-01-09 14:00:00,28.04,1,14,4,239.88744472185715,52.56763110685717
2015-01-09 15:00:00,28.04,1,15,4,218.950426312,42.87335964100001
2015-01-09 16:00:00,24.98,1,16,4,153.0997535712857,16.025926069285703
2015-01-09 17:00:00,24.08,1,17,4,97.60658698342856,17.347752543428555
2015-01-09 18:00:00,24.08,1,18,4,84.0536067851429,30.81986040014289
2015-01-09 19:00:00,24.08,1,19,4,85.24680976142855,24.799934764428546
2015-01-09 20:00:00,23.0,1,20,4,86.54596297428577,54.69807269828573
2015-01-09 21:00:00,21.92,1,21,4,103.50550757742856,77.74353091042855
2015-01-09 22:00:00,19.04,1,22,4,111.62261559385712,94.87959586985716
2015-01-09 23:00:00,19.04,1,23,4,99.17748071414292,91.68353793514292
2015-01-10 00:00:00,21.92,1,0,5,56.10327174614278,107.53235757914275
2015-01-10 01:00:00,23.0,1,1,5,41.923678492857135,117.42216182485716
2015-01-10 02:00:00,23.0,1,2,5,26.34956690414282,111.5227813481428
2015-01-10 03:00:00,24.08,1,3,5,20.449241545285787,110.22383849028576
2015-01-10 04:00:00,24.98,1,4,5,5.043079525428595,96.3208900804286
2015-01-10 05:00:00,30.02,1,5,5,3.773883890000008,118.098178051
2015-01-10 06:00:00,35.96,1,6,5,11.602599641571487,105.29213214557149
2015-01-10 07:00:00,37.94,1,7,5,36.7293651994286,105.59983769342855
2015-01-10 08:00:00,33.08,1,8,5,106.36580658571432,105.61033630971434
2015-01-10 09:00:00,37.94,1,9,5,162.8441979785714,112.0863204775714
2015-01-10 10:00:00,46.04,1,10,5,145.847387536,67.42299003900001
2015-01-10 11:00:00,53.96,1,11,5,122.1880358727143,78.21652504071432
2015-01-10 12:00:00,55.04,1,12,5,118.82643730285712,108.96274396785714
2015-01-10 13:00:00,55.94,1,13,5,76.28298825342858,109.3951035304286
2015-01-10 14:00:00,50.0,1,14,5,102.81733555785718,123.63129721785717
2015-01-10 15:00:00,50.0,1,15,5,124.10359436299998,135.761482423
2015-01-10 16:00:00,48.02,1,16,5,100.0924666282857,146.4573877352857
2015-01-10 17:00:00,37.94,1,17,5,60.20716892742854,164.76739754042856
2015-01-10 18:00:00,35.96,1,18,5,52.33310400814287,158.91064817514285
2015-01-10 19:00:00,33.98,1,19,5,55.61181809442854,113.99826309742856
2015-01-10 20:00:00,35.06,1,20,5,56.36133130728575,134.22335630828576
2015-01-10 21:00:00,35.96,1,21,5,77.8586998004285,147.5912311874285
2015-01-10 22:00:00,35.96,1,22,5,80.62912892785715,169.22452253685714
2015-01-10 23:00:00,35.06,1,23,5,65.83292349314291,172.7146465501429
2015-01-11 00:00:00,33.08,1,0,6,60.460498133142806,169.9426939721428
2015-01-11 01:00:00,30.92,1,1,6,69.90995626885714,180.8202712698572
2015-01-11 02:00:00,30.92,1,2,6,72.66102385014278,183.2597716241428
2015-01-11 03:00:00,30.02,1,3,6,77.99065376628576,192.4957898812858
2015-01-11 04:00:00,32.0,1,4,6,75.84602591042861,193.14666452542852
2015-01-11 05:00:00,30.92,1,5,6,63.74156360799998,164.83064444500002
2015-01-11 06:00:00,28.04,1,6,6,77.81661797357145,162.54604964157147
2015-01-11 07:00:00,30.92,1,7,6,87.8113790884286,172.6880693674286
2015-01-11 08:00:00,33.98,1,8,6,158.16393019771436,159.00933686671436
2015-01-11 09:00:00,35.06,1,9,6,214.7504371415714,143.0534735305714
2015-01-11 10:00:00,35.96,1,10,6,190.367595595,153.459374482
2015-01-11 11:00:00,39.02,1,11,6,192.7552830927143,148.6013153177143
2015-01-11 12:00:00,37.94,1,12,6,214.9593275748572,165.15915785385715
2015-01-11 13:00:00,39.92,1,13,6,238.12041853042865,134.1471929764286
2015-01-11 14:00:00,39.92,1,14,6,239.82598027585715,106.96809694285716
2015-01-11 15:00:00,39.02,1,15,6,223.257422148,66.97582269699998
