AT: QR,AT: GB,AT: RF,AT: LSTM,AT: DNN,AT: GRU,BE: QR,BE: GB,BE: RF,BE: LSTM,BE: DNN,BE: GRU,BG: QR,BG: GB,BG: RF,BG: LSTM,BG: DNN,BG: GRU,CH: QR,CH: GB,CH: RF,CH: LSTM,CH: DNN,CH: GRU,CZ: QR,CZ: GB,CZ: RF,CZ: LSTM,CZ: DNN,CZ: GRU,DK: QR,DK: GB,DK: RF,DK: LSTM,DK: DNN,DK: GRU,ES: QR,ES: GB,ES: RF,ES: LSTM,ES: DNN,ES: GRU,FR: QR,FR: GB,FR: RF,FR: LSTM,FR: DNN,FR: GRU,GR: QR,GR: GB,GR: RF,GR: LSTM,GR: DNN,GR: GRU,IT: QR,IT: GB,IT: RF,IT: LSTM,IT: DNN,IT: GRU,NL: QR,NL: GB,NL: RF,NL: LSTM,NL: DNN,NL: GRU,PT: QR,PT: GB,PT: RF,PT: LSTM,PT: DNN,PT: GRU,SI: QR,SI: GB,SI: RF,SI: LSTM,SI: DNN,SI: GRU,SK: QR,SK: GB,SK: RF,SK: LSTM,SK: DNN,SK: GRU
137.80198372357063,109.27321250163378,94.33462411950893,120.93777382489208,200.48891361509467,131.73665184048093,181.21211465719614,158.44755320314042,152.7077347478582,173.22330208581062,225.27979385414685,198.23999491726715,65.70482075312206,56.88887573120196,53.813383586588856,75.10270244100987,106.1566674454864,74.77197085648147,129.11733940928912,118.24553176124992,119.51113537295994,149.74508679507895,161.85901955416523,139.50981484194156,146.34856023807524,116.09092436106341,94.29443023365718,138.90639324936677,192.95120446599717,135.93473184498717,67.77365818995985,61.666480607916895,57.74488822251745,98.31380078725753,103.68373507924227,74.00967666937191,478.0022559458369,383.66949448545574,330.93891137918354,512.8240835733764,666.6379156311436,533.8449290332477,963.0397633279204,730.0426976149458,602.7623615447469,911.2532711239336,1420.5124283692842,830.1503494902452,120.67844596231731,104.09992861755251,98.60603091244333,136.4117606186209,198.30972908627737,156.6773551147399,820.9374882250191,655.559739671654,488.0516143329864,827.1274492334059,1185.1263969774027,887.288983339477,187.32471846445685,170.35620511629241,162.81572296108783,182.26033864695307,269.600184986999,196.45339636645423,93.13612853342022,77.22176311966615,63.38652380802606,100.67606858220068,148.6141477179082,98.8751619045,34.774660993469105,28.80424082510843,26.136682211670202,36.3374903869629,42.82956438047737,34.1720588253027,49.27458225434146,40.27221279763761,35.24737523792539,53.33330915213961,77.87481165869958,58.59444329573866
