AT LR_mape,AT DT_mape,AT SVR_mape,AT LSTM_mape,AT DNN_mape,AT GRU_mape,AT LR_mae,AT DT_mae,AT SVR_mae,AT LSTM_mae,AT DNN_mae,AT GRU_mae,BE LR_mape,BE DT_mape,BE SVR_mape,BE LSTM_mape,BE DNN_mape,BE GRU_mape,BE LR_mae,BE DT_mae,BE SVR_mae,BE LSTM_mae,BE DNN_mae,BE GRU_mae,BG LR_mape,BG DT_mape,BG SVR_mape,BG LSTM_mape,BG DNN_mape,BG GRU_mape,BG LR_mae,BG DT_mae,BG SVR_mae,BG LSTM_mae,BG DNN_mae,BG GRU_mae,CH LR_mape,CH DT_mape,CH SVR_mape,CH LSTM_mape,CH DNN_mape,CH GRU_mape,CH LR_mae,CH DT_mae,CH SVR_mae,CH LSTM_mae,CH DNN_mae,CH GRU_mae,CZ LR_mape,CZ DT_mape,CZ SVR_mape,CZ LSTM_mape,CZ DNN_mape,CZ GRU_mape,CZ LR_mae,CZ DT_mae,CZ SVR_mae,CZ LSTM_mae,CZ DNN_mae,CZ GRU_mae,DK LR_mape,DK DT_mape,DK SVR_mape,DK LSTM_mape,DK DNN_mape,DK GRU_mape,DK LR_mae,DK DT_mae,DK SVR_mae,DK LSTM_mae,DK DNN_mae,DK GRU_mae,ES LR_mape,ES DT_mape,ES SVR_mape,ES LSTM_mape,ES DNN_mape,ES GRU_mape,ES LR_mae,ES DT_mae,ES SVR_mae,ES LSTM_mae,ES DNN_mae,ES GRU_mae,FR LR_mape,FR DT_mape,FR SVR_mape,FR LSTM_mape,FR DNN_mape,FR GRU_mape,FR LR_mae,FR DT_mae,FR SVR_mae,FR LSTM_mae,FR DNN_mae,FR GRU_mae,GR LR_mape,GR DT_mape,GR SVR_mape,GR LSTM_mape,GR DNN_mape,GR GRU_mape,GR LR_mae,GR DT_mae,GR SVR_mae,GR LSTM_mae,GR DNN_mae,GR GRU_mae,IT LR_mape,IT DT_mape,IT SVR_mape,IT LSTM_mape,IT DNN_mape,IT GRU_mape,IT LR_mae,IT DT_mae,IT SVR_mae,IT LSTM_mae,IT DNN_mae,IT GRU_mae,NL LR_mape,NL DT_mape,NL SVR_mape,NL LSTM_mape,NL DNN_mape,NL GRU_mape,NL LR_mae,NL DT_mae,NL SVR_mae,NL LSTM_mae,NL DNN_mae,NL GRU_mae,PT LR_mape,PT DT_mape,PT SVR_mape,PT LSTM_mape,PT DNN_mape,PT GRU_mape,PT LR_mae,PT DT_mae,PT SVR_mae,PT LSTM_mae,PT DNN_mae,PT GRU_mae,SI LR_mape,SI DT_mape,SI SVR_mape,SI LSTM_mape,SI DNN_mape,SI GRU_mape,SI LR_mae,SI DT_mae,SI SVR_mae,SI LSTM_mae,SI DNN_mae,SI GRU_mae,SK LR_mape,SK DT_mape,SK SVR_mape,SK LSTM_mape,SK DNN_mape,SK GRU_mape,SK LR_mae,SK DT_mae,SK SVR_mae,SK LSTM_mae,SK DNN_mae,SK GRU_mae
3.1989522705068616,2.96628632573711,2.96872728813739,2.360923557014556,12.875071207190459,2.4830331018465643,344.6871071471143,319.6173515981735,319.88036529680363,254.38951326831835,1387.2889225747695,267.54681672396725,3.3324752382936556,3.8090566463574955,3.815293777063246,3.2342644533486147,9.834822670614429,2.919371224537609,453.7498284460642,518.6411529680365,519.4904006849315,440.3774479679474,1339.109454830853,397.5015859330408,2.415625302887249,3.0209467099978236,3.0603603181834815,2.0767195810195966,11.261209789107971,2.2175141199693016,171.77511528831226,214.81952054794522,217.6222222260274,147.6755294063035,800.7846281034522,157.68742907101705,3.2988711642567234,4.211473946513438,4.202134209654322,3.8828114486754077,8.704727097529345,3.653242819678284,323.3306099867122,412.77709018264846,411.8616792237444,380.5640571132985,853.1720646465947,358.0634618637179,3.320662358875882,3.0241131375592327,3.040278708018715,3.018974338380337,10.902625677469644,2.375397376944951,356.79819707025996,324.9346059931506,326.6715625913242,324.3824528128566,1171.4642335301944,255.23145981824342,2.5224815298012606,3.004778537170252,2.9974895310484775,2.7717921785678232,10.941776390175459,2.694285946615269,170.0518310907871,202.56564269406394,202.07425799086758,186.85898382206054,737.6343844554808,181.63393994809505,3.0064945872646716,2.996762360104083,3.004779963468498,3.493402892231754,9.969256451856179,2.991440693588036,1205.393874872025,1201.4919330365296,1204.7064307534247,1400.6100215824772,3996.973989242694,1199.3583172802512,2.8765827318071957,2.8102590041456614,2.787870717978236,2.0088539987336964,12.849794510976256,1.8870611854474004,2483.6702964696506,2426.405726769406,2407.075456609589,1734.464631046661,11094.641078721712,1629.3074981271404,3.1743309113464,3.7273964528256016,3.7073442538282513,2.673799702702591,10.345236868490549,3.46383909474979,299.6054138703363,351.8058413242009,349.91323858447487,252.36337637994077,976.42276754824,326.9302963510452,4.186483367302546,3.448624934478476,3.4614498063523493,3.23818184939279,13.629707275958,3.112629009830194,2079.1332347034636,1712.6906012100458,1719.0598173287672,1608.1782518639411,6768.921524459041,1545.8249451519691,2.645552286855028,3.1981885930903764,3.2071772105068446,2.4694523520408262,11.008780903147395,2.5228339281624867,476.728522091276,576.3135844748858,577.9333333333333,444.99531383775684,1983.7823187471565,454.61467385488015,2.7243631405502136,2.681660373169376,2.6963523581948405,2.5350815255807135,10.81965111403383,2.3546233130940357,233.1700681102712,229.5152663584475,230.77270928082194,216.97002252987656,926.021479896814,201.52514549777933,3.728272091656333,3.85763702652338,3.8782551519113078,3.4065635603206252,10.92233599974264,3.0761999904300334,85.39122550566917,88.35416116438357,88.82639252283104,78.02290981651551,250.1619070373054,70.45636172081238,2.5872965843933264,2.6111155746137227,2.6130396361435686,2.524693508813484,8.822176372199591,2.3295238099969287,122.86812749625469,123.99926752283105,124.09063928082192,119.89517004004351,418.95633373938716,110.62675621294414
