AT: QR,AT: GB,AT: RF,AT: LSTM,AT: DNN,AT: GRU,BE: QR,BE: GB,BE: RF,BE: LSTM,BE: DNN,BE: GRU,BG: QR,BG: GB,BG: RF,BG: LSTM,BG: DNN,BG: GRU,CH: QR,CH: GB,CH: RF,CH: LSTM,CH: DNN,CH: GRU,CZ: QR,CZ: GB,CZ: RF,CZ: LSTM,CZ: DNN,CZ: GRU,DK: QR,DK: GB,DK: RF,DK: LSTM,DK: DNN,DK: GRU,ES: QR,ES: GB,ES: RF,ES: LSTM,ES: DNN,ES: GRU,FR: QR,FR: GB,FR: RF,FR: LSTM,FR: DNN,FR: GRU,GR: QR,GR: GB,GR: RF,GR: LSTM,GR: DNN,GR: GRU,IT: QR,IT: GB,IT: RF,IT: LSTM,IT: DNN,IT: GRU,NL: QR,NL: GB,NL: RF,NL: LSTM,NL: DNN,NL: GRU,PT: QR,PT: GB,PT: RF,PT: LSTM,PT: DNN,PT: GRU,SI: QR,SI: GB,SI: RF,SI: LSTM,SI: DNN,SI: GRU,SK: QR,SK: GB,SK: RF,SK: LSTM,SK: DNN,SK: GRU
136.2720520668605,112.39593963477131,95.618825415286,111.06481141437315,192.80173616685096,111.11690474031661,181.31666642537422,159.26030895654966,158.39800288130618,164.73113897509987,232.82657044008232,170.15406884257771,65.38398157553385,57.76641146919748,56.87972739530647,63.75803995831153,113.79173468912511,67.1887559375347,128.5947433560882,118.85351485960983,122.03240727678238,153.55609759159154,161.90491844564542,142.53639866776746,143.3538407155476,117.24255953271361,96.71137854388971,115.27958029794569,207.21889294579012,114.80367101890745,67.93249742886697,62.15255858051936,59.5621650680706,69.69589823355402,95.85455841346248,74.52858108738822,477.0278648132294,387.7835041987503,349.719282526323,480.96039990629754,716.3644332704687,435.2040873996187,956.4264687517419,735.1573066519454,656.8683513800923,752.8292255713311,1410.3811567447126,735.3263072027207,120.21834865656855,105.30216062728952,102.80201307494332,112.72933920986384,197.7107286360231,114.00685907956878,822.7375955188785,671.0734033844667,512.4863553142246,640.5186881312427,1284.6641638672866,665.3002082918579,186.98438162985246,169.13060178162672,160.61304757588474,178.4479836895235,284.8786520241748,180.74974501487387,92.67425073469477,77.6923151581081,67.00867173320522,82.57273714712946,142.92477277208982,89.1584679630571,34.65383067473741,28.597625167017302,26.49660614594713,30.444592699887966,42.901328221155595,28.761731282736914,48.67641246854818,40.71634170842767,36.91738321289314,44.71307870059714,86.77177460599346,52.4809027248249
