Demand,Normalized_net,Temprature
643.8,0.467025718,-5.8
612.9,0.444610225,-6.1
587.9,0.426474712,-7.5
570.0,0.413489685,-8.4
563.5,0.408774452,-7.4
572.5,0.415303236,-6.9
585.1,0.424443535,-6.5
582.8,0.422775068,-6.3
542.6813925,0.393672207,-6.4
528.0400528,0.383051079,-6.4
527.7534453,0.382843168,-7.0
531.7319784,0.385729278,-6.9
571.3413026,0.414462694,-6.6
551.3188284,0.39993798,-5.8
576.9167708,0.418507253,-4.4
615.4974529,0.44649447,-3.1
693.8,0.503296743,-2.0
758.8,0.550449076,-1.4
763.7,0.554003636,-0.4
752.8,0.546096553,0.2
739.9,0.536738628,0.3
719.1,0.521649882,-0.2
679.0,0.49256052,-0.3
627.9,0.455491532,-0.4
583.0,0.422920152,0.2
557.6,0.404494471,0.3
541.9,0.393105369,0.5
532.1,0.385996248,0.9
527.3,0.38251423,0.9
549.9,0.398908733,0.2
592.9,0.430101815,-0.3
631.4,0.458030504,-0.8
645.6535809,0.468370344,-0.8
689.855911,0.50043562,-1.0
687.9838557,0.499077593,-0.5
643.2416514,0.466620681,0.1
646.1474698,0.468728621,0.3
639.1575702,0.463658004,0.7
649.346983,0.471049613,1.1
676.0403024,0.490413494,1.9
749.6,0.543775207,2.5
808.4,0.586429932,2.9
808.7,0.586647559,2.8
788.6,0.572066607,3.6
768.3,0.55734057,2.4
739.5,0.53644846,1.0
695.2,0.504312332,0.1
643.9,0.46709826,-0.5
595.8,0.432205534,-0.8
565.5,0.410225293,-2.0
549.0,0.398255855,-3.2
535.7,0.388607762,-4.1
536.7,0.389333183,-4.6
549.2,0.398400939,-5.1
573.5,0.416028657,-6.0
594.0,0.430899777,-6.3
599.2801265,0.434730089,-6.3
640.2498042,0.464450333,-6.5
681.170579,0.494135102,-6.6
694.1348365,0.50353964,-6.2
709.4063067,0.514617878,-6.4
710.9436576,0.515733104,-5.8
716.0394084,0.519429666,-4.1
724.8836333,0.525845448,-1.8
767.4,0.556687692,-0.9
802.5,0.582149951,-0.2
801.6,0.581497073,-0.8
788.0,0.571631354,-1.8
763.6,0.553931094,-1.4
730.8,0.530137302,-1.0
685.6,0.497348295,-0.7
636.6,0.46180269,-0.3
586.7,0.425604208,0.3
554.4,0.402173125,0.6
530.3,0.384690491,0.8
512.5,0.371778006,1.0
510.7,0.37047225,0.6
520.5,0.37758137,0.2
536.0,0.388825388,0.3
553.7,0.401665331,0.2
564.6902623,0.409637893,0.1
593.5152271,0.430548113,0.1
633.4710853,0.459532912,0.3
646.1245598,0.468712001,0.9
661.3292979,0.47974183,1.2
660.5007992,0.47914082,1.6
647.641648,0.469812528,3.3
674.5198646,0.489310538,4.4
721.9,0.523681059,4.1
768.7,0.557630739,3.4
771.2,0.55944429,4.1
755.4,0.547982646,4.7
733.9,0.532386105,6.1
691.5,0.501628276,6.0
634.7,0.460424392,6.5
582.4,0.422484899,7.6
540.7,0.392234865,7.3
515.2,0.373736642,7.9
502.4,0.364451259,8.8
497.7,0.361041783,8.4
508.7,0.369021408,8.0
549.2,0.398400939,6.0
634.4,0.460206765,4.8
703.6,0.510405864,4.1
701.6535871,0.508993896,3.6
679.0916827,0.492627028,3.3
707.7175915,0.513392849,2.2
630.7081911,0.457528652,1.5
615.1746688,0.446260316,0.9
627.1683238,0.454960759,0.1
653.0353922,0.473725261,-0.1
701.4908923,0.508875874,-0.6
782.2406837,0.567453428,-1.1
857.1,0.621757911,-1.3
866.7,0.628721948,-1.6
859.9,0.623789088,-3.0
835.0,0.605726118,-3.6
790.4,0.573372363,-5.0
722.0,0.523753601,-6.4
654.2,0.474570091,-7.1
604.8,0.438734319,-8.0
584.8,0.424225909,-8.8
569.3,0.412981891,-9.3
544.0,0.394628752,-9.8
559.3,0.405727686,-10.3
604.3,0.438371608,-10.7
683.3,0.495679828,-10.9
758.3,0.550086365,-11.1
760.7584946,0.551869808,-11.3
774.9831368,0.562188655,-11.1
776.8253415,0.563525028,-10.4
744.7685674,0.540270387,-9.9
747.8834605,0.542529994,-9.6
767.3686039,0.556664917,-9.3
754.1370458,0.547066473,-9.3
784.1186202,0.568815722,-9.0
844.0366223,0.612281469,-8.6
898.0,0.651427609,-8.1
906.7,0.657738768,-8.0
895.2,0.649396432,-7.6
