Demand,Normalized_net,Temprature
1127.563761,0.517770341,-10.5
1181.171176,0.542386536,-10.2
1299.640662,0.596786995,-9.6
1479.3,0.679285458,-8.8
1498.0,0.687872383,-8.1
1460.4,0.670606694,-8.0
1403.8,0.644616323,-8.3
1326.9,0.609304316,-9.1
1216.3,0.558517476,-9.6
1121.1,0.514802222,-10.2
1063.6,0.488398576,-10.7
1030.2,0.473061501,-11.0
1019.5,0.468148127,-11.2
1020.8,0.468745079,-11.2
1040.5,0.477791198,-11.1
1115.3,0.512138898,-10.8
1235.2,0.56719624,-10.8
1307.1,0.600212278,-11.4
1330.224916,0.610831097,-11.4
1319.037399,0.605693858,-11.5
1318.628241,0.605505975,-10.7
1263.84926,0.580351804,-10.0
1268.398835,0.582440941,-9.6
1229.374073,0.56452101,-9.6
1264.849013,0.580810884,-9.2
1264.383001,0.580596894,-8.6
1303.1,0.598375502,-6.8
1466.7,0.673499616,-5.5
1538.7,0.706561573,-4.4
1468.3,0.674234326,-3.8
1429.3,0.656325766,-3.4
1351.5,0.620600484,-3.9
1239.1,0.568987096,-5.3
1142.4,0.524583051,-6.9
1082.1,0.496893662,-7.8
1050.3,0.482291298,-9.5
1040.6,0.477837117,-9.0
1043.4,0.47912286,-10.1
1070.6,0.491612933,-11.1
1136.4,0.521827888,-13.0
1274.3,0.585150719,-15.2
1327.908506,0.609767416,-16.8
1280.379554,0.587942413,-17.3
1321.101698,0.606641771,-18.6
1263.809051,0.58033334,-19.4
1172.009286,0.538179453,-19.9
1147.754912,0.527041994,-20.3
1220.583898,0.560484616,-17.2
1290.21524,0.5924589,-12.2
1289.916281,0.59232162,-9.3
1339.682349,0.615173892,-6.5
1443.5,0.662846318,-4.7
1462.9,0.671754679,-3.2
1438.2,0.660412591,-2.3
1392.1,0.639243755,-1.0
1306.7,0.6000286,-0.6
1189.8,0.546348839,-0.9
1100.7,0.505434668,-1.3
1039.2,0.477194246,-1.8
996.4,0.457540749,-2.0
962.8,0.442111836,-1.9
950.8,0.43660151,-2.2
966.4,0.443764934,-1.6
1029.5,0.472740066,-2.1
1132.3,0.519945193,-2.1
1213.852121,0.557393425,-2.0
1268.33854,0.582413254,-2.0
1277.150827,0.586459802,-2.0
1288.418152,0.591633688,-2.0
1271.315906,0.583780442,-2.2
1263.09299,0.580004529,-2.5
1255.707277,0.576613055,-2.7
1226.523311,0.563211958,-2.5
1231.2,0.565359465,-2.2
1266.2,0.581431249,-1.4
1381.7,0.634468139,-0.3
1424.8,0.654259393,0.2
1409.3,0.647141889,0.3
1379.7,0.633549751,-0.6
1326.9,0.609304316,-1.6
1242.4,0.570502436,-3.0
1161.6,0.533399573,-4.9
1096.3,0.503414215,-6.6
1069.8,0.491245578,-7.9
1050.6,0.482429056,-9.0
1053.3,0.483668879,-10.1
1066.4,0.489684319,-11.1
1096.0,0.503276456,-12.1
1151.9,0.528945393,-13.2
1198.930116,0.550541332,-14.2
1236.365117,0.567731255,-14.6
1298.084704,0.596072509,-14.8
1242.561704,0.570576689,-15.1
1173.631874,0.538924535,-15.1
1135.526248,0.521426666,-14.5
1138.636,0.522854645,-14.2
1178.841011,0.541316539,-13.4
1186.766771,0.544955999,-11.9
1252.72289,0.575242643,-10.4
1377.8,0.632677283,-9.0
1422.1,0.65301957,-7.8
1414.4,0.649483777,-6.6
1375.8,0.631758895,-6.2
1329.0,0.610268623,-7.0
1254.4,0.576012762,-8.7
1179.7,0.541710981,-9.7
1112.0,0.510623558,-10.3
1069.3,0.491015981,-10.9
