Capital: QR,Capital: GB,Capital: RF,Capital: LSTM,Capital: DNN,Capital: GRU,Central: QR,Central: GB,Central: RF,Central: LSTM,Central: DNN,Central: GRU,Dunwoody: QR,Dunwoody: GB,Dunwoody: RF,Dunwoody: LSTM,Dunwoody: DNN,Dunwoody: GRU,Genese: QR,Genese: GB,Genese: RF,Genese: LSTM,Genese: DNN,Genese: GRU,Hudson: QR,Hudson: GB,Hudson: RF,Hudson: LSTM,Hudson: DNN,Hudson: GRU,LongIsland: QR,LongIsland: GB,LongIsland: RF,LongIsland: LSTM,LongIsland: DNN,LongIsland: GRU,Milwood: QR,Milwood: GB,Milwood: RF,Milwood: LSTM,Milwood: DNN,Milwood: GRU,NYC: QR,NYC: GB,NYC: RF,NYC: LSTM,NYC: DNN,NYC: GRU
21.354412154313337,20.50759254148288,21.784724136312164,22.739308951602514,27.236909994780703,23.018819297214762,28.237359655457524,27.156066324246165,27.855793595092745,29.36687781003333,37.313538064783316,32.27733730160303,15.674991723188676,14.564158464196595,14.959826596495203,15.906576652503269,20.09356772694101,16.008892650624393,21.48628555433192,20.56532470650125,21.276224899799978,23.002784255844645,25.449752493036115,23.18606849732628,25.4522022713887,23.86136576527609,24.6533571652093,26.262614325664416,33.14426823934545,26.875879871961036,65.97580917321785,61.7738825115785,63.34238903219888,67.7950349874666,88.5307547230729,68.11924792494017,9.187484533875347,8.88428919694968,9.344692622203306,10.032208659531419,12.073729487041753,9.608209853462098,109.62103178043373,102.8167680396254,105.99105109948927,114.54673238242998,140.23345793430005,115.32473451333652
