date,tmp,month,hour,dayofweek,mw_2,mw_7
2015-01-08 00:00:00,-4.576,1,0,3,5220.0,5946.0
2015-01-08 01:00:00,-4.559,1,1,3,5015.0,5726.0
2015-01-08 02:00:00,-4.422,1,2,3,4868.0,5347.0
2015-01-08 03:00:00,-4.344,1,3,3,4974.0,5249.0
2015-01-08 04:00:00,-4.187,1,4,3,4926.0,5309.0
2015-01-08 05:00:00,-4.011,1,5,3,4742.0,5574.0
2015-01-08 06:00:00,-3.845,1,6,3,5437.0,5925.0
2015-01-08 07:00:00,-3.228,1,7,3,5821.0,6343.0
2015-01-08 08:00:00,-1.793,1,8,3,6248.0,6882.0
2015-01-08 09:00:00,-0.473,1,9,3,6608.0,6963.0
2015-01-08 10:00:00,0.571,1,10,3,6946.0,7110.0
2015-01-08 11:00:00,1.268,1,11,3,6642.0,7136.0
2015-01-08 12:00:00,1.615,1,12,3,6204.0,7013.0
2015-01-08 13:00:00,1.483,1,13,3,5994.0,6735.0
2015-01-08 14:00:00,0.64,1,14,3,6010.0,6543.0
2015-01-08 15:00:00,-0.276,1,15,3,6565.0,6603.0
2015-01-08 16:00:00,-0.469,1,16,3,7218.0,6735.0
2015-01-08 17:00:00,-0.514,1,17,3,7112.0,6626.0
2015-01-08 18:00:00,-0.553,1,18,3,6675.0,6738.0
2015-01-08 19:00:00,-0.513,1,19,3,6040.0,6654.0
2015-01-08 20:00:00,-0.408,1,20,3,5732.0,6255.0
2015-01-08 21:00:00,-0.281,1,21,3,6084.0,6221.0
2015-01-08 22:00:00,-0.025,1,22,3,5728.0,5864.0
2015-01-08 23:00:00,0.334,1,23,3,5973.0,5533.0
2015-01-09 00:00:00,0.564,1,0,4,5568.0,5205.0
2015-01-09 01:00:00,0.579,1,1,4,5642.0,4971.0
2015-01-09 02:00:00,0.381,1,2,4,5547.0,4669.0
2015-01-09 03:00:00,0.167,1,3,4,5846.0,4756.0
2015-01-09 04:00:00,-0.125,1,4,4,6134.0,5080.0
2015-01-09 05:00:00,-0.602,1,5,4,6658.0,5422.0
2015-01-09 06:00:00,-0.746,1,6,4,7557.0,5856.0
2015-01-09 07:00:00,0.078,1,7,4,7301.0,6366.0
2015-01-09 08:00:00,1.178,1,8,4,7589.0,6431.0
2015-01-09 09:00:00,2.583,1,9,4,8031.0,6699.0
2015-01-09 10:00:00,3.759,1,10,4,8168.0,6543.0
2015-01-09 11:00:00,4.272,1,11,4,8316.0,6310.0
2015-01-09 12:00:00,4.045,1,12,4,8395.0,6257.0
2015-01-09 13:00:00,3.564,1,13,4,8556.0,6307.0
2015-01-09 14:00:00,3.152,1,14,4,8250.0,6502.0
2015-01-09 15:00:00,2.897,1,15,4,7679.0,6889.0
2015-01-09 16:00:00,2.941,1,16,4,8570.0,5972.0
