date,month,hour,dayofweek,tmpc,mw2day,mw7day
2017-01-08 00:00:00,1,0,6,-0.299,3534.8,2743.04
2017-01-08 01:00:00,1,1,6,-0.609,3479.42,2594.63
2017-01-08 02:00:00,1,2,6,-0.803,3481.6,2493.52
2017-01-08 03:00:00,1,3,6,-1.051,3547.66,2481.93
2017-01-08 04:00:00,1,4,6,-1.205,3776.93,2483.72
2017-01-08 05:00:00,1,5,6,-1.251,4398.46,2527.31
2017-01-08 06:00:00,1,6,6,-1.274,5107.79,2632.95
2017-01-08 07:00:00,1,7,6,-1.246,5346.3,2755.2
2017-01-08 08:00:00,1,8,6,-0.922,5293.65,2922.99
2017-01-08 09:00:00,1,9,6,-0.453,5300.92,3161.06
2017-01-08 10:00:00,1,10,6,-0.014,5167.27,3318.19
2017-01-08 11:00:00,1,11,6,0.456,4897.24,3379.66
2017-01-08 12:00:00,1,12,6,0.663,4756.96,3360.72
2017-01-08 13:00:00,1,13,6,0.657,4642.33,3386.06
2017-01-08 14:00:00,1,14,6,0.414,4624.58,3469.48
2017-01-08 15:00:00,1,15,6,0.262,4944.3,3772.72
2017-01-08 16:00:00,1,16,6,0.26,5306.65,4103.71
2017-01-08 17:00:00,1,17,6,0.35,5136.18,4031.89
2017-01-08 18:00:00,1,18,6,0.482,4731.36,3821.21
2017-01-08 19:00:00,1,19,6,0.638,4384.81,3545.11
2017-01-08 20:00:00,1,20,6,0.782,4092.42,3317.04
2017-01-08 21:00:00,1,21,6,0.954,3764.51,3081.59
2017-01-08 22:00:00,1,22,6,1.167,3442.76,2820.42
2017-01-08 23:00:00,1,23,6,1.408,3232.6,2646.61
2017-01-09 00:00:00,1,0,0,1.643,3080.84,2538.1
2017-01-09 01:00:00,1,1,0,1.839,2997.29,2527.6
2017-01-09 02:00:00,1,2,0,1.988,2977.14,2536.6
2017-01-09 03:00:00,1,3,0,2.106,3021.87,2657.25
2017-01-09 04:00:00,1,4,0,2.204,3087.61,2928.15
2017-01-09 05:00:00,1,5,0,2.279,3263.08,3556.24
2017-01-09 06:00:00,1,6,0,2.312,3567.91,4269.67
2017-01-09 07:00:00,1,7,0,2.339,3911.99,4631.27
2017-01-09 08:00:00,1,8,0,2.46,4138.19,4694.16
2017-01-09 09:00:00,1,9,0,2.658,4225.76,4758.43
2017-01-09 10:00:00,1,10,0,2.819,4207.87,4671.15
2017-01-09 11:00:00,1,11,0,2.863,4154.4,4514.16
2017-01-09 12:00:00,1,12,0,2.747,4073.16,4523.51
2017-01-09 13:00:00,1,13,0,2.421,4050.76,4467.19
2017-01-09 14:00:00,1,14,0,1.862,4110.37,4473.04
2017-01-09 15:00:00,1,15,0,1.507,4382.37,4794.94
2017-01-09 16:00:00,1,16,0,1.355,4739.13,5233.88
2017-01-09 17:00:00,1,17,0,1.235,4633.78,5005.63
2017-01-09 18:00:00,1,18,0,1.112,4260.34,4684.39
2017-01-09 19:00:00,1,19,0,0.957,3983.45,4356.18
2017-01-09 20:00:00,1,20,0,0.84,3764.17,4076.87
2017-01-09 21:00:00,1,21,0,0.799,3541.83,3726.71
2017-01-09 22:00:00,1,22,0,0.777,3340.42,3443.52
2017-01-09 23:00:00,1,23,0,0.813,3153.27,3172.17
2017-01-10 00:00:00,1,0,1,0.874,2996.03,2998.4
2017-01-10 01:00:00,1,1,1,0.942,2935.39,2865.58
2017-01-10 02:00:00,1,2,1,0.979,2930.43,2852.63
2017-01-10 03:00:00,1,3,1,1.007,2942.62,2909.65
2017-01-10 04:00:00,1,4,1,1.039,3007.92,3108.08
2017-01-10 05:00:00,1,5,1,1.082,3155.65,3653.06
2017-01-10 06:00:00,1,6,1,1.102,3398.2,4325.33
2017-01-10 07:00:00,1,7,1,1.088,3699.22,4751.67
2017-01-10 08:00:00,1,8,1,1.157,3928.97,4843.81
2017-01-10 09:00:00,1,9,1,1.299,4082.74,4865.92
2017-01-10 10:00:00,1,10,1,1.437,4119.0,4729.46
2017-01-10 11:00:00,1,11,1,1.578,4100.79,4668.51
2017-01-10 12:00:00,1,12,1,1.656,4047.38,4626.13
2017-01-10 13:00:00,1,13,1,1.592,4019.72,4568.15
2017-01-10 14:00:00,1,14,1,1.359,4047.61,4456.5
2017-01-10 15:00:00,1,15,1,1.19,4357.08,4665.86
2017-01-10 16:00:00,1,16,1,1.245,4800.08,4948.13
2017-01-10 17:00:00,1,17,1,1.286,4695.09,4715.58
2017-01-10 18:00:00,1,18,1,1.331,4369.52,4440.65
2017-01-10 19:00:00,1,19,1,1.344,4054.09,4115.69
2017-01-10 20:00:00,1,20,1,1.41,3774.54,3810.4
2017-01-10 21:00:00,1,21,1,1.554,3469.48,3438.41
2017-01-10 22:00:00,1,22,1,1.672,3183.52,3171.98
2017-01-10 23:00:00,1,23,1,1.724,3016.02,3057.84
2017-01-11 00:00:00,1,0,2,1.777,2930.2,2846.34
2017-01-11 01:00:00,1,1,2,1.937,2873.64,2878.36
2017-01-11 02:00:00,1,2,2,2.146,2889.13,2886.3
2017-01-11 03:00:00,1,3,2,2.297,3005.35,2858.03
2017-01-11 04:00:00,1,4,2,2.264,3249.22,3035.87
2017-01-11 05:00:00,1,5,2,2.142,3942.47,3657.88
2017-01-11 06:00:00,1,6,2,2.006,4666.15,4363.27
2017-01-11 07:00:00,1,7,2,1.916,4934.97,4639.35
2017-01-11 08:00:00,1,8,2,2.088,4926.76,4588.08
2017-01-11 09:00:00,1,9,2,2.53,4988.15,4648.09
2017-01-11 10:00:00,1,10,2,3.074,4924.77,4610.97
2017-01-11 11:00:00,1,11,2,3.362,4817.15,4490.15
2017-01-11 12:00:00,1,12,2,3.569,4830.81,4497.46
2017-01-11 13:00:00,1,13,2,3.833,4713.46,4484.97
2017-01-11 14:00:00,1,14,2,3.882,4613.05,4457.18
2017-01-11 15:00:00,1,15,2,3.73,4829.08,4687.29
2017-01-11 16:00:00,1,16,2,3.638,5182.88,5103.47
2017-01-11 17:00:00,1,17,2,3.581,4938.14,4914.25
2017-01-11 18:00:00,1,18,2,3.591,4545.61,4619.74
2017-01-11 19:00:00,1,19,2,3.673,4211.45,4339.7
2017-01-11 20:00:00,1,20,2,3.709,3919.07,4086.6
2017-01-11 21:00:00,1,21,2,3.672,3562.52,3731.78
2017-01-11 22:00:00,1,22,2,3.589,3282.6,3427.15
2017-01-11 23:00:00,1,23,2,3.471,3118.58,3315.43
2017-01-12 00:00:00,1,0,3,3.35,3045.77,3123.4
2017-01-12 01:00:00,1,1,3,3.298,2943.34,3056.56
2017-01-12 02:00:00,1,2,3,3.29,3027.22,3065.02
2017-01-12 03:00:00,1,3,3,3.109,3158.92,3173.87
2017-01-12 04:00:00,1,4,3,2.993,3365.76,3420.98
2017-01-12 05:00:00,1,5,3,2.924,4011.74,4064.1
2017-01-12 06:00:00,1,6,3,2.871,4642.07,4873.35
2017-01-12 07:00:00,1,7,3,2.881,4899.45,5143.28
2017-01-12 08:00:00,1,8,3,3.023,4889.01,5143.33
2017-01-12 09:00:00,1,9,3,3.306,4917.99,5185.67
2017-01-12 10:00:00,1,10,3,3.587,4895.5,5132.64
2017-01-12 11:00:00,1,11,3,3.748,4792.43,5015.22
2017-01-12 12:00:00,1,12,3,3.733,4848.31,5014.03
2017-01-12 13:00:00,1,13,3,3.478,4820.36,4977.18
2017-01-12 14:00:00,1,14,3,3.016,4735.94,4970.03
2017-01-12 15:00:00,1,15,3,2.594,4906.74,5258.97
2017-01-12 16:00:00,1,16,3,2.242,5203.28,5710.99
