utc,cpt,mw,tmpf
2015-01-01 06:00:00,2015-01-01 00:00:00,9844.20026759714,44.96
2015-01-01 07:00:00,2015-01-01 01:00:00,9653.456268690119,44.96
2015-01-01 08:00:00,2015-01-01 02:00:00,9502.299658821694,44.96
2015-01-01 09:00:00,2015-01-01 03:00:00,9474.47803556729,44.96
2015-01-01 10:00:00,2015-01-01 04:00:00,9554.37048868239,44.06
2015-01-01 11:00:00,2015-01-01 05:00:00,9741.106981382147,44.06
2015-01-01 12:00:00,2015-01-01 06:00:00,9867.968014191529,44.06
2015-01-01 13:00:00,2015-01-01 07:00:00,9903.340771174422,42.98
2015-01-01 14:00:00,2015-01-01 08:00:00,10027.948683020284,42.98
2015-01-01 15:00:00,2015-01-01 09:00:00,10365.792157723532,42.98
2015-01-01 16:00:00,2015-01-01 10:00:00,10703.621443230793,44.06
2015-01-01 17:00:00,2015-01-01 11:00:00,10897.493837499756,44.06
2015-01-01 18:00:00,2015-01-01 12:00:00,10929.630982861916,44.06
2015-01-01 19:00:00,2015-01-01 13:00:00,10838.469989359226,44.06
2015-01-01 20:00:00,2015-01-01 14:00:00,10731.549948650723,44.06
2015-01-01 21:00:00,2015-01-01 15:00:00,10669.174415211864,44.96
2015-01-01 22:00:00,2015-01-01 16:00:00,10751.430866875524,44.96
2015-01-01 23:00:00,2015-01-01 17:00:00,11216.552025352603,44.96
2015-01-02 00:00:00,2015-01-01 18:00:00,11355.271730008491,44.96
2015-01-02 01:00:00,2015-01-01 19:00:00,11193.949638249085,44.96
2015-01-02 02:00:00,2015-01-01 20:00:00,10976.154934050342,46.04
2015-01-02 03:00:00,2015-01-01 21:00:00,10684.951054754796,46.04
2015-01-02 04:00:00,2015-01-01 22:00:00,10240.35384935634,46.04
2015-01-02 05:00:00,2015-01-01 23:00:00,9740.2865,46.94
2015-01-02 06:00:00,2015-01-02 00:00:00,9309.724694239347,46.94
2015-01-02 07:00:00,2015-01-02 01:00:00,9044.78623372105,46.94
2015-01-02 08:00:00,2015-01-02 02:00:00,8910.154863375701,46.94
2015-01-02 09:00:00,2015-01-02 03:00:00,8914.614286578259,46.94
2015-01-02 10:00:00,2015-01-02 04:00:00,9093.417104426431,46.94
2015-01-02 11:00:00,2015-01-02 05:00:00,9506.316924879613,48.02
2015-01-02 12:00:00,2015-01-02 06:00:00,10003.939793971613,48.02
2015-01-02 13:00:00,2015-01-02 07:00:00,10295.597471449735,48.02
2015-01-02 14:00:00,2015-01-02 08:00:00,10428.875766152578,48.02
2015-01-02 15:00:00,2015-01-02 09:00:00,10640.762026738752,48.92
2015-01-02 16:00:00,2015-01-02 10:00:00,10766.879498170398,51.08
2015-01-02 17:00:00,2015-01-02 11:00:00,10699.700773475099,53.06
2015-01-02 18:00:00,2015-01-02 12:00:00,10638.388830025764,53.96
2015-01-02 19:00:00,2015-01-02 13:00:00,10567.23140308468,55.04
2015-01-02 20:00:00,2015-01-02 14:00:00,10456.46105612301,55.04
2015-01-02 21:00:00,2015-01-02 15:00:00,10371.232987655438,55.94
2015-01-02 22:00:00,2015-01-02 16:00:00,10392.534700362332,55.94
2015-01-02 23:00:00,2015-01-02 17:00:00,10757.826058223243,55.04
2015-01-03 00:00:00,2015-01-02 18:00:00,10763.741920718587,55.04
2015-01-03 01:00:00,2015-01-02 19:00:00,10553.479334427077,55.94
2015-01-03 02:00:00,2015-01-02 20:00:00,10373.874870026855,55.94
2015-01-03 03:00:00,2015-01-02 21:00:00,10029.119461468925,55.94
2015-01-03 04:00:00,2015-01-02 22:00:00,9584.856237646978,55.04
2015-01-03 05:00:00,2015-01-02 23:00:00,9083.590499999998,55.94
2015-01-03 06:00:00,2015-01-03 00:00:00,8693.039110003236,55.04
2015-01-03 07:00:00,2015-01-03 01:00:00,8512.326715190675,55.04
2015-01-03 08:00:00,2015-01-03 02:00:00,8431.733641628358,50.0
2015-01-03 09:00:00,2015-01-03 03:00:00,8383.964019123814,48.02
2015-01-03 10:00:00,2015-01-03 04:00:00,8435.10941966916,48.02
2015-01-03 11:00:00,2015-01-03 05:00:00,8597.553784866077,48.02
2015-01-03 12:00:00,2015-01-03 06:00:00,8870.820687055111,48.02
2015-01-03 13:00:00,2015-01-03 07:00:00,9139.249107139576,48.2
2015-01-03 14:00:00,2015-01-03 08:00:00,9420.797133961736,48.92
2015-01-03 15:00:00,2015-01-03 09:00:00,9772.681116341018,50.0
2015-01-03 16:00:00,2015-01-03 10:00:00,10066.764931076312,50.0
2015-01-03 17:00:00,2015-01-03 11:00:00,10208.246510879777,50.0
2015-01-03 18:00:00,2015-01-03 12:00:00,10212.137571478223,48.92
2015-01-03 19:00:00,2015-01-03 13:00:00,9983.852789873266,48.92
2015-01-03 20:00:00,2015-01-03 14:00:00,9711.159690217548,50.0
2015-01-03 21:00:00,2015-01-03 15:00:00,9417.504908572912,51.08
2015-01-03 22:00:00,2015-01-03 16:00:00,9214.279939313335,53.06
2015-01-03 23:00:00,2015-01-03 17:00:00,9608.249605027922,53.06
2015-01-04 00:00:00,2015-01-03 18:00:00,10323.785133427718,51.08
2015-01-04 01:00:00,2015-01-03 19:00:00,10438.368050925857,50.0
2015-01-04 02:00:00,2015-01-03 20:00:00,10466.617310810498,50.0
2015-01-04 03:00:00,2015-01-03 21:00:00,10381.053481151032,46.94
2015-01-04 04:00:00,2015-01-03 22:00:00,10137.06181019455,44.06
2015-01-04 05:00:00,2015-01-03 23:00:00,9809.0049,44.96
2015-01-04 06:00:00,2015-01-04 00:00:00,9480.98952537187,42.08
2015-01-04 07:00:00,2015-01-04 01:00:00,9293.837293125096,42.08
2015-01-04 08:00:00,2015-01-04 02:00:00,9185.799533304298,42.08
2015-01-04 09:00:00,2015-01-04 03:00:00,9155.722362413759,39.92
2015-01-04 10:00:00,2015-01-04 04:00:00,9220.453328556849,41.0
2015-01-04 11:00:00,2015-01-04 05:00:00,9363.688717559648,42.08
2015-01-04 12:00:00,2015-01-04 06:00:00,9605.961939862404,48.02
2015-01-04 13:00:00,2015-01-04 07:00:00,9751.091989474573,46.94
2015-01-04 14:00:00,2015-01-04 08:00:00,9872.156344098254,44.96
2015-01-04 15:00:00,2015-01-04 09:00:00,9997.200222641462,46.94
2015-01-04 16:00:00,2015-01-04 10:00:00,9953.752392776414,48.02
2015-01-04 17:00:00,2015-01-04 11:00:00,9812.031917965984,50.0
2015-01-04 18:00:00,2015-01-04 12:00:00,9665.853580690968,50.0
2015-01-04 19:00:00,2015-01-04 13:00:00,9475.540089783239,51.08
2015-01-04 20:00:00,2015-01-04 14:00:00,9297.685981061904,53.96
2015-01-04 21:00:00,2015-01-04 15:00:00,9243.638641248643,55.04
2015-01-04 22:00:00,2015-01-04 16:00:00,9402.600035254143,55.04
2015-01-04 23:00:00,2015-01-04 17:00:00,10171.335146648498,51.98
2015-01-05 00:00:00,2015-01-04 18:00:00,10933.540698920126,48.92
2015-01-05 01:00:00,2015-01-04 19:00:00,11182.264338129968,46.04
2015-01-05 02:00:00,2015-01-04 20:00:00,11216.252364437983,44.06
2015-01-05 03:00:00,2015-01-04 21:00:00,11088.976674418069,42.98
2015-01-05 04:00:00,2015-01-04 22:00:00,10744.592565012092,41.0
2015-01-05 05:00:00,2015-01-04 23:00:00,10357.260600000001,39.92
2015-01-05 06:00:00,2015-01-05 00:00:00,10185.977989717469,37.94
2015-01-05 07:00:00,2015-01-05 01:00:00,10118.966733394938,37.04
2015-01-05 08:00:00,2015-01-05 02:00:00,10183.884528653272,37.04
2015-01-05 09:00:00,2015-01-05 03:00:00,10382.159945278008,35.96
2015-01-05 10:00:00,2015-01-05 04:00:00,10806.550165950788,35.06
2015-01-05 11:00:00,2015-01-05 05:00:00,11624.202117307825,33.98
2015-01-05 12:00:00,2015-01-05 06:00:00,12564.974680791338,33.98
2015-01-05 13:00:00,2015-01-05 07:00:00,12888.867274388043,33.98
2015-01-05 14:00:00,2015-01-05 08:00:00,12956.359003300979,33.98
2015-01-05 15:00:00,2015-01-05 09:00:00,12900.434965013748,35.06
2015-01-05 16:00:00,2015-01-05 10:00:00,12595.7837525675,37.04
2015-01-05 17:00:00,2015-01-05 11:00:00,12182.5540522868,39.92
2015-01-05 18:00:00,2015-01-05 12:00:00,11676.992703834476,41.0
2015-01-05 19:00:00,2015-01-05 13:00:00,11257.681141240799,44.96
2015-01-05 20:00:00,2015-01-05 14:00:00,10889.884062666937,46.04
2015-01-05 21:00:00,2015-01-05 15:00:00,10646.593126334861,48.02
2015-01-05 22:00:00,2015-01-05 16:00:00,10587.763995797097,51.08
2015-01-05 23:00:00,2015-01-05 17:00:00,11170.898523840264,50.0
2015-01-06 00:00:00,2015-01-05 18:00:00,11998.56911960627,46.04
2015-01-06 01:00:00,2015-01-05 19:00:00,12179.52968980421,44.06
2015-01-06 02:00:00,2015-01-05 20:00:00,12167.80983356975,39.92
2015-01-06 03:00:00,2015-01-05 21:00:00,11834.578456068575,39.92
2015-01-06 04:00:00,2015-01-05 22:00:00,11248.783045376436,37.94
2015-01-06 05:00:00,2015-01-05 23:00:00,10663.8541,37.04
2015-01-06 06:00:00,2015-01-06 00:00:00,10311.614248568025,39.02
2015-01-06 07:00:00,2015-01-06 01:00:00,10153.95529745421,37.04
2015-01-06 08:00:00,2015-01-06 02:00:00,10107.504102300156,37.04
2015-01-06 09:00:00,2015-01-06 03:00:00,10198.666935609968,37.04
2015-01-06 10:00:00,2015-01-06 04:00:00,10535.15157698741,37.94
2015-01-06 11:00:00,2015-01-06 05:00:00,11337.83235880477,35.96
2015-01-06 12:00:00,2015-01-06 06:00:00,12340.064320763044,35.96
2015-01-06 13:00:00,2015-01-06 07:00:00,12402.470954651122,37.04
2015-01-06 14:00:00,2015-01-06 08:00:00,11916.13037591043,37.94
2015-01-06 15:00:00,2015-01-06 09:00:00,11500.641668620608,46.04
2015-01-06 16:00:00,2015-01-06 10:00:00,11077.182995550802,51.98
2015-01-06 17:00:00,2015-01-06 11:00:00,10651.477631574395,55.04
2015-01-06 18:00:00,2015-01-06 12:00:00,10291.851492976413,57.92
2015-01-06 19:00:00,2015-01-06 13:00:00,10045.261231982911,60.08
2015-01-06 20:00:00,2015-01-06 14:00:00,9802.177836792536,60.98
2015-01-06 21:00:00,2015-01-06 15:00:00,9654.937343876,62.96
2015-01-06 22:00:00,2015-01-06 16:00:00,9645.770646837738,64.04
2015-01-06 23:00:00,2015-01-06 17:00:00,10094.841253310622,62.96
2015-01-07 00:00:00,2015-01-06 18:00:00,10670.468000027658,55.94
2015-01-07 01:00:00,2015-01-06 19:00:00,10724.365762551623,53.06
2015-01-07 02:00:00,2015-01-06 20:00:00,10665.864847774365,51.98
2015-01-07 03:00:00,2015-01-06 21:00:00,10378.518962125869,50.0
2015-01-07 04:00:00,2015-01-06 22:00:00,9852.748872429715,48.02
2015-01-07 05:00:00,2015-01-06 23:00:00,9321.8114,48.02
2015-01-07 06:00:00,2015-01-07 00:00:00,8991.474419248778,46.94
2015-01-07 07:00:00,2015-01-07 01:00:00,8864.33704288824,46.04
2015-01-07 08:00:00,2015-01-07 02:00:00,8803.160481392288,44.96
2015-01-07 09:00:00,2015-01-07 03:00:00,8848.088675631332,46.94
2015-01-07 10:00:00,2015-01-07 04:00:00,9153.717875316877,48.92
2015-01-07 11:00:00,2015-01-07 05:00:00,9899.888592861536,48.92
2015-01-07 12:00:00,2015-01-07 06:00:00,10824.226347556658,46.94
2015-01-07 13:00:00,2015-01-07 07:00:00,11028.138981555268,50.0
2015-01-07 14:00:00,2015-01-07 08:00:00,10880.907625522515,51.08
2015-01-07 15:00:00,2015-01-07 09:00:00,10902.107617049767,53.06
2015-01-07 16:00:00,2015-01-07 10:00:00,10894.694149778077,53.96
2015-01-07 17:00:00,2015-01-07 11:00:00,10777.730648640638,55.04
2015-01-07 18:00:00,2015-01-07 12:00:00,10557.418661148999,57.92
2015-01-07 19:00:00,2015-01-07 13:00:00,10438.845211068812,60.08
2015-01-07 20:00:00,2015-01-07 14:00:00,10346.843550283753,60.98
