utc,cpt,mw,tmpf
2015-01-01 06:00:00,2015-01-01 00:00:00,1470.814721023954,21.92
2015-01-01 07:00:00,2015-01-01 01:00:00,1440.832944004364,21.92
2015-01-01 08:00:00,2015-01-01 02:00:00,1430.4950438853127,21.02
2015-01-01 09:00:00,2015-01-01 03:00:00,1423.8063477930784,21.02
2015-01-01 10:00:00,2015-01-01 04:00:00,1428.1808234750183,21.02
2015-01-01 11:00:00,2015-01-01 05:00:00,1447.3770521976865,21.92
2015-01-01 12:00:00,2015-01-01 06:00:00,1475.9874771756004,21.92
2015-01-01 13:00:00,2015-01-01 07:00:00,1499.9117019613097,21.92
2015-01-01 14:00:00,2015-01-01 08:00:00,1523.473948884144,23.0
2015-01-01 15:00:00,2015-01-01 09:00:00,1545.13794122497,24.98
2015-01-01 16:00:00,2015-01-01 10:00:00,1552.4154289703047,26.06
2015-01-01 17:00:00,2015-01-01 11:00:00,1553.3708060146405,26.96
2015-01-01 18:00:00,2015-01-01 12:00:00,1538.9750845910637,26.96
2015-01-01 19:00:00,2015-01-01 13:00:00,1514.060661926666,26.96
2015-01-01 20:00:00,2015-01-01 14:00:00,1489.650293594117,28.04
2015-01-01 21:00:00,2015-01-01 15:00:00,1474.2323309506037,28.04
2015-01-01 22:00:00,2015-01-01 16:00:00,1480.7567764550913,28.04
2015-01-01 23:00:00,2015-01-01 17:00:00,1514.5904543153126,28.94
2015-01-02 00:00:00,2015-01-01 18:00:00,1549.7832135681813,28.94
2015-01-02 01:00:00,2015-01-01 19:00:00,1528.6110606530513,28.94
2015-01-02 02:00:00,2015-01-01 20:00:00,1497.1442101510695,28.94
2015-01-02 03:00:00,2015-01-01 21:00:00,1459.2799905077318,28.94
2015-01-02 04:00:00,2015-01-01 22:00:00,1407.451888083551,30.02
2015-01-02 05:00:00,2015-01-01 23:00:00,1359.09812,30.02
2015-01-02 06:00:00,2015-01-02 00:00:00,1321.6760353895188,30.02
2015-01-02 07:00:00,2015-01-02 01:00:00,1305.004365312485,30.92
2015-01-02 08:00:00,2015-01-02 02:00:00,1294.491020351143,30.02
2015-01-02 09:00:00,2015-01-02 03:00:00,1289.8506869179782,30.02
2015-01-02 10:00:00,2015-01-02 04:00:00,1302.5581205239102,30.02
2015-01-02 11:00:00,2015-01-02 05:00:00,1340.3071484155748,30.02
2015-01-02 12:00:00,2015-01-02 06:00:00,1394.438190990548,30.02
2015-01-02 13:00:00,2015-01-02 07:00:00,1440.4505352842857,30.02
2015-01-02 14:00:00,2015-01-02 08:00:00,1466.130467939004,30.02
2015-01-02 15:00:00,2015-01-02 09:00:00,1496.6855800670983,30.02
2015-01-02 16:00:00,2015-01-02 10:00:00,1514.020844542233,30.02
2015-01-02 17:00:00,2015-01-02 11:00:00,1509.5263081213318,30.92
2015-01-02 18:00:00,2015-01-02 12:00:00,1491.5712153530255,30.92
2015-01-02 19:00:00,2015-01-02 13:00:00,1472.9264890803468,30.92
2015-01-02 20:00:00,2015-01-02 14:00:00,1459.549521420539,30.92
2015-01-02 21:00:00,2015-01-02 15:00:00,1448.900983630154,32.0
2015-01-02 22:00:00,2015-01-02 16:00:00,1449.293080392334,32.0
2015-01-02 23:00:00,2015-01-02 17:00:00,1471.5237892194823,32.0
2015-01-03 00:00:00,2015-01-02 18:00:00,1493.207403551001,32.0
2015-01-03 01:00:00,2015-01-02 19:00:00,1473.8559221077471,32.0
2015-01-03 02:00:00,2015-01-02 20:00:00,1432.3074288562527,32.0
2015-01-03 03:00:00,2015-01-02 21:00:00,1381.2342849003262,32.0
2015-01-03 04:00:00,2015-01-02 22:00:00,1312.0005593452952,32.0
2015-01-03 05:00:00,2015-01-02 23:00:00,1254.7543699999999,32.0
2015-01-03 06:00:00,2015-01-03 00:00:00,1210.750289683982,33.08
2015-01-03 07:00:00,2015-01-03 01:00:00,1186.019211771475,33.08
2015-01-03 08:00:00,2015-01-03 02:00:00,1180.2017143921078,33.98
2015-01-03 09:00:00,2015-01-03 03:00:00,1181.308861461921,33.08
2015-01-03 10:00:00,2015-01-03 04:00:00,1188.474534707125,33.08
2015-01-03 11:00:00,2015-01-03 05:00:00,1215.1477800917812,33.08
2015-01-03 12:00:00,2015-01-03 06:00:00,1249.3935395044812,33.08
2015-01-03 13:00:00,2015-01-03 07:00:00,1294.197806708933,33.08
2015-01-03 14:00:00,2015-01-03 08:00:00,1312.062518593643,33.98
2015-01-03 15:00:00,2015-01-03 09:00:00,1281.4737228855415,35.06
2015-01-03 16:00:00,2015-01-03 10:00:00,1190.057888737048,37.04
2015-01-03 17:00:00,2015-01-03 11:00:00,1085.4383606908873,41.0
2015-01-03 18:00:00,2015-01-03 12:00:00,1023.195587644917,46.04
2015-01-03 19:00:00,2015-01-03 13:00:00,1043.9866739443662,50.0
2015-01-03 20:00:00,2015-01-03 14:00:00,1013.20133840152,50.0
2015-01-03 21:00:00,2015-01-03 15:00:00,997.4719291820351,51.98
2015-01-03 22:00:00,2015-01-03 16:00:00,1010.907843783634,53.06
2015-01-03 23:00:00,2015-01-03 17:00:00,1051.592098128401,51.98
2015-01-04 00:00:00,2015-01-03 18:00:00,1138.225529470169,48.92
2015-01-04 01:00:00,2015-01-03 19:00:00,1173.9391382517629,46.04
2015-01-04 02:00:00,2015-01-03 20:00:00,1181.684561227367,42.08
2015-01-04 03:00:00,2015-01-03 21:00:00,1181.612205471357,41.0
2015-01-04 04:00:00,2015-01-03 22:00:00,1167.7568861311377,41.0
2015-01-04 05:00:00,2015-01-03 23:00:00,1132.3475899999999,41.0
2015-01-04 06:00:00,2015-01-04 00:00:00,1085.632781794016,37.94
2015-01-04 07:00:00,2015-01-04 01:00:00,1082.830695161454,37.04
2015-01-04 08:00:00,2015-01-04 02:00:00,1093.207634623829,35.96
2015-01-04 09:00:00,2015-01-04 03:00:00,1104.536403467789,35.06
2015-01-04 10:00:00,2015-01-04 04:00:00,1128.5646537762223,37.04
2015-01-04 11:00:00,2015-01-04 05:00:00,1170.7648219315263,32.0
2015-01-04 12:00:00,2015-01-04 06:00:00,1225.0637210955622,28.04
2015-01-04 13:00:00,2015-01-04 07:00:00,1281.929946066889,26.96
2015-01-04 14:00:00,2015-01-04 08:00:00,1310.832985883254,26.06
2015-01-04 15:00:00,2015-01-04 09:00:00,1288.1429927845152,26.06
