utc,cpt,mw,tmpf
2015-01-01 06:00:00,2015-01-01 00:00:00,901.7701950209374,19.04
2015-01-01 07:00:00,2015-01-01 01:00:00,890.150372972885,19.94
2015-01-01 08:00:00,2015-01-01 02:00:00,880.926639273617,19.94
2015-01-01 09:00:00,2015-01-01 03:00:00,883.9905758775569,19.94
2015-01-01 10:00:00,2015-01-01 04:00:00,894.3203026650992,19.94
2015-01-01 11:00:00,2015-01-01 05:00:00,909.1947829244342,19.94
2015-01-01 12:00:00,2015-01-01 06:00:00,925.7515213463952,21.02
2015-01-01 13:00:00,2015-01-01 07:00:00,941.8197726180342,21.02
2015-01-01 14:00:00,2015-01-01 08:00:00,952.9035789932298,21.02
2015-01-01 15:00:00,2015-01-01 09:00:00,979.1011623992962,21.92
2015-01-01 16:00:00,2015-01-01 10:00:00,999.3408850946106,21.92
2015-01-01 17:00:00,2015-01-01 11:00:00,1004.0611388590125,24.08
2015-01-01 18:00:00,2015-01-01 12:00:00,992.145214253915,24.98
2015-01-01 19:00:00,2015-01-01 13:00:00,975.7316982536653,24.98
2015-01-01 20:00:00,2015-01-01 14:00:00,963.7717815350662,26.06
2015-01-01 21:00:00,2015-01-01 15:00:00,963.6775552672538,26.06
2015-01-01 22:00:00,2015-01-01 16:00:00,970.3224175297937,26.06
2015-01-01 23:00:00,2015-01-01 17:00:00,997.9784612860828,26.06
2015-01-02 00:00:00,2015-01-01 18:00:00,1011.8552269642172,26.06
2015-01-02 01:00:00,2015-01-01 19:00:00,998.4284965813017,26.06
2015-01-02 02:00:00,2015-01-01 20:00:00,981.542814688714,26.06
2015-01-02 03:00:00,2015-01-01 21:00:00,953.410331776035,24.98
2015-01-02 04:00:00,2015-01-01 22:00:00,910.123637827907,24.98
2015-01-02 05:00:00,2015-01-01 23:00:00,873.05165,26.06
2015-01-02 06:00:00,2015-01-02 00:00:00,848.5071041091783,26.06
2015-01-02 07:00:00,2015-01-02 01:00:00,837.2962512462617,26.96
2015-01-02 08:00:00,2015-01-02 02:00:00,828.8721612536701,26.06
2015-01-02 09:00:00,2015-01-02 03:00:00,834.2335920847178,26.06
2015-01-02 10:00:00,2015-01-02 04:00:00,847.422184675495,26.06
2015-01-02 11:00:00,2015-01-02 05:00:00,878.3653601227281,26.06
2015-01-02 12:00:00,2015-01-02 06:00:00,920.5216962075601,26.06
2015-01-02 13:00:00,2015-01-02 07:00:00,959.5475345665632,26.06
2015-01-02 14:00:00,2015-01-02 08:00:00,980.3023577791565,26.96
2015-01-02 15:00:00,2015-01-02 09:00:00,998.1286427835389,26.96
2015-01-02 16:00:00,2015-01-02 10:00:00,1010.6569055401384,28.04
2015-01-02 17:00:00,2015-01-02 11:00:00,1004.6085217880798,28.94
2015-01-02 18:00:00,2015-01-02 12:00:00,986.8686306470398,30.02
2015-01-02 19:00:00,2015-01-02 13:00:00,974.6895967939056,30.02
2015-01-02 20:00:00,2015-01-02 14:00:00,967.1836801384551,30.02
2015-01-02 21:00:00,2015-01-02 15:00:00,963.098063516299,30.92
2015-01-02 22:00:00,2015-01-02 16:00:00,965.1822767893699,30.92
2015-01-02 23:00:00,2015-01-02 17:00:00,983.538280201691,30.92
2015-01-03 00:00:00,2015-01-02 18:00:00,979.944355530115,30.92
2015-01-03 01:00:00,2015-01-02 19:00:00,961.672105871009,30.92
2015-01-03 02:00:00,2015-01-02 20:00:00,941.3707959130768,30.92
2015-01-03 03:00:00,2015-01-02 21:00:00,915.5620783227039,30.92
2015-01-03 04:00:00,2015-01-02 22:00:00,883.4928910985008,30.92
2015-01-03 05:00:00,2015-01-02 23:00:00,843.24778,30.92
2015-01-03 06:00:00,2015-01-03 00:00:00,820.757966714421,30.92
2015-01-03 07:00:00,2015-01-03 01:00:00,799.6621619435149,30.02
2015-01-03 08:00:00,2015-01-03 02:00:00,795.8657067290422,30.02
2015-01-03 09:00:00,2015-01-03 03:00:00,793.9779454491559,30.02
2015-01-03 10:00:00,2015-01-03 04:00:00,798.2250780551329,30.02
2015-01-03 11:00:00,2015-01-03 05:00:00,819.3135023883019,30.02
2015-01-03 12:00:00,2015-01-03 06:00:00,841.6346377574879,28.04
2015-01-03 13:00:00,2015-01-03 07:00:00,866.2254025300789,26.06
2015-01-03 14:00:00,2015-01-03 08:00:00,884.3443059276539,21.92
2015-01-03 15:00:00,2015-01-03 09:00:00,900.5823441302879,21.92
