utc,month,hour,dayofweek,mw,tmpc,mw2day,mw7day
2017-01-01 00:00:00,1,0,6,5583.0,1.834,5091.0,5024.0
2017-01-01 01:00:00,1,1,6,5309.0,1.857,4850.0,4841.0
2017-01-01 02:00:00,1,2,6,5036.0,1.79,4769.0,4663.0
2017-01-01 03:00:00,1,3,6,4917.0,1.783,4874.0,4712.0
2017-01-01 04:00:00,1,4,6,4953.0,1.78,5151.0,4905.0
2017-01-01 05:00:00,1,5,6,5036.0,1.799,5722.0,5053.0
2017-01-01 06:00:00,1,6,6,5274.0,2.532,6546.0,5463.0
2017-01-01 07:00:00,1,7,6,5613.0,3.985,7371.0,6082.0
2017-01-01 08:00:00,1,8,6,6074.0,5.08,7729.0,6567.0
2017-01-01 09:00:00,1,9,6,6480.0,6.188,7873.0,6809.0
2017-01-01 10:00:00,1,10,6,6570.0,6.947,7870.0,6704.0
2017-01-01 11:00:00,1,11,6,6285.0,7.376,7817.0,6197.0
2017-01-01 12:00:00,1,12,6,5752.0,7.483,7565.0,5487.0
2017-01-01 13:00:00,1,13,6,5788.0,7.12,7726.0,5535.0
2017-01-01 14:00:00,1,14,6,5982.0,5.794,7716.0,5643.0
2017-01-01 15:00:00,1,15,6,6276.0,4.755,7918.0,5944.0
2017-01-01 16:00:00,1,16,6,6834.0,4.731,8393.0,6390.0
2017-01-01 17:00:00,1,17,6,6933.0,4.718,8395.0,6431.0
2017-01-01 18:00:00,1,18,6,6896.0,4.785,8034.0,6374.0
2017-01-01 19:00:00,1,19,6,6743.0,4.636,7362.0,6165.0
2017-01-01 20:00:00,1,20,6,6419.0,4.249,6869.0,5837.0
2017-01-01 21:00:00,1,21,6,6186.0,4.142,6489.0,5568.0
2017-01-01 22:00:00,1,22,6,5912.0,3.924,6140.0,5300.0
2017-01-01 23:00:00,1,23,6,5209.0,3.751,5325.0,4725.0
2017-01-02 00:00:00,1,0,0,5153.0,3.595,5287.0,4714.0
2017-01-02 01:00:00,1,1,0,4944.0,3.469,5099.0,4565.0
2017-01-02 02:00:00,1,2,0,4769.0,3.324,4990.0,4437.0
2017-01-02 03:00:00,1,3,0,4803.0,3.216,4977.0,4400.0
2017-01-02 04:00:00,1,4,0,5097.0,3.171,5288.0,4525.0
2017-01-02 05:00:00,1,5,0,5572.0,3.164,5719.0,4640.0
2017-01-02 06:00:00,1,6,0,6115.0,4.008,6316.0,4968.0
2017-01-02 07:00:00,1,7,0,6592.0,5.923,7150.0,5451.0
2017-01-02 08:00:00,1,8,0,6817.0,7.262,7720.0,5726.0
2017-01-02 09:00:00,1,9,0,6834.0,8.612,8085.0,5848.0
2017-01-02 10:00:00,1,10,0,6870.0,9.593,8272.0,5891.0
2017-01-02 11:00:00,1,11,0,6855.0,10.147,8278.0,5787.0
2017-01-02 12:00:00,1,12,0,6636.0,10.303,7982.0,5443.0
2017-01-02 13:00:00,1,13,0,6803.0,9.874,8129.0,5709.0
2017-01-02 14:00:00,1,14,0,6848.0,8.224,8171.0,5810.0
2017-01-02 15:00:00,1,15,0,7084.0,6.776,8455.0,6137.0
2017-01-02 16:00:00,1,16,0,7605.0,6.346,9040.0,6555.0
2017-01-02 17:00:00,1,17,0,7616.0,5.958,9063.0,6589.0
2017-01-02 18:00:00,1,18,0,7505.0,5.566,8655.0,6601.0
2017-01-02 19:00:00,1,19,0,7231.0,5.264,7797.0,6437.0
