utc,month,hour,dayofweek,mw,tmpc,mw2day,mw7day
2017-01-01 00:00:00,1,0,6,6315,-4.64,6394.0,5535.0
2017-01-01 01:00:00,1,1,6,6102,-4.691,6246.0,5352.0
2017-01-01 02:00:00,1,2,6,5830,-4.762,6107.0,5181.0
2017-01-01 03:00:00,1,3,6,5715,-4.806,6187.0,5222.0
2017-01-01 04:00:00,1,4,6,5818,-4.848,6636.0,5388.0
2017-01-01 05:00:00,1,5,6,5774,-4.976,7159.0,5555.0
2017-01-01 06:00:00,1,6,6,6168,-5.166,7865.0,6089.0
2017-01-01 07:00:00,1,7,6,6406,-4.771,8256.0,6507.0
2017-01-01 08:00:00,1,8,6,6677,-3.013,8412.0,6988.0
2017-01-01 09:00:00,1,9,6,6893,-0.914,8345.0,7330.0
2017-01-01 10:00:00,1,10,6,6990,0.554,8280.0,7460.0
2017-01-01 11:00:00,1,11,6,6891,1.653,8081.0,7166.0
2017-01-01 12:00:00,1,12,6,6741,2.039,7908.0,6817.0
2017-01-01 13:00:00,1,13,6,6673,1.456,7767.0,6635.0
2017-01-01 14:00:00,1,14,6,6716,-0.516,7832.0,6703.0
2017-01-01 15:00:00,1,15,6,7149,-2.462,8329.0,6946.0
2017-01-01 16:00:00,1,16,6,7706,-3.35,8815.0,7212.0
2017-01-01 17:00:00,1,17,6,7828,-3.887,8717.0,7212.0
2017-01-01 18:00:00,1,18,6,7513,-4.251,8245.0,6964.0
2017-01-01 19:00:00,1,19,6,7184,-4.507,7757.0,6690.0
2017-01-01 20:00:00,1,20,6,6789,-4.846,7223.0,6366.0
2017-01-01 21:00:00,1,21,6,6906,-5.195,7235.0,6480.0
2017-01-01 22:00:00,1,22,6,6633,-5.427,6806.0,6101.0
2017-01-01 23:00:00,1,23,6,6353,-5.674,6460.0,5767.0
2017-01-02 00:00:00,1,0,0,6138,-5.936,6190.0,5536.0
2017-01-02 01:00:00,1,1,0,6042,-6.094,6029.0,5370.0
2017-01-02 02:00:00,1,2,0,5914,-6.032,5866.0,5164.0
2017-01-02 03:00:00,1,3,0,6076,-5.895,5855.0,5191.0
