utc,cpt,mw,tmpf
2015-01-01 06:00:00,2015-01-01 00:00:00,1350.784677968633,37.94
2015-01-01 07:00:00,2015-01-01 01:00:00,1333.434943232921,39.02
2015-01-01 08:00:00,2015-01-01 02:00:00,1323.9084976558597,37.94
2015-01-01 09:00:00,2015-01-01 03:00:00,1325.951404794231,37.04
2015-01-01 10:00:00,2015-01-01 04:00:00,1339.6752900747117,37.04
2015-01-01 11:00:00,2015-01-01 05:00:00,1367.8479525023515,37.04
2015-01-01 12:00:00,2015-01-01 06:00:00,1410.0961480181988,37.04
2015-01-01 13:00:00,2015-01-01 07:00:00,1446.2769090284787,35.96
2015-01-01 14:00:00,2015-01-01 08:00:00,1485.5130529900828,37.04
2015-01-01 15:00:00,2015-01-01 09:00:00,1534.6218896770429,35.96
2015-01-01 16:00:00,2015-01-01 10:00:00,1568.2481634548762,37.04
2015-01-01 17:00:00,2015-01-01 11:00:00,1582.4821965080857,37.04
2015-01-01 18:00:00,2015-01-01 12:00:00,1567.6507722248602,37.94
2015-01-01 19:00:00,2015-01-01 13:00:00,1541.0223432560292,37.94
2015-01-01 20:00:00,2015-01-01 14:00:00,1526.6376173200797,37.94
2015-01-01 21:00:00,2015-01-01 15:00:00,1516.6555635984853,39.02
2015-01-01 22:00:00,2015-01-01 16:00:00,1520.0387188777147,37.94
2015-01-01 23:00:00,2015-01-01 17:00:00,1584.6409823164454,39.02
2015-01-02 00:00:00,2015-01-01 18:00:00,1602.2685486811524,39.02
2015-01-02 01:00:00,2015-01-01 19:00:00,1575.5196914387227,39.02
2015-01-02 02:00:00,2015-01-01 20:00:00,1545.8468550593338,39.02
2015-01-02 03:00:00,2015-01-01 21:00:00,1499.2023826879397,39.02
2015-01-02 04:00:00,2015-01-01 22:00:00,1428.9556343686497,39.02
2015-01-02 05:00:00,2015-01-01 23:00:00,1355.13512,39.02
2015-01-02 06:00:00,2015-01-02 00:00:00,1310.195920223102,39.02
2015-01-02 07:00:00,2015-01-02 01:00:00,1272.9581688071487,39.02
2015-01-02 08:00:00,2015-01-02 02:00:00,1249.8065785534022,39.02
2015-01-02 09:00:00,2015-01-02 03:00:00,1252.318807742444,39.02
2015-01-02 10:00:00,2015-01-02 04:00:00,1276.343527587209,39.02
2015-01-02 11:00:00,2015-01-02 05:00:00,1331.1165383298398,39.02
2015-01-02 12:00:00,2015-01-02 06:00:00,1407.537211578113,39.02
2015-01-02 13:00:00,2015-01-02 07:00:00,1474.5853987381213,39.02
2015-01-02 14:00:00,2015-01-02 08:00:00,1501.8011053739313,39.02
2015-01-02 15:00:00,2015-01-02 09:00:00,1578.436398349967,39.92
2015-01-02 16:00:00,2015-01-02 10:00:00,1599.3231731751525,41.0
