Demand,Normalized_net,Temperature,DNI,DHI,Month,Day,Weekday,Hour
0,0.013267297690633,-8.272,0,0,1,1,1,0
2724.2,0.166935547558073,-8.114,0,0,1,1,1,1
2622.2,0.161181872539176,-7.898,0,0,1,1,1,2
2614.2,0.160730603910243,-7.67,0,0,1,1,1,3
2622.2,0.161181872539176,-7.399,0,0,1,1,1,4
2637.2,0.162028001218425,-7.099,0,0,1,1,1,5
2618.2,0.160956238224709,-6.696,0.1222,2.5722,1,1,1,6
2687.1,0.164842789291395,-5.66,2.9968,39.854,1,1,1,7
2786,0.170421597716581,-4.242,9.5566,87.6452,1,1,1,8
2893.4,0.176479879060007,-2.946,16.227,122.1325,1,1,1,9
2930.3,0.178561355610961,-1.802,19.4843,137.3367,1,1,1,10
2882.8,0.175881948126671,-0.962,17.5382,131.09,1,1,1,11
2943,0.179277744559393,-0.543,10.7993,103.0013,1,1,1,12
2949.7,0.179655682036124,-0.668,2.8152,52.0471,1,1,1,13
2947.8,0.179548505736752,-1.257,0.2277,9.0248,1,1,1,14
3066.3,0.186232922302824,-1.868,0,0.0001,1,1,1,15
3155.3,0.191253285799704,-2.369,0,0,1,1,1,16
3141.4,0.190469206556933,-2.78,0,0,1,1,1,17
3130.4,0.18984871219215,-3.009,0,0,1,1,1,18
3107.4,0.188551314883968,-3.347,0,0,1,1,1,19
3020.4,0.18364376854432,-3.744,0,0,1,1,1,20
2918.4,0.177890093525423,-3.916,0,0,1,1,1,21
2790.4,0.170669795462494,-4.056,0,0,1,1,1,22
2714.4,0.16638274348763,-4.102,0,0,1,1,1,23
2617.4,0.160911111361816,-4.002,0,0,1,2,1,0
2575.4,0.158541951059917,-3.719,0,0,1,2,1,1
2574.4,0.158485542481301,-3.407,0,0,1,2,1,2
2628.4,0.161531605726599,-3.236,0,0,1,2,1,3
2731.4,0.167341689324112,-3.22,0,0,1,2,1,4
2915.4,0.177720867789573,-3.336,0,0,1,2,1,5
3020.4,0.18364376854432,-3.458,0.06,1.9269,1,2,1,6
3180.3,0.19266350026512,-3.064,2.2642,36.4391,1,2,1,7
3304.7,0.19968072744503,-2.204,8.6884,84.4463,1,2,1,8
3364.7,0.203065242162028,-1.266,18.2281,121.9412,1,2,1,9
3389.7,0.204475456627444,-0.296,38.8239,147.9757,1,2,1,10
3276.1,0.198067442096594,0.544,51.8059,143.7747,1,2,1,11
3315,0.200261735804781,0.972,52.8825,119.9257,1,2,1,12
3340.6,0.201705795417367,0.623,18.2556,76.6527,1,2,1,13
3345.6,0.20198783831045,-0.296,0.6922,13.7023,1,2,1,14
3479,0.209512742697909,-0.415,0,0,1,2,1,15
3530.3,0.212406502780943,-0.352,0,0,1,2,1,16
3479.4,0.209535306129356,-0.29,0,0,1,2,1,17
3400.4,0.205079028418642,-0.214,0,0,1,2,1,18
3334.4,0.201356062229944,-0.187,0,0,1,2,1,19
3206.4,0.194135764167015,-0.507,0,0,1,2,1,20
3087.4,0.187423143311635,-0.857,0,0,1,2,1,21
2966.4,0.180597705299022,-1.25,0,0,1,2,1,22
2841.4,0.173546632971942,-1.615,0,0,1,2,1,23
2706.4,0.165931474858697,-1.816,0,0,1,3,0,0
2632.4,0.161757240041065,-1.918,0,0,1,3,0,1
2644.4,0.162434142984465,-1.874,0,0,1,3,0,2
2648.4,0.162659777298932,-1.897,0,0,1,3,0,3
2687.4,0.16485971186498,-1.932,0,0,1,3,0,4
2788.4,0.170556978305261,-2.029,0,0,1,3,0,5
2844.4,0.173715858707792,-2.028,0.1973,3.0857,1,3,0,6
2984.1,0.181596137140536,-1.349,7.0107,48.526,1,3,0,7
3181.7,0.192742472275184,-0.182,26.2662,101.9712,1,3,0,8
3205.4,0.194079355588398,0.792,46.3019,136.4079,1,3,0,9
3235.6,0.19578289466262,1.511,53.6182,152.1953,1,3,0,10
3190.7,0.193250149482733,1.739,27.9608,140.6111,1,3,0,11
3180.8,0.192691704554429,1.375,7.4471,92.6078,1,3,0,12
3131.4,0.189905120770767,0.696,1.7898,44.4973,1,3,0,13
3195,0.193492706370785,-0.094,0.1644,7.9866,1,3,0,14
3396.6,0.204864675819899,-0.511,0,0,1,3,0,15
3430.3,0.206765644919279,-0.671,0,0,1,3,0,16
3384.4,0.204176491160776,-0.864,0,0,1,3,0,17
3354.4,0.202484233802277,-1.152,0,0,1,3,0,18
3314.4,0.200227890657611,-1.28,0,0,1,3,0,19
3197.4,0.193628086959465,-1.436,0,0,1,3,0,20
3048.4,0.185223208745586,-1.602,0,0,1,3,0,21
2906.4,0.177213190582024,-1.767,0,0,1,3,0,22
2832.4,0.173038955764393,-1.992,0,0,1,3,0,23
2671.4,0.163957174607114,-2.188,0,0,1,4,0,0
2613.4,0.160685477047349,-2.18,0,0,1,4,0,1
2625.4,0.161362379990749,-2.019,0,0,1,4,0,2
2638.4,0.162095691512765,-1.924,0,0,1,4,0,3
2653.4,0.162941820192015,-1.935,0,0,1,4,0,4
2732.4,0.167398097902729,-1.925,0,0,1,4,0,5
2787.4,0.170500569726644,-1.954,0.1821,2.9165,1,4,0,6
2935.2,0.178837757646183,-1.439,9.3929,49.7156,1,4,0,7
3125,0.18954410586762,-0.348,37.2656,100.7127,1,4,0,8
3197.1,0.19361116438588,0.617,57.0626,131.3302,1,4,0,9
3207.7,0.194209095319216,1.217,72.2049,144.1045,1,4,0,10
3099.4,0.188100046255034,1.393,75.0355,138.8085,1,4,0,11
3025.9,0.183954015726712,1.203,47.3117,117.9287,1,4,0,12
3002.9,0.182656618418529,0.637,13.2147,71.9235,1,4,0,13
3059.5,0.185849343968231,-0.162,1.0419,15.2803,1,4,0,14
3271.6,0.197813603492819,-0.618,0,0.001,1,4,0,15
3344.2,0.201908866300387,-0.67,0,0,1,4,0,16
3350.4,0.20225859948781,-0.787,0,0,1,4,0,17
3290.4,0.198874084770812,-1.038,0,0,1,4,0,18
3252.4,0.19673055878338,-1.263,0,0,1,4,0,19
3106.4,0.188494906305351,-1.498,0,0,1,4,0,20
