Demand,Normalized_net,Temperature,DNI,DHI,Month,Day,Weekday,Hour
0,0.017762294378136,-11.261,0,0,1,1,1,0
1045.47,0.445247236908281,-10.975,0,0,1,1,1,1
1004.79,0.428613486095607,-10.772,0,0,1,1,1,2
983.79,0.42002674157579,-10.667,0,0,1,1,1,3
998.67,0.426111063406975,-10.467,0,0,1,1,1,4
1045.17,0.445124569129427,-10.117,0,0,1,1,1,5
1085.06,0.461435294791117,-9.676,0.1918,1.4517,1,1,1,6
1142.36,0.484864840552332,-8.227,22.9274,45.4887,1,1,1,7
1201.06,0.508866835948201,-5.263,81.5532,87.0153,1,1,1,8
1249.75,0.528775816456291,-2.861,129.6113,112.7931,1,1,1,9
1282.45,0.542146604351435,-1.082,152.532,127.5392,1,1,1,10
1272.57,0.538106745501159,-0.008,138.9129,133.503,1,1,1,11
1265.21,0.535097295993262,0.538,103.1602,125.045,1,1,1,12
1237.19,0.523640125448248,0.724,52.1632,97.8356,1,1,1,13
1246.25,0.527344692369655,0.141,15.5335,47.9479,1,1,1,14
1139.13,0.483544117466665,-1.42,0.2412,1.9367,1,1,1,15
1226.31,0.519191374001791,-2.369,0,0,1,1,1,16
1239.9,0.524748224383901,-2.784,0,0,1,1,1,17
1252.01,0.529699913723662,-2.867,0,0,1,1,1,18
1401.98,0.591021536373041,-2.918,0,0,1,1,1,19
1327.48,0.5605590379575,-3.143,0,0,1,1,1,20
1213.75,0.514055682993748,-3.248,0,0,1,1,1,21
1129.61,0.479651459951015,-3.246,0,0,1,1,1,22
1061.36,0.451744540261609,-3.112,0,0,1,1,1,23
1012.43,0.431737425530436,-2.869,0,0,1,2,1,0
987.52,0.421551910959548,-2.611,0,0,1,2,1,1
995.53,0.424827140654964,-2.42,0,0,1,2,1,2
1013.85,0.432318053017014,-2.515,0,0,1,2,1,3
1075.79,0.457644860424512,-2.741,0,0,1,2,1,4
1189.06,0.50396012479402,-2.668,0,0,1,2,1,5
1281.45,0.541737711755253,-2.552,0.1408,1.4109,1,2,1,6
1376.28,0.58051299665117,-1.711,14.4102,45.8561,1,2,1,7
1430.12,0.602527774029596,0.577,60.7378,94.0691,1,2,1,8
1424.63,0.600282953676558,1.637,117.1176,118.1493,1,2,1,9
1420.8,0.598716895033182,2.388,158.6504,124.8912,1,2,1,10
1395.76,0.58847822442479,2.962,175.2083,117.9619,1,2,1,11
1412.79,0.595441665337766,3.191,169.7794,98.0987,1,2,1,12
1422.07,0.599236188630332,2.811,99.6468,83.1992,1,2,1,13
1429.29,0.602188393174765,1.516,19.1954,48.1354,1,2,1,14
1374.8,0.579907835608821,0.22,0.2146,1.9253,1,2,1,15
1425.27,0.600544644938114,0.303,0,0,1,2,1,16
1434.45,0.604298278971063,0.964,0,0,1,2,1,17
1438.18,0.605823448354821,1.628,0,0,1,2,1,18
1391.06,0.586556429222736,2.429,0,0,1,2,1,19
1409.64,0.594153653659793,2.629,0,0,1,2,1,20
1322.33,0.558453241087164,1.918,0,0,1,2,1,21
1242.05,0.525627343465692,1.313,0,0,1,2,1,22
1153.29,0.489334036628599,1.151,0,0,1,2,1,23
1070.43,0.455453196108978,0.801,0,0,1,3,0,0
1065.42,0.453404644202107,0.156,0,0,1,3,0,1
1018.16,0.434080380106557,-0.594,0,0,1,3,0,2
1046.01,0.445468038910219,-1.087,0,0,1,3,0,3
1091.91,0.464236209074962,-0.905,0,0,1,3,0,4
1213.79,0.514072038697595,-0.755,0,0,1,3,0,5
1293.94,0.546844780281564,-0.48,0.2422,1.6874,1,3,0,6
1428.31,0.601787678430507,0.133,27.1845,46.2825,1,3,0,7
1487.14,0.62584282986388,1.301,76.2903,89.6763,1,3,0,8
1531.09,0.643813659466068,2.17,141.8046,110.2957,1,3,0,9
1503.15,0.63238920032875,2.629,163.9749,123.5708,1,3,0,10
1486.06,0.625401225860003,2.913,184.2327,117.5234,1,3,0,11
1437.08,0.605373666499021,2.919,122.6583,120.8716,1,3,0,12
1407.13,0.593127333243377,2.294,32.8236,99.7928,1,3,0,13
1411.22,0.59479970396176,1.032,6.8733,44.2049,1,3,0,14
1362.43,0.574849834194052,-0.284,0.138,1.8392,1,3,0,15
1415.91,0.596717410237853,-0.516,0,0,1,3,0,16
1423.41,0.599784104709216,-0.319,0,0,1,3,0,17
1401.02,0.590628999480706,-0.465,0,0,1,3,0,18
1394.73,0.588057065050723,-0.559,0,0,1,3,0,19
1397.56,0.589214231097917,-0.235,0,0,1,3,0,20
1295.06,0.547302739989287,-0.102,0,0,1,3,0,21
1180.97,0.50065218369091,-0.008,0,0,1,3,0,22
1088.1,0.46267832828351,-0.193,0,0,1,3,0,23
1043.86,0.444588919828429,-0.119,0,0,1,4,0,0
1001.68,0.427341830121482,0.123,0,0,1,4,0,1
996.09,0.425056120508826,0.831,0,0,1,4,0,2
990.84,0.422909434378872,1.31,0,0,1,4,0,3
1051.83,0.447847793819997,0.27,0,0,1,4,0,4
1107.37,0.470557688611932,-0.869,0,0,1,4,0,5
1200.77,0.508748257095309,-1.104,0.5653,1.9057,1,4,0,6
1308.86,0.552945457816595,0.167,51.2816,35.0541,1,4,0,7
1395.07,0.588196088533425,2.159,164.5952,48.1748,1,4,0,8
1412.94,0.595502999227193,2.965,254.6461,53.7974,1,4,0,9
1432.27,0.603406893111386,3.456,299.8543,57.7476,1,4,0,10
