Demand,Normalized_net,Temperature,DNI,DHI,Month,Day,Weekday,Hour
9484,0.513492279333998,-0.046,0,0,1,1,1,0
9152,0.474906382711659,-0.302,0,0,1,1,1,1
8799,0.433879811905376,-0.541,0,0,1,1,1,2
8567,0.406916173301814,-0.794,0,0,1,1,1,3
8487,0.397618366886792,-1.053,0,0,1,1,1,4
8428,0.390761234655714,-1.281,0,0,1,1,1,5
8122,0.355197125118256,-1.45,0,0,1,1,1,6
8179,0.361821812188959,-1.571,0.0292,0.6236,1,1,1,7
8247.34,0.369764463318991,-1.013,3.7333,30.9507,1,1,1,8
8302.11,0.376129974035876,0.187,59.1418,78.1031,1,1,1,9
8159.08,0.359506658391619,1.325,112.3332,92.2399,1,1,1,10
8153.94,0.358909274329454,2.303,100.5927,111.2774,1,1,1,11
8239.35,0.368835844903291,2.879,73.9242,114.6991,1,1,1,12
8402.84,0.38783707453819,2.971,40.2681,97.151,1,1,1,13
8662.38,0.418001483000123,2.504,11.8327,55.96,1,1,1,14
8976.09,0.454461668630828,1.631,0.9003,8.3887,1,1,1,15
9664,0.534412343767797,1.136,0,0,1,1,1,16
9914,0.563467988814739,0.933,0,0,1,1,1,17
9852,0.556262188843097,0.85,0,0,1,1,1,18
9573,0.52383608897071,0.73,0,0,1,1,1,19
9422,0.506286479362356,0.544,0,0,1,1,1,20
9896,0.561375982371359,0.443,0,0,1,1,1,21
10062,0.580668930682529,0.488,0,0,1,1,1,22
9489,0.514073392234937,0.62,0,0,1,1,1,23
9001,0.457356773103306,0.851,0,0,1,2,1,0
8571,0.407381063622565,1.203,0,0,1,2,1,1
8321,0.378325418575623,1.617,0,0,1,2,1,2
8277,0.373211625047361,2.086,0,0,1,2,1,3
8517,0.401105044292425,2.667,0,0,1,2,1,4
9000,0.457240550523118,3.246,0,0,1,2,1,5
9226,0.483506853645554,3.908,0,0,1,2,1,6
9769,0.546615714687512,4.779,0.0018,0.1391,1,2,1,7
10236.04,0.600896308538408,5.422,0.815,21.3657,1,2,1,8
10486.11,0.629960089165964,6.199,6.3145,69.4821,1,2,1,9
10611.92,0.644582051979387,6.81,10.8626,98.5999,1,2,1,10
10440.51,0.624660339509401,7.079,13.9937,112.0146,1,2,1,11
10051.07,0.579398617881076,7.168,29.2822,121.5512,1,2,1,12
9737.1,0.542908214379523,6.996,62.9015,98.2853,1,2,1,13
9877.64,0.559242135799112,6.078,37.2018,59.5526,1,2,1,14
10337.73,0.612714982717702,4.194,2.3695,10.5423,1,2,1,15
11212,0.714324897898463,3.352,0,0,1,2,1,16
11429,0.739545197799209,2.637,0,0,1,2,1,17
11057,0.696310397969359,2.076,0,0,1,2,1,18
10516,0.633433982087776,1.888,0,0,1,2,1,19
9993,0.572649572649573,2.207,0,0,1,2,1,20
10362,0.61553570473886,2.238,0,0,1,2,1,21
10440,0.624601065993506,1.113,0,0,1,2,1,22
9880,0.559516421088355,0.408,0,0,1,2,1,23
9295,0.49152621167851,0.884,0,0,1,3,0,0
8901,0.445734515084529,1.527,0,0,1,3,0,1
8551,0.40505661201881,1.505,0,0,1,3,0,2
8536,0.403313273315993,1.291,0,0,1,3,0,3
8619,0.412959747471578,1.094,0,0,1,3,0,4
8921,0.448058966688284,0.908,0,0,1,3,0,5
9010,0.458402776324996,0.867,0,0,1,3,0,6
9604.99,0.527554049310916,0.826,0.0011,0.1404,1,3,0,7
10112.91,0.586585822239888,0.753,0.0812,8.1947,1,3,0,8
10688.67,0.653502135008798,0.76,0.2366,21.1985,1,3,0,9
11038.97,0.694214904848574,0.901,0.3977,31.9477,1,3,0,10
11073.01,0.698171121478165,1.319,1.4422,64.2907,1,3,0,11
10928.45,0.681369985286221,1.622,3.1984,85.4577,1,3,0,12
10742.52,0.659760720951909,1.693,1.6545,58.7978,1,3,0,13
10804.8,0.666999063246004,1.857,0.3472,22.5294,1,3,0,14
11068.42,0.697637659835103,2.011,0.0211,2.1752,1,3,0,15
11515,0.749540339695357,2.025,0,0,1,3,0,16
11503,0.748145668733104,1.656,0,0,1,3,0,17
11098,0.701075523757058,1.105,0,0,1,3,0,18
10692,0.653889156200823,-0.041,0,0,1,3,0,19
10232,0.600426769314449,-0.345,0,0,1,3,0,20
10425,0.622857727290689,0.143,0,0,1,3,0,21
10421,0.622392836969938,0.775,0,0,1,3,0,22
9941,0.566605998479809,1.339,0,0,1,3,0,23
9447,0.509192043867051,1.651,0,0,1,4,0,0
9010,0.458402776324996,1.767,0,0,1,4,0,1
8725,0.425279340971481,1.377,0,0,1,4,0,2
8591,0.40970551522632,0.852,0,0,1,4,0,3
8495,0.398548147528294,0.33,0,0,1,4,0,4
8625,0.413657082952704,0.048,0,0,1,4,0,5
8763,0.429695799018617,-0.205,0,0,1,4,0,6
9053.96,0.46351192095005,-0.38,0.0669,0.9164,1,4,0,7
9517.42,0.517376437963873,0.56,11.829,38.1887,1,4,0,8
9670.92,0.535216604022696,2.553,60.6993,75.3859,1,4,0,9
9850.61,0.556100639456636,3.6,117.2056,87.9459,1,4,0,10
9828.08,0.553482144725006,4.313,152.2642,88.1071,1,4,0,11
9560.22,0.52235076439591,4.717,152.0386,82.1103,1,4,0,12
9479.8,0.513004144497209,4.595,109.3975,73.3767,1,4,0,13
9645.29,0.532237819292484,3.471,43.1838,54.1547,1,4,0,14
9878.51,0.559343249443875,0.809,3.1097,10.7105,1,4,0,15
10873,0.67492544321481,-0.451,0,0,1,4,0,16
11355,0.730944726865314,-1.001,0,0,1,4,0,17
11331,0.728155384940808,-1.482,0,0,1,4,0,18
10944,0.683177246408141,-1.862,0,0,1,4,0,19
10534,0.635525988531156,-2.099,0,0,1,4,0,20
10646,0.648542917512186,-2.043,0,0,1,4,0,21
10669,0.651216036856505,-1.633,0,0,1,4,0,22
10040,0.578112033918398,-1.409,0,0,1,4,0,23
9666,0.534644788928172,-1.315,0,0,1,5,1,0
9262,0.487690866532313,-1.137,0,0,1,5,1,1
9052,0.463284124692882,-0.995,0,0,1,5,1,2
9118,0.470954814985275,-0.972,0,0,1,5,1,3
9527,0.518489850282072,-0.998,0,0,1,5,1,4
10777,0.663768075516784,-1.072,0,0,1,5,1,5
11968,0.802189168520417,-1.209,0,0,1,5,1,6
12432.91,0.856222208275513,-1.372,0.0294,0.8728,1,5,1,7
12528.92,0.86738073819934,-1.151,2.0098,30.8112,1,5,1,8
12317,0.842750849005948,-0.304,7.8597,75.8917,1,5,1,9
12126.53,0.820613934157584,0.777,15.6474,111.4238,1,5,1,10
11759.19,0.777920731551409,1.687,16.199,122.1999,1,5,1,11
11749.73,0.776821265942832,2.247,10.3775,107.263,1,5,1,12
11858.69,0.789484878280092,2.479,6.15,81.2296,1,5,1,13
12060.11,0.812894430381512,2.269,2.3798,43.683,1,5,1,14
12305.75,0.841443344978836,1.528,0.2525,6.9072,1,5,1,15
13126,0.936774916377854,0.997,0,0,1,5,1,16
13226,0.94839717439663,0.618,0,0,1,5,1,17
12773,0.895748345571571,0.21,0,0,1,5,1,18
12155,0.82392279101553,-0.216,0,0,1,5,1,19
11486,0.746169884869912,-0.528,0,0,1,5,1,20
11697,0.770692849289531,-0.767,0,0,1,5,1,21
11651,0.765346610600894,-0.996,0,0,1,5,1,22
11068,0.697588846351425,-1.358,0,0,1,5,1,23
10657,0.649821365894251,-1.9,0,0,1,6,1,0
10281,0.60612167574365,-2.355,0,0,1,6,1,1
10054,0.579739150041027,-2.535,0,0,1,6,1,2
10078,0.582528491965533,-2.713,0,0,1,6,1,3
10415,0.621695501488811,-2.799,0,0,1,6,1,4
11568,0.755700136445309,-2.866,0,0,1,6,1,5
12541,0.868784706968009,-2.889,0,0,1,6,1,6
12965.72,0.918146761225358,-2.849,0.0683,1.2225,1,6,1,7
12986.33,0.920542108603028,-2.299,3.0089,33.3069,1,6,1,8
12696.55,0.886863129316216,-1.357,12.1621,80.3661,1,6,1,9
12486.21,0.862416871799521,-0.284,30.3083,118.0053,1,6,1,10
12256.06,0.835668244969306,0.621,47.7292,133.3357,1,6,1,11
12305.99,0.841471238398081,1.173,47.3528,128.2294,1,6,1,12
12427.35,0.855576010729669,1.325,27.5388,103.7129,1,6,1,13
12594.61,0.875015399491875,0.965,6.7256,55.8368,1,6,1,14
12829.38,0.902300974642557,0.405,0.2659,6.5941,1,6,1,15
13511,0.981520609750145,0.624,0,0,1,6,1,16
13551,0.986169512957655,1.15,0,0,1,6,1,17
12984,0.92027130999119,1.735,0,0,1,6,1,18
12372,0.849143090916276,2.362,0,0,1,6,1,19
11706,0.771738852511221,2.901,0,0,1,6,1,20
11872,0.791031800822391,3.21,0,0,1,6,1,21
11783,0.78068799118568,3.016,0,0,1,6,1,22
11079,0.69886729473349,2.521,0,0,1,6,1,23
10511,0.632852869186837,1.899,0,0,1,7,1,0
10177,0.594034527404122,1.663,0,0,1,7,1,1
10019,0.575671359734455,1.502,0,0,1,7,1,2
10003,0.57381179845145,1.32,0,0,1,7,1,3
10361,0.615419482158672,0.986,0,0,1,7,1,4
11397,0.735826075233201,0.752,0,0,1,7,1,5
12471,0.860649126354865,0.752,0,0,1,7,1,6
12855.92,0.905385521920741,0.563,0.0161,0.7216,1,7,1,7
12712.47,0.888713392792805,0.645,0.9966,24.601,1,7,1,8
12283.99,0.83891434163395,1.006,4.6922,66.0852,1,7,1,9
12066.14,0.813595252540044,1.627,14.912,109.4176,1,7,1,10
11678.97,0.768597356168746,2.529,31.6618,132.6037,1,7,1,11
11775.74,0.779844215253516,3.428,57.8725,132.4929,1,7,1,12
11987.46,0.804450859930871,3.59,24.8884,104.561,1,7,1,13
12266.49,0.836880446480664,3.003,6.4719,56.4015,1,7,1,14
12605.05,0.876228763229035,1.973,0.5677,9.2748,1,7,1,15
13388,0.967225232387049,1.385,0,0,1,7,1,16
13398,0.968387458188927,1.028,0,0,1,7,1,17
12779,0.896445681052698,0.746,0,0,1,7,1,18
12210,0.830315032925857,0.615,0,0,1,7,1,19
11580,0.757094807407562,0.623,0,0,1,7,1,20
11651,0.765346610600894,0.818,0,0,1,7,1,21
11735,0.775109307336667,1.071,0,0,1,7,1,22
10996,0.689220820577905,1.288,0,0,1,7,1,23
10519,0.633782649828339,1.499,0,0,1,8,1,0
10083,0.583109604866472,1.842,0,0,1,8,1,1
9803,0.550567282413897,2.338,0,0,1,8,1,2
9828,0.553472846918591,2.934,0,0,1,8,1,3
10238,0.601124104795576,3.446,0,0,1,8,1,4
11277,0.721879365610668,3.888,0,0,1,8,1,5
12299,0.840658842562568,4.337,0,0,1,8,1,6
12731,0.890866997203685,4.518,0.0012,0.1816,1,8,1,7
12850.15,0.904714917633057,4.755,0.045,5.999,1,8,1,8
12901.44,0.910675973770888,5.151,0.1328,15.9153,1,8,1,9
13056.4,0.928685824796785,5.671,0.2277,25.239,1,8,1,10
12722.15,0.889838427369023,6.149,0.2527,28.0542,1,8,1,11
12829.56,0.902321894706991,6.596,0.2273,25.9114,1,8,1,12
12806.14,0.899599961878994,7.009,0.1871,21.4229,1,8,1,13
12752.22,0.893333240355269,7.112,0.1116,12.8536,1,8,1,14
12801.54,0.89906533801013,6.551,0.0434,4.1001,1,8,1,15
13380,0.966295451745547,5.457,0,0,1,8,1,16
13326,0.960019432415407,4.591,0,0,1,8,1,17
12690,0.886101871415986,4.333,0,0,1,8,1,18
12076,0.814741207180696,4.37,0,0,1,8,1,19
11582,0.757327252567938,4.481,0,0,1,8,1,20
11764,0.778479762162112,4.487,0,0,1,8,1,21
11608,0.76034903965282,4.492,0,0,1,8,1,22
10944,0.683177246408141,4.614,0,0,1,8,1,23
10393,0.61913860472468,4.795,0,0,1,9,1,0
10041,0.578228256498586,4.974,0,0,1,9,1,1
9870,0.558354195286477,5.073,0,0,1,9,1,2
9750,0.544407485663945,5.023,0,0,1,9,1,3
10206,0.597404982229568,5.338,0,0,1,9,1,4
11222,0.715487123700341,6.104,0,0,1,9,1,5
12107,0.818344107166517,6.594,0,0,1,9,1,6
12681.99,0.885170928548682,6.985,0.0012,0.1637,1,9,1,7
12722.78,0.889911647594541,7.66,0.0793,8.1688,1,9,1,8
12729.79,0.890726367881658,8.51,0.5691,34.5001,1,9,1,9
