Demand,Normalized_net,Temperature
2763.6,0.524102059,0
2514.2,0.476804674,0
2357.3,0.447049422,-1
2275.8,0.43159338,-1
2228,0.422528364,-1
2214.3,0.419930232,-1
2252.3,0.42713673,0
2386,0.452492225,0
2639.4,0.500548189,0
2745.752511,0.520717377,0
2708.736404,0.513697469,0
2594.430277,0.49201992,1
2646.882484,0.501967202,2
2734.017986,0.518491987,2
2643.103855,0.501250605,3
2655.144631,0.503534074,3
2571.046793,0.487585366,3
2694.935696,0.511080238,3
2785.035268,0.528167144,2
3028.4,0.574319972,1
3134.9,0.594517131,1
3077.5,0.583631526,1
2993.6,0.567720337,1
2868.6,0.544014751,1
2697.5,0.511566545,1
2495.1,0.47318246,0
2337.3,0.443256529,0
2229.2,0.422755938,0
2153.4,0.408380871,0
2106.2,0.399429641,0
2100.4,0.398329702,0
2132.5,0.404417297,0
2231.5,0.423192121,0
2314.371261,0.438908215,0
2386.370303,0.452562451,1
2309.184432,0.43792456,2
2393.950863,0.454000064,2
2461.005535,0.466716626,3
2442.072827,0.463126139,3
2469.834267,0.468390948,3
2509.60678,0.475933594,2
2513.535537,0.476678662,1
2583,0.489852228,1
2773.9,0.526055399,0
2867,0.54371132,0
2785.9,0.528331135,0
2696.2,0.511320007,0
2584.2,0.490079802,0
2430.8,0.460988307,0
2257.6,0.428141847,0
2100.3,0.398310738,0
1990.4,0.377468786,0
1926.1,0.365274633,0
1887.5,0.357954348,0
1884.9,0.357461272,0
1911.1,0.362429963,0
1975.3,0.374605152,0
1984.737931,0.376395005,0
2135.591464,0.405003576,0
2236.097572,0.424064026,0
2277.309814,0.431879708,1
2255.688185,0.427779281,1
2256.353719,0.427905496,2
2109.63625,0.400081308,2
2205.145696,0.418194167,3
2200.534325,0.417319645,2
2503.29554,0.474736701,1
2803.8,0.531725775,0
2860.5,0.542478629,0
2805.4,0.532029207,0
2714,0.514695682,0
2582.1,0.489681548,0
2415.3,0.458048814,-1
2234.1,0.423685197,-1
2094.8,0.397267692,-1
2027.7,0.384542533,-1
1987.5,0.376918817,0
1977.3,0.374984441,0
2026.7,0.384352889,0
2164.2,0.410429033,0
2417.4,0.458447068,0
2521.410364,0.478172081,0
2572.364645,0.48783529,1
2591.876667,0.491535641,2
2652.354405,0.503004923,2
2656.425604,0.503777004,3
2593.903084,0.49191994,3
2706.708477,0.513312884,3
2777.477925,0.526733934,4
2760.90802,0.523591539,4
2897.000205,0.549400699,3
3189.6,0.604890696,3
3256.9,0.617653783,3
3166.4,0.600490939,2
3033.8,0.575344054,2
2847.5,0.540013248,2
2600.3,0.493133081,2
2366.7,0.448832082,2
2214.1,0.419892303,2
2129.3,0.403810434,2
2084.7,0.39535228,2
2067.9,0.39216625,2
2102.3,0.398690027,2
2230.1,0.422926618,2
2485.4,0.471342907,2
2569.121826,0.487220306,2
2470.87101,0.468587561,3
2355.555704,0.446718626,4
2268.342589,0.430179122,5
2187.181972,0.414787442,5
2139.230721,0.405693742,6
2157.680715,0.409192685,6
2191.606025,0.41562644,6
2331.745634,0.442203173,5
2559.909699,0.485473275,4
2904.2,0.550766102,3
3062.4,0.580767892,2
3007.8,0.570413292,2
2923.9,0.554502102,1
2762.8,0.523950343,1
2531.1,0.480009669,0
2301.3,0.43642932,0
2149.5,0.407641256,0
2068.5,0.392280037,0
2027.4,0.38448564,0
2019.7,0.383025376,0
2064.2,0.391464564,0
2208.1,0.418754435,0
2476.5,0.469655069,0
2547.618965,0.483142403,1
2421.71871,0.459266088,3
2323.11527,0.44056647,4
2230.331008,0.422970427,5
2173.135047,0.412123517,6
2122.105197,0.402445977,6
2106.287945,0.39944632,6
2170.351718,0.411595674,6
2305.169604,0.43716317,5
2549.511301,0.483501274,4
2907.9,0.551467787,3
3079.7,0.584048745,3
3043.5,0.577183607,3
3005.1,0.569901251,3
2794.8,0.530018973,4
