Demand,Normalized_net,Temperature
1069.8,0.491245578,-2
1020.4,0.468561402,-3
982.8,0.451295713,-3
962.1,0.4417904,-4
957.5,0.439678109,-3
972,0.446336419,-3
998.9,0.458688734,-3
1006.3,0.462086768,-3
1023.250446,0.469870309,-2
989.8608303,0.454538003,-2
984.371008,0.45201711,-2
987.7096401,0.453550189,-2
1034.57813,0.475071912,-2
978.401078,0.449275755,-2
1049.932699,0.482122635,-3
1088.015176,0.499609874,-5
1194.4,0.548461131,-6
1315.5,0.604069506,-7
1315.7,0.604161345,-9
1290.8,0.592727418,-11
1258.5,0.577895457,-13
1206.6,0.554063296,-15
1126,0.517052272,-16
1034.8,0.475173793,-17
964.4,0.442846546,-18
917.7,0.421402194,-18
898.9,0.412769349,-19
891.6,0.409417234,-18
904,0.415111238,-18
943.9,0.433433072,-18
1009.4,0.463510269,-18
1073.3,0.492852756,-17
1039.012398,0.4771081,-14
1029.637413,0.472803165,-10
1007.980428,0.462858411,-7
995.1019206,0.456944679,-5
993.8952289,0.456390574,-4
1052.131857,0.483132475,-4
1061.835781,0.487588457,-4
1079.820188,0.495846786,-5
1210.7,0.555945991,-7
1312.8,0.602829683,-8
1315.5,0.604069506,-8
1291.8,0.593186612,-9
1262.2,0.579594474,-11
1215.5,0.558150121,-13
1135.3,0.521322775,-14
1058.4,0.486010768,-15
985.1,0.452351859,-16
941.5,0.432331007,-16
919,0.421999146,-17
910.8,0.418233756,-19
913.6,0.419519499,-21
932.5,0.428198262,-22
977.2,0.448724227,-22
1015.9,0.466495029,-21
981.3127515,0.450612778,-17
977.3475469,0.44879198,-13
977.376148,0.448805114,-11
984.6457212,0.452143257,-8
1004.891969,0.461440209,-6
1038.392732,0.476823553,-5
1080.676777,0.496240127,-5
1144.393971,0.52549867,-7
1276.4,0.586115026,-9
1351.7,0.620692323,-10
1340.2,0.615411594,-10
1305.5,0.599477567,-9
1260.1,0.578630167,-9
1190.7,0.546762114,-10
1109.6,0.509521493,-10
1025.4,0.470857371,-11
945.6,0.434213702,-10
900.5,0.413504059,-9
873.2,0.400968067,-9
856.8,0.393437288,-9
857,0.393529127,-9
868.9,0.398993534,-10
901.4,0.413917334,-10
942.2,0.432652443,-9
990.2754174,0.454728379,-6
934.2312215,0.428993229,-3
949.5397222,0.436022798,-1
969.8073162,0.445329553,-1
1015.584945,0.466350358,-1
1036.0485,0.475747097,-1
1026.159624,0.471206186,-1
1124.333051,0.516286819,-1
