DateTime,Location,Year,Month,Day,Weekday,Hour,Load,Temperature
2019-01-01 00:00:00,MIDATL,2019,1,1,1,0,28157.30943,-4
2019-01-01 01:00:00,MIDATL,2019,1,1,1,1,27603.31615,-4
2019-01-01 02:00:00,MIDATL,2019,1,1,1,2,27378.07592,-4
2019-01-01 03:00:00,MIDATL,2019,1,1,1,3,27520.57483,-4
2019-01-01 04:00:00,MIDATL,2019,1,1,1,4,28089.61056,-4
2019-01-01 05:00:00,MIDATL,2019,1,1,1,5,29248.73286,-4
2019-01-01 06:00:00,MIDATL,2019,1,1,1,6,30730.73798,-4
2019-01-01 07:00:00,MIDATL,2019,1,1,1,7,31159.31112,-3
2019-01-01 08:00:00,MIDATL,2019,1,1,1,8,29642.72489,-1
2019-01-01 09:00:00,MIDATL,2019,1,1,1,9,29057.27053,0
2019-01-01 10:00:00,MIDATL,2019,1,1,1,10,30140.65264,0
2019-01-01 11:00:00,MIDATL,2019,1,1,1,11,31600.63053,0
2019-01-01 12:00:00,MIDATL,2019,1,1,1,12,29066.6758,0
2019-01-01 13:00:00,MIDATL,2019,1,1,1,13,27969.62805,0
2019-01-01 14:00:00,MIDATL,2019,1,1,1,14,28944.6458,0
2019-01-01 15:00:00,MIDATL,2019,1,1,1,15,30990.53997,-1
2019-01-01 16:00:00,MIDATL,2019,1,1,1,16,33876.92515,-3
2019-01-01 17:00:00,MIDATL,2019,1,1,1,17,34878.16916,-3
2019-01-01 18:00:00,MIDATL,2019,1,1,1,18,34278.22431,-3
2019-01-01 19:00:00,MIDATL,2019,1,1,1,19,33224.83797,-4
2019-01-01 20:00:00,MIDATL,2019,1,1,1,20,32250.12215,-4
2019-01-01 21:00:00,MIDATL,2019,1,1,1,21,31191.04793,-4
2019-01-01 22:00:00,MIDATL,2019,1,1,1,22,30044.82067,-4
2019-01-01 23:00:00,MIDATL,2019,1,1,1,23,28877.16522,-4
2019-01-02 00:00:00,MIDATL,2019,1,2,1,0,26616.72444,-4
2019-01-02 01:00:00,MIDATL,2019,1,2,1,1,25790.11417,-4
2019-01-02 02:00:00,MIDATL,2019,1,2,1,2,25127.36624,-5
2019-01-02 03:00:00,MIDATL,2019,1,2,1,3,24761.77281,-5
2019-01-02 04:00:00,MIDATL,2019,1,2,1,4,24787.21688,-5
2019-01-02 05:00:00,MIDATL,2019,1,2,1,5,25294.31773,-5
2019-01-02 06:00:00,MIDATL,2019,1,2,1,6,26045.82086,-5
2019-01-02 07:00:00,MIDATL,2019,1,2,1,7,26520.29211,-5
2019-01-02 08:00:00,MIDATL,2019,1,2,1,8,24975.81649,-3
2019-01-02 09:00:00,MIDATL,2019,1,2,1,9,26994.73335,-2
2019-01-02 10:00:00,MIDATL,2019,1,2,1,10,27413.24651,-1
2019-01-02 11:00:00,MIDATL,2019,1,2,1,11,28215.2529,-1
2019-01-02 12:00:00,MIDATL,2019,1,2,1,12,27433.38695,0
2019-01-02 13:00:00,MIDATL,2019,1,2,1,13,27675.99891,0
2019-01-02 14:00:00,MIDATL,2019,1,2,1,14,28278.42672,0
2019-01-02 15:00:00,MIDATL,2019,1,2,1,15,28969.97374,-1
