date,month,hour,dayofweek,tmpc,mw2day,mw7day
2017-01-08 00:00:00,1,0,6,1.981,11003.0,9772.0
2017-01-08 01:00:00,1,1,6,1.974,10593.0,9354.0
2017-01-08 02:00:00,1,2,6,1.961,10331.0,8980.0
2017-01-08 03:00:00,1,3,6,1.969,10331.0,8676.0
2017-01-08 04:00:00,1,4,6,2.025,10611.0,8531.0
2017-01-08 05:00:00,1,5,6,2.038,11371.0,8533.0
2017-01-08 06:00:00,1,6,6,2.018,11962.0,8390.0
2017-01-08 07:00:00,1,7,6,2.009,12682.0,8501.0
2017-01-08 08:00:00,1,8,6,2.348,12871.0,8761.0
2017-01-08 09:00:00,1,9,6,3.014,12785.0,9128.0
2017-01-08 10:00:00,1,10,6,3.59,12776.0,9464.0
2017-01-08 11:00:00,1,11,6,4.028,12591.0,9734.0
2017-01-08 12:00:00,1,12,6,4.309,12400.0,9719.0
2017-01-08 13:00:00,1,13,6,4.243,12143.0,9535.0
2017-01-08 14:00:00,1,14,6,3.708,12235.0,9478.0
2017-01-08 15:00:00,1,15,6,2.98,12285.0,9527.0
2017-01-08 16:00:00,1,16,6,2.566,13040.0,10039.0
2017-01-08 17:00:00,1,17,6,2.194,12945.0,10244.0
2017-01-08 18:00:00,1,18,6,1.844,12390.0,10194.0
2017-01-08 19:00:00,1,19,6,1.618,11929.0,9975.0
2017-01-08 20:00:00,1,20,6,1.5,11308.0,9736.0
2017-01-08 21:00:00,1,21,6,1.431,11650.0,9968.0
2017-01-08 22:00:00,1,22,6,1.378,11761.0,10014.0
2017-01-08 23:00:00,1,23,6,1.322,11288.0,9551.0
2017-01-09 00:00:00,1,0,0,1.259,10747.0,9160.0
2017-01-09 01:00:00,1,1,0,1.209,10232.0,8829.0
2017-01-09 02:00:00,1,2,0,1.174,9984.0,8597.0
2017-01-09 03:00:00,1,3,0,1.119,9710.0,8546.0
2017-01-09 04:00:00,1,4,0,1.104,9737.0,8780.0
2017-01-09 05:00:00,1,5,0,1.078,9985.0,9363.0
2017-01-09 06:00:00,1,6,0,1.065,10248.0,9698.0
2017-01-09 07:00:00,1,7,0,1.076,10884.0,10272.0
2017-01-09 08:00:00,1,8,0,1.336,11516.0,10702.0
2017-01-09 09:00:00,1,9,0,1.813,11933.0,10954.0
2017-01-09 10:00:00,1,10,0,2.368,12062.0,11200.0
2017-01-09 11:00:00,1,11,0,2.863,12172.0,11266.0
2017-01-09 12:00:00,1,12,0,3.212,11946.0,11056.0
2017-01-09 13:00:00,1,13,0,3.422,11656.0,10830.0
2017-01-09 14:00:00,1,14,0,3.323,11570.0,10848.0
2017-01-09 15:00:00,1,15,0,2.869,11654.0,11056.0
2017-01-09 16:00:00,1,16,0,2.621,12245.0,11823.0
2017-01-09 17:00:00,1,17,0,2.499,12135.0,11931.0
2017-01-09 18:00:00,1,18,0,2.538,11744.0,11587.0
2017-01-09 19:00:00,1,19,0,2.655,11191.0,10979.0
2017-01-09 20:00:00,1,20,0,2.682,10853.0,10552.0
2017-01-09 21:00:00,1,21,0,2.71,11013.0,10808.0
2017-01-09 22:00:00,1,22,0,2.722,11057.0,10813.0
2017-01-09 23:00:00,1,23,0,2.756,10602.0,10270.0
2017-01-10 00:00:00,1,0,1,2.894,10117.0,9777.0
2017-01-10 01:00:00,1,1,1,2.872,9693.0,9414.0
