date,month,hour,dayofweek,tmpc,mw2day,mw7day
2017-01-08 00:00:00,1,0,6,-2.533,4926.0,5583.0
2017-01-08 01:00:00,1,1,6,-2.682,4807.0,5309.0
2017-01-08 02:00:00,1,2,6,-2.846,4627.0,5036.0
2017-01-08 03:00:00,1,3,6,-2.967,4584.0,4917.0
2017-01-08 04:00:00,1,4,6,-3.04,4749.0,4953.0
2017-01-08 05:00:00,1,5,6,-3.102,5000.0,5036.0
2017-01-08 06:00:00,1,6,6,-2.848,5398.0,5274.0
2017-01-08 07:00:00,1,7,6,-2.09,5963.0,5613.0
2017-01-08 08:00:00,1,8,6,-1.23,6416.0,6074.0
2017-01-08 09:00:00,1,9,6,-0.41,6834.0,6480.0
2017-01-08 10:00:00,1,10,6,0.212,7048.0,6570.0
2017-01-08 11:00:00,1,11,6,0.624,6822.0,6285.0
2017-01-08 12:00:00,1,12,6,0.766,6340.0,5752.0
2017-01-08 13:00:00,1,13,6,0.53,6450.0,5788.0
2017-01-08 14:00:00,1,14,6,-0.237,6490.0,5982.0
2017-01-08 15:00:00,1,15,6,-1.405,6555.0,6276.0
2017-01-08 16:00:00,1,16,6,-1.859,7036.0,6834.0
2017-01-08 17:00:00,1,17,6,-2.171,7156.0,6933.0
2017-01-08 18:00:00,1,18,6,-2.447,7048.0,6896.0
2017-01-08 19:00:00,1,19,6,-2.713,6853.0,6743.0
2017-01-08 20:00:00,1,20,6,-2.896,6507.0,6419.0
2017-01-08 21:00:00,1,21,6,-2.969,6254.0,6186.0
2017-01-08 22:00:00,1,22,6,-3.021,6014.0,5912.0
2017-01-08 23:00:00,1,23,6,-3.075,5323.0,5209.0
2017-01-09 00:00:00,1,0,0,-3.146,5320.0,5153.0
2017-01-09 01:00:00,1,1,0,-3.198,5151.0,4944.0
2017-01-09 02:00:00,1,2,0,-3.192,5021.0,4769.0
2017-01-09 03:00:00,1,3,0,-3.17,4944.0,4803.0
2017-01-09 04:00:00,1,4,0,-3.127,5251.0,5097.0
2017-01-09 05:00:00,1,5,0,-3.118,5560.0,5572.0
2017-01-09 06:00:00,1,6,0,-2.238,6165.0,6115.0
2017-01-09 07:00:00,1,7,0,-1.064,7199.0,6592.0
2017-01-09 08:00:00,1,8,0,-0.015,7927.0,6817.0
2017-01-09 09:00:00,1,9,0,0.776,8321.0,6834.0
2017-01-09 10:00:00,1,10,0,1.244,8522.0,6870.0
2017-01-09 11:00:00,1,11,0,1.477,8427.0,6855.0
2017-01-09 12:00:00,1,12,0,1.419,7998.0,6636.0
2017-01-09 13:00:00,1,13,0,1.072,8061.0,6803.0
2017-01-09 14:00:00,1,14,0,0.302,7994.0,6848.0
2017-01-09 15:00:00,1,15,0,-0.653,7960.0,7084.0
2017-01-09 16:00:00,1,16,0,-0.71,8423.0,7605.0
2017-01-09 17:00:00,1,17,0,-0.857,8389.0,7616.0
2017-01-09 18:00:00,1,18,0,-1.016,8093.0,7505.0
2017-01-09 19:00:00,1,19,0,-1.142,7689.0,7231.0
2017-01-09 20:00:00,1,20,0,-1.204,7108.0,6714.0
2017-01-09 21:00:00,1,21,0,-1.224,6757.0,6297.0
2017-01-09 22:00:00,1,22,0,-1.266,6445.0,5967.0
2017-01-09 23:00:00,1,23,0,-1.263,5788.0,5220.0
2017-01-10 00:00:00,1,0,1,-1.214,5735.0,5177.0
2017-01-10 01:00:00,1,1,1,-1.166,5414.0,5027.0
2017-01-10 02:00:00,1,2,1,-1.104,5290.0,4923.0
2017-01-10 03:00:00,1,3,1,-0.986,5221.0,4985.0
2017-01-10 04:00:00,1,4,1,-0.857,5316.0,5350.0
2017-01-10 05:00:00,1,5,1,-0.78,5529.0,5978.0
2017-01-10 06:00:00,1,6,1,-0.275,5917.0,6672.0
2017-01-10 07:00:00,1,7,1,0.486,6684.0,7267.0
2017-01-10 08:00:00,1,8,1,1.276,7285.0,7350.0
2017-01-10 09:00:00,1,9,1,1.906,7779.0,7345.0
2017-01-10 10:00:00,1,10,1,2.259,8039.0,7327.0
2017-01-10 11:00:00,1,11,1,2.354,7939.0,7271.0
2017-01-10 12:00:00,1,12,1,2.26,7519.0,7023.0
2017-01-10 13:00:00,1,13,1,1.986,7575.0,7161.0
2017-01-10 14:00:00,1,14,1,1.445,7592.0,7189.0
2017-01-10 15:00:00,1,15,1,0.611,7718.0,7530.0
2017-01-10 16:00:00,1,16,1,0.361,8344.0,8188.0
2017-01-10 17:00:00,1,17,1,0.237,8528.0,8205.0
2017-01-10 18:00:00,1,18,1,0.197,8470.0,7979.0
2017-01-10 19:00:00,1,19,1,0.286,8169.0,7564.0
2017-01-10 20:00:00,1,20,1,0.456,7690.0,6943.0
2017-01-10 21:00:00,1,21,1,0.429,7256.0,6464.0
2017-01-10 22:00:00,1,22,1,0.278,6839.0,6154.0
2017-01-10 23:00:00,1,23,1,0.187,5977.0,5316.0
2017-01-11 00:00:00,1,0,2,0.315,5895.0,5262.0
2017-01-11 01:00:00,1,1,2,0.522,5639.0,5082.0
2017-01-11 02:00:00,1,2,2,0.81,5609.0,4936.0
2017-01-11 03:00:00,1,3,2,1.066,5715.0,4983.0
2017-01-11 04:00:00,1,4,2,1.36,6200.0,5331.0
2017-01-11 05:00:00,1,5,2,2.091,7126.0,5951.0
2017-01-11 06:00:00,1,6,2,3.386,7847.0,6729.0
2017-01-11 07:00:00,1,7,2,4.752,8723.0,7420.0
2017-01-11 08:00:00,1,8,2,5.815,9193.0,7729.0
2017-01-11 09:00:00,1,9,2,6.382,9348.0,7755.0
2017-01-11 10:00:00,1,10,2,6.598,9408.0,7691.0
2017-01-11 11:00:00,1,11,2,6.713,9265.0,7540.0
2017-01-11 12:00:00,1,12,2,6.744,8954.0,7193.0
2017-01-11 13:00:00,1,13,2,6.581,9139.0,7252.0
2017-01-11 14:00:00,1,14,2,6.163,9113.0,7159.0
2017-01-11 15:00:00,1,15,2,5.692,8995.0,7278.0
2017-01-11 16:00:00,1,16,2,5.354,9378.0,7759.0
2017-01-11 17:00:00,1,17,2,4.977,9384.0,7776.0
2017-01-11 18:00:00,1,18,2,4.631,9246.0,7609.0
2017-01-11 19:00:00,1,19,2,4.325,8771.0,7278.0
