Year,Month,Day,Hour,AC System Output (W)
2015,5,5,4,0
2015,5,5,5,17522780.04
2015,5,5,6,89308092.37
2015,5,5,7,227192949.2
2015,5,5,8,318248632.8
2015,5,5,9,417343795.5
2015,5,5,10,412466879.6
2015,5,5,11,456200910.5
2015,5,5,12,481039161.3
2015,5,5,13,441725607.9
2015,5,5,14,365569019
2015,5,5,15,258578893.3
2015,5,5,16,138629618.1
2015,5,5,17,64335281.22
2015,5,5,18,6749858.756
2015,5,5,19,0
2015,5,5,20,0
2015,5,5,21,0
2015,5,5,22,0
2015,5,5,23,0
2015,5,6,0,0
2015,5,6,1,0
2015,5,6,2,0
2015,5,6,3,0
2015,5,6,4,0
2015,5,6,5,21456040.33
2015,5,6,6,118335687.4
2015,5,6,7,246812928.4
2015,5,6,8,371182939.2
2015,5,6,9,458527803.6
2015,5,6,10,507369056.9
2015,5,6,11,171454602.5
2015,5,6,12,170953967.4
2015,5,6,13,496560083.6
2015,5,6,14,418016984.7
2015,5,6,15,318422253.9
2015,5,6,16,196532916.1
2015,5,6,17,79460965.23
2015,5,6,18,9174261.174
2015,5,6,19,0
2015,5,6,20,0
2015,5,6,21,0
2015,5,6,22,0
2015,5,6,23,0
2015,5,7,0,0
2015,5,7,1,0
2015,5,7,2,0
2015,5,7,3,0
2015,5,7,4,0
2015,5,7,5,19189787.48
2015,5,7,6,130247528.7
2015,5,7,7,281974304.3
2015,5,7,8,406981082.1
2015,5,7,9,498341183
2015,5,7,10,538839994
2015,5,7,11,560265252.6
2015,5,7,12,549462752.2
2015,5,7,13,510724308.3
2015,5,7,14,443208669.1
2015,5,7,15,342559594.2
2015,5,7,16,217727094.2
2015,5,7,17,61996392.11
2015,5,7,18,9517547.136
2015,5,7,19,0
2015,5,7,20,0
2015,5,7,21,0
2015,5,7,22,0
2015,5,7,23,0
2015,5,8,0,0
2015,5,8,1,0
2015,5,8,2,0
2015,5,8,3,0
2015,5,8,4,0
2015,5,8,5,22348032.4
2015,5,8,6,86745821.2
2015,5,8,7,158027229.6
2015,5,8,8,165682000.7
2015,5,8,9,364038934.9
2015,5,8,10,426810283.7
2015,5,8,11,449306068.8
2015,5,8,12,457518207.4
2015,5,8,13,407928199.9
2015,5,8,14,287589913.1
2015,5,8,15,165473974.4
2015,5,8,16,102904284.4
2015,5,8,17,63306940.44
2015,5,8,18,9457652.35
2015,5,8,19,0
2015,5,8,20,0
2015,5,8,21,0
2015,5,8,22,0
2015,5,8,23,0
2015,5,9,0,0
2015,5,9,1,0
2015,5,9,2,0
2015,5,9,3,0
2015,5,9,4,0
2015,5,9,5,674097.4175
2015,5,9,6,68140304.53
2015,5,9,7,77463232.27
2015,5,9,8,94549183.39
2015,5,9,9,162164432.5
2015,5,9,10,202952041.3
2015,5,9,11,179799812.4
2015,5,9,12,172491626.7
2015,5,9,13,259575215.2
2015,5,9,14,112951897.8
2015,5,9,15,173126529.2
2015,5,9,16,32926971.92
2015,5,9,17,13808516.13
2015,5,9,18,0
2015,5,9,19,0
2015,5,9,20,0
2015,5,9,21,0
2015,5,9,22,0
2015,5,9,23,0
2015,5,10,0,0
2015,5,10,1,0
2015,5,10,2,0
2015,5,10,3,0
2015,5,10,4,0
2015,5,10,5,24839845.5
2015,5,10,6,12568101.94
2015,5,10,7,61126580.52
2015,5,10,8,63598845.71
2015,5,10,9,59057603.82
2015,5,10,10,117114124.9
2015,5,10,11,333065408.3
2015,5,10,12,229005709.9
2015,5,10,13,144675538.8
2015,5,10,14,104825666.8
2015,5,10,15,134741566
2015,5,10,16,147854038.2
2015,5,10,17,61223833.42
2015,5,10,18,11606982.74
2015,5,10,19,0
2015,5,10,20,0
2015,5,10,21,0
2015,5,10,22,0
2015,5,10,23,0
2015,5,11,0,0
2015,5,11,1,0
2015,5,11,2,0
2015,5,11,3,0
2015,5,11,4,0
2015,5,11,5,0
2015,5,11,6,100760733.7
2015,5,11,7,109499505
2015,5,11,8,112709829.8
2015,5,11,9,143745518
2015,5,11,10,154686026.4
2015,5,11,11,195933755.7
2015,5,11,12,249189494.5
2015,5,11,13,140779899.8
2015,5,11,14,121896361.9
2015,5,11,15,86028886.69
2015,5,11,16,117513561.2
2015,5,11,17,80951343.77
2015,5,11,18,11600495.84
2015,5,11,19,0
2015,5,11,20,0
2015,5,11,21,0
2015,5,11,22,0
2015,5,11,23,0
2015,5,12,0,0
2015,5,12,1,0
2015,5,12,2,0
2015,5,12,3,0
2015,5,12,4,0
2015,5,12,5,24790046.41
2015,5,12,6,14285485.99
2015,5,12,7,44600670.54
2015,5,12,8,78030520.33
2015,5,12,9,130379239.6
2015,5,12,10,146303116.2
2015,5,12,11,91912273.69
2015,5,12,12,143552501.5
2015,5,12,13,94287227.34
2015,5,12,14,119653089.8
2015,5,12,15,68644657
2015,5,12,16,74552024.48
2015,5,12,17,6206060.148
2015,5,12,18,13200439.26
2015,5,12,19,0
2015,5,12,20,0
2015,5,12,21,0
2015,5,12,22,0
2015,5,12,23,0
2015,5,13,0,0
2015,5,13,1,0
2015,5,13,2,0
2015,5,13,3,0
2015,5,13,4,0
2015,5,13,5,26862359.27
2015,5,13,6,12524286.24
2015,5,13,7,100574928.9
2015,5,13,8,191918202.5
2015,5,13,9,223505559.2
2015,5,13,10,536573515.4
2015,5,13,11,555200151.3
2015,5,13,12,549384326
2015,5,13,13,523781279.5
2015,5,13,14,451440601.9
2015,5,13,15,345206969.7
2015,5,13,16,218697641.4
2015,5,13,17,52687659.18
2015,5,13,18,14175115.64
2015,5,13,19,0
2015,5,13,20,0
2015,5,13,21,0
2015,5,13,22,0
2015,5,13,23,0
2015,5,14,0,0
2015,5,14,1,0
2015,5,14,2,0
2015,5,14,3,0
2015,5,14,4,0
2015,5,14,5,26742741.19
2015,5,14,6,35240526.14
2015,5,14,7,120235985.7
2015,5,14,8,174905881.4
2015,5,14,9,171117843.8
2015,5,14,10,154246755.5
2015,5,14,11,214807877.3
2015,5,14,12,194555962.3
2015,5,14,13,202123195.9
2015,5,14,14,137132590.7
2015,5,14,15,129208171
2015,5,14,16,55913304.52
2015,5,14,17,50814624.76
2015,5,14,18,15076129.71
2015,5,14,19,0
2015,5,14,20,0
2015,5,14,21,0
2015,5,14,22,0
2015,5,14,23,0
2015,5,15,0,0
2015,5,15,1,0
2015,5,15,2,0
2015,5,15,3,0
2015,5,15,4,0
2015,5,15,5,21279047.92
2015,5,15,6,34611586.54
2015,5,15,7,73369944.73
2015,5,15,8,40470957.87
2015,5,15,9,100212372.1
2015,5,15,10,301616915.5
2015,5,15,11,200280532.8
2015,5,15,12,123208170.8
2015,5,15,13,306275767.3
2015,5,15,14,214652010
2015,5,15,15,133672657.7
2015,5,15,16,122216996.8
2015,5,15,17,83113134.92
2015,5,15,18,13148498.64
2015,5,15,19,0
2015,5,15,20,0
2015,5,15,21,0
2015,5,15,22,0
2015,5,15,23,0
2015,5,16,0,0
2015,5,16,1,0
2015,5,16,2,0
2015,5,16,3,0
2015,5,16,4,0
2015,5,16,5,659704.956
2015,5,16,6,2549680.313
2015,5,16,7,8182195.274
2015,5,16,8,14544387.31
2015,5,16,9,220146860.3
2015,5,16,10,31506649.83
2015,5,16,11,114321506.2
2015,5,16,12,413222622.6
2015,5,16,13,201447122
2015,5,16,14,452292220
2015,5,16,15,336892623.8
2015,5,16,16,213967328.9
2015,5,16,17,86714722.79
2015,5,16,18,13655628.79
2015,5,16,19,0
2015,5,16,20,0
2015,5,16,21,0
2015,5,16,22,0
2015,5,16,23,0
2015,5,17,0,0
2015,5,17,1,0
2015,5,17,2,0
2015,5,17,3,0
2015,5,17,4,0
2015,5,17,5,29635946.03
2015,5,17,6,130859857.9
2015,5,17,7,268051291.6
2015,5,17,8,389405975.9
2015,5,17,9,385067653.5
2015,5,17,10,541325381
2015,5,17,11,561177425.8
2015,5,17,12,552716218.4
2015,5,17,13,505164869
2015,5,17,14,430163049.1
2015,5,17,15,327540444.5
2015,5,17,16,211125600.1
2015,5,17,17,86698880.42
2015,5,17,18,15100777.14
2015,5,17,19,0
2015,5,17,20,0
2015,5,17,21,0
2015,5,17,22,0
2015,5,17,23,0
2015,5,18,0,0
2015,5,18,1,0
2015,5,18,2,0
2015,5,18,3,0
2015,5,18,4,0
2015,5,18,5,31085745.36
2015,5,18,6,130945343.3
2015,5,18,7,264289345.2
2015,5,18,8,382153643.1
2015,5,18,9,468609646.3
2015,5,18,10,527148022.7
2015,5,18,11,566115788
2015,5,18,12,558933321.1
2015,5,18,13,517342547.8
2015,5,18,14,448424384.2
2015,5,18,15,345334435.7
2015,5,18,16,190619785.1
2015,5,18,17,75567507.27
2015,5,18,18,15014029.63
2015,5,18,19,0
2015,5,18,20,0
2015,5,18,21,0
2015,5,18,22,0
2015,5,18,23,0
2015,5,19,0,0
2015,5,19,1,0
2015,5,19,2,0
2015,5,19,3,0
2015,5,19,4,0
2015,5,19,5,20738177.98
2015,5,19,6,2529422.224
2015,5,19,7,3762803.877
2015,5,19,8,10639288.7
2015,5,19,9,354692853.4
2015,5,19,10,144025814.2
2015,5,19,11,106159673.8
2015,5,19,12,561636444
2015,5,19,13,516999620.9
2015,5,19,14,92905042.44
2015,5,19,15,148048977.9
2015,5,19,16,131542439.9
2015,5,19,17,74997000.32
2015,5,19,18,8121932.572
2015,5,19,19,0
2015,5,19,20,0
2015,5,19,21,0
2015,5,19,22,0
2015,5,19,23,0
2015,5,20,0,0
2015,5,20,1,0
2015,5,20,2,0
2015,5,20,3,0
2015,5,20,4,0
2015,5,20,5,29353251.84
2015,5,20,6,89325617.47
2015,5,20,7,169234888.8
2015,5,20,8,341763793.8
2015,5,20,9,192422672.2
2015,5,20,10,371671883.2
2015,5,20,11,321309293.6
2015,5,20,12,564896289.4
2015,5,20,13,412120903.9
2015,5,20,14,226190904.8
2015,5,20,15,346379891.2
2015,5,20,16,49808464.46
2015,5,20,17,86971466.45
2015,5,20,18,12053603.94
2015,5,20,19,0
2015,5,20,20,0
2015,5,20,21,0
2015,5,20,22,0
2015,5,20,23,0
2015,5,21,0,0
2015,5,21,1,0
2015,5,21,2,0
2015,5,21,3,0
2015,5,21,4,0
2015,5,21,5,25498596.54
2015,5,21,6,138726654
2015,5,21,7,282797239.6
2015,5,21,8,405589955.8
2015,5,21,9,495136639.3
2015,5,21,10,547762471.1
2015,5,21,11,569582393.3
2015,5,21,12,571458758
2015,5,21,13,182852159.1
2015,5,21,14,249660755
2015,5,21,15,225195403.8
2015,5,21,16,222569558
2015,5,21,17,90309087.19
2015,5,21,18,15131884.35
2015,5,21,19,0
2015,5,21,20,0
2015,5,21,21,0
2015,5,21,22,0
2015,5,21,23,0
2015,5,22,0,0
2015,5,22,1,0
2015,5,22,2,0
2015,5,22,3,0
2015,5,22,4,0
2015,5,22,5,26131276.86
2015,5,22,6,140750126.4
2015,5,22,7,294480885.1
2015,5,22,8,425282005.5
2015,5,22,9,518429022.2
2015,5,22,10,576342662.9
2015,5,22,11,590735224.1
2015,5,22,12,579974422.8
2015,5,22,13,538006856.8
2015,5,22,14,465333055.6
2015,5,22,15,361282152.1
2015,5,22,16,227794607.3
2015,5,22,17,90409916.64
2015,5,22,18,14595205.13
2015,5,22,19,0
2015,5,22,20,0
2015,5,22,21,0
2015,5,22,22,0
2015,5,22,23,0
2015,5,23,0,0
2015,5,23,1,0
2015,5,23,2,0
2015,5,23,3,0
2015,5,23,4,0
2015,5,23,5,26359622.12
2015,5,23,6,141115931.5
2015,5,23,7,291004335.9
2015,5,23,8,417154296.9
2015,5,23,9,510818307.1
2015,5,23,10,570057124.9
2015,5,23,11,585621059.7
2015,5,23,12,576870913.8
2015,5,23,13,535245055
2015,5,23,14,461373097.2
2015,5,23,15,360175039.2
2015,5,23,16,118286319.3
2015,5,23,17,39724554.92
2015,5,23,18,12533479.74
2015,5,23,19,0
2015,5,23,20,0
2015,5,23,21,0
2015,5,23,22,0
2015,5,23,23,0
2015,5,24,0,0
2015,5,24,1,0
2015,5,24,2,0
2015,5,24,3,0
2015,5,24,4,0
2015,5,24,5,24965274
2015,5,24,6,137168883.9
2015,5,24,7,279538144.7
2015,5,24,8,398728370.1
2015,5,24,9,485585486.5
2015,5,24,10,540624611.4
2015,5,24,11,564383282.8
2015,5,24,12,554622884.1
2015,5,24,13,517045729.1
2015,5,24,14,446218554.6
2015,5,24,15,349328236.5
2015,5,24,16,222546668.1
2015,5,24,17,89388025.37
2015,5,24,18,13467487.5
2015,5,24,19,0
2015,5,24,20,0
2015,5,24,21,0
2015,5,24,22,0
2015,5,24,23,0
2015,5,25,0,0
2015,5,25,1,0
2015,5,25,2,0
2015,5,25,3,0
2015,5,25,4,0
2015,5,25,5,28432606.31
2015,5,25,6,132155073.9
2015,5,25,7,262734870.2
2015,5,25,8,373031160.6
2015,5,25,9,466201747.3
2015,5,25,10,516565462.7
2015,5,25,11,541857525.1
2015,5,25,12,385345123.6
2015,5,25,13,316189242.4
2015,5,25,14,130253474
2015,5,25,15,215874745.2
2015,5,25,16,167448407
2015,5,25,17,25075809.98
2015,5,25,18,11133639.27
2015,5,25,19,0
2015,5,25,20,0
2015,5,25,21,0
2015,5,25,22,0
2015,5,25,23,0
2015,5,26,0,0
2015,5,26,1,0
2015,5,26,2,0
2015,5,26,3,0
2015,5,26,4,0
2015,5,26,5,18082975.09
2015,5,26,6,91256861.74
2015,5,26,7,197758020
2015,5,26,8,312275720.6
2015,5,26,9,288672588.2
2015,5,26,10,398887098.6
2015,5,26,11,263944378
2015,5,26,12,266107453.2
2015,5,26,13,27178048.62
2015,5,26,14,54615919.08
2015,5,26,15,214542297.8
2015,5,26,16,112701140.5
2015,5,26,17,94049961.23
2015,5,26,18,19965349.58
2015,5,26,19,0
2015,5,26,20,0
2015,5,26,21,0
2015,5,26,22,0
2015,5,26,23,0
2015,5,27,0,0
2015,5,27,1,0
2015,5,27,2,0
2015,5,27,3,0
2015,5,27,4,0
2015,5,27,5,33380478.71
2015,5,27,6,117754796.7
2015,5,27,7,183579430.4
2015,5,27,8,283571322.7
2015,5,27,9,323550255.5
2015,5,27,10,490825123.5
2015,5,27,11,509229755.2
2015,5,27,12,499850136.2
2015,5,27,13,357301672.5
2015,5,27,14,407133478.3
2015,5,27,15,314416492.2
2015,5,27,16,198828921.8
2015,5,27,17,86194457.6
2015,5,27,18,16110163.66
2015,5,27,19,0
2015,5,27,20,0
2015,5,27,21,0
2015,5,27,22,0
2015,5,27,23,0
2015,5,28,0,0
2015,5,28,1,0
2015,5,28,2,0
2015,5,28,3,0
2015,5,28,4,0
2015,5,28,5,30275591.83
2015,5,28,6,132520151.9
2015,5,28,7,260452420.2
2015,5,28,8,373778530.9
2015,5,28,9,459824743.4
2015,5,28,10,512381764.6
2015,5,28,11,516157665.4
2015,5,28,12,508460550.3
2015,5,28,13,471661465.4
2015,5,28,14,411065434.1
2015,5,28,15,288885117.4
2015,5,28,16,197770004.4
2015,5,28,17,78259648.32
2015,5,28,18,20351343.1
2015,5,28,19,0
2015,5,28,20,0
2015,5,28,21,0
2015,5,28,22,0
2015,5,28,23,0
2015,5,29,0,0
2015,5,29,1,0
2015,5,29,2,0
2015,5,29,3,0
2015,5,29,4,0
2015,5,29,5,36673802.97
2015,5,29,6,130563766.3
2015,5,29,7,251540309.3
2015,5,29,8,362687068.6
2015,5,29,9,392291256.6
2015,5,29,10,499437320
2015,5,29,11,517685146.3
2015,5,29,12,507676476.2
2015,5,29,13,467095017.6
2015,5,29,14,401105123.7
2015,5,29,15,310636111.9
2015,5,29,16,202917870.6
2015,5,29,17,94070288.94
2015,5,29,18,20691307.56
2015,5,29,19,0
2015,5,29,20,0
2015,5,29,21,0
2015,5,29,22,0
2015,5,29,23,0
2015,5,30,0,0
2015,5,30,1,0
2015,5,30,2,0
2015,5,30,3,0
2015,5,30,4,0
2015,5,30,5,36173692.53
2015,5,30,6,127675718.1
2015,5,30,7,243592976.3
2015,5,30,8,357330894.7
2015,5,30,9,439757073.6
2015,5,30,10,495477643
2015,5,30,11,520233996.6
2015,5,30,12,512843221.9
2015,5,30,13,478092832.9
2015,5,30,14,415792533.5
2015,5,30,15,322504471.7
2015,5,30,16,209172896.5
2015,5,30,17,92704104.71
2015,5,30,18,20714421.76
2015,5,30,19,0
2015,5,30,20,0
2015,5,30,21,0
2015,5,30,22,0
2015,5,30,23,0
2015,5,31,0,0
2015,5,31,1,0
2015,5,31,2,0
2015,5,31,3,0
2015,5,31,4,0
2015,5,31,5,33008221.21
2015,5,31,6,98526537.88
2015,5,31,7,175172363.9
2015,5,31,8,182461599.6
2015,5,31,9,343570198.8
2015,5,31,10,283361607.8
2015,5,31,11,313961953.5
2015,5,31,12,250590189.5
2015,5,31,13,375506885
2015,5,31,14,232658600.8
2015,5,31,15,230890822.5
2015,5,31,16,145617544
2015,5,31,17,53783608.52
2015,5,31,18,20782852.63
2015,5,31,19,0
2015,5,31,20,0
2015,5,31,21,0
2015,5,31,22,0
2015,5,31,23,0
2015,6,1,0,0
2015,6,1,1,0
2015,6,1,2,0
2015,6,1,3,0
2015,6,1,4,0
2015,6,1,5,17473510.11
2015,6,1,6,63407758.16
2015,6,1,7,132048809.3
2015,6,1,8,343977034.5
2015,6,1,9,427921758.8
2015,6,1,10,487096503.5
2015,6,1,11,514241290.2
2015,6,1,12,519804153.7
2015,6,1,13,482120147.7
2015,6,1,14,289545477.9
2015,6,1,15,224979380.1
2015,6,1,16,58465062.97
2015,6,1,17,49914447.66
2015,6,1,18,20996605.85
2015,6,1,19,0
2015,6,1,20,0
2015,6,1,21,0
2015,6,1,22,0
2015,6,1,23,0
2015,6,2,0,0
2015,6,2,1,0
2015,6,2,2,0
2015,6,2,3,0
2015,6,2,4,0
2015,6,2,5,27243218.08
2015,6,2,6,136533019.8
2015,6,2,7,276458135.4
2015,6,2,8,394051037.5
2015,6,2,9,488591854.1
2015,6,2,10,549803099.2
2015,6,2,11,578467955.7
2015,6,2,12,581609645.8
2015,6,2,13,541081800.3
2015,6,2,14,469392782.2
2015,6,2,15,368293249.4
2015,6,2,16,239910253.4
2015,6,2,17,98616713.9
2015,6,2,18,15134069.85
2015,6,2,19,0
2015,6,2,20,0
2015,6,2,21,0
2015,6,2,22,0
2015,6,2,23,0
2015,6,3,0,0
2015,6,3,1,0
2015,6,3,2,0
2015,6,3,3,0
2015,6,3,4,0
2015,6,3,5,29230142.23
2015,6,3,6,141723746
2015,6,3,7,289103791.3
2015,6,3,8,413197199.8
2015,6,3,9,504422353.3
2015,6,3,10,567264834.5
2015,6,3,11,593041853.9
2015,6,3,12,575599584.4
2015,6,3,13,533641071.1
2015,6,3,14,465150827.4
2015,6,3,15,364429893.1
2015,6,3,16,234073414.4
2015,6,3,17,97142975.13
2015,6,3,18,14373807.76
2015,6,3,19,0
2015,6,3,20,0
2015,6,3,21,0
2015,6,3,22,0
2015,6,3,23,0
2015,6,4,0,0
2015,6,4,1,0
2015,6,4,2,0
2015,6,4,3,0
2015,6,4,4,0
2015,6,4,5,34603932.13
2015,6,4,6,111083554
2015,6,4,7,132818776.4
2015,6,4,8,391840915.9
2015,6,4,9,474011623.5
2015,6,4,10,527599582.9
2015,6,4,11,548077817.4
2015,6,4,12,522732798.6
2015,6,4,13,482894043.2
2015,6,4,14,369213935.9
2015,6,4,15,194481570.1
2015,6,4,16,54631315.84
2015,6,4,17,87725579.51
2015,6,4,18,10829430.07
2015,6,4,19,0
2015,6,4,20,0
2015,6,4,21,0
2015,6,4,22,0
2015,6,4,23,0
2015,6,5,0,0
2015,6,5,1,0
2015,6,5,2,0
2015,6,5,3,0
2015,6,5,4,0
2015,6,5,5,34383232.49
2015,6,5,6,118044814.1
2015,6,5,7,257871603.8
2015,6,5,8,369927065.2
2015,6,5,9,454566344.2
2015,6,5,10,453890012.4
2015,6,5,11,540833857.3
2015,6,5,12,532091357
2015,6,5,13,222497323.4
2015,6,5,14,120054109.3
2015,6,5,15,149451009.7
2015,6,5,16,138075803.6
2015,6,5,17,86971788.93
2015,6,5,18,24210134.89
2015,6,5,19,0
2015,6,5,20,0
2015,6,5,21,0
2015,6,5,22,0
2015,6,5,23,0
2015,6,6,0,0
2015,6,6,1,0
2015,6,6,2,0
2015,6,6,3,0
2015,6,6,4,0
2015,6,6,5,40393771.77
2015,6,6,6,131639487.6
2015,6,6,7,255968151.1
2015,6,6,8,365412072.9
2015,6,6,9,445045023.4
2015,6,6,10,494692677.8
2015,6,6,11,514914573.2
2015,6,6,12,510727404.1
2015,6,6,13,473291388.1
2015,6,6,14,414246900.2
2015,6,6,15,325935546
2015,6,6,16,214685758.6
2015,6,6,17,93276423.39
2015,6,6,18,16166988.33
2015,6,6,19,0
2015,6,6,20,0
2015,6,6,21,0
2015,6,6,22,0
2015,6,6,23,0
2015,6,7,0,0
2015,6,7,1,0
2015,6,7,2,0
2015,6,7,3,0
2015,6,7,4,0
2015,6,7,5,30402996.24
2015,6,7,6,130551993
2015,6,7,7,259090000.2
2015,6,7,8,371873835.2
2015,6,7,9,452510284.1
2015,6,7,10,499621565.2
2015,6,7,11,518256737.9
2015,6,7,12,512235700.6
2015,6,7,13,474225747.6
2015,6,7,14,408984420.2
2015,6,7,15,321198221.1
2015,6,7,16,211650989.7
2015,6,7,17,98189022.78
2015,6,7,18,23112121.7
2015,6,7,19,0
2015,6,7,20,0
2015,6,7,21,0
2015,6,7,22,0
2015,6,7,23,0
2015,6,8,0,0
2015,6,8,1,0
2015,6,8,2,0
2015,6,8,3,0
2015,6,8,4,0
2015,6,8,5,37001353.57
2015,6,8,6,126111428.1
2015,6,8,7,237303427.8
2015,6,8,8,334965624.5
2015,6,8,9,406830092.9
2015,6,8,10,470920450.7
2015,6,8,11,464618073.6
2015,6,8,12,461056531.4
2015,6,8,13,465959245.4
2015,6,8,14,403933437.6
2015,6,8,15,315431107.2
2015,6,8,16,207087074.8
2015,6,8,17,94911669.87
2015,6,8,18,21486062.85
2015,6,8,19,0
2015,6,8,20,0
2015,6,8,21,0
2015,6,8,22,0
2015,6,8,23,0
2015,6,9,0,0
2015,6,9,1,0
2015,6,9,2,0
2015,6,9,3,0
2015,6,9,4,0
2015,6,9,5,36000862.98
2015,6,9,6,122157673
2015,6,9,7,231754964.4
2015,6,9,8,330982283.7
2015,6,9,9,419392866.7
2015,6,9,10,466651665.8
2015,6,9,11,487362317.6
2015,6,9,12,480495572.3
2015,6,9,13,407587008.6
2015,6,9,14,353430436.1
2015,6,9,15,270500303.3
2015,6,9,16,47097010.03
2015,6,9,17,31344763.94
2015,6,9,18,17617325.61
2015,6,9,19,0
2015,6,9,20,0
2015,6,9,21,0
2015,6,9,22,0
2015,6,9,23,0
2015,6,10,0,0
2015,6,10,1,0
2015,6,10,2,0
2015,6,10,3,0
2015,6,10,4,0
2015,6,10,5,32500453.43
2015,6,10,6,126833469.4
2015,6,10,7,242428802.7
2015,6,10,8,309954198.3
2015,6,10,9,419305903.7
2015,6,10,10,468409265.6
2015,6,10,11,488875820.6
2015,6,10,12,484797097.2
2015,6,10,13,366054984.5
2015,6,10,14,73421318.09
2015,6,10,15,318907773.7
2015,6,10,16,208703535.6
2015,6,10,17,99721762.93
2015,6,10,18,24186753.91
2015,6,10,19,0
2015,6,10,20,0
2015,6,10,21,0
2015,6,10,22,0
2015,6,10,23,0
2015,6,11,0,0
2015,6,11,1,0
2015,6,11,2,0
2015,6,11,3,0
2015,6,11,4,0
2015,6,11,5,5988960.876
2015,6,11,6,37478063.98
2015,6,11,7,32045589.31
2015,6,11,8,133008802.8
2015,6,11,9,58229204.02
2015,6,11,10,90042346.77
2015,6,11,11,137022327.3
2015,6,11,12,60491056.55
2015,6,11,13,91145519.57
2015,6,11,14,44507554.13
2015,6,11,15,29654508.92
2015,6,11,16,19953316.83
2015,6,11,17,11523402.09
2015,6,11,18,23259112.12
2015,6,11,19,0
2015,6,11,20,0
2015,6,11,21,0
2015,6,11,22,0
2015,6,11,23,0
2015,6,12,0,0
2015,6,12,1,0
2015,6,12,2,0
2015,6,12,3,0
2015,6,12,4,0
2015,6,12,5,10384158.88
2015,6,12,6,55651137.39
2015,6,12,7,76268106.9
2015,6,12,8,208252186.5
2015,6,12,9,265129565.2
2015,6,12,10,272553455.3
2015,6,12,11,315798683
2015,6,12,12,377109555.6
2015,6,12,13,245000589.9
2015,6,12,14,314727546.7
2015,6,12,15,179656762
2015,6,12,16,64211896.04
2015,6,12,17,106414042.9
2015,6,12,18,27521236.37
2015,6,12,19,0
2015,6,12,20,0
2015,6,12,21,0
2015,6,12,22,0
2015,6,12,23,0
2015,6,13,0,0
2015,6,13,1,0
2015,6,13,2,0
2015,6,13,3,0
2015,6,13,4,0
2015,6,13,5,21449708.08
2015,6,13,6,112322987.5
2015,6,13,7,219535375.4
2015,6,13,8,367460463.9
2015,6,13,9,169132716.7
2015,6,13,10,503278560.3
2015,6,13,11,411726756.1
2015,6,13,12,389407945.9
2015,6,13,13,390355908.1
2015,6,13,14,358774180
2015,6,13,15,327989776.7
2015,6,13,16,181289874.3
2015,6,13,17,21849513.82
2015,6,13,18,0
2015,6,13,19,0
2015,6,13,20,0
2015,6,13,21,0
2015,6,13,22,0
2015,6,13,23,0
2015,6,14,0,0
2015,6,14,1,0
2015,6,14,2,0
2015,6,14,3,0
2015,6,14,4,0
2015,6,14,5,30045235.5
2015,6,14,6,79161156.36
2015,6,14,7,75620545.78
2015,6,14,8,127151008.6
2015,6,14,9,83905892.33
2015,6,14,10,252024820.7
2015,6,14,11,235505747.2
2015,6,14,12,183140569.9
2015,6,14,13,261690141.8
2015,6,14,14,178921505
2015,6,14,15,205146097.6
2015,6,14,16,67292767.25
2015,6,14,17,46340841.92
2015,6,14,18,561327.103
2015,6,14,19,0
2015,6,14,20,0
2015,6,14,21,0
2015,6,14,22,0
2015,6,14,23,0
2015,6,15,0,0
2015,6,15,1,0
2015,6,15,2,0
2015,6,15,3,0
2015,6,15,4,0
2015,6,15,5,28981240.6
2015,6,15,6,131914014.3
2015,6,15,7,266509692.2
2015,6,15,8,376885323.4
2015,6,15,9,459810484.1
2015,6,15,10,508539351.7
2015,6,15,11,530347641.3
2015,6,15,12,479753150.4
2015,6,15,13,473588300.5
2015,6,15,14,412124515.6
2015,6,15,15,299787902
2015,6,15,16,217544608
2015,6,15,17,99174022.79
2015,6,15,18,20689098.6
2015,6,15,19,0
2015,6,15,20,0
2015,6,15,21,0
2015,6,15,22,0
2015,6,15,23,0
2015,6,16,0,0
2015,6,16,1,0
2015,6,16,2,0
2015,6,16,3,0
2015,6,16,4,0
2015,6,16,5,33894010.01
2015,6,16,6,122087771.9
2015,6,16,7,237393298.9
2015,6,16,8,328296046.8
2015,6,16,9,399759402.1
2015,6,16,10,431747520.3
2015,6,16,11,396028624.5
2015,6,16,12,437352880.2
2015,6,16,13,459708886.6
2015,6,16,14,339954855.9
2015,6,16,15,240297482.6
2015,6,16,16,149731657.6
2015,6,16,17,89436109.48
2015,6,16,18,21191592.42
2015,6,16,19,0
2015,6,16,20,0
2015,6,16,21,0
2015,6,16,22,0
2015,6,16,23,0
2015,6,17,0,0
2015,6,17,1,0
2015,6,17,2,0
2015,6,17,3,0
2015,6,17,4,0
2015,6,17,5,32241675.24
2015,6,17,6,8418353.977
2015,6,17,7,75241325.73
2015,6,17,8,206815280.3
2015,6,17,9,249431715
2015,6,17,10,275358246
2015,6,17,11,443011478
2015,6,17,12,451964490.6
2015,6,17,13,498404646.3
2015,6,17,14,424854038.8
2015,6,17,15,128239593.8
2015,6,17,16,7141068.316
2015,6,17,17,40264983.65
2015,6,17,18,4810941.024
2015,6,17,19,0
2015,6,17,20,0
2015,6,17,21,0
2015,6,17,22,0
2015,6,17,23,0
2015,6,18,0,0
2015,6,18,1,0
2015,6,18,2,0
2015,6,18,3,0
