ept,mw,tmp,month,hour,dayofweek,mw_2,mw_7
2015-01-01 00:00:00,31660.636,-7.6,1,0,3,,
2015-01-01 01:00:00,30766.066000000003,-8.4,1,1,3,,
2015-01-01 02:00:00,30201.596,-8.3,1,2,3,,
2015-01-01 03:00:00,29901.406000000003,-6.8,1,3,3,,
2015-01-01 04:00:00,30084.427000000003,-7.0,1,4,3,,
2015-01-01 05:00:00,30734.303,-8.1,1,5,3,,
2015-01-01 06:00:00,31637.994,-8.1,1,6,3,,
2015-01-01 07:00:00,31823.283,-6.3,1,7,3,,
2015-01-01 08:00:00,29546.483515,-5.1,1,8,3,,
2015-01-01 09:00:00,27652.289773,-4.8,1,9,3,,
2015-01-01 10:00:00,26421.059668,-4.9,1,10,3,,
2015-01-01 11:00:00,26616.876313,-4.9,1,11,3,,
2015-01-01 12:00:00,26391.766447,-5.1,1,12,3,,
2015-01-01 13:00:00,25537.515065000003,-4.0,1,13,3,,
2015-01-01 14:00:00,25913.537071,-2.6,1,14,3,,
2015-01-01 15:00:00,27803.338795,-1.6,1,15,3,,
2015-01-01 16:00:00,31212.5693223,-0.7,1,16,3,,
2015-01-01 17:00:00,34991.034,-0.2,1,17,3,,
2015-01-01 18:00:00,35197.896,0.1,1,18,3,,
2015-01-01 19:00:00,34840.912000000004,0.1,1,19,3,,
2015-01-01 20:00:00,34313.86,0.2,1,20,3,,
2015-01-01 21:00:00,33238.146,-0.4,1,21,3,,
2015-01-01 22:00:00,31471.802000000003,-1.3,1,22,3,,
2015-01-01 23:00:00,29616.103,-0.7,1,23,3,,
2015-01-02 00:00:00,28225.159,1.9,1,0,4,,
2015-01-02 01:00:00,27422.008,2.8,1,1,4,,
2015-01-02 02:00:00,27128.334,2.9,1,2,4,,
2015-01-02 03:00:00,27240.126,3.1,1,3,4,,
2015-01-02 04:00:00,27861.498,3.1,1,4,4,,
2015-01-02 05:00:00,29463.261,3.0,1,5,4,,
2015-01-02 06:00:00,31760.864,2.7,1,6,4,,
2015-01-02 07:00:00,33373.787000000004,1.7,1,7,4,,
2015-01-02 08:00:00,33942.210406679995,1.1,1,8,4,,
2015-01-02 09:00:00,33780.7153163,-1.5,1,9,4,,
2015-01-02 10:00:00,32691.841831999995,-2.2,1,10,4,,
2015-01-02 11:00:00,31152.574343,-0.2,1,11,4,,
2015-01-02 12:00:00,29250.493034000003,0.7,1,12,4,,
2015-01-02 13:00:00,29268.744078,2.1,1,13,4,,
2015-01-02 14:00:00,29562.939932,2.9,1,14,4,,
2015-01-02 15:00:00,31222.918894,3.9,1,15,4,,
2015-01-02 16:00:00,33561.89730867,4.4,1,16,4,,
2015-01-02 17:00:00,36451.781,4.4,1,17,4,,
2015-01-02 18:00:00,36444.819,4.5,1,18,4,,
2015-01-02 19:00:00,35933.064,4.9,1,19,4,,
2015-01-02 20:00:00,35289.072,4.1,1,20,4,,
2015-01-02 21:00:00,34255.907,2.9,1,21,4,,
2015-01-02 22:00:00,32589.987,1.0,1,22,4,,
2015-01-02 23:00:00,30845.714,-2.1,1,23,4,,
2015-01-03 00:00:00,29342.443,-3.1,1,0,5,31660.636,
2015-01-03 01:00:00,28488.835,-3.9,1,1,5,30766.066000000003,
2015-01-03 02:00:00,28028.074,-3.9,1,2,5,30201.596,
2015-01-03 03:00:00,27859.687,-2.7,1,3,5,29901.406000000003,
2015-01-03 04:00:00,27992.567000000003,-1.9,1,4,5,30084.427000000003,
2015-01-03 05:00:00,28625.048,-2.5,1,5,5,30734.303,
2015-01-03 06:00:00,29682.971,-4.5,1,6,5,31637.994,
2015-01-03 07:00:00,30630.116,-5.5,1,7,5,31823.283,
2015-01-03 08:00:00,31466.7814975,-5.7,1,8,5,29546.483515,
2015-01-03 09:00:00,30261.564527,-5.0,1,9,5,27652.289773,
2015-01-03 10:00:00,30651.785455000005,-5.0,1,10,5,26421.059668,
2015-01-03 11:00:00,31065.00366,-4.4,1,11,5,26616.876313,
2015-01-03 12:00:00,30658.179439000003,-3.8,1,12,5,26391.766447,
2015-01-03 13:00:00,31537.084598,-2.5,1,13,5,25537.515065000003,
2015-01-03 14:00:00,30802.829049,-1.2,1,14,5,25913.537071,
2015-01-03 15:00:00,32017.124465,-0.6,1,15,5,27803.338795,
2015-01-03 16:00:00,34866.1863129,0.0,1,16,5,31212.5693223,
2015-01-03 17:00:00,36234.395,0.3,1,17,5,34991.034,
2015-01-03 18:00:00,35787.163,0.5,1,18,5,35197.896,
