ept,kw,tmp,month,hour,dayofweek,kw_2,kw_7
2017-01-01 00:00:00,15984.0,48.0,1,0,6,,
2017-01-01 01:00:00,15984.0,46.8,1,1,6,,
2017-01-01 02:00:00,15822.0,46.8,1,2,6,,
2017-01-01 03:00:00,15336.0,46.8,1,3,6,,
2017-01-01 04:00:00,15228.0,46.0,1,4,6,,
2017-01-01 05:00:00,15336.0,46.6,1,5,6,,
2017-01-01 06:00:00,15714.0,46.6,1,6,6,,
2017-01-01 07:00:00,16038.0,46.0,1,7,6,,
2017-01-01 08:00:00,16470.0,45.5,1,8,6,,
2017-01-01 09:00:00,16848.0,41.4,1,9,6,,
2017-01-01 10:00:00,16470.0,42.8,1,10,6,,
2017-01-01 11:00:00,16254.0,43.9,1,11,6,,
2017-01-01 12:00:00,16200.0,45.5,1,12,6,,
2017-01-01 13:00:00,15606.0,46.4,1,13,6,,
2017-01-01 14:00:00,15066.0,48.7,1,14,6,,
2017-01-01 15:00:00,15282.0,49.6,1,15,6,,
2017-01-01 16:00:00,15552.0,50.4,1,16,6,,
2017-01-01 17:00:00,16362.0,50.0,1,17,6,,
2017-01-01 18:00:00,16362.0,49.6,1,18,6,,
2017-01-01 19:00:00,16092.0,50.0,1,19,6,,
2017-01-01 20:00:00,15930.0,48.7,1,20,6,,
2017-01-01 21:00:00,15444.0,48.6,1,21,6,,
2017-01-01 22:00:00,14796.0,48.6,1,22,6,,
2017-01-01 23:00:00,14040.0,48.7,1,23,6,,
2017-01-02 00:00:00,13230.0,49.1,1,0,0,,
2017-01-02 01:00:00,12798.0,50.4,1,1,0,,
2017-01-02 02:00:00,12690.0,51.1,1,2,0,,
2017-01-02 03:00:00,12528.0,51.4,1,3,0,,
2017-01-02 04:00:00,12582.0,52.2,1,4,0,,
2017-01-02 05:00:00,13122.0,52.7,1,5,0,,
2017-01-02 06:00:00,13986.0,52.7,1,6,0,,
2017-01-02 07:00:00,14202.0,51.8,1,7,0,,
2017-01-02 08:00:00,14040.0,51.1,1,8,0,,
2017-01-02 09:00:00,14580.0,51.1,1,9,0,,
2017-01-02 10:00:00,15930.0,52.0,1,10,0,,
2017-01-02 11:00:00,15660.0,53.1,1,11,0,,
2017-01-02 12:00:00,15390.0,53.6,1,12,0,,
2017-01-02 13:00:00,14904.0,54.1,1,13,0,,
2017-01-02 14:00:00,15012.0,53.8,1,14,0,,
2017-01-02 15:00:00,14904.0,53.8,1,15,0,,
2017-01-02 16:00:00,15606.0,53.2,1,16,0,,
2017-01-02 17:00:00,16740.0,52.3,1,17,0,,
2017-01-02 18:00:00,17064.0,51.4,1,18,0,,
2017-01-02 19:00:00,16956.0,50.9,1,19,0,,
2017-01-02 20:00:00,17064.0,50.2,1,20,0,,
2017-01-02 21:00:00,15930.0,49.1,1,21,0,,
2017-01-02 22:00:00,15282.0,48.7,1,22,0,,
2017-01-02 23:00:00,15066.0,48.6,1,23,0,,
2017-01-03 00:00:00,15498.0,48.2,1,0,1,15984.0,
2017-01-03 01:00:00,16200.0,48.2,1,1,1,15984.0,
2017-01-03 02:00:00,16524.0,48.2,1,2,1,15822.0,
2017-01-03 03:00:00,16740.0,48.2,1,3,1,15336.0,
2017-01-03 04:00:00,17334.0,48.2,1,4,1,15228.0,
2017-01-03 05:00:00,18630.0,48.4,1,5,1,15336.0,
2017-01-03 06:00:00,20358.0,48.7,1,6,1,15714.0,
2017-01-03 07:00:00,20844.0,49.1,1,7,1,16038.0,
2017-01-03 08:00:00,20574.0,50.2,1,8,1,16470.0,
2017-01-03 09:00:00,20574.0,50.5,1,9,1,16848.0,
2017-01-03 10:00:00,20628.0,50.9,1,10,1,16470.0,
2017-01-03 11:00:00,19818.0,52.7,1,11,1,16254.0,
2017-01-03 12:00:00,19548.0,55.4,1,12,1,16200.0,
2017-01-03 13:00:00,19764.0,58.1,1,13,1,15606.0,
2017-01-03 14:00:00,19332.0,59.0,1,14,1,15066.0,
2017-01-03 15:00:00,19332.0,59.5,1,15,1,15282.0,
2017-01-03 16:00:00,19602.0,59.9,1,16,1,15552.0,
2017-01-03 17:00:00,20520.0,58.8,1,17,1,16362.0,
2017-01-03 18:00:00,21060.0,57.0,1,18,1,16362.0,
2017-01-03 19:00:00,21222.0,55.9,1,19,1,16092.0,
2017-01-03 20:00:00,20196.0,56.5,1,20,1,15930.0,
2017-01-03 21:00:00,19440.0,56.5,1,21,1,15444.0,
2017-01-03 22:00:00,18738.0,54.7,1,22,1,14796.0,
2017-01-03 23:00:00,17226.0,55.4,1,23,1,14040.0,
2017-01-04 00:00:00,16740.0,55.6,1,0,2,13230.0,
2017-01-04 01:00:00,16848.0,56.1,1,1,2,12798.0,
2017-01-04 02:00:00,16308.0,56.8,1,2,2,12690.0,
2017-01-04 03:00:00,16200.0,56.8,1,3,2,12528.0,
2017-01-04 04:00:00,16308.0,56.3,1,4,2,12582.0,
2017-01-04 05:00:00,17766.0,55.9,1,5,2,13122.0,
2017-01-04 06:00:00,19980.0,55.4,1,6,2,13986.0,
2017-01-04 07:00:00,20952.0,55.4,1,7,2,14202.0,
2017-01-04 08:00:00,20250.0,55.4,1,8,2,14040.0,
2017-01-04 09:00:00,19710.0,55.8,1,9,2,14580.0,
2017-01-04 10:00:00,19710.0,56.5,1,10,2,15930.0,
2017-01-04 11:00:00,19602.0,59.0,1,11,2,15660.0,
2017-01-04 12:00:00,19278.0,61.0,1,12,2,15390.0,
2017-01-04 13:00:00,19386.0,62.8,1,13,2,14904.0,
2017-01-04 14:00:00,19278.0,62.2,1,14,2,15012.0,
2017-01-04 15:00:00,19170.0,61.0,1,15,2,14904.0,
2017-01-04 16:00:00,20034.0,60.6,1,16,2,15606.0,
2017-01-04 17:00:00,20682.0,57.4,1,17,2,16740.0,
2017-01-04 18:00:00,21654.0,53.6,1,18,2,17064.0,
2017-01-04 19:00:00,21546.0,51.4,1,19,2,16956.0,
2017-01-04 20:00:00,21276.0,48.7,1,20,2,17064.0,
2017-01-04 21:00:00,21600.0,44.1,1,21,2,15930.0,
2017-01-04 22:00:00,20574.0,42.8,1,22,2,15282.0,
2017-01-04 23:00:00,19386.0,45.7,1,23,2,15066.0,
2017-01-05 00:00:00,19440.0,45.0,1,0,3,15498.0,
2017-01-05 01:00:00,19602.0,43.2,1,1,3,16200.0,
2017-01-05 02:00:00,20142.0,37.6,1,2,3,16524.0,
2017-01-05 03:00:00,20250.0,34.3,1,3,3,16740.0,
2017-01-05 04:00:00,21276.0,32.4,1,4,3,17334.0,
2017-01-05 05:00:00,22896.0,32.9,1,5,3,18630.0,
2017-01-05 06:00:00,25866.0,31.3,1,6,3,20358.0,
2017-01-05 07:00:00,26460.0,28.9,1,7,3,20844.0,
2017-01-05 08:00:00,25164.0,29.7,1,8,3,20574.0,
2017-01-05 09:00:00,23328.0,36.0,1,9,3,20574.0,
2017-01-05 10:00:00,22410.0,40.6,1,10,3,20628.0,
2017-01-05 11:00:00,21438.0,43.7,1,11,3,19818.0,
2017-01-05 12:00:00,20682.0,45.0,1,12,3,19548.0,
2017-01-05 13:00:00,21006.0,46.9,1,13,3,19764.0,
2017-01-05 14:00:00,21492.0,46.2,1,14,3,19332.0,
2017-01-05 15:00:00,21816.0,46.0,1,15,3,19332.0,
2017-01-05 16:00:00,22518.0,45.5,1,16,3,19602.0,
2017-01-05 17:00:00,23976.0,44.2,1,17,3,20520.0,
2017-01-05 18:00:00,24786.0,43.0,1,18,3,21060.0,
2017-01-05 19:00:00,24894.0,42.8,1,19,3,21222.0,
2017-01-05 20:00:00,24408.0,42.4,1,20,3,20196.0,
2017-01-05 21:00:00,23112.0,43.2,1,21,3,19440.0,
2017-01-05 22:00:00,21708.0,43.3,1,22,3,18738.0,
2017-01-05 23:00:00,20520.0,43.0,1,23,3,17226.0,
2017-01-06 00:00:00,20034.0,41.0,1,0,4,16740.0,
2017-01-06 01:00:00,20412.0,41.0,1,1,4,16848.0,
2017-01-06 02:00:00,20898.0,38.5,1,2,4,16308.0,
2017-01-06 03:00:00,20574.0,38.7,1,3,4,16200.0,
2017-01-06 04:00:00,21438.0,38.5,1,4,4,16308.0,
2017-01-06 05:00:00,22788.0,37.9,1,5,4,17766.0,
2017-01-06 06:00:00,24678.0,38.5,1,6,4,19980.0,
2017-01-06 07:00:00,25488.0,39.2,1,7,4,20952.0,
2017-01-06 08:00:00,24732.0,39.4,1,8,4,20250.0,
2017-01-06 09:00:00,23760.0,40.1,1,9,4,19710.0,
2017-01-06 10:00:00,23274.0,41.4,1,10,4,19710.0,
2017-01-06 11:00:00,23274.0,42.1,1,11,4,19602.0,
2017-01-06 12:00:00,22626.0,43.5,1,12,4,19278.0,
2017-01-06 13:00:00,22680.0,43.5,1,13,4,19386.0,
2017-01-06 14:00:00,23220.0,43.5,1,14,4,19278.0,
2017-01-06 15:00:00,23058.0,43.7,1,15,4,19170.0,
2017-01-06 16:00:00,23490.0,42.3,1,16,4,20034.0,
2017-01-06 17:00:00,24570.0,39.7,1,17,4,20682.0,
2017-01-06 18:00:00,24732.0,38.5,1,18,4,21654.0,
2017-01-06 19:00:00,25002.0,37.0,1,19,4,21546.0,
2017-01-06 20:00:00,24894.0,36.5,1,20,4,21276.0,
2017-01-06 21:00:00,24354.0,35.4,1,21,4,21600.0,
2017-01-06 22:00:00,23328.0,34.7,1,22,4,20574.0,
2017-01-06 23:00:00,22302.0,33.6,1,23,4,19386.0,
2017-01-07 00:00:00,22356.0,33.1,1,0,5,19440.0,
2017-01-07 01:00:00,22950.0,32.2,1,1,5,19602.0,
2017-01-07 02:00:00,22734.0,32.0,1,2,5,20142.0,
2017-01-07 03:00:00,22572.0,32.0,1,3,5,20250.0,
2017-01-07 04:00:00,22626.0,32.0,1,4,5,21276.0,
2017-01-07 05:00:00,22896.0,31.5,1,5,5,22896.0,
2017-01-07 06:00:00,23490.0,30.6,1,6,5,25866.0,
2017-01-07 07:00:00,24462.0,28.9,1,7,5,26460.0,
2017-01-07 08:00:00,25218.0,29.3,1,8,5,25164.0,
2017-01-07 09:00:00,26298.0,27.1,1,9,5,23328.0,
2017-01-07 10:00:00,27810.0,26.4,1,10,5,22410.0,
2017-01-07 11:00:00,28296.0,25.3,1,11,5,21438.0,
2017-01-07 12:00:00,28782.0,24.6,1,12,5,20682.0,
2017-01-07 13:00:00,29214.0,24.3,1,13,5,21006.0,
2017-01-07 14:00:00,28998.0,23.9,1,14,5,21492.0,
2017-01-07 15:00:00,28620.0,23.7,1,15,5,21816.0,
2017-01-07 16:00:00,28944.0,23.9,1,16,5,22518.0,
2017-01-07 17:00:00,29268.0,23.7,1,17,5,23976.0,
2017-01-07 18:00:00,29430.0,23.0,1,18,5,24786.0,
2017-01-07 19:00:00,28620.0,22.8,1,19,5,24894.0,
2017-01-07 20:00:00,28188.0,21.7,1,20,5,24408.0,
2017-01-07 21:00:00,27864.0,21.0,1,21,5,23112.0,
2017-01-07 22:00:00,27216.0,20.3,1,22,5,21708.0,
2017-01-07 23:00:00,26784.0,20.1,1,23,5,20520.0,
2017-01-08 00:00:00,26676.0,19.2,1,0,6,20034.0,15984.0
2017-01-08 01:00:00,26568.0,18.1,1,1,6,20412.0,15984.0
2017-01-08 02:00:00,26622.0,17.4,1,2,6,20898.0,15822.0
2017-01-08 03:00:00,26946.0,16.9,1,3,6,20574.0,15336.0
2017-01-08 04:00:00,27324.0,16.3,1,4,6,21438.0,15228.0
2017-01-08 05:00:00,28080.0,15.4,1,5,6,22788.0,15336.0
2017-01-08 06:00:00,28404.0,15.3,1,6,6,24678.0,15714.0
2017-01-08 07:00:00,29214.0,15.3,1,7,6,25488.0,16038.0
2017-01-08 08:00:00,29700.0,15.3,1,8,6,24732.0,16470.0
2017-01-08 09:00:00,29754.0,17.2,1,9,6,23760.0,16848.0
2017-01-08 10:00:00,29592.0,18.1,1,10,6,23274.0,16470.0
2017-01-08 11:00:00,28458.0,19.8,1,11,6,23274.0,16254.0
2017-01-08 12:00:00,27270.0,21.0,1,12,6,22626.0,16200.0
2017-01-08 13:00:00,25920.0,22.6,1,13,6,22680.0,15606.0
2017-01-08 14:00:00,24840.0,23.9,1,14,6,23220.0,15066.0
2017-01-08 15:00:00,25002.0,25.0,1,15,6,23058.0,15282.0
2017-01-08 16:00:00,25974.0,25.2,1,16,6,23490.0,15552.0
2017-01-08 17:00:00,28026.0,23.7,1,17,6,24570.0,16362.0
2017-01-08 18:00:00,29268.0,19.4,1,18,6,24732.0,16362.0
2017-01-08 19:00:00,29700.0,19.4,1,19,6,25002.0,16092.0
2017-01-08 20:00:00,30024.0,15.8,1,20,6,24894.0,15930.0
2017-01-08 21:00:00,29862.0,14.7,1,21,6,24354.0,15444.0
2017-01-08 22:00:00,29430.0,12.9,1,22,6,23328.0,14796.0
2017-01-08 23:00:00,28944.0,12.4,1,23,6,22302.0,14040.0
2017-01-09 00:00:00,29646.0,11.5,1,0,0,22356.0,13230.0
2017-01-09 01:00:00,30186.0,11.8,1,1,0,22950.0,12798.0
2017-01-09 02:00:00,31212.0,12.7,1,2,0,22734.0,12690.0
2017-01-09 03:00:00,31050.0,12.9,1,3,0,22572.0,12528.0
2017-01-09 04:00:00,31644.0,13.1,1,4,0,22626.0,12582.0
2017-01-09 05:00:00,32778.0,12.6,1,5,0,22896.0,13122.0
2017-01-09 06:00:00,34830.0,12.0,1,6,0,23490.0,13986.0
2017-01-09 07:00:00,35964.0,11.3,1,7,0,24462.0,14202.0
2017-01-09 08:00:00,34776.0,11.5,1,8,0,25218.0,14040.0
2017-01-09 09:00:00,32454.0,17.4,1,9,0,26298.0,14580.0
2017-01-09 10:00:00,30618.0,21.0,1,10,0,27810.0,15930.0
2017-01-09 11:00:00,28782.0,23.7,1,11,0,28296.0,15660.0
2017-01-09 12:00:00,27108.0,25.9,1,12,0,28782.0,15390.0
2017-01-09 13:00:00,26298.0,27.1,1,13,0,29214.0,14904.0
2017-01-09 14:00:00,25650.0,28.4,1,14,0,28998.0,15012.0
2017-01-09 15:00:00,26406.0,29.1,1,15,0,28620.0,14904.0
2017-01-09 16:00:00,27432.0,29.1,1,16,0,28944.0,15606.0
2017-01-09 17:00:00,29646.0,28.4,1,17,0,29268.0,16740.0
2017-01-09 18:00:00,30834.0,25.5,1,18,0,29430.0,17064.0
2017-01-09 19:00:00,31212.0,23.4,1,19,0,28620.0,16956.0
2017-01-09 20:00:00,31266.0,21.4,1,20,0,28188.0,17064.0
2017-01-09 21:00:00,30834.0,19.9,1,21,0,27864.0,15930.0
2017-01-09 22:00:00,30564.0,18.5,1,22,0,27216.0,15282.0
2017-01-09 23:00:00,29700.0,18.0,1,23,0,26784.0,15066.0
2017-01-10 00:00:00,29646.0,18.1,1,0,1,26676.0,15498.0
2017-01-10 01:00:00,29322.0,20.7,1,1,1,26568.0,16200.0
2017-01-10 02:00:00,28836.0,19.2,1,2,1,26622.0,16524.0
2017-01-10 03:00:00,28728.0,22.6,1,3,1,26946.0,16740.0
2017-01-10 04:00:00,29430.0,20.3,1,4,1,27324.0,17334.0
2017-01-10 05:00:00,31050.0,19.4,1,5,1,28080.0,18630.0
2017-01-10 06:00:00,32886.0,18.5,1,6,1,28404.0,20358.0
2017-01-10 07:00:00,33102.0,20.1,1,7,1,29214.0,20844.0
2017-01-10 08:00:00,31536.0,20.7,1,8,1,29700.0,20574.0
2017-01-10 09:00:00,28998.0,25.5,1,9,1,29754.0,20574.0
2017-01-10 10:00:00,26244.0,31.3,1,10,1,29592.0,20628.0
2017-01-10 11:00:00,24948.0,34.5,1,11,1,28458.0,19818.0
2017-01-10 12:00:00,22842.0,36.7,1,12,1,27270.0,19548.0
2017-01-10 13:00:00,22626.0,39.2,1,13,1,25920.0,19764.0
2017-01-10 14:00:00,22518.0,41.9,1,14,1,24840.0,19332.0
2017-01-10 15:00:00,22302.0,42.8,1,15,1,25002.0,19332.0
2017-01-10 16:00:00,23922.0,44.6,1,16,1,25974.0,19602.0
2017-01-10 17:00:00,25110.0,43.5,1,17,1,28026.0,20520.0
2017-01-10 18:00:00,26136.0,39.7,1,18,1,29268.0,21060.0
2017-01-10 19:00:00,26136.0,37.8,1,19,1,29700.0,21222.0
2017-01-10 20:00:00,25326.0,37.2,1,20,1,30024.0,20196.0
2017-01-10 21:00:00,24354.0,36.5,1,21,1,29862.0,19440.0
2017-01-10 22:00:00,23922.0,39.0,1,22,1,29430.0,18738.0
2017-01-10 23:00:00,22194.0,42.6,1,23,1,28944.0,17226.0
2017-01-11 00:00:00,21168.0,45.7,1,0,2,29646.0,16740.0
2017-01-11 01:00:00,21384.0,46.2,1,1,2,30186.0,16848.0
2017-01-11 02:00:00,20898.0,48.2,1,2,2,31212.0,16308.0
2017-01-11 03:00:00,20250.0,47.7,1,3,2,31050.0,16200.0
2017-01-11 04:00:00,20412.0,44.6,1,4,2,31644.0,16308.0
2017-01-11 05:00:00,21978.0,42.4,1,5,2,32778.0,17766.0
2017-01-11 06:00:00,23706.0,46.6,1,6,2,34830.0,19980.0
2017-01-11 07:00:00,24192.0,43.9,1,7,2,35964.0,20952.0
2017-01-11 08:00:00,23382.0,42.8,1,8,2,34776.0,20250.0
2017-01-11 09:00:00,22194.0,47.3,1,9,2,32454.0,19710.0
2017-01-11 10:00:00,22086.0,49.3,1,10,2,30618.0,19710.0
2017-01-11 11:00:00,22140.0,52.2,1,11,2,28782.0,19602.0
2017-01-11 12:00:00,20844.0,56.3,1,12,2,27108.0,19278.0
2017-01-11 13:00:00,20952.0,59.0,1,13,2,26298.0,19386.0
2017-01-11 14:00:00,21060.0,59.4,1,14,2,25650.0,19278.0
2017-01-11 15:00:00,20952.0,59.7,1,15,2,26406.0,19170.0
2017-01-11 16:00:00,21762.0,61.2,1,16,2,27432.0,20034.0
2017-01-11 17:00:00,22410.0,56.5,1,17,2,29646.0,20682.0
2017-01-11 18:00:00,22842.0,50.0,1,18,2,30834.0,21654.0
2017-01-11 19:00:00,22842.0,50.0,1,19,2,31212.0,21546.0
2017-01-11 20:00:00,22248.0,50.9,1,20,2,31266.0,21276.0
2017-01-11 21:00:00,21114.0,51.3,1,21,2,30834.0,21600.0
2017-01-11 22:00:00,20142.0,50.9,1,22,2,30564.0,20574.0
2017-01-11 23:00:00,18792.0,54.1,1,23,2,29700.0,19386.0
2017-01-12 00:00:00,18630.0,56.3,1,0,3,29646.0,19440.0
2017-01-12 01:00:00,18900.0,56.3,1,1,3,29322.0,19602.0
2017-01-12 02:00:00,18306.0,55.9,1,2,3,28836.0,20142.0
2017-01-12 03:00:00,18576.0,55.8,1,3,3,28728.0,20250.0
2017-01-12 04:00:00,18954.0,56.8,1,4,3,29430.0,21276.0
2017-01-12 05:00:00,19980.0,58.3,1,5,3,31050.0,22896.0
2017-01-12 06:00:00,21924.0,55.8,1,6,3,32886.0,25866.0
2017-01-12 07:00:00,22572.0,55.0,1,7,3,33102.0,26460.0
2017-01-12 08:00:00,21816.0,55.4,1,8,3,31536.0,25164.0
2017-01-12 09:00:00,21168.0,60.4,1,9,3,28998.0,23328.0
2017-01-12 10:00:00,21060.0,64.4,1,10,3,26244.0,22410.0
2017-01-12 11:00:00,21060.0,67.3,1,11,3,24948.0,21438.0
2017-01-12 12:00:00,20628.0,68.9,1,12,3,22842.0,20682.0
2017-01-12 13:00:00,20412.0,70.7,1,13,3,22626.0,21006.0
2017-01-12 14:00:00,20466.0,71.1,1,14,3,22518.0,21492.0
2017-01-12 15:00:00,20412.0,69.8,1,15,3,22302.0,21816.0
2017-01-12 16:00:00,20574.0,69.3,1,16,3,23922.0,22518.0
2017-01-12 17:00:00,20628.0,66.6,1,17,3,25110.0,23976.0
2017-01-12 18:00:00,20520.0,62.4,1,18,3,26136.0,24786.0
2017-01-12 19:00:00,20682.0,63.0,1,19,3,26136.0,24894.0
2017-01-12 20:00:00,19926.0,61.9,1,20,3,25326.0,24408.0
2017-01-12 21:00:00,19062.0,58.6,1,21,3,24354.0,23112.0
2017-01-12 22:00:00,18036.0,58.1,1,22,3,23922.0,21708.0
2017-01-12 23:00:00,16902.0,58.1,1,23,3,22194.0,20520.0
2017-01-13 00:00:00,16524.0,57.6,1,0,4,21168.0,20034.0
2017-01-13 01:00:00,17172.0,57.2,1,1,4,21384.0,20412.0
2017-01-13 02:00:00,16740.0,56.5,1,2,4,20898.0,20898.0
2017-01-13 03:00:00,16686.0,54.5,1,3,4,20250.0,20574.0
2017-01-13 04:00:00,17010.0,53.1,1,4,4,20412.0,21438.0
2017-01-13 05:00:00,18738.0,53.2,1,5,4,21978.0,22788.0
2017-01-13 06:00:00,20250.0,52.5,1,6,4,23706.0,24678.0
2017-01-13 07:00:00,21114.0,53.6,1,7,4,24192.0,25488.0
2017-01-13 08:00:00,20520.0,53.8,1,8,4,23382.0,24732.0
2017-01-13 09:00:00,19872.0,58.1,1,9,4,22194.0,23760.0
2017-01-13 10:00:00,19872.0,61.9,1,10,4,22086.0,23274.0
2017-01-13 11:00:00,19980.0,65.3,1,11,4,22140.0,23274.0
2017-01-13 12:00:00,20034.0,68.7,1,12,4,20844.0,22626.0
2017-01-13 13:00:00,20574.0,70.9,1,13,4,20952.0,22680.0
2017-01-13 14:00:00,20682.0,72.7,1,14,4,21060.0,23220.0
2017-01-13 15:00:00,21168.0,73.9,1,15,4,20952.0,23058.0
2017-01-13 16:00:00,21546.0,73.4,1,16,4,21762.0,23490.0
2017-01-13 17:00:00,21114.0,67.6,1,17,4,22410.0,24570.0
2017-01-13 18:00:00,20898.0,67.8,1,18,4,22842.0,24732.0
2017-01-13 19:00:00,20034.0,65.1,1,19,4,22842.0,25002.0
2017-01-13 20:00:00,19116.0,64.4,1,20,4,22248.0,24894.0
2017-01-13 21:00:00,18090.0,57.6,1,21,4,21114.0,24354.0
2017-01-13 22:00:00,17280.0,56.5,1,22,4,20142.0,23328.0
2017-01-13 23:00:00,16632.0,55.2,1,23,4,18792.0,22302.0
2017-01-14 00:00:00,16524.0,54.1,1,0,5,18630.0,22356.0
2017-01-14 01:00:00,16794.0,51.4,1,1,5,18900.0,22950.0
2017-01-14 02:00:00,16524.0,49.1,1,2,5,18306.0,22734.0
2017-01-14 03:00:00,16416.0,49.1,1,3,5,18576.0,22572.0
2017-01-14 04:00:00,17118.0,48.4,1,4,5,18954.0,22626.0
2017-01-14 05:00:00,17982.0,47.7,1,5,5,19980.0,22896.0
2017-01-14 06:00:00,18954.0,46.8,1,6,5,21924.0,23490.0
2017-01-14 07:00:00,20682.0,45.7,1,7,5,22572.0,24462.0
2017-01-14 08:00:00,21816.0,45.0,1,8,5,21816.0,25218.0
2017-01-14 09:00:00,21762.0,45.7,1,9,5,21168.0,26298.0
2017-01-14 10:00:00,22356.0,46.0,1,10,5,21060.0,27810.0
2017-01-14 11:00:00,21924.0,46.6,1,11,5,21060.0,28296.0
2017-01-14 12:00:00,21276.0,47.3,1,12,5,20628.0,28782.0
2017-01-14 13:00:00,21654.0,48.0,1,13,5,20412.0,29214.0
2017-01-14 14:00:00,21384.0,46.6,1,14,5,20466.0,28998.0
2017-01-14 15:00:00,21438.0,46.6,1,15,5,20412.0,28620.0
2017-01-14 16:00:00,21924.0,46.4,1,16,5,20574.0,28944.0
2017-01-14 17:00:00,21978.0,45.9,1,17,5,20628.0,29268.0
2017-01-14 18:00:00,21924.0,45.1,1,18,5,20520.0,29430.0
2017-01-14 19:00:00,21492.0,45.5,1,19,5,20682.0,28620.0
2017-01-14 20:00:00,20682.0,45.7,1,20,5,19926.0,28188.0
2017-01-14 21:00:00,20412.0,43.7,1,21,5,19062.0,27864.0
2017-01-14 22:00:00,19548.0,40.8,1,22,5,18036.0,27216.0
2017-01-14 23:00:00,18306.0,39.2,1,23,5,16902.0,26784.0
2017-01-15 00:00:00,17766.0,39.0,1,0,6,16524.0,26676.0
2017-01-15 01:00:00,17658.0,39.4,1,1,6,17172.0,26568.0
2017-01-15 02:00:00,17010.0,40.6,1,2,6,16740.0,26622.0
2017-01-15 03:00:00,16794.0,42.1,1,3,6,16686.0,26946.0
2017-01-15 04:00:00,16740.0,42.1,1,4,6,17010.0,27324.0
2017-01-15 05:00:00,17064.0,44.1,1,5,6,18738.0,28080.0
2017-01-15 06:00:00,17280.0,44.2,1,6,6,20250.0,28404.0
2017-01-15 07:00:00,17604.0,44.8,1,7,6,21114.0,29214.0
2017-01-15 08:00:00,18630.0,45.5,1,8,6,20520.0,29700.0
2017-01-15 09:00:00,18576.0,46.9,1,9,6,19872.0,29754.0
2017-01-15 10:00:00,17658.0,50.9,1,10,6,19872.0,29592.0
2017-01-15 11:00:00,16956.0,51.4,1,11,6,19980.0,28458.0
2017-01-15 12:00:00,16146.0,51.8,1,12,6,20034.0,27270.0
2017-01-15 13:00:00,15282.0,55.9,1,13,6,20574.0,25920.0
2017-01-15 14:00:00,15012.0,57.0,1,14,6,20682.0,24840.0
2017-01-15 15:00:00,15012.0,54.7,1,15,6,21168.0,25002.0
2017-01-15 16:00:00,15120.0,55.8,1,16,6,21546.0,25974.0
2017-01-15 17:00:00,16146.0,54.5,1,17,6,21114.0,28026.0
2017-01-15 18:00:00,16794.0,49.6,1,18,6,20898.0,29268.0
2017-01-15 19:00:00,16794.0,50.4,1,19,6,20034.0,29700.0
2017-01-15 20:00:00,16740.0,49.6,1,20,6,19116.0,30024.0
2017-01-15 21:00:00,16200.0,49.1,1,21,6,18090.0,29862.0
2017-01-15 22:00:00,15660.0,48.2,1,22,6,17280.0,29430.0
2017-01-15 23:00:00,15444.0,47.1,1,23,6,16632.0,28944.0
2017-01-16 00:00:00,16200.0,45.9,1,0,0,16524.0,29646.0
2017-01-16 01:00:00,16902.0,45.5,1,1,0,16794.0,30186.0
2017-01-16 02:00:00,17172.0,44.1,1,2,0,16524.0,31212.0
2017-01-16 03:00:00,17226.0,43.7,1,3,0,16416.0,31050.0
2017-01-16 04:00:00,18090.0,43.0,1,4,0,17118.0,31644.0
2017-01-16 05:00:00,19818.0,42.1,1,5,0,17982.0,32778.0
2017-01-16 06:00:00,20790.0,41.9,1,6,0,18954.0,34830.0
2017-01-16 07:00:00,21762.0,41.9,1,7,0,20682.0,35964.0
2017-01-16 08:00:00,22410.0,42.1,1,8,0,21816.0,34776.0
2017-01-16 09:00:00,22950.0,42.8,1,9,0,21762.0,32454.0
2017-01-16 10:00:00,22896.0,44.2,1,10,0,22356.0,30618.0
2017-01-16 11:00:00,22410.0,46.4,1,11,0,21924.0,28782.0
2017-01-16 12:00:00,21438.0,46.2,1,12,0,21276.0,27108.0
2017-01-16 13:00:00,21168.0,47.7,1,13,0,21654.0,26298.0
2017-01-16 14:00:00,20898.0,48.7,1,14,0,21384.0,25650.0
2017-01-16 15:00:00,20790.0,49.5,1,15,0,21438.0,26406.0
2017-01-16 16:00:00,21492.0,50.2,1,16,0,21924.0,27432.0
2017-01-16 17:00:00,22680.0,50.2,1,17,0,21978.0,29646.0
2017-01-16 18:00:00,23058.0,49.5,1,18,0,21924.0,30834.0
2017-01-16 19:00:00,22626.0,48.7,1,19,0,21492.0,31212.0
2017-01-16 20:00:00,22086.0,48.9,1,20,0,20682.0,31266.0
2017-01-16 21:00:00,21276.0,48.7,1,21,0,20412.0,30834.0
2017-01-16 22:00:00,19926.0,48.6,1,22,0,19548.0,30564.0
2017-01-16 23:00:00,18468.0,48.4,1,23,0,18306.0,29700.0
2017-01-17 00:00:00,17982.0,48.2,1,0,1,17766.0,29646.0
2017-01-17 01:00:00,18630.0,47.5,1,1,1,17658.0,29322.0
2017-01-17 02:00:00,18576.0,47.3,1,2,1,17010.0,28836.0
2017-01-17 03:00:00,18414.0,46.9,1,3,1,16794.0,28728.0
2017-01-17 04:00:00,18792.0,46.0,1,4,1,16740.0,29430.0
2017-01-17 05:00:00,19656.0,45.1,1,5,1,17064.0,31050.0
