ept,mw,tmp,month,hour,dayofweek,mw_2,mw_7
2015-01-01 00:00:00,1350.784677968633,4.6,1,0,3,,
2015-01-01 01:00:00,1333.434943232921,4.6,1,1,3,,
2015-01-01 02:00:00,1323.9084976558595,4.5,1,2,3,,
2015-01-01 03:00:00,1325.951404794231,4.3,1,3,3,,
2015-01-01 04:00:00,1339.6752900747117,3.9,1,4,3,,
2015-01-01 05:00:00,1367.8479525023515,3.4,1,5,3,,
2015-01-01 06:00:00,1410.0961480181988,2.9,1,6,3,,
2015-01-01 07:00:00,1446.2769090284787,2.7,1,7,3,,
2015-01-01 08:00:00,1485.5130529900828,2.7,1,8,3,,
2015-01-01 09:00:00,1534.6218896770429,2.6,1,9,3,,
2015-01-01 10:00:00,1568.2481634548762,2.7,1,10,3,,
2015-01-01 11:00:00,1582.4821965080855,2.7,1,11,3,,
2015-01-01 12:00:00,1567.6507722248602,2.6,1,12,3,,
2015-01-01 13:00:00,1541.0223432560292,2.7,1,13,3,,
2015-01-01 14:00:00,1526.6376173200797,2.6,1,14,3,,
2015-01-01 15:00:00,1516.6555635984853,2.8,1,15,3,,
2015-01-01 16:00:00,1520.0387188777147,3.0,1,16,3,,
2015-01-01 17:00:00,1584.6409823164454,3.3,1,17,3,,
2015-01-01 18:00:00,1602.2685486811524,3.8,1,18,3,,
2015-01-01 19:00:00,1575.5196914387227,4.3,1,19,3,,
2015-01-01 20:00:00,1545.8468550593338,4.5,1,20,3,,
2015-01-01 21:00:00,1499.2023826879397,4.5,1,21,3,,
2015-01-01 22:00:00,1428.9556343686495,4.5,1,22,3,,
2015-01-01 23:00:00,1355.13512,4.4,1,23,3,,
2015-01-02 00:00:00,1310.195920223102,4.5,1,0,4,,
2015-01-02 01:00:00,1272.9581688071487,4.6,1,1,4,,
2015-01-02 02:00:00,1249.8065785534022,4.6,1,2,4,,
2015-01-02 03:00:00,1252.318807742444,4.6,1,3,4,,
2015-01-02 04:00:00,1276.343527587209,4.6,1,4,4,,
2015-01-02 05:00:00,1331.1165383298398,4.4,1,5,4,,
2015-01-02 06:00:00,1407.537211578113,4.2,1,6,4,,
2015-01-02 07:00:00,1474.5853987381213,4.1,1,7,4,,
2015-01-02 08:00:00,1501.8011053739313,4.2,1,8,4,,
2015-01-02 09:00:00,1578.436398349967,4.2,1,9,4,,
2015-01-02 10:00:00,1599.3231731751523,4.2,1,10,4,,
2015-01-02 11:00:00,1604.768868421055,4.3,1,11,4,,
2015-01-02 12:00:00,1596.66535611181,4.2,1,12,4,,
2015-01-02 13:00:00,1579.6741456954787,4.3,1,13,4,,
2015-01-02 14:00:00,1557.5264305914138,4.5,1,14,4,,
2015-01-02 15:00:00,1545.666802376215,4.7,1,15,4,,
2015-01-02 16:00:00,1555.685446014191,5.2,1,16,4,,
2015-01-02 17:00:00,1614.3304483878203,5.4,1,17,4,,
2015-01-02 18:00:00,1603.60185114491,5.6,1,18,4,,
2015-01-02 19:00:00,1611.414576843945,5.8,1,19,4,,
2015-01-02 20:00:00,1573.9850773239805,6.1,1,20,4,,
2015-01-02 21:00:00,1520.1439462097303,6.4,1,21,4,,
2015-01-02 22:00:00,1454.1501235755093,6.5,1,22,4,,
2015-01-02 23:00:00,1371.82731,6.4,1,23,4,,
2015-01-03 00:00:00,1308.999513936442,6.4,1,0,5,1350.784677968633,
2015-01-03 01:00:00,1294.4529835415144,6.3,1,1,5,1333.434943232921,
2015-01-03 02:00:00,1252.386630528943,6.2,1,2,5,1323.9084976558595,
2015-01-03 03:00:00,1245.30085054724,6.1,1,3,5,1325.951404794231,
2015-01-03 04:00:00,1263.4127904147228,6.1,1,4,5,1339.6752900747117,
2015-01-03 05:00:00,1278.8615486899853,6.0,1,5,5,1367.8479525023515,
2015-01-03 06:00:00,1324.501063661068,6.0,1,6,5,1410.0961480181988,
2015-01-03 07:00:00,1344.2264300770407,5.9,1,7,5,1446.2769090284787,
2015-01-03 08:00:00,1385.3926063140395,5.9,1,8,5,1485.5130529900828,
2015-01-03 09:00:00,1461.78880034759,5.9,1,9,5,1534.6218896770429,
2015-01-03 10:00:00,1478.6561107439843,6.0,1,10,5,1568.2481634548762,
2015-01-03 11:00:00,1470.531522851932,6.0,1,11,5,1582.4821965080855,
2015-01-03 12:00:00,1452.1926449476643,6.0,1,12,5,1567.6507722248602,
2015-01-03 13:00:00,1413.091528699389,5.9,1,13,5,1541.0223432560292,
2015-01-03 14:00:00,1319.628511554111,6.0,1,14,5,1526.6376173200797,
2015-01-03 15:00:00,1312.0343678818,6.1,1,15,5,1516.6555635984853,
2015-01-03 16:00:00,1270.581165995879,6.6,1,16,5,1520.0387188777147,
