Demand,Normalized_net,Temperature,DNI,DHI
0.0,0.0,-9.152000000000001,0.0,0.0
7640.09,0.41231768379491857,-8.946,0.0,0.0
7391.37,0.3988948505150132,-8.676,0.0,0.0
7332.5,0.39571777510817807,-8.373,0.0,0.0
7002.01,0.3778820072942672,-8.14,0.0,0.0
7043.1900000000005,0.380104395017275,-7.899,0.0,0.0
6836.66,0.36895845678432687,-7.76,0.0,0.0
6616.330000000001,0.35706776501622806,-7.532,7.3585,14.2987
6557.8099999999995,0.35390957828600905,-6.257000000000001,73.9317,52.5807
6804.860000000001,0.36724228559463173,-4.145,176.9511,60.1224
6829.009999999999,0.36854560428114547,-2.261,249.7925,60.9982
6601.25,0.35625393289230967,-1.028,280.3112,59.2805
7125.72,0.38455834496336133,-0.45299999999999996,248.1279,60.8334
7062.860000000001,0.3811659386431022,-0.331,175.5682,58.9353
7075.39,0.3818421532659601,-0.927,73.426,50.2221
7074.77,0.38180869332452577,-2.861,6.0993,12.477
7322.759999999999,0.3951921302217746,-4.925,0.0,0.0
7617.1,0.4110769675794754,-4.873,0.0,0.0
7801.13,0.42100863374424297,-4.795,0.0,0.0
7706.02,0.41587577079292504,-4.832,0.0,0.0
7444.81,0.40177888159606073,-4.755,0.0,0.0
7357.85,0.39708585497166154,-4.524,0.0,0.0
7448.860000000001,0.40199745056833325,-4.6080000000000005,0.0,0.0
7233.740000000001,0.39038793024357754,-4.82,0.0,0.0
7064.04,0.38122962046712233,-4.864,0.0,0.0
7043.9,0.380142712046982,-4.6739999999999995,0.0,0.0
7184.240000000001,0.38771653169358034,-4.287,0.0,0.0
7103.59,0.3833640409247464,-4.072,0.0,0.0
6971.9400000000005,0.3762592001347032,-4.043,0.0,0.0
6785.860000000001,0.36621690029261256,-4.096,0.0,0.0
6779.76,0.36588769764301693,-4.352,0.0,0.0
6691.5599999999995,0.3611277511357491,-4.343,7.2462,16.2089
6813.55,0.36771126445118674,-2.5269999999999997,62.356,63.9412
7090.700000000001,0.38266839794879765,0.42100000000000004,131.3079,90.2093
7195.51,0.3883247470806201,1.735,154.0252,115.7815
7112.44,0.3838416546048974,2.208,105.3881,146.124
7512.37,0.4054249358594509,2.342,38.8374,143.0489
7443.65,0.4017162791249901,2.057,8.8754,91.6171
7305.79,0.39427629924412905,1.501,1.9462,41.1201
7275.93,0.3926648252905348,1.172,0.1306,5.0978
7504.389999999999,0.40499427403260285,1.153,0.0,0.0
8060.25,0.4349927305578851,1.213,0.0,0.0
8156.91,0.4402092433627888,1.253,0.0,0.0
7919.26,0.4273838319404283,1.3119999999999998,0.0,0.0
7544.9800000000005,0.40718482084360064,1.08,0.0,0.0
7371.72,0.3978343862421355,0.8140000000000001,0.0,0.0
7378.41,0.3981954298037412,0.6890000000000001,0.0,0.0
7100.29,0.3831859476880799,0.581,0.0,0.0
6933.89,0.3742057311482912,0.299,0.0,0.0
6926.62,0.37381338635115013,-0.14400000000000002,0.0,0.0
6984.3099999999995,0.3769267799339651,-0.429,0.0,0.0
6915.93,0.37323647219964573,-0.7140000000000001,0.0,0.0
6749.9400000000005,0.3642783823953216,-1.047,0.0,0.0
6854.58,0.36992555702707336,-1.423,0.0,0.0
6890.47,0.37186245589494005,-1.745,0.0,0.0
6873.9,0.3709682119762844,-1.9880000000000002,3.2363,16.3412
6964.73,0.37587009339641064,-0.8240000000000001,38.7114,75.2211
7206.99,0.3889442956736295,0.9259999999999999,101.4543,109.4829
7316.75,0.3948677846604517,1.881,92.02600000000001,147.4541
7383.47,0.39846850609996315,2.19,26.5538,151.0658
7511.87,0.40539795203571355,2.291,5.9002,100.3936
7696.599999999999,0.4153673955537134,2.557,1.9186,59.0403
7784.490000000001,0.4201106120902641,2.585,0.5771,26.3458
7984.99,0.4309311254089398,2.582,0.0767,4.361000000000001
8028.900000000001,0.43330084480955355,2.844,0.0,0.0
8169.179999999999,0.44087142639730326,3.139,0.0,0.0
8134.51,0.4390003680593557,3.363,0.0,0.0
7827.04,0.4224069354903122,3.5210000000000004,0.0,0.0
7370.0,0.39774156188847903,3.517,0.0,0.0
7137.06,0.3851703380857243,3.432,0.0,0.0
7093.200000000001,0.3828033170674844,3.403,0.0,0.0
6950.68,0.3751118479493913,3.2,0.0,0.0
7047.08,0.38031432916595154,2.7710000000000004,0.0,0.0
6995.77,0.3775452491740251,2.2119999999999997,0.0,0.0
6842.21,0.3692579772278114,1.5030000000000001,0.0,0.0
6671.3,0.3600343665979118,0.8590000000000001,0.0,0.0
6533.04,0.35257279965806093,0.114,0.0,0.0
6593.9800000000005,0.35586158809516866,-0.23800000000000002,0.0,0.0
6527.93,0.3522970249794653,-0.35100000000000003,0.0,0.0
6392.81,0.34500491645268494,-0.5710000000000001,1.584,13.6104
6674.64,0.3602146185404773,0.14800000000000002,17.4184,70.5998
6803.0,0.36714190577032874,1.0490000000000002,46.5907,115.0404
6971.0,0.376208470546077,1.57,102.0505,133.2185
7077.33,0.38194685050206095,1.8780000000000001,171.032,118.8434
7116.16,0.3840424142535033,1.8869999999999998,154.1824,112.2037
7066.57,0.38136615861523326,1.599,108.1278,97.6401
7031.82,0.3794907828654877,0.7190000000000001,36.8014,68.8105
7079.78,0.3820790712383739,-0.907,3.4302,14.2125
7474.13,0.4033612130200187,-1.714,0.0,0.0
8016.69,0.4326418998338875,-2.07,0.0,0.0
8060.88,0.4350267301757942,-2.395,0.0,0.0
7943.55,0.4286947060975886,-2.697,0.0,0.0
7633.04,0.411937211880222,-2.991,0.0,0.0
