Demand,Normalized_net,Temprature
5272.0,0.485855918,-5.8
5092.6,0.469322809,-6.1
4909.5,0.452448715,-7.5
4771.4,0.439721723,-8.4
4698.5,0.43300342,-7.4
4720.9,0.435067755,-6.9
4811.1,0.443380388,-6.5
4868.3,0.448651814,-6.3
4629.381132,0.426633577,-6.4
4513.478577,0.415952253,-6.4
4498.905034,0.414609187,-7.0
4542.712814,0.418646416,-6.9
4613.198146,0.425142189,-6.6
4711.92916,0.434241022,-5.8
4894.969752,0.45110964,-4.4
5193.316956,0.478604662,-3.1
5708.8,0.526110444,-2.0
5997.6,0.552725617,-1.4
6008.5,0.553730137,-0.4
5949.4,0.548283611,0.2
5850.7,0.539187636,0.3
5722.2,0.527345359,-0.2
5504.8,0.507310253,-0.3
5208.1,0.479967034,-0.4
4919.0,0.453324215,0.2
4698.5,0.43300342,0.3
4548.2,0.419152103,0.5
4470.7,0.412009873,0.9
4489.0,0.413696361,0.9
4687.7,0.432008116,0.2
5073.2,0.467534947,-0.3
5440.6,0.501393723,-0.8
5393.647568,0.49706669,-0.8
5372.979444,0.495161961,-1.0
5333.500072,0.491523629,-0.5
5333.865234,0.491557282,0.1
5326.292441,0.49085939,0.3
5417.689969,0.499282385,0.7
5566.244408,0.512972835,1.1
5837.077462,0.537932213,1.9
6362.4,0.586344782,2.5
6590.7,0.607384408,2.9
6457.6,0.595118205,2.8
6300.1,0.580603351,3.6
6116.4,0.563673963,2.4
5926.5,0.546173197,1.0
5659.9,0.521603928,0.1
5337.8,0.491919901,-0.5
4998.4,0.460641544,-0.8
4760.0,0.438671124,-2.0
4594.2,0.423391361,-3.2
4497.3,0.414461271,-4.1
4464.4,0.411429279,-4.6
4529.1,0.417391889,-5.1
4693.6,0.432551847,-6.0
4876.5,0.449407508,-6.3
5032.529812,0.463786872,-6.3
5055.801795,0.465931567,-6.5
4804.630968,0.442784216,-6.6
4977.187425,0.45868664,-6.2
5059.816928,0.466301593,-6.4
5216.9972,0.480786981,-5.8
5278.448751,0.48645022,-4.1
5581.188298,0.514350031,-1.8
6077.7,0.560107457,-0.9
6226.2,0.57379289,-0.2
6195.9,0.571000508,-0.8
6089.7,0.56121335,-1.8
5929.2,0.546422023,-1.4
5754.3,0.530303624,-1.0
5529.5,0.509586551,-0.7
5225.6,0.481579796,-0.3
4928.0,0.454153635,0.3
4681.4,0.431427521,0.6
4486.2,0.413438319,0.8
4377.8,0.403448414,1.0
4327.2,0.398785229,0.6
4356.7,0.401503884,0.2
4460.6,0.411079079,0.3
4591.1,0.423105672,0.2
4419.738181,0.407313344,0.1
4419.020221,0.407247178,0.1
4486.872085,0.413500257,0.3
4550.262183,0.419342149,0.9
4630.01048,0.426691576,1.2
4767.423711,0.439355277,1.6
4959.530576,0.457059423,3.3
5237.4442,0.482671331,4.4
5721.310809,0.527263413,4.1
5944.8,0.547859685,3.4
5951.2,0.548449495,4.1
5876.4,0.541556092,4.7
5759.7,0.530801276,6.1
5558.7,0.512277559,6.0
5278.4,0.486445728,6.5
4931.9,0.45451305,7.6
4632.3,0.426902574,7.3
4432.3,0.408471014,7.9
4323.2,0.398416598,8.8
4282.4,0.39465656,8.4
4336.3,0.399623865,8.0
4629.3,0.4266261,6.0
5215.4,0.480639786,4.8
5779.1,0.532589138,4.1
6017.979849,0.554603779,3.6
5884.148362,0.542270164,3.3
5903.126874,0.544019181,2.2
5910.622034,0.544709919,1.5
5715.506359,0.526728488,0.9
5858.441669,0.539901091,0.1
6003.135801,0.553235784,-0.1
6464.765081,0.595778523,-0.6
6748.437317,0.621921132,-1.1
7026.7,0.647565208,-1.3
6918.5,0.637593734,-1.6
6794.2,0.62613852,-3.0
6618.8,0.609974042,-3.6
6367.4,0.586805571,-5.0
5999.4,0.552891501,-6.4
5557.4,0.512157754,-7.1
5194.9,0.478750551,-8.0
4967.4,0.457784652,-8.8
4826.9,0.444836481,-9.3
4781.3,0.440634086,-9.8
4816.2,0.443850393,-10.3
5059.4,0.46626317,-10.7
5610.2,0.517023685,-10.9
6200.1,0.571387571,-11.1
6488.268222,0.59794452,-11.3
6666.479278,0.614368059,-11.1
6657.486216,0.613539278,-10.4
6714.638063,0.618806267,-9.9
6582.516846,0.606630266,-9.6
6732.571629,0.620458985,-9.3
6993.356676,0.644492361,-9.3
6982.262254,0.643469923,-9.0
7185.423447,0.662192812,-8.6
7361.9,0.678456502,-8.1
7218.8,0.665268721,-8.0
7064.9,0.651085636,-7.6
6870.1,0.633133297,-7.8
6599.5,0.608195396,-8.0
6186.6,0.570143441,-8.9
5731.0,0.528156348,-9.7
5343.2,0.492417553,-10.5
5108.7,0.470806549,-11.0
4962.9,0.457369942,-11.2
4895.0,0.451112427,-12.5
4933.2,0.454632855,-13.5
5170.0,0.476455822,-13.5
5726.9,0.527778501,-12.1
6306.3,0.581174729,-10.1
6674.503298,0.615107535,-9.3
6835.565496,0.629950673,-9.3
6864.144637,0.632584464,-9.3
6854.477023,0.631693518,-9.8
6951.253499,0.640612225,-9.8
6935.042165,0.639118224,-8.8
7034.367958,0.64827187,-7.7
7044.983333,0.64925016,-7.1
7297.67242,0.67253743,-6.1
7523.0,0.693303124,-5.8
7481.3,0.689460144,-6.3
7353.6,0.677691593,-7.0
7181.0,0.661785157,-8.4
6922.3,0.637943934,-10.5
6575.9,0.606020472,-12.2
6104.6,0.562586501,-13.0
5715.8,0.526755549,-13.9
5461.3,0.503301389,-14.2
5320.8,0.490353218,-14.8
5261.7,0.484906692,-15.6
5292.5,0.487745153,-16.0
5538.7,0.510434403,-17.0
6053.4,0.557868022,-17.8
6625.3,0.610573067,-18.1
6551.336718,0.603756774,-19.0
6693.637981,0.616870945,-19.7
6445.133628,0.593969331,-20.4
6400.883268,0.589891315,-20.8
6375.827262,0.587582209,-20.9
6451.293025,0.594536968,-18.0
6583.222004,0.606695252,-13.5
6891.145103,0.635072767,-11.6
7326.507517,0.675194809,-9.7
7632.3,0.703375971,-8.4
7521.3,0.693146456,-7.4
7376.0,0.679755927,-7.1
7181.7,0.661849667,-7.4
6891.1,0.635068611,-8.5
6483.7,0.597523523,-9.2
6047.6,0.557333507,-9.3
5645.0,0.520230777,-9.4
5391.1,0.496831912,-9.6
5229.1,0.481902348,-10.4
5137.5,0.473460694,-10.9
5148.2,0.474446782,-10.3
5359.2,0.493892078,-10.1
5891.9,0.542984537,-10.0
6488.4,0.597956665,-9.3
6792.175864,0.62595198,-8.1
7005.562028,0.645617179,-8.2
6976.884843,0.642974353,-8.4
6984.522627,0.643678234,-8.3
6527.643274,0.601573239,-8.2
6855.35954,0.631774848,-7.9
6772.773473,0.624163898,-7.3
6812.094826,0.627787668,-6.2
7117.030833,0.655889899,-4.3
7295.9,0.672374088,-3.3
7145.3,0.658495123,-2.3
6945.9,0.640118858,-2.4
6764.0,0.623355354,-2.7
6536.9,0.602426318,-3.6
6253.9,0.576345661,-4.1
5898.5,0.543592779,-4.3
5543.2,0.510849113,-5.1
5317.1,0.490012234,-6.0
5150.6,0.474667961,-6.9
5064.5,0.466733174,-7.7
5050.4,0.465433749,-8.2
5140.8,0.473764814,-8.5
5322.3,0.490491455,-9.1
5543.4,0.510867544,-9.5
5542.869673,0.510818671,-10.0
5640.889825,0.519851992,-10.4
5662.008046,0.521798201,-10.6
5668.435548,0.522390545,-11.1
5697.661945,0.525083986,-11.9
5703.492623,0.525621328,-11.1
5842.319576,0.538415315,-10.3
6107.476345,0.562851579,-9.5
6447.146446,0.594154828,-8.6
6739.1,0.621060625,-7.9
6794.3,0.626147736,-7.2
6703.0,0.617733728,-6.7
6572.6,0.605716351,-6.5
6413.3,0.591035614,-7.2
6187.1,0.57018952,-8.2
5910.2,0.544671025,-9.4
5600.5,0.516129755,-10.3
5345.8,0.492657163,-10.1
5171.1,0.476557196,-10.1
5063.9,0.46667788,-10.0
5020.1,0.462641368,-10.1
5051.1,0.46549826,-10.5
5161.2,0.475644834,-11.2
5281.4,0.486722201,-11.2
5420.947595,0.4995826,-12.2
5639.067059,0.51968401,-12.5
5822.183145,0.536559586,-11.6
6025.976439,0.555340727,-10.6
5677.690539,0.523243465,-10.0
5973.089554,0.550466788,-9.2
5804.410004,0.534921652,-8.2
5848.540219,0.538988595,-6.8
6128.772913,0.564814224,-5.3
6482.3,0.597394502,-4.2
6500.3,0.599053343,-3.8
6423.1,0.59193876,-3.4
6294.9,0.580124131,-3.1
6095.3,0.561729434,-2.9
5799.7,0.534487588,-2.9
5419.6,0.499458409,-2.8
5083.6,0.468493388,-2.9
4875.5,0.44931535,-3.0
4746.6,0.43743621,-2.0
4698.7,0.433021851,-1.3
4740.1,0.436837184,-0.7
4999.5,0.460742917,-0.6
