Demand,Normalized_net,Temprature
2119.1,0.401876058,-11.1
2238.3,0.424481704,-10.8
2445.0,0.463681261,-10.8
2598.0,0.492696899,-11.4
2658.723956,0.504212874,-11.4
2479.487414,0.470221616,-11.5
2398.165239,0.454799298,-10.7
2523.40006,0.478549416,-10.0
2402.390227,0.455600544,-9.6
2373.710443,0.450161576,-9.6
2558.807187,0.48526419,-9.2
2680.622234,0.508365766,-8.6
2799.542044,0.530918277,-6.8
3079.1,0.583934958,-5.5
3167.8,0.600756442,-4.4
3102.3,0.588334715,-3.8
2993.1,0.567625515,-3.4
2819.9,0.534779055,-3.9
2582.0,0.489662584,-5.3
2352.0,0.446044305,-6.9
2212.2,0.419531978,-7.8
2134.2,0.404739693,-9.5
2092.1,0.396755651,-9.0
2082.5,0.394935062,-10.1
2127.2,0.40341218,-11.1
2264.5,0.429450395,-13.0
2521.6,0.478208045,-15.2
2630.375744,0.498836787,-16.8
2645.165356,0.501641558,-17.3
2495.999605,0.473353066,-18.6
2424.961971,0.459881156,-19.4
2121.328744,0.402298727,-19.9
2061.775006,0.391004677,-20.3
2101.886479,0.398611605,-17.2
2217.14924,0.420470575,-12.2
2402.424775,0.455607096,-9.3
2704.021004,0.512803219,-6.5
3036.6,0.575875059,-4.7
3080.3,0.584162532,-3.2
3011.8,0.57117187,-2.3
2899.6,0.549893736,-1.0
2722.6,0.516326627,-0.6
2476.0,0.469560247,-0.9
2237.5,0.424329989,-1.3
2076.4,0.39377823,-1.8
1983.6,0.376179203,-2.0
1928.8,0.365786674,-1.9
1908.8,0.36199378,-2.2
1935.3,0.367019364,-1.6
2063.2,0.39127492,-2.1
2309.5,0.437984406,-2.1
2487.051135,0.471656036,-2.0
2524.594674,0.478775969,-2.0
2493.316453,0.47284422,-2.0
2350.845639,0.445825387,-2.0
2167.51646,0.411057982,-2.2
2127.736586,0.40351394,-2.5
2126.706632,0.403318615,-2.7
2222.199988,0.421428423,-2.5
2369.167009,0.449299938,-2.2
2620.611241,0.496985,-1.4
2940.7,0.557688133,-0.3
3037.7,0.576083668,0.2
2999.0,0.568744418,0.3
2936.5,0.556891625,-0.6
2825.3,0.535803136,-1.6
2653.5,0.503222179,-3.0
2468.5,0.468137912,-4.9
2327.4,0.441379046,-6.6
2237.5,0.424329989,-7.9
2190.7,0.415454617,-9.0
2174.7,0.412420302,-10.1
2195.9,0.41644077,-11.1
2254.8,0.427610842,-12.1
2375.2,0.450444062,-13.2
2430.80962,0.460990131,-14.2
2409.117633,0.456876361,-14.6
2368.647274,0.449201373,-14.8
2305.838798,0.437290079,-15.1
2246.68815,0.426072473,-15.1
2200.639129,0.41733952,-14.5
2195.595904,0.4163831,-14.2
2255.467767,0.42773748,-13.4
2388.359744,0.452939738,-11.9
2643.32079,0.501291746,-10.4
2981.1,0.565349779,-9.0
3077.1,0.583555669,-7.8
3018.6,0.572461454,-6.6
2940.5,0.557650204,-6.2
2836.0,0.537832334,-7.0
2669.9,0.506332352,-8.7
2483.7,0.471020511,-9.7
2327.8,0.441454904,-10.3
2226.4,0.422224933,-10.9
2155.8,0.408836018,-11.9
2118.1,0.401686413,-12.7
2113.8,0.400870941,-14.2
2144.3,0.406655104,-15.5
2209.3,0.418982009,-16.9
2231.442451,0.423181207,-16.5
2241.250893,0.425041326,-16.2
2135.49339,0.404984977,-16.7
1996.542377,0.378633656,-16.4
2020.407437,0.383159537,-15.1
2004.742393,0.380188745,-13.7
2051.750991,0.389103676,-11.6
2174.091889,0.412304977,-9.2
2257.525651,0.428127747,-5.3
2543.0096,0.482268261,-3.1
2864.9,0.543313066,-2.0
2881.5,0.546461168,-1.0
2765.0,0.524367562,-0.5
2669.9,0.506332352,-0.3
2567.0,0.486817913,-0.4
2439.9,0.462714074,-1.3
2254.9,0.427629806,-2.8
2080.4,0.394536808,-3.0
1994.7,0.378284259,-3.3
1951.5,0.370091608,-3.8
1943.1,0.368498593,-3.8
1981.3,0.37574302,-4.7
2095.5,0.397400443,-5.4
2280.0,0.432389888,-5.4
2440.5,0.46282786,-4.3
2577.695949,0.488846343,-4.3
2673.300504,0.506977239,-5.8
2689.063722,0.50996665,-6.3
2782.477849,0.527682143,-7.3
2773.591312,0.525996858,-8.1
2851.758315,0.540820815,-8.4
2791.318116,0.529358652,-7.8
2779.518022,0.527120827,-8.2
2889.574319,0.547992419,-9.9
3130.6,0.593701659,-10.3
3234.0,0.61331092,-10.4
3162.7,0.599789254,-10.5
3043.2,0.577126714,-10.3
2872.2,0.544697472,-10.6
2633.7,0.499467214,-10.8
2421.3,0.459186682,-10.5
2280.6,0.432503675,-10.2
2215.7,0.420195735,-10.2
2184.6,0.414297785,-11.2
