Demand,Normalized_net,Temprature
1813.7,0.610002079,-5.8
1737.4,0.584340085,-6.1
1700.7,0.571996767,-7.5
1683.3,0.566144621,-8.4
1688.4,0.567859905,-7.4
1719.3,0.578252508,-6.9
1766.2,0.594026394,-6.5
1797.7,0.604620796,-6.3
1807.026917,0.607757719,-6.4
1842.548271,0.619704623,-6.4
1833.907879,0.616798599,-7.0
1869.76621,0.628858838,-6.9
1850.095344,0.622242932,-6.6
1902.218272,0.639773447,-5.8
1772.887111,0.596275472,-4.4
1810.940283,0.609073903,-3.1
1981.846279,0.66655475,-2.0
2153.7,0.724354346,-1.4
2133.9,0.717695008,-0.4
2096.9,0.705250791,0.2
2041.1,0.686483566,0.3
1964.9,0.660855205,-0.2
1854.0,0.623556186,-0.3
1731.5,0.582355737,-0.4
1672.9,0.562646787,0.2
1640.7,0.551816955,0.3
1613.4,0.54263514,0.5
1606.2,0.540213563,0.9
1632.2,0.548958148,0.9
1716.0,0.577142619,0.2
1835.0,0.617165912,-0.3
1940.2,0.652547849,-0.8
1914.688236,0.643967472,-0.8
1999.090059,0.672354354,-1.0
2005.198274,0.674408731,-0.5
1997.932749,0.671965116,0.1
1940.976935,0.652809155,0.3
1916.747759,0.644660152,0.7
1903.866571,0.640327819,1.1
1980.241739,0.666015095,1.9
2134.537687,0.717909481,2.5
2266.9,0.762426924,2.9
2243.3,0.754489532,2.8
2184.9,0.734847848,3.6
2127.5,0.715542495,2.4
2030.5,0.682918466,1.0
1906.1,0.641078989,0.1
1805.9,0.607378703,-0.5
1722.5,0.579328765,-0.8
1673.7,0.562915851,-2.0
1680.1,0.565068364,-3.2
1664.6,0.559855246,-4.1
1677.2,0.564093007,-4.6
1713.1,0.576167261,-5.1
1783.8,0.599945806,-6.0
1862.5,0.626414992,-6.3
1887.46711,0.634812185,-6.3
1892.172191,0.636394646,-6.5
1829.080506,0.615175007,-6.6
1956.73731,0.658109845,-6.2
1934.116579,0.650501811,-6.4
1900.946596,0.639345744,-5.8
1968.766964,0.662155781,-4.1
2027.40674,0.681878109,-1.8
2123.56422,0.714218773,-0.9
2182.4,0.734007023,-0.2
2184.3,0.73464605,-0.8
2136.2,0.718468567,-1.8
2065.2,0.694589123,-1.4
1957.1,0.658231829,-1.0
1844.2,0.62026015,-0.7
